Year,Id,NGL,Pt,DCO,DBO5,MES,site_name,SIRET_code,discharge_environment,lat_site,long_site,code_epsg,code_ape,libelle_ape,code_eprtr,libelle_eprtr
2003,0005101078,NA,NA,450000,210000,NA,COLGATE PALMOLIVE,47898966800023,water (indirect),688495,6925784000000,2154,2042Z,Fabrication de parfums et de produits pour la toilette,4.(a).(xi),tensioactifs et agents de surface
2003,0005101664,NA,NA,200000,NA,NA,PICARDIE LAVAGES CITERNES,35368779100015,water (indirect),2.50251,49278832,4326,8121Z,Nettoyage courant des bâtiments,NA,NA
2003,0005101670,100000,NA,240000,NA,NA,FRANCOLOR PIGMENTS,38931619100029,water (indirect),611399,2476459,27572,241C,Fabrication de colorants et de pigments,NA,NA
2003,0005101758,NA,NA,220000,120000,NA,EUROSERUM,40086927700097,water (indirect),624006,6986108000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005101899,NA,NA,230000,77000,NA,C & V COSSERAT INTERNATIONAL,47842524200011,water (indirect),595658.28793996,25458514566297,27572,172A,Tissage de l'industrie cotonnière,NA,NA
2003,0005101904,NA,NA,390000,120000,NA,PROCTER et  GAMBLE AMIENS,39154895500023,water (indirect),2.27018,49935700,4326,2041Z,"Fabrication de savons, détergents et produits d'entretien",NA,NA
2003,0005102088,NA,NA,1100000,300000,NA,Le JERSEY de PARIS,38009819400042,water (indirect),612512,2545563,27572,171F,Filature de l'industrie lainière - cycle peigné,NA,NA
2003,0005102374,110000,NA,3800000,2200000,1000000,BONDUELLE EUROPE LONG LIFE,66558007200197,water (indirect),703115,6975172000000,2154,1039A,Autre transformation et conservation de légumes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2003,0005102550,NA,NA,170000,NA,NA,Sapsa Bedding,34896841300057,water (indirect),593096,2539926,27572,3103Z,Fabrication de matelas,NA,NA
2003,0005202084,NA,NA,220000,100000,NA,EUTICALS  SAS,49075603800017,water (indirect),512285,6346855000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2003,0005202609,NA,NA,540000,NA,NA,TOTAL E&P France,40916013200026,water (indirect),405384,6263578000000,2154,0610Z,Extraction de pétrole brut,1.(b),Installations de gazéification et de liquéfaction
2003,0005301462,NA,NA,200000,59000,NA,DUPONT D'ISIGNY ET JACQUIN,32927632300022,water (indirect),390096,6920150000000,2154,1082Z,"Fabrication de cacao, chocolat et de produits de confiserie",NA,NA
2003,0005301493,NA,18000,670000,NA,NA,COMPAGNIE DES FROMAGES & RICHESMONTS SCA,50164519600087,water (indirect),383897,6845053000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005401075,NA,NA,220000,73000,NA,KRONOSPAN SAS,79937878100030,water (indirect),810106,6629535000000,2154,1621Z,Fabrication de placage et de panneaux de bois,NA,NA
2003,0005401089,NA,NA,360000,150000,NA,IFF,77556787800019,water (indirect),805510,22565350,27572,246E,Fabrication d'huiles essentielles,NA,NA
2003,0005401225,120000,NA,2400000,1600000,NA,KODAK INDUSTRIE,40308787700029,water (indirect),791919,2200645,27572,246G,Fabrication de produits chimiques pour la photographie,NA,NA
2003,0005401241,NA,5200,870000,470000,NA,YOPLAIT PRODUCTION FRANCE - NOBLEVAL,44076754900106,water (indirect),743602,6748642000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005401402,NA,NA,180000,110000,NA,AMORA MAILLE Chevigny,31164122900076,water (indirect),862618,6690205000000,2154,1084Z,Fabrication de condiments et assaisonnements,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2003,0005401483,NA,NA,NA,58000,NA,DAUNAT BOURGOGNE,42099049100029,water (indirect),840097,6627278000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2003,0005401490,NA,NA,320000,130000,NA,AMORA MAILLE SI Usine de Dijon,31164122900076,water (indirect),804200,2261700,27572,1084Z,Fabrication de condiments et assaisonnements,NA,NA
2003,0005401595,NA,NA,150000,82000,NA,CB-CHOCOLATERIE DE BOURGOGNE,80963125200016,water (indirect),804200,2261700,27572,1082Z,"Fabrication de cacao, chocolat et de produits de confiserie",NA,NA
2003,0005401872,NA,NA,NA,50000,NA,AMORA MAILLE Société Industrielle,31164122900076,water (indirect),689012,2320300,27572,1084Z,Fabrication de condiments et assaisonnements,NA,NA
2003,0005401901,NA,NA,210000,110000,NA,REFRESCO France,32802418700036,water (indirect),848842,6671620000000,2154,1032Z,Préparation de jus de fruits et légumes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2003,0005500070,NA,9100,510000,260000,NA,ENTREMONT ALLIANCE,32552045000249,water (indirect),248822,6845643000000,2154,1051C,Fabrication de fromage,NA,NA
2003,0005500088,82000,NA,360000,70000,NA,FERTIVAL SA,38006950000029,water (indirect),290866,6832413000000,2154,3821Z,Traitement et élimination des déchets non dangereux,5.(c),Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
2003,0005500106,NA,NA,NA,49000,NA,SOCOPA VIANDES LAMBALLE,50851378500081,water (indirect),241672,2396846,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2003,0005500107,130000,NA,880000,570000,NA,COOPERL ARC ATLANTIQUE,38398687400014,water (indirect),290888,6832708000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0005500149,NA,NA,460000,NA,NA,LOUDEAC VIANDES,38903190700014,water (indirect),272515,6800124000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0005500165,NA,NA,750000,390000,NA,ARMOR PROTEINES,67920028700036,water (indirect),271822,6799559000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005500166,NA,34000,1200000,730000,700000,GELAGRI BRETAGNE,30766703000018,water (indirect),272225,6800967000000,2154,4639A,Commerce de gros (commerce interentreprises) de produits surgelés,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2003,0005500169,NA,5500,290000,110000,NA,BROCELIANDE ALH,41208222400087,water (indirect),272604,6800355000000,2154,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0005500170,NA,NA,200000,NA,NA,ENTREMONT ALLIANCE,32552045000256,water (indirect),272673,6801762000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005500382,NA,NA,NA,59000,NA,CENTRE HOSPITALIER Yves le Foll,26220009000013,water (indirect),275560,6836688000000,2154,8610Z,Activités hospitalières,NA,NA
2003,0005500488,NA,NA,270000,160000,NA,Site d'Yffiniac,45280710000030,water (indirect),229500,2399199,27572,1085Z,Fabrication de plats préparés,NA,NA
2003,0005500491,NA,NA,390000,210000,NA,YFFINIAC INDUSTRIE LAITA,51107270400022,water (indirect),280669,6835862000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005500644,64000,45000,1800000,1000000,340000,ENTREMONT,32552045000256,water (indirect),161600,2380599,27572,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005500649,NA,NA,160000,97000,NA,BOUTET-NICOLAS,37578040000046,water (indirect),161600,2380599,27572,153E,Transformation et conservation de légumes,NA,NA
2003,0005500657,NA,NA,NA,50000,NA,LE MOULIN DE LA MARCHE,33476617700045,water (indirect),122534,2374714,27572,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2003,0005500734,NA,NA,NA,61000,NA,COBRECO DOUARNENEZ,42888290600020,water (indirect),104098,2364650,27572,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2003,0005500736,NA,NA,260000,160000,NA,PAULET PAUL,37588080400014,water (indirect),104098,2364650,27572,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2003,0005500830,NA,NA,NA,61000,NA,KERMAD,38529670200025,water (indirect),101999,2403199,27572,1085Z,Fabrication de plats préparés,NA,NA
2003,0005500850,NA,NA,180000,NA,NA,Lampaulaise de salaisons,80778821100033,water (indirect),127036,2409492,27572,1013B,Charcuterie,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0005500872,NA,NA,440000,NA,NA,USINE DE SURGELATION DE LANDERNEAU,30766703000018,water (indirect),113198,2403912,27572,513V,Commerce de gros de produits surgelés,NA,NA
2003,0005501013,NA,NA,NA,45000,NA,LARZUL,77545321000046,water (indirect),105572,23434560,27572,1085Z,Fabrication de plats préparés,NA,NA
2003,0005501107,NA,NA,180000,91000,NA,CAPITAINE COOK,37608030500067,water (indirect),95770,2353499,27572,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2003,0005501172,NA,NA,NA,69000,NA,MERALLIANCE ARMORIC,34404275900037,water (indirect),120134,2352586,27572,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2003,0005501179,NA,NA,190000,110000,NA,SAS DOUX PERE DODU,38319595500018,water (indirect),120134,2352586,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2003,0005501190,NA,NA,NA,51000,NA,SOCABAQ,33993940700021,water (indirect),120134,2352586,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0005501191,NA,NA,200000,130000,NA,SAUPIQUET,85580248400136,water (indirect),120134,2352586,27572,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0005501193,NA,NA,1200000,640000,NA,ENTREMONT ALLIANCE Quimper,32552045000124,water (indirect),120134,2352586,27572,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005501201,NA,NA,NA,44000,NA,ALKOCHYM,53340618700021,water (indirect),120134,2352586,27572,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2003,0005501217,NA,NA,NA,78000,NA,NESTLE PURINA PETCARE FRANCE (SAS),30207946200057,water (indirect),210529,6771948000000,2154,1092Z,Fabrication d'aliments pour animaux de compagnie,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0005501236,NA,NA,210000,87000,NA,BONDUELLE TRAITEUR (Saladerie),57715078200024,water (indirect),190129,6783426000000,2154,1039A,Autre transformation et conservation de légumes,NA,NA
2003,0005501423,52000,NA,400000,260000,NA,GATINE VIANDES,38220451900021,water (indirect),333549,2332801,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2003,0005501500,NA,NA,170000,110000,NA,Ets Jean CHAPIN SA,71920041200026,water (indirect),300600,2353300,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2003,0005501540,NA,NA,270000,170000,NA,GROUPE ENTREMONT SAS,32552045000074,water (indirect),263600,2363900,27572,155C,Fabrication de fromages,NA,NA
2003,0005501605,NA,NA,NA,100000,NA,SPI,34356261700021,water (indirect),234900,2303900,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2003,0005501796,NA,NA,420000,230000,NA,SA DOUX ETS LOCMINE,34066456400036,water (indirect),213400,2333599,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0005501840,NA,NA,NA,53000,NA,SAS DOUX ETS MALANSAC,34066456700044,water (indirect),252724.811674,230756124675,27572,151C,Production de viandes de volailles,NA,NA
2003,0005501863,NA,27000,970000,540000,NA,SAS ENTREMONT,32552045000090,water (indirect),246799,2322694,27572,1051C,Fabrication de fromage,NA,NA
2003,0005501901,NA,NA,400000,230000,NA,BRETAGNE CHIMIE FINE,32514837700022,water (indirect),246900,2317199,27572,2014Z,Fabrication d'autres produits chimiques organiques de base,NA,NA
2003,0005501975,NA,NA,NA,86000,NA,GALLAIS VIANDES,43203391800017,water (indirect),204830,2354045,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2003,0005502044,NA,NA,700000,470000,NA,CEPROVIA,39442146500011,water (indirect),221600,2328399,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0005502060,NA,NA,NA,65000,NA,Michel ROBICHON SAS,40044752000026,water (indirect),204830,2354045,27572,151E,Préparation industrielle de produits à base de viandes,NA,NA
2003,0005502077,NA,NA,820000,780000,330000,CELVIA SERENT,95060840600027,water (indirect),237600,2324899,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0005502078,NA,58000,240000,130000,NA,SNC SALAISONS CELTIQUES,86250027900099,water (indirect),204830,2354045,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2003,0005502091,NA,NA,NA,60000,NA,DELICES DE SAINT-LEONARD (Les),38796539500016,water (indirect),225537,2304086,27572,1085Z,Fabrication de plats préparés,NA,NA
2003,0005503324,NA,NA,NA,74000,NA,DAUNAT SERVICES,42944945700028,water (indirect),248980,6845692000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2003,0005503330,100000,20000,1200000,640000,NA,HAMEON S.A,31279944800021,water (indirect),630004.87772634,2388934190614,27572,151E,Préparation industrielle de produits à base de viandes,NA,NA
2003,0005503331,NA,NA,360000,190000,NA,FARMOR,43312264500016,water (indirect),198475,2409462,27572,1085Z,Fabrication de plats préparés,NA,NA
2003,0005503335,NA,NA,170000,120000,NA,KERVALIS ARMOR,38415386200022,water (indirect),304113,6802015000000,2154,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0005503344,NA,NA,NA,51000,NA,EPI-Bretagne (Usine de Plaintel),35297276400042,water (indirect),218637,2391248,27572,NA,non renseigné,NA,NA
2003,0005503619,NA,NA,NA,46000,NA,ELIS LOCALINGE,06220100900297,water (indirect),176498,6787412000000,2154,7729Z,Location et location-bail d'autres biens personnels et domestiques,NA,NA
2003,0005503896,NA,NA,NA,51000,NA,"SOCIETE LAITIERE DES VOLCANS D'AUVERGNE, toury",49871298300028,water (indirect),214500,2389499,27572,1051A,Fabrication de lait liquide et de produits frais,NA,NA
2003,0005504442,NA,NA,160000,93000,NA,EPI.BRETAGNE Usine de Trégueux,NA,water (indirect),225100,2399899,27572,155D,Fabrication d'autres produits laitiers,NA,NA
2003,0005507315,NA,NA,NA,54000,NA,Conserverie MINERVE,52242742600021,water (indirect),169300,2325599,27572,1039A,Autre transformation et conservation de légumes,NA,NA
2003,0005508883,NA,NA,NA,72000,NA,'SALAISONS DU GUEMENE ''TRISKEL''',38819914300024,water (indirect),172500,2320599,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2003,0005600197,NA,NA,260000,190000,NA,TANNERIES DU PUY SAS,53394752900012,water (indirect),771739,6440151000000,2154,1511Z,"Apprêt et tannage des cuirs , préparation et teinture des fourrures",NA,NA
2003,0005600467,NA,NA,430000,130000,NA,Société des Eaux de VOLVIC,39578005900014,water (indirect),704865,6531961000000,2154,1107A,Industrie des eaux de table,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2003,0005701149,NA,NA,250000,46000,NA,TARKETT France,41008164000014,water (indirect),838300,6957909000000,2154,2223Z,Fabrication d'éléments en matières plastiques pour la construction,9.(c),"Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an"
2003,0005701344,NA,NA,430000,49000,NA,ENTREMONT SODIAAL,32552045000199,water (indirect),875245,6755862000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005701467,NA,NA,NA,47000,NA,CHARBONNEAUX BRABANT SA,33578220700120,water (indirect),775289,6907880000000,2154,1084Z,Fabrication de condiments et assaisonnements,NA,NA
2003,0005701482,NA,NA,190000,85000,NA,BIGARD,77622146700033,water (indirect),723707,2474468,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0005701486,NA,5400,170000,83000,NA,Centre Hospitalier Universitaire de Reims,26510005700495,water (indirect),723707,2474468,27572,8610Z,Activités hospitalières,NA,NA
2003,0005701684,NA,11000,280000,91000,NA,ECOLAB PRODUCTION FRANCE,38174333500048,water (indirect),798303,6875157000000,2154,2041Z,"Fabrication de savons, détergents et produits d'entretien",9.(c),"Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an"
2003,0005702106,NA,NA,500000,160000,NA,FRANCE TEINTURE (ex. T.D.C.),47939242500019,water (indirect),780740,6798761000000,2154,1330Z,Ennoblissement textile,9.(a),"Usines destinées au prétraitement (opérations de lavage, de blanchiment, de mercerisation) ou à la teinture de fibres ou de textiles d'une capacité de traitement de 10 tonnes par jour"
2003,0005702108,55000,NA,NA,250000,NA,LACOSTE OPERATIONS,56288046800243,water (indirect),777631,6797817000000,2154,1330Z,Ennoblissement textile,9.(a),"Usines destinées au prétraitement (opérations de lavage, de blanchiment, de mercerisation) ou à la teinture de fibres ou de textiles d'une capacité de traitement de 10 tonnes par jour"
2003,0005702109,NA,5800,200000,NA,NA,SOTRATEX SAS,49064147900012,water (indirect),781366,6800446000000,2154,1330Z,Ennoblissement textile,NA,NA
2003,0005702196,NA,NA,240000,120000,NA,AT FRANCE,34883247800013,water (indirect),780177,6802275000000,2154,1013A,Préparation industrielle de produits à base de viande,NA,NA
2003,0005702203,NA,NA,NA,53000,NA,BIGARD Vitry abattoir,77622146700140,water (indirect),765815,2416253,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0005800410,NA,NA,590000,120000,NA,RENAULT S.N.C.,41020652800029,water (indirect),557883,6915034000000,2154,2910Z,Construction de véhicules automobiles,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
2003,0005800611,64000,NA,1000000,57000,NA,NOVANDIE,31460305100199,water (indirect),558189,6932583000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0005801000,NA,NA,200000,89000,NA,JANSSEN CILAG,56203306800114,water (indirect),567968,6907847000000,2154,2120Z,Fabrication de préparations pharmaceutiques,NA,NA
2003,0005801304,NA,NA,350000,180000,NA,WILD France,55205643400038,water (indirect),505924,2502081,27572,1039B,Transformation et conservation de fruits,NA,NA
2003,0005801573,NA,15000,540000,380000,NA,MALTERIES SOUFFLET,56288019500028,water (indirect),555578,6924869000000,2154,1106Z,Fabrication de malt,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0006000283,NA,NA,NA,53000,NA,DELVERT,67672014700013,water (indirect),587880,6452708000000,2154,1039B,Transformation et conservation de fruits,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2003,0006000346,NA,NA,680000,450000,NA,Papeteries et cartonneries Lacaux Frères,75750086300027,water (indirect),560484,6521555000000,2154,1721A,Fabrication de carton ondulé,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour"
2003,0006102027,NA,NA,200000,110000,NA,Abattoirs des Crêts,33197998900026,water (indirect),823380,2137602,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0006102267,NA,NA,160000,120000,NA,SIEGFRIED St Vulbas SAS,38830355400017,water (indirect),875914,6528639000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2003,0006102296,NA,NA,NA,54000,NA,MARIE USINE VIRIAT,32728036800165,water (indirect),821974,2143200,27572,1085Z,Fabrication de plats préparés,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0006102314,NA,NA,NA,74000,NA,TANNERIE D'ANNONAY S.A.,32929495300032,water (indirect),831356,6460752000000,2154,1511Z,"Apprêt et tannage des cuirs , préparation et teinture des fourrures",NA,NA
2003,0005100349,NA,NA,230000,98000,NA,SOPROCOS,58668009200010,water (indirect),721353,6969622000000,2154,2042Z,Fabrication de parfums et de produits pour la toilette,NA,NA
2003,0005100478,NA,NA,NA,110000,NA,SITCR,40877786000011,water (indirect),671116.94276694,25417851651629,27572,173Z,Ennoblissement textile,NA,NA
2003,0006102760,NA,NA,430000,240000,NA,AGRANA FRUIT FRANCE,34182600600023,water (indirect),848687,6425218000000,2154,1039B,Transformation et conservation de fruits,NA,NA
2003,0006102819,NA,NA,230000,74000,NA,G.T.A.,39272675800015,water (indirect),878316,6501017000000,2154,1330Z,Ennoblissement textile,NA,NA
2003,0005100705,NA,NA,290000,170000,NA,UNILEP,42316962200010,water (indirect),672059,2486845,27572,155A,Fabrication de lait liquide et de produits frais,NA,NA
2003,0006102839,NA,NA,960000,220000,NA,POLIMERI EUROPA ELASTOMERES France,38353177900031,water (indirect),866469,20164250,27572,241N,Fabrication de caoutchouc synthétique,NA,NA
2003,0005100917,NA,NA,340000,210000,NA,SOLABIA,31674309500036,water (indirect),584029,2491047000000,27572,2059Z,Fabrication d'autres produits chimiques n.c.a.,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2003,0006102887,NA,NA,440000,250000,NA,USINE DE CROLLES,05750459900077,water (indirect),878322,2038026,27572,1107B,Production de boissons rafraîchissantes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2003,0006103282,NA,NA,280000,100000,NA,STEPAN EUROPE SA,05850332700015,water (indirect),905734,6469326000000,2154,2041Z,"Fabrication de savons, détergents et produits d'entretien",4.(a).(xi),tensioactifs et agents de surface
2003,0006103291,NA,NA,NA,44000,NA,SNF SA ANDREZIEUX,43000664300034,water (indirect),802243,6493908000000,2154,2016Z,Fabrication de matières plastiques de base,4.(a).(viii),"matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)"
2003,0006103549,NA,5300,NA,NA,NA,QUARON SAS,30125287000201,water (indirect),833471,6546084000000,2154,4675Z,Commerce de gros (commerce interentreprises) de produits chimiques,4.(a).(xi),tensioactifs et agents de surface
2003,0006103787,NA,NA,390000,120000,NA,TEINTURERIES DE LA TURDINE-BLD TURDINE,72558001300094,water (indirect),4.461603,45886864,4326,1330Z,Ennoblissement textile,NA,NA
2003,0006103840,NA,NA,200000,NA,NA,Fonderies DURANTON-SICFOND,38949345300010,water (indirect),797826,2081633,27572,275E,Fonderie de métaux légers,NA,NA
2003,0006103844,NA,NA,210000,NA,NA,RENAULT TRUCKS SAS,95450607700120,water (indirect),847685,6514362000000,2154,2910Z,Construction de véhicules automobiles,NA,NA
2003,0006103875,NA,NA,360000,NA,NA,TEINTURES ET IMPRESSIONS DE LYON,31156711900020,water (indirect),835168,6544177000000,2154,1330Z,Ennoblissement textile,9.(a),"Usines destinées au prétraitement (opérations de lavage, de blanchiment, de mercerisation) ou à la teinture de fibres ou de textiles d'une capacité de traitement de 10 tonnes par jour"
2003,0006103915,NA,NA,NA,48000,NA,ROGER de LYON,44141032100026,water (indirect),802600,2073026,27572,151E,Préparation industrielle de produits à base de viandes,NA,NA
2003,0006103996,NA,NA,NA,53000,NA,Ets MAMET & Cie,76020043600029,water (indirect),794300,2102800,27572,173Z,Ennoblissement textile,NA,NA
2003,0006104259,NA,16000,240000,NA,NA,Givaudan Lavirotte (Groupe ISALTIS),NA,water (indirect),NA,NA,NA,NA,NA,NA,NA
2003,0006104017,NA,NA,230000,77000,NA,GAMBRO INDUSTRIE,33948877700048,water (indirect),857236,6521070000000,2154,3250A,Fabrication de matériel médico-chirurgical et dentaire,NA,NA
2003,0006105219,210000,16000,1200000,NA,NA,RHODIA OPERATIONS GE ACETOL,62203708300152,water (indirect),790515,2047656,27572,2016Z,Fabrication de matières plastiques de base,4.(a).(viii),"matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)"
2003,0006104682,NA,NA,270000,100000,NA,CEREAL PARTNERS FRANCE,37920807700022,water (indirect),928923,6533168000000,2154,1061B,Autres activités du travail des grains,NA,NA
2003,0006107039,91000,18000,1100000,790000,400000,Sté STEPHANOISE D'ABATTAGE,34286205900025,water (indirect),763700,2055400,27572,151A,Production de viandes de boucherie,NA,NA
2003,0006200462,NA,7400,500000,210000,NA,Hôpitaux de Brabois (CHRU),49750571900011,water (indirect),6.150533,48648923,4326,3530Z,Production et distribution de vapeur et d'air conditionné,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
2003,0006201257,NA,NA,200000,100000,NA,VFT France,39189956400051,water (indirect),932758.34,2474711234,27572,246L,Fabrication de produits chimiques à usage industriel,NA,NA
2003,0006200938,NA,NA,410000,NA,NA,VALTRIS ENTERPRISES FRANCE SAS,43767323900012,water (indirect),868995,6895577000000,2154,2059Z,Fabrication d'autres produits chimiques n.c.a.,4.(a).(ii),"hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes"
2003,0006201555,NA,NA,550000,330000,NA,MALTEUROP FRANCE,33079207800033,water (indirect),932308,6897993000000,2154,1106Z,Fabrication de malt,NA,NA
2003,0006202174,NA,14000,600000,NA,NA,MARCILLAT CORCIEUX site ETS ASMAR,41499256000022,water (indirect),988507,6794147000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
