Year,Id,NGL,Pt,DCO,DBO5,MES,site_name,SIRET_code,discharge_environment,lat_site,long_site,code_epsg,code_ape,libelle_ape,code_eprtr,libelle_eprtr
2011,0006300981,NA,12500,890000,646000,NA,Fromageries Bel Production France,49337159500049,water (indirect),447588,6788925000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0006301085,NA,8470,804000,433000,NA,EURIAL,35354335800033,water (indirect),-1.433,46790000,4326,1051B,Fabrication de beurre,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0006301096,NA,NA,476000,128000,NA,TDV INDUSTRIES,30679698800013,water (indirect),419992,6779653000000,2154,1320Z,Tissage,9.(a),"Usines destinées au prétraitement (opérations de lavage, de blanchiment, de mercerisation) ou à la teinture de fibres ou de textiles d'une capacité de traitement de 10 tonnes par jour"
2011,0006301022,NA,NA,237000,158000,NA,TEREOS Etablissement de Nantes,53324797900065,water (indirect),305623,2253381,27572,1081Z,Fabrication de sucre,NA,NA
2011,0006301099,107000,NA,1320000,617000,554000,CET,34788618600019,water (indirect),437577,6736037000000,2154,1511Z,"Apprêt et tannage des cuirs , préparation et teinture des fourrures",9.(b),Tanneries d'une capacité de traitement de 12 tonnes de produits finis par jour
2011,0006301124,NA,NA,NA,75300,NA,SOFRAL sa,73715014400019,water (indirect),390312,2386000,27572,1012Z,Transformation et conservation de la viande de volaille,NA,NA
2011,0006301159,NA,NA,158000,97400,NA,SEITA une Société du groupe IMPERIAL TOBACCO,33135526300129,water (indirect),310445,2262300,27572,1200Z,Fabrication de produits à base de tabac,NA,NA
2011,0006301163,NA,NA,NA,49600,NA,SEAC,32640855600016,water (indirect),278522,2213671,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2011,0006301167,NA,NA,NA,70800,NA,VIF ARGENT,38091334300030,water (indirect),325201,6633152000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2011,0006301129,NA,NA,342000,150000,NA,SOCOPA Viandes,50851378500206,water (indirect),311763,2192441,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0006301172,NA,NA,234000,126000,NA,SAS SARA,55735009700027,water (indirect),354142,2321539,27572,1012Z,Transformation et conservation de la viande de volaille,NA,NA
2011,0006301179,NA,5380,391000,247000,NA,HOLVIA PORC,51040823000017,water (indirect),368349,2345950,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2011,0006301416,NA,6230,318000,194000,NA,CANDIA,35201495500277,water (indirect),325769,6713721000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0006301730,NA,8980,1080000,305000,641000,YOPLAIT PRODUCTION FRANCE,40004028300105,water (indirect),489002,6768204000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0006301273,NA,NA,332000,159000,NA,EURALIS GASTRONOMIE - Les Herbiers,60165014600108,water (indirect),344419,2213278,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0006301299,NA,NA,958000,533000,NA,NORPAPER,50814985300022,water (indirect),355624,6687764000000,2154,1712Z,Fabrication de papier et de carton,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour"
2011,0006301945,NA,NA,NA,44100,NA,MARIE SURGELES USINE,52536146500038,water (indirect),467641,6683307000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2011,0006302263,NA,NA,206000,NA,NA,Reitzel Briand,34746424000071,water (indirect),513407,6775553000000,2154,1084Z,Fabrication de condiments et assaisonnements,NA,NA
2011,0006301413,NA,NA,320000,NA,NA,GALLIANCE ANCENIS,33053347200024,water (indirect),385199,6706769000000,2154,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0006303603,NA,NA,NA,48300,NA,CHATEAUNEUF CUIRS,34447746800211,water (indirect),437440,6736266000000,2154,1511Z,"Apprêt et tannage des cuirs , préparation et teinture des fourrures",NA,NA
2011,0006400033,NA,18700,NA,NA,NA,LFoundry ROUSSET SAS,52147491600025,water (indirect),866191,1836570,27572,2611Z,Fabrication de composants électroniques,NA,NA
2011,0006400069,72100,12500,178000,NA,NA,STMICROELECTRONICS SAS,41496958400013,water (indirect),910737,6267341000000,2154,2611Z,Fabrication de composants électroniques,NA,NA
2011,0006400155,NA,NA,NA,71800,NA,GRAP'SUD La Crau,49036424700018,water (indirect),949686,6232069000000,2154,1101Z,Production de boissons alcooliques distillées,NA,NA
2011,0006400503,400000,NA,325000,NA,NA,ROUSSELOT Isle sur Sorgue SAS,48487014200011,water (indirect),865228,6315979000000,2154,2059Z,Fabrication d'autres produits chimiques n.c.a.,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2011,0006400528,NA,NA,161000,63900,NA,CHARLES FARAUD,32802489800046,water (indirect),858255,6327700000000,2154,1039B,Transformation et conservation de fruits,NA,NA
2011,0006400651,77100,NA,201000,NA,NA,ARKEMA FRANCE SA,NA,water (indirect),NA,NA,NA,NA,NA,NA,NA
2011,0006400411,NA,NA,NA,49200,NA,RAYNAL et ROQUELAURE Provence,44439993500030,water (indirect),849148,6342395000000,2154,1085Z,Fabrication de plats préparés,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2011,0006400915,NA,NA,NA,52900,NA,SOTRECO SAS,39448855500019,water (indirect),850231,6313268000000,2154,3821Z,Traitement et élimination des déchets non dangereux,5.(c),Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
2011,0006404036,NA,NA,267000,134000,NA,FILLIERE ETS,64262052000014,water (indirect),798681,1885407,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2011,0006404038,NA,NA,NA,65500,NA,AGIS (SA),38774449300025,water (indirect),842739,6316301000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2011,0006407785,NA,NA,NA,67900,NA,LABORATOIRES M&L - Manosque,30582329600077,water (indirect),5.815802,43800310,4326,2042Z,Fabrication de parfums et de produits pour la toilette,4.(a).(xi),tensioactifs et agents de surface
2011,0006409429,NA,NA,242000,NA,NA,FRULACT FRANCE,51215844500027,water (indirect),889880,6312556000000,2154,1039B,Transformation et conservation de fruits,NA,NA
2011,0006500510,140000,22500,1700000,563000,910000,EURO DISNEY ASSOCIES SAS,39747182200080,water (indirect),683006,6863167000000,2154,9321Z,Activités des parcs d'attractions et parcs à thèmes,NA,NA
2011,0006501812,NA,NA,230000,134000,NA,AGRANA FRUITS FRANCE (ex ATYS),34182600600015,water (indirect),672923,6875139000000,2154,1039B,Transformation et conservation de fruits,NA,NA
2011,0006502609,NA,NA,620000,415000,NA,WILLIAM SAURIN,83017529500013,water (indirect),677122,6863707000000,2154,1085Z,Fabrication de plats préparés,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2011,0006502830,NA,NA,162000,109000,NA,CFGV Cie Française des Grands Vins,54209539300022,water (indirect),683430,6848450000000,2154,1102A,Fabrication de vins effervescents,NA,NA
2011,0006503800,NA,NA,187000,74100,NA,MAJ,77573383501404,water (indirect),648389,6832881000000,2154,7729Z,Location et location-bail d'autres biens personnels et domestiques,NA,NA
2011,0006506347,NA,NA,268000,103000,NA,SOPROREAL,38306966300029,water (indirect),662210,6872315000000,2154,2042Z,Fabrication de parfums et de produits pour la toilette,NA,NA
2011,0006506379,NA,NA,443000,238000,NA,ORANGINA SUNTORY FRANCE,40751293800041,water (indirect),655180,6869320000000,2154,1107B,Production de boissons rafraîchissantes,NA,NA
2011,0006506429,NA,NA,NA,67500,NA,ELIS Blanchisseries de Pantin,77573383500018,water (indirect),605344,2432656,27572,7729Z,Location et location-bail d'autres biens personnels et domestiques,NA,NA
2011,0006506520,286000,33300,3480000,2050000,1040000,BIO SPRINGER,54209199600026,water (indirect),658387,6855398000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2011,0006506552,92400,255000,3190000,908000,1930000,Centre de Production de Vitry-sur-Seine,42870620400131,water (indirect),656929,6853230000000,2154,2110Z,Fabrication de produits pharmaceutiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2011,0006508345,159000,20000,1390000,1100000,NA,CHR HANSEN FRANCE SAS,55210390500048,water (indirect),594600,2399500,27572,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2011,0006600794,NA,NA,439000,209000,NA,HARIBO-RICQLES-ZAN,57214916900029,water (indirect),814221,6322572000000,2154,1082Z,"Fabrication de cacao, chocolat et de produits de confiserie",NA,NA
2011,0006700455,NA,NA,NA,47000,NA,Manufacture de Cuir Gustave DEGERMANN,91552025800012,water (indirect),1028907,6821116000000,2154,1511Z,"Apprêt et tannage des cuirs , préparation et teinture des fourrures",NA,NA
2011,0006700467,NA,NA,487000,129000,NA,PSA Peugeot Citroën SNC Mulhouse,41471350300038,water (indirect),1032046,6751282000000,2154,2910Z,Construction de véhicules automobiles,9.(c),"Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an"
2011,0006700503,NA,NA,708000,449000,NA,BASF,40978343800248,water (indirect),1044072,6730753000000,2154,2012Z,Fabrication de colorants et de pigments,4.(a).(x),colorants et pigments
2011,0006700472,NA,NA,2140000,247000,NA,PAPETERIES DU RHIN,33328670600028,water (indirect),7.39,47780000,4326,1712Z,Fabrication de papier et de carton,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour"
2011,0006700586,60100,6160,944000,522000,NA,LESAFFRE CULINARY STRG (anct SENSIENT),55850425400027,water (indirect),1053423,6834639000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2011,0006700516,NA,11400,NA,NA,NA,BRASSERIE LICORNE,67738045300014,water (indirect),1021871,6857912000000,2154,1105Z,Fabrication de bière,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0006700589,NA,NA,272000,127000,NA,COPVIAL SAS,38939060000028,water (indirect),991342,2408820,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0006700612,NA,12800,NA,NA,NA,LILLY FRANCE,60984915300042,water (indirect),1046630,6832902000000,2154,2120Z,Fabrication de préparations pharmaceutiques,NA,NA
2011,0006700682,NA,NA,205000,81600,NA,HERTA,31104319400647,water (indirect),998194,2404344,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2011,0006700688,NA,16300,1690000,916000,NA,HEINEKEN ENTREPRISE SAS,41484206200047,water (indirect),1049540,6844375000000,2154,1105Z,Fabrication de bière,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0006700694,NA,NA,238000,89600,NA,TANNERIES HAAS,91702059600016,water (indirect),1028852,6818882000000,2154,1511Z,"Apprêt et tannage des cuirs , préparation et teinture des fourrures",NA,NA
2011,0006700720,219000,7410,3500000,1750000,359000,SIL FALA,67850327700017,water (indirect),1053126,6836551000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0006700561,NA,5270,156000,55900,NA,STOEFFLER,91642033400127,water (indirect),980300,2397299,27572,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2011,0006701057,NA,5350,540000,279000,NA,Société des Malteries d'Alsace,34835025700013,water (indirect),1053098,6841371000000,2154,1106Z,Fabrication de malt,NA,NA
2011,0006701060,57400,9970,368000,179000,NA,BIO SPRINGER,54209199600034,water (indirect),1052952,6836560000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2011,0006700847,NA,NA,NA,49800,NA,BESTFOODS FRANCE Industries,38316295500058,water (indirect),1037781,6836793000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0006701094,NA,NA,372000,213000,NA,STANDART SAS,30021917700049,water (indirect),1053703,6837967000000,2154,1106Z,Fabrication de malt,NA,NA
2011,0006702299,NA,NA,NA,69000,NA,TRANSPORTS KLEIN,91622085800028,water (indirect),1028290,6804403000000,2154,4941A,Transports routiers de fret interurbains,NA,NA
2011,0006701621,NA,NA,NA,53000,NA,Arthur Metz,67548008100024,water (indirect),979800,2414948,27572,1102A,Fabrication de vins effervescents,NA,NA
2011,0006702037,NA,NA,257000,NA,NA,WRIGLEY FRANCE S.N.C.,91652110700018,water (indirect),1039840,6780197000000,2154,1082Z,"Fabrication de cacao, chocolat et de produits de confiserie",NA,NA
2011,0006702042,NA,NA,268000,61300,NA,FREUDENBERG PERFORMANCE MATERIALS,35378246900020,water (indirect),1025515,6785024000000,2154,1395Z,"Fabrication de non-tissés, sauf habillement",NA,NA
2011,0006702151,NA,NA,171000,131000,NA,SOJINAL,33847198000023,water (indirect),1019122,6765176000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0006703165,NA,NA,3480000,NA,315000,JUNGBUNZLAUER (JBL),37873079000029,water (indirect),1041383,6795439000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,NA,NA
2011,0006702202,NA,NA,192000,NA,NA,TFL France SAS,41006415800018,water (indirect),1043996,6730311000000,2154,2059Z,Fabrication d'autres produits chimiques n.c.a.,4.(a).(ii),"hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes"
2011,0006802192,NA,NA,167000,NA,NA,MONTFERRIER,93588024500011,water (indirect),555500,1765901,27572,1330Z,Ennoblissement textile,NA,NA
2011,0006802213,NA,NA,NA,46000,NA,FERMIERS DU GERS,43309003200031,water (indirect),472700,1836659,27572,1012Z,Transformation et conservation de la viande de volaille,NA,NA
2011,0006802257,59900,7620,743000,388000,NA,BIGARD,77622146700058,water (indirect),635831,6277528000000,2154,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2011,0006802263,NA,NA,374000,126000,NA,SEPIPROD Usine Lacaze Basse,42134636200021,water (indirect),637755,6277035000000,2154,2041Z,"Fabrication de savons, détergents et produits d'entretien",4.(a).(xi),tensioactifs et agents de surface
2011,0006802267,NA,NA,NA,67800,NA,SA PIERRE FABRE MEDICAMENT,32611850200136,water (indirect),612237,6313525000000,2154,2120Z,Fabrication de préparations pharmaceutiques,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2011,0006802459,NA,NA,217000,69900,NA,PECHDO SA TANNERIES NOUVELLES,39490530100013,water (indirect),704087,6332189000000,2154,1511Z,"Apprêt et tannage des cuirs , préparation et teinture des fourrures",9.(b),Tanneries d'une capacité de traitement de 12 tonnes de produits finis par jour
2011,0006802463,92000,NA,356000,221000,NA,RODEZ ABATTOIR,88874029700021,water (indirect),2.57417,44350000,4326,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0006802464,NA,NA,279000,173000,NA,SOCIETE PORC MONTAGNE,39342235700011,water (indirect),670646,6362567000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0006802467,NA,NA,582000,325000,NA,SOCIETE FROMAGERE DE RODEZ,38434924700013,water (indirect),667788,6362412000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0006802468,NA,NA,171000,94000,NA,SOCIETE FROMAGERE DE RODEZ,38434924700013,water (indirect),668981,6362573000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0006802339,NA,NA,602000,481000,NA,YEO FRAIS,38781919600016,water (indirect),573205,6283475000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0006802520,NA,NA,206000,103000,NA,SOGEAT,53858860900015,water (indirect),0.043956,43227878,4326,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0006802901,NA,NA,233000,154000,NA,COCA-COLA European Partners,34368801600447,water (indirect),580395,6269055000000,2154,1107B,Production de boissons rafraîchissantes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0006803634,NA,NA,NA,78400,NA,RAYNAL ET ROQUELAURE,42608008100018,water (indirect),627410,6387367000000,2154,1085Z,Fabrication de plats préparés,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2011,0006807822,353000,NA,943000,84000,NA,SYDED DU LOT,45337299700016,water (indirect),620445,6389505000000,2154,3821Z,Traitement et élimination des déchets non dangereux,NA,NA
2011,0006803666,NA,NA,NA,45400,NA,SOCIETE AFFINAGE CONDITIONNEMENT ETS CONDITIONNEMENT,43408551000049,water (indirect),652375,1886412,27572,1051C,Fabrication de fromage,NA,NA
2011,0006803678,NA,NA,238000,NA,NA,SOCIETE FROMAGERE DE SAINT GEORGES,39299964500022,water (indirect),652100,1896261,27572,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0006807823,165000,NA,717000,NA,NA,SYDED DU LOT,45337299700016,water (indirect),568872,6401110000000,2154,3821Z,Traitement et élimination des déchets non dangereux,NA,NA
2011,0006803824,NA,6080,534000,430000,NA,EUROSERUM,40086927700030,water (indirect),668580,6362356000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0006803960,NA,NA,NA,55300,NA,SAS CODEVIA ABATTOIR,40875390300025,water (indirect),535974,1907219,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2011,0006804098,NA,NA,NA,60800,NA,SOULIE RESTAURATION SA,42738022500024,water (indirect),663281,6363929000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2011,0007000436,NA,6760,404000,164000,NA,HEINEKEN ENTREPRISE,41484206200054,water (indirect),708002,7061529000000,2154,1105Z,Fabrication de bière,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0007000445,66400,40500,255000,NA,NA,DSM Food Specialties,42878666900013,water (indirect),701770,7049989000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,NA,NA
2011,0007000482,NA,8520,526000,321000,NA,CANDIA,35201495500178,water (indirect),720268,7007179000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0007000534,NA,NA,460000,177000,NA,SYNTHEXIM (Site Calaire),41444299600032,water (indirect),620159,7093391000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(iv),"hydrocarbures azotés, notamment amines, amides, composés nitreux, nitrés ou nitratés, nitriles, cyanates, isocyanates"
2011,0007000627,63200,7450,878000,471000,309000,LIONOR S.A.,30550730300017,water (indirect),665517,7065111000000,2154,1012Z,Transformation et conservation de la viande de volaille,NA,NA
2011,0007000582,NA,14300,214000,71300,NA,BRASSERIE DE SAINT-OMER,45550208800178,water (indirect),647220,7073436000000,2154,1105Z,Fabrication de bière,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0007000590,NA,NA,188000,111000,NA,MOY PARK FRANCE,44457512000019,water (indirect),698460,7033620000000,2154,1085Z,Fabrication de plats préparés,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2011,0007000605,NA,NA,167000,NA,NA,Les Brasseurs de Gayant,48776781600027,water (indirect),653678,2598493,27572,1105Z,Fabrication de bière,NA,NA
2011,0007000738,NA,5310,255000,153000,NA,BIGARD,77622146700207,water (indirect),599900,2598400,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0007000800,NA,NA,278000,141000,NA,MERYL FIBER,39036238200033,water (indirect),633200,2589500,27572,2060Z,Fabrication de fibres artificielles ou synthétiques,NA,NA
2011,0007000757,NA,11600,730000,410000,NA,INGREDIA,38316848100026,water (indirect),654125,7032079000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0007000829,NA,NA,248000,118000,NA,FRANCAISE DE MECANIQUE,36920016700012,water (indirect),2.842509,50519635,4326,2910Z,Construction de véhicules automobiles,NA,NA
2011,0007000915,NA,NA,398000,232000,2020000,WEPA FRANCE (ex WEPA LILLE),50750063500010,water (indirect),652500,2642206,27572,1722Z,Fabrication d'articles en papier à usage sanitaire ou domestique,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour"
2011,0007000991,NA,NA,366000,128000,NA,HERTA,31104319400647,water (indirect),653731,7032000000000,2154,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2011,0007001036,NA,NA,NA,67600,NA,Centre Hospitalier Universitaire,26590671900017,water (indirect),705194,7059160000000,2154,8610Z,Activités hospitalières,NA,NA
2011,0007001045,72700,28000,770000,261000,NA,CARGILL HAUBOURDIN SAS,31758690700022,water (indirect),698919,7056560000000,2154,1062Z,Fabrication de produits amylacés,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0007001055,NA,NA,NA,62200,NA,SEVELNORD,35100558200025,water (indirect),724386,7018659000000,2154,2910Z,Construction de véhicules automobiles,9.(c),"Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an"
2011,0007001124,NA,NA,1030000,567000,NA,COCA-COLA PRODUCTION SAS,34518442800018,water (indirect),659074,7095409000000,2154,1107B,Production de boissons rafraîchissantes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0007001139,NA,NA,NA,83900,NA,C&D FOODS France,61582077600016,water (indirect),600820,7069880000000,2154,1092Z,Fabrication d'aliments pour animaux de compagnie,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2011,0007001242,NA,NA,383000,206000,NA,Malteurop,33079207800066,water (indirect),658143,7060660000000,2154,1106Z,Fabrication de malt,NA,NA
2011,0007001555,NA,NA,NA,56600,NA,CRUSTA C (SA),38952080000019,water (indirect),600457,7070532000000,2154,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2011,0007001787,NA,NA,NA,55700,NA,LESIEUR GENERALE CONDIMENTAIRE,43750765000038,water (indirect),2.30528,50902800,4326,1084Z,Fabrication de condiments et assaisonnements,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0007001955,NA,NA,NA,67700,NA,MAISON MENISSEZ SA,40123986800011,water (indirect),764501,7020546000000,2154,1071A,Fabrication industrielle de pain et de pâtisserie fraîche,NA,NA
2011,0007002239,NA,NA,211000,70900,NA,SICOS,68702021400015,water (indirect),730072,7001561000000,2154,2042Z,Fabrication de parfums et de produits pour la toilette,NA,NA
2011,0007002377,NA,10500,NA,NA,NA,THYSSEN KRUPP ELECTRICAL STEEL UGO,41481479800024,water (indirect),663287,7057988000000,2154,2410Z,Sidérurgie,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
2011,0007002568,NA,NA,328000,221000,NA,LIOT,62204843700033,water (indirect),671469,7048041000000,2154,6820B,Location de terrains et d'autres biens immobiliers,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2011,0007004361,NA,NA,381000,NA,NA,OCTEVA SAS,49329758400010,water (indirect),623587,7096557000000,2154,3821Z,Traitement et élimination des déchets non dangereux,NA,NA
2011,0007100060,NA,5250,431000,189000,NA,COMPAGNIE LAITIERE DES MASCAREIGNES,31086403800032,water (indirect),341993,7642060000000,NA,1051A,Fabrication de lait liquide et de produits frais,NA,NA
2011,0007100088,NA,NA,233000,76100,NA,Brasseries de Bourbon,31086401200011,water (indirect),55.447844,-20878997,4326,1105Z,Fabrication de bière,NA,NA
2011,0007100113,NA,NA,346000,147000,NA,Sucriere de la Reunion,48003417200027,water (indirect),333882,7646125000000,NA,1081Z,Fabrication de sucre,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2011,0007100966,NA,NA,NA,57500,NA,SICABAT,35270782200024,water (indirect),157130.629373945,310314007612215,3727,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0007201117,NA,NA,NA,98600,NA,MARIE SURGELES,52536146500012,water (indirect),435748,2200526,27572,1085Z,Fabrication de plats préparés,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2011,0007201195,NA,NA,NA,48200,NA,SODEM,30926706000023,water (indirect),469708,2137400,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2011,0007201299,NA,NA,312000,144000,NA,GASTRONOME INDUSTRIE SEVRIENNE,34459235700034,water (indirect),376548,2195822,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2011,0007201562,NA,NA,NA,46500,NA,LOEUL PIRIOT,31981571800022,water (indirect),406015,2223300,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
