identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0005104803;CLAL-FRANCE;Production de déchets dangereux;2003;I  ;I Incinération;;;18 01 03*;Déchets dont la collecte et l'élimination font l'objet de prescriptions particulières vis-à-vis des risques d'infection;0.23;t/an
0007000887;SOCIETE DE TRANSMISSIONS AUTOMATIQUES;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;14 06 05*;Boues ou déchets solides contenant d'autres solvants.;0.38;t/an
0006104647;CLYDE UNION PUMPS SAS;Production de déchets dangereux;2003;P  ;P Traitement physico-chimique;;;14 06 03*;Autres solvants et mélanges de solvants;0.92;t/an
0006301018;FOUNDATION BRAKES FRANCE (ex Robert Bosc;Production de déchets dangereux;2003;T  ;T Autre traitement;;;16 07 08*;Déchets contenant des hydrocarbures;15.5;t/an
0005401307;MANNESMANN PRECISION TUBES FRANCE;Production de déchets dangereux;2003;I  ;I Incinération;;;11 01 07*;Bases de décapage;20.8;t/an
0005401783;ZOLPAN GIVRY;Production de déchets dangereux;2003;I  ;I Incinération;;;08 01 19*;Suspensions aqueuses contenant de la peinture ou du vernis contenant des solvants organiques ou autres substances dangereuses;9.59;t/an
0005202609;TOTAL E&P France;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;17 06 01*;Matériaux d'isolation contenant de l'amiante;12.2;t/an
0006103164;VALEO;Production de déchets dangereux;2003;I  ;I Incinération;;;11 01 98*;Autres déchets contenant des substances dangereuses;4;t/an
0006200339;GLANZSTOFF LONGLAVILLE;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;07 02 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;15.5;t/an
0006000491;LS INDUSTRIE;Production de déchets dangereux;2003;P  ;P Traitement physico-chimique;;;11 01 08*;Boues de phosphatation;12;t/an
0006301228;DEFONTAINE;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;19 13 01*;Déchets solides provenant de la décontamination des sols contenant des substances dangereuses;138;t/an
0006300979;GALVAMAINE SARL;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;11 03 02*;Autres déchets.;126;t/an
0006502951;GENERIS;Production de déchets dangereux;2003;P  ;P Traitement physico-chimique;;;11 01 05*;Acides de décapage;0.12;t/an
0006301726;SERIPHARM;Production de déchets dangereux;2003;I  ;I Incinération;;;07 05 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;28;t/an
0006104257;GIVAUDAN FRANCE FRAGRANCES;Production de déchets dangereux;2003;I  ;I Incinération;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;4.76;t/an
0006400499;SEPR;Production de déchets dangereux;2003;P  ;P Traitement physico-chimique;;;16 02 09*;Transformateurs et accumulateurs contenant des pcb;4;t/an
0010004151;RECKITT BENCKISER CHARTRES;Production de déchets dangereux;2003;I  ;I Incinération;;;07 06 01*;Eaux de lavage et liqueurs mères aqueuses;3.37;t/an
0005800483;EUROFOIL FRANCE;Production de déchets dangereux;2003;P  ;P Traitement physico-chimique;;;13 05 02*;Boues provenant de séparateurs eau/hydrocarbures;12.1;t/an
0010001558;SDH FER;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;13 03 07*;Huiles isolantes et fluides caloporteurs non chlorés à base minérale;6.55;t/an
0005401318;U-SHIN (ex.VALEO SECURITE HABITACLE);Production de déchets dangereux;2003;C  ;C Co-incinération;;;14 06 03*;Autres solvants et mélanges de solvants;0.7;t/an
0005702113;SEDIS;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;9;t/an
0005201793;SONY FRANCE usine de Dax;Production de déchets dangereux;2003;I  ;I Incinération;;;07 01 08*;Autres résidus de réaction et résidus de distillation;900;t/an
0010400016;MALLEIN ET CIE;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;13 01 11*;Huiles hydrauliques synthétiques;0.54;t/an
0007000733;RHODIA OPERATIONS;Production de déchets dangereux;2003;I  ;I Incinération;;;13 02 08*;Autres huiles moteur, de boîte de vitesses et de lubrification.;5;t/an
0005701195;WALOR (ex ATELIERS DES JANVES;Production de déchets dangereux;2003;T  ;T Autre traitement;;;13 02 05*;Huiles moteur, de boîte de vitesses et de lubrification non chlorées à base minérale;0.67;t/an
0006301144;ZaCh System SA;Production de déchets dangereux;2003;I  ;I Incinération;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;74;t/an
0005401092;BOURGOGNE RECYCLAGE;Production de déchets dangereux;2003;T  ;T Autre traitement;;;12 01 14*;Boues d'usinage contenant des substances dangereuses;12.1;t/an
0010001761;CAILLAU;Production de déchets dangereux;2003;I  ;I Incinération;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;0.13;t/an
0006400118;LECASUD;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;13 07 01*;Fioul et gazole;0.3;t/an
0006400955;NAPHTACHIMIE;Production de déchets dangereux;2003;I  ;I Incinération;;;13 05 07*;Eau mélangée à des hydrocarbures provenant de séparateurs eau/hydrocarbures;32.6;t/an
0006103969;ARCHEMIS;Production de déchets dangereux;2003;I  ;I Incinération;;;16 05 06*;Produits chimiques de laboratoire à base de ou contenant des substances dangereuses, y compris les mélanges de produits chimiques de laboratoire;385;t/an
0007000619;AGRATI;Production de déchets dangereux;2003;I  ;I Incinération;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;36.8;t/an
0006506481;CREALIS SAS;Production de déchets dangereux;2003;I  ;I Incinération;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;2;t/an
0006600429;EDF - CPT;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;10 01 04*;Cendres volantes et cendres sous chaudière d'hydrocarbures;20.7;t/an
0006700507;NUFARM s.a.,usine de Mulhouse;Production de déchets dangereux;2003;I  ;I Incinération;;;07 02 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1.54;t/an
0006104105;MONTABERT;Production de déchets dangereux;2003;I  ;I Incinération;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;5.3;t/an
0007000829;FRANCAISE DE MECANIQUE;Production de déchets dangereux;2003;I  ;I Incinération;;;06 01 02*;Acide chlorhydrique;2.34;t/an
0005600332;MANUF FRANC PNEUMATIQ MICHELIN;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;20 01 23*;équipements mis au rebut contenant des chlorofluorocarbones;1.46;t/an
0005800305;TOURRES ET CIE;Production de déchets dangereux;2003;I  ;I Incinération;;;16 07 08*;Déchets contenant des hydrocarbures;9.74;t/an
0007000581;ASTRAZENECA DUNKERQUE PRODUCTION;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;2.2;t/an
0006702893;VOCO SARL;Production de déchets dangereux;2003;C  ;C Co-incinération;;;12 01 18*;Boues métalliques (provenant du meulage et de l'affûtage) contenant des hydrocarbures;15.8;t/an
0006205874;SCHWEITZER;Production de déchets dangereux;2003;T  ;T Autre traitement;;;13 01 13*;Autres huiles hydrauliques.;0.1;t/an
0010800212;ZEDCE S.A.;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;2.9;t/an
0005600463;SANOFI CHIMIE;Production de déchets dangereux;2003;I  ;I Incinération;;;07 07 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1940;t/an
0005300092;RENAULT TRUCKS;Production de déchets dangereux;2003;I  ;I Incinération;;;08 01 13*;Boues provenant de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;325;t/an
0006103897;ACI VILLEURBANNE;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;16 06 01*;Accumulateurs au plomb;1.8;t/an
0005701195;WALOR (ex ATELIERS DES JANVES;Production de déchets dangereux;2003;T  ;T Autre traitement;;;13 05 08*;Mélanges de déchets provenant de dessableurs et de séparateurs eau/hydrocarbures.;3.1;t/an
0007000588;Société de la Raffinerie de Dunkerque;Production de déchets dangereux;2003;I  ;I Incinération;;;16 07 08*;Déchets contenant des hydrocarbures;118;t/an
0007000438;DILLINGER (ex GTS INDUSTRIES);Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;13 01 13*;Autres huiles hydrauliques.;2.98;t/an
0007000688;FORGITAL-DEMBIERMONT SAS;Production de déchets dangereux;2003;I  ;I Incinération;;;12 01 09*;émulsions et solutions d'usinage sans halogènes;177;t/an
0005401127;ESSEX;Production de déchets dangereux;2003;I  ;I Incinération;;;08 01 19*;Suspensions aqueuses contenant de la peinture ou du vernis contenant des solvants organiques ou autres substances dangereuses;69;t/an
0006503241;SAINT GOBAIN ABRASIFS;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;06 05 02*;Boues provenant du traitement in situ des effluents contenant des substances dangereuses;93.5;t/an
0005100185;ARKEMA Usine de Chauny;Production de déchets dangereux;2003;T  ;T Autre traitement;;;16 07 08*;Déchets contenant des hydrocarbures;9.7;t/an
0007000589;INEOS STYROLUTION FRANCE SAS;Production de déchets dangereux;2003;I  ;I Incinération;;;13 02 08*;Autres huiles moteur, de boîte de vitesses et de lubrification.;2;t/an
0005401100;AMCOR FLEXIBLES PACKAGING France;Production de déchets dangereux;2003;T  ;T Autre traitement;;;07 01 01*;Eaux de lavage et liqueurs mères aqueuses;1.32;t/an
0005401220;VERALLIA FRANCE;Production de déchets dangereux;2003;I  ;I Incinération;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;16;t/an
0006201233;EUROLOCKS;Production de déchets dangereux;2003;I  ;I Incinération;;;11 03 01*;Déchets cyanurés;9.84;t/an
0005701409;IPC Petroleum France;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;01 05 05*;Boues et autres déchets de forage contenant des hydrocarbures;992;t/an
0006700612;LILLY FRANCE;Production de déchets dangereux;2003;I  ;I Incinération;;;16 05 06*;Produits chimiques de laboratoire à base de ou contenant des substances dangereuses, y compris les mélanges de produits chimiques de laboratoire;15.19;t/an
0007000883;TREFILEUROPE;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;11 01 08*;Boues de phosphatation;10;t/an
0005101988;SFG (Ste Française de Galvanoplastie);Production de déchets dangereux;2003;P  ;P Traitement physico-chimique;;;11 01 05*;Acides de décapage;117;t/an
0006802269;SAS HYDRO EXTRUSION ALBI;Production de déchets dangereux;2003;P  ;P Traitement physico-chimique;;;11 01 07*;Bases de décapage;8.92;t/an
0005701242;F2J REMAN CHAUMONT (ex Caterpillar);Production de déchets dangereux;2003;T  ;T Autre traitement;;;16 01 07*;Filtres à huile;3;t/an
0005500334;SECANIM BRETAGNE;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;13 02 08*;Autres huiles moteur, de boîte de vitesses et de lubrification.;7.5;t/an
0009056720;Atelier industriel de l'aéronautique;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;19 02 09*;Déchets combustibles solides contenant des substances dangereuses;23;t/an
0005101321;FAURECIA Intérieur Industrie;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;08 01 13*;Boues provenant de peintures ou vernis contenant des solvants organiques ou autres substances dangereuses;119;t/an
0006103135;PATURLE ACIERS;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;5;t/an
0005101138;CLARIANT PRODUCTION (France);Production de déchets dangereux;2003;I  ;I Incinération;;;07 01 03*;Solvants, liquides de lavage et liqueurs mères organiques halogénés;22.9;t/an
0005101473;HUTTENES ALBERTUS FRANCE;Production de déchets dangereux;2003;T  ;T Autre traitement;;;20 01 21*;Tubes fluorescents et autres déchets contenant du mercure;0.034;t/an
0007000747;SOGEFI SUSPENSIONS FRANCE SA  (ex ALLEVA;Production de déchets dangereux;2003;I  ;I Incinération;;;13 05 03*;Boues provenant de déshuileurs;18;t/an
0005500977;Rolland SA;Production de déchets dangereux;2003;T  ;T Autre traitement;;;16 05 04*;Gaz en récipients à pression (y compris les halons) contenant des substances dangereuses;0.096;t/an
0006201233;EUROLOCKS;Production de déchets dangereux;2003;I  ;I Incinération;;;11 01 16*;Résines échangeuses d'ions saturées ou usées;0.3;t/an
0006506552;Centre de Production de Vitry-sur-Seine;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;07 05 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;1690;t/an
0005200118;INTERSPRAY S.A.S;Production de déchets dangereux;2003;T  ;T Autre traitement;;;07 05 01*;Eaux de lavage et liqueurs mères aqueuses;11.1;t/an
0006503355;SELMER;Production de déchets dangereux;2003;T  ;T Autre traitement;;;11 01 11*;Liquides aqueux de rinçage contenant des substances dangereuses;3.28;t/an
0006400997;LYONDELL CHIMIE France SAS;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;39.8;t/an
0007000581;ASTRAZENECA DUNKERQUE PRODUCTION;Production de déchets dangereux;2003;I  ;I Incinération;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;37.6;t/an
0006105222;ELKEM SILICONES FRANCE;Production de déchets dangereux;2003;I  ;I Incinération;;;16 03 05*;Déchets d'origine organique contenant des substances dangereuses;44.2;t/an
0005600365;LUXFER GAS CYLINDERS;Production de déchets dangereux;2003;P  ;P Traitement physico-chimique;;;11 01 05*;Acides de décapage;21.88;t/an
0006102364;OI FRANCE SAS;Production de déchets dangereux;2003;I  ;I Incinération;;;13 02 08*;Autres huiles moteur, de boîte de vitesses et de lubrification.;6.27;t/an
0006202363;FAURECIA VOSGES;Production de déchets dangereux;2003;I  ;I Incinération;;;13 01 05*;Huiles hydrauliques non chlorées (émulsions);31;t/an
0007000789;POLYNT COMPOSITES FRANCE;Production de déchets dangereux;2003;I  ;I Incinération;;;16 05 08*;Produits chimiques d'origine organique à base de ou contenant des substances dangereuses, mis au rebut;17.1;t/an
0006400340;TOURNAIRE;Production de déchets dangereux;2003;P  ;P Traitement physico-chimique;;;06 01 06*;Autres acides;3.7;t/an
0006400792;Société Méridionale de Formulation;Production de déchets dangereux;2003;I  ;I Incinération;;;14 06 05*;Boues ou déchets solides contenant d'autres solvants.;184;t/an
0005500977;Rolland SA;Production de déchets dangereux;2003;I  ;I Incinération;;;11 01 13*;Déchets de dégraissage contenant des substances dangereuses;7;t/an
0005800374;Altuglas International;Production de déchets dangereux;2003;I  ;I Incinération;;;07 01 08*;Autres résidus de réaction et résidus de distillation;12;t/an
0006000330;TEXELIS;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;13 05 02*;Boues provenant de séparateurs eau/hydrocarbures;18.1;t/an
0005503765;QUARON;Production de déchets dangereux;2003;I  ;I Incinération;;;07 01 04*;Autres solvants, liquides de lavage et liqueurs mères organiques;6;t/an
0005701087;A. SCHULMAN PLASTICS SAS;Production de déchets dangereux;2003;R  ;R Recyclage/récupération;;;13 08 99*;Déchets non spécifiés ailleurs.;34;t/an
0005702104;ASSAABLOY AUBE ANJOU;Production de déchets dangereux;2003;T  ;T Autre traitement;;;16 03 05*;Déchets d'origine organique contenant des substances dangereuses;0.288;t/an
0005701236;LAFIS BOLOGNE;Production de déchets dangereux;2003;I  ;I Incinération;;;13 05 02*;Boues provenant de séparateurs eau/hydrocarbures;46.4;t/an
0006000718;FREUDENBERG JOINTS PLATS SAS;Production de déchets dangereux;2003;I  ;I Incinération;;;15 01 10*;Emballages contenant des résidus de substances dangereuses ou contaminés par de tels résidus;21.226;t/an
0006103908;GRID SOLUTIONS SAS;Production de déchets dangereux;2003;I  ;I Incinération;;;14 06 03*;Autres solvants et mélanges de solvants;1.75;t/an
0007000589;INEOS STYROLUTION FRANCE SAS;Production de déchets dangereux;2003;I  ;I Incinération;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;144;t/an
0005201743;INERTAM SAS;Production de déchets dangereux;2003;T  ;T Autre traitement;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;0.39;t/an
0010001460;PFMP PROGIPHARM;Production de déchets dangereux;2003;I  ;I Incinération;;;16 05 08*;Produits chimiques d'origine organique à base de ou contenant des substances dangereuses, mis au rebut;0.54;t/an
0006700814;FORGES DE L'ALLIANCE Usine de Molsheim;Production de déchets dangereux;2003;I  ;I Incinération;;;08 01 11*;Déchets de peintures et vernis contenant des solvants organiques ou d'autres substances dangereuses;9.66;t/an
0005701543;VERALLIA-FRANCE;Production de déchets dangereux;2003;D  ;D Mise en décharge;;;17 06 05*;Matériaux de construction contenant de l'amiante.;1.04;t/an
0005401105;AREVA NP Usine de Chalon Saint Marcel;Production de déchets dangereux;2003;I  ;I Incinération;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;0.28;t/an
0006102211;DANFOSS MANEUROP SA;Production de déchets dangereux;2003;I  ;I Incinération;;;12 03 01*;Liquides aqueux de nettoyage;71.5;t/an
0005401040;BAUDOIN THILLIEN;Production de déchets dangereux;2003;I  ;I Incinération;;;15 02 02*;Absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses;0.9;t/an
0005500070;ENTREMONT ALLIANCE;Production de déchets dangereux;2003;I  ;I Incinération;;;14 06 03*;Autres solvants et mélanges de solvants;0.18;t/an
