identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0006200067;EDF - CCG Blénod;2003;353000;17700000;0;0
0005102153;SAINT LOUIS SUCRE;2003;1970000;4110000;14200;0
0005200010;POLYREY S.A.S. (usine);2003;0;852000;12500;0
0005702049;Malteries SOUFFLET;2003;182000;0;0;0
0005800521;NORGAL;2003;0;3000000;1220;0
0005401253;MICHELIN;2003;0;370000;0;0
0006701424;MILLIPORE;2003;0;0;89200;0
0006105225;ADISSEO FRANCE SAS;2003;7560000;0;0;0
0010000575;LINAMAR LIGHT METALS / MONTUPET;2003;0;0;125000;0
0006301584;FIBERTEX NONWOVENS;2003;75000;0;8930;0
0006102348;CALCIA  SA;2003;254000;145;0;0
0007000483;ARKEMA FRANCE;2003;0;4290000;8340;0
0006700847;BESTFOODS FRANCE Industries;2003;0;0;310000;0
0006600794;HARIBO-RICQLES-ZAN;2003;184000;0;20100;0
0007000535;Nexans  France - atelier coulée;2003;0;75000;58600;0
0006302023;CHAUCER FOODS SA;2003;103000;0;0;0
0006400488;Papeteries de Gromelle;2003;0;864000;2760;0
0007000803;PGI;2003;0;0;57800;0
0006300890;LTR INDUSTRIES;2003;0;4000000;0;0
0005200359;SAIPOL SA;2003;347000;0;8990;0
0006400997;LYONDELL CHIMIE France SAS;2003;0;0;2900000;0
0005701726;IMERYS TC site du bois du roi;2003;0;0;52200;0
0006103361;INTEXA;2003;0;148000;2500;0
0005701763;LE BRONZE ALLOYS - SUIPPES 1;2003;1420000;0;0;0
0005100143;WEPA GREENFIELD SAS;2003;1120000;0;0;0
0006802302;STE TUELACAU;2003;250000;0;0;0
0007000851;LAMINES MARCHANDS EUROPEENS (LME);2003;0;797000;40900;0
0007000854;BALL PACKAGING EUROPE BIERNE SAS;2003;0;0;207000;0
0006102885;ST MICROELECTRONICS;2003;0;0;2580000;0
0006201282;CdF - Bassin de décantation de Merlebach;2003;10000000;0;0;0
0006102314;TANNERIE D'ANNONAY S.A.;2003;38600;0;18600;0
0006103254;PAPETERIES DE LANCEY;2003;15000;2500000;7000;0
0006400014;EVD (EXTRAITS VEGETAUX ET DERIVES);2003;0;0;84600;0
0007000788;COPALIS INDUSTRIE;2003;0;0;76000;0
0006200938;VALTRIS ENTERPRISES FRANCE SAS;2003;0;0;219000;0
0006201969;SCHOTT VTF;2003;52300;0;14400;0
0005200262;EDF CPE;2003;72000;22300000;1200;0
0006205057;VT2i;2003;95000;0;14000;0
0006103387;NEXTER systems centre de ROANNE;2003;0;108000;66800;0
0010300060;CHARLES ET ALICE;2003;641000;0;19900;0
0006503322;SARP Industries;2003;0;0;174000;0
0006301093;TESSIER;2003;343000;0;75000;0
0005900400;PAPETERIE DE MANDEURE;2003;0;1060000;2340;0
0006401459;AZ MEDITERRANEE;2003;71200;0;4870;0
0006104748;THALES AVS FRANCE SAS;2003;480000;0;49200;0
0005701498;CRISTAL UNION;2003;74200;0;0;0
0005801044;DS SMITH;2003;3000000;2000000;0;0
0006600562;OWENS-CORNING FIBERGLAS;2003;0;405000;16000;0
