identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0006400023;gazel energie;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;13;"";10 01 01;Mâchefers, scories et cendres sous chaudière (sauf cendres sous chaudière visées à la rubrique 10 01 04);2280;t/an
0005800357;TOTAL RAFFINAGE FRANCE;Production de déchets non dangereux;2016;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;76;"";20 01 08;Déchets de cuisine et de cantine biodégradables;78;t/an
0071305501;STEP - Marseille;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);71;"";19 08 05;Boues provenant du traitement des eaux usées urbaines;7248;t/an
0006400499;SEPR;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;84;"";10 12 99;Déchets non spécifiés ailleurs.;4210;t/an
0005512948;LORIENT AGGLOMERATION;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;16;"";20 01 02;Verre;7530;t/an
0056100402;S N V;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;78;"";20 01 40;Métaux;60;t/an
0006200920;SUEZ RV MEUSE (ex-MEUSE ENERGIE);Production de déchets non dangereux;2016;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);55;"";20 01 99;Autres fractions non spécifiées ailleurs.;203;t/an
0005504337;SECHE ECO INDUSTRIES;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;44;"";17 04 07;Métaux en mélange;28.6;t/an
0010001145;ESSITY OPERATIONS FRANCE;Production de déchets non dangereux;2016;D15;D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);45;"";16 03 06;Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.;0.92;t/an
0006303646;BOUYER LEROUX SA;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;"";10 12 08;Déchets de produits en céramique, briques, carrelage et matériaux de construction (après cuisson);16300;t/an
0007000621;ARC FRANCE;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);01;"";10 11 12;Déchets de verre autres que ceux visés à la rubrique 10 11 11;9060;t/an
0006400570;PURFER;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;ALLEMAGNE;19 10 06;Autres fractions autres que celles visées à la rubrique 19 10 05.;238;t/an
0006700429;DSM Nutritional Products France;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);68;"";20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;104;t/an
0005500471;SVA JEAN ROZE;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);35;"";15 01 02;Emballages en matières plastiques;0.76;t/an
0005401402;AMORA MAILLE Chevigny;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);51;"";02 03 04;Matières impropres à la consommation ou à la transformation;7120;t/an
0010001118;ORANGINA SUNTORY FRANCE PROD;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);49;"";15 01 02;Emballages en matières plastiques;1.26;t/an
0077218116;STEP - LE MANS - La Chauvinière;Production de déchets non dangereux;2016;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;72;"";19 08 05;Boues provenant du traitement des eaux usées urbaines;3350;t/an
0005501651;FONDERIE DE BRETAGNE;Production de déchets non dangereux;2016;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;44;"";08 03 18;Déchets de toner d'impression autres que ceux visés à la rubrique 08 03 17;0.124;t/an
0006103291;SNF SA ANDREZIEUX;Production de déchets non dangereux;2016;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;27;"";15 01 02;Emballages en matières plastiques;3.9;t/an
0005205103;ARKEMA  France SA;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);64;"";16 06 05;Autres piles et accumulateurs;0.63;t/an
0006601168;BIOCAMA INDUSTRIE;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;10;"";17 02 03;Matières plastiques;19;t/an
0005602622;ALTRIOM;Production de déchets non dangereux;2016;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;11;"";19 12 10;Déchets combustibles (combustible issu de déchets);2130;t/an
0007201392;MOTEURS LEROY SOMER;Production de déchets non dangereux;2016;D10;D10 Incinération à terre;33;"";08 01 20;Suspensions aqueuses contenant de la peinture ou du vernis autres que celles visées à la rubrique 08 01 19;0.806;t/an
0005101240;HERMES BOISSONS (ex TROPICANA);Production de déchets non dangereux;2016;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);60;"";20 02 01;Déchets biodégradables;3.69;t/an
0006600802;SAINT MAMET SAS;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);84;"";02 03 04;Matières impropres à la consommation ou à la transformation;399;t/an
0006103339;CASTMETAL FEURS;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;42;"";20 01 01;Papier et carton;1.96;t/an
0006102245;TORAY FILMS EUROPE SAS;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);69;"";15 01 01;Emballages en papier/carton;282;t/an
0005600289;AUBERT & DUVAL ALLIAGES;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);63;"";20 01 01;Papier et carton;19.2;t/an
0072901910;STEP - Zone Portuaire;Production de déchets non dangereux;2016;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);56;"";19 08 02;Déchets de dessablage;131;t/an
0006400411;RAYNAL et ROQUELAURE Provence;Production de déchets non dangereux;2016;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);84;"";15 01 06;Emballages en mélange;139;t/an
0007000936;TEREOS Sucrerie de Lillers;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;62;"";10 01 01;Mâchefers, scories et cendres sous chaudière (sauf cendres sous chaudière visées à la rubrique 10 01 04);83400;t/an
0006700404;ROQUETTE FRERES;Production de déchets non dangereux;2016;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);67;"";20 03 01;Déchets municipaux en mélange;153;t/an
0005301536;SUEZ RV Métaux Non Ferreux;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;PAKISTAN;17 04 02;Aluminium;23.6;t/an
0006400839;SANOFI CHIMIE;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;04;"";20 01 99;Autres fractions non spécifiées ailleurs.;0.5;t/an
0005500088;FERTIVAL SA;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);56;"";19 08 99;Déchets non spécifiés ailleurs.;22.2;t/an
0006600893;OI France;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;33;"";17 04 07;Métaux en mélange;30.1;t/an
0006301730;YOPLAIT PRODUCTION FRANCE;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);35;"";20 01 32;Médicaments autres que ceux visés à la rubrique 20 01 31;0.044;t/an
0006102073;SME (SOCIETE METALLLURGIQUE D'EPERNAY);Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);77;"";20 01 36;équipements électriques et électroniques mis au rebut autres que ceux visés aux rubriques 20 01 21, 20 01 23 et 20 01 35;184;t/an
0006400955;NAPHTACHIMIE;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);13;"";15 01 01;Emballages en papier/carton;28.2;t/an
0006301051;APROCHIM SA;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;72;"";15 01 03;Emballages en bois;5.68;t/an
0010600304;GUY DAUPHIN ENVIRONNEMENT;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;52;"";17 04 05;Fer et acier;22.1;t/an
0006600948;TRIADE ELECTRONIQUE;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;50;"";19 12 03;Métaux non ferreux;25.2;t/an
0006400421;SEYFERT PACKAGING;Production de déchets non dangereux;2016;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;84;"";03 03 11;Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 03 03 10;134;t/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;Production de déchets non dangereux;2016;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;"";03 03 07;Refus séparés mécaniquement provenant du recyclage de déchets de papier et de carton;1930;t/an
0007000744;DANONE PRODUITS FRAIS FRANCE;Production de déchets non dangereux;2016;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);59;"";02 01 99;Déchets non spécifiés ailleurs.;112;t/an
0005101078;COLGATE PALMOLIVE;Production de déchets non dangereux;2016;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;60;"";16 03 06;Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.;645;t/an
0006600802;SAINT MAMET SAS;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;30;"";20 01 01;Papier et carton;61.5;t/an
0006207572;INEOS Polymers SARRALBE SAS;Production de déchets non dangereux;2016;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;57;"";16 10 02;Déchets liquides aqueux autres que ceux visés à la rubrique 16 10 01;19.6;t/an
0076926403;STEP - VILLEFRANCHE SUR SAONE;Production de déchets non dangereux;2016;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);69;"";19 08 01;Déchets de dégrillage;218;t/an
0005600354;LIMAGRAIN;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;63;"";15 01 01;Emballages en papier/carton;99.6;t/an
0005501483;BJ 75;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);56;"";15 01 01;Emballages en papier/carton;18.6;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;02;"";16 01 17;Métaux ferreux;414;t/an
0006512611;PAPREC D3E (ex VALDELEC);Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;77;"";16 02 16;Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.;295;t/an
0006301051;APROCHIM SA;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;72;"";17 04 01;Cuivre, bronze, laiton;171;t/an
0005600372;CONSTELLIUM ISSOIRE;Production de déchets non dangereux;2016;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;63;"";16 06 04;Piles alcalines (sauf rubrique 16 06 03);0.22;t/an
0006506453;Dalkia Wastenergy;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;BELGIQUE;19 01 02;Déchets de déferraillage des mâchefers;7430;t/an
0012100053;ALPHA RECYCLAGE FRANCHE COMTE;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;70;"";16 01 03;Pneus hors d'usage;2800;t/an
0075917800;STEP - Douai;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);59;"";19 02 06;Boues provenant des traitements physicochimiques autres que celles visées à la rubrique 19 02 05;339;t/an
0007201348;RHODIA  OPERATIONS (Groupe SOLVAY);Production de déchets non dangereux;2016;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);79;"";15 01 01;Emballages en papier/carton;21.1;t/an
0006102073;SME (SOCIETE METALLLURGIQUE D'EPERNAY);Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;ITALIE;17 04 05;Fer et acier;22100;t/an
0006503449;PEUGEOT CITROEN POISSY SNC;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);76;"";20 01 08;Déchets de cuisine et de cantine biodégradables;10.2;t/an
0005701128;PEUGEOT CITROEN MECANIQUE DE L'EST SNC;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;08;"";16 11 04;Autres revêtements de fours et réfractaires provenant de procédés métallurgiques non visés à la rubrique 16 11 03;58.5;t/an
0005501387;PSA Automobile SA;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;64;"";12 01 01;Limaille et chutes de métaux ferreux;799;t/an
0005101887;AJINOMOTO ANIMAL NUTRITION EUROPE;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;80;"";20 03 01;Déchets municipaux en mélange;5.58;t/an
0006102993;ARKEMA;Production de déchets non dangereux;2016;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;38;"";17 04 07;Métaux en mélange;323.8;t/an
0006501366;CORNEC;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;PAYS-BAS;16 01 17;Métaux ferreux;87.1;t/an
0005803533;ATHALYS;Production de déchets non dangereux;2016;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;76;"";19 08 01;Déchets de dégrillage;1320;t/an
0005301290;COMPAGNIE DES FROMAGES & RICHESMONTS;Production de déchets non dangereux;2016;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);61;"";17 02 01;Bois;7.23;t/an
0005201691;GASCOGNE PAPIER;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);33;"";20 01 36;équipements électriques et électroniques mis au rebut autres que ceux visés aux rubriques 20 01 21, 20 01 23 et 20 01 35;1.12;t/an
0005906226;SOLVAY Tavaux SAS;Production de déchets non dangereux;2016;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);39;"";20 03 04;Boues de fosses septiques;10;t/an
0005804133;ESTENER;Production de déchets non dangereux;2016;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);76;"";17 04 02;Aluminium;0.2;t/an
0006304890;TRIADE ELECTRONIQUE;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;72;"";19 12 04;Matières plastiques et caoutchouc;65.7;t/an
0005102590;ORTEC SERVICES ENVIRONNEMENT-TRD;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;80;"";15 01 04;Emballages métalliques;125;t/an
0005800979;NESTLE PURINA PETCARE FRANCE;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);76;"";16 06 04;Piles alcalines (sauf rubrique 16 06 03);0.114;t/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;Production de déchets non dangereux;2016;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;33;"";07 01 99;Déchets non spécifiés ailleurs.;4.48;t/an
0006804445;DRIMM;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);12;"";15 01 02;Emballages en matières plastiques;20;t/an
0005800540;DA ALIZAY;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);27;"";15 01 06;Emballages en mélange;32.7;t/an
0010001318;MAINGOURD;Production de déchets non dangereux;2016;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;45;"";20 03 01;Déchets municipaux en mélange;61;t/an
0006107905;ORTEC ENVIRONNEMENT;Production de déchets non dangereux;2016;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);21;"";12 01 21;Déchets de meulage et matériaux de meulage autres que ceux visés à la rubrique 12 01 20;199;t/an
0005301493;COMPAGNIE DES FROMAGES & RICHESMONTS SCA;Production de déchets non dangereux;2016;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;50;"";02 02 04;Boues provenant du traitement in situ des effluents;5220;t/an
0005600022;ADISSEO FRANCE S.A.S;Production de déchets non dangereux;2016;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;69;"";16 03 06;Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.;0.67;t/an
0010001192;SAVANE BROSSARD SA;Production de déchets non dangereux;2016;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;45;"";02 06 03;Boues provenant du traitement in situ des effluents;152;t/an
0006102885;ST MICROELECTRONICS;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;34;"";19 08 12;Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11;18;t/an
0005101078;COLGATE PALMOLIVE;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);60;"";20 01 39;Matières plastiques;33.5;t/an
0005301094;GUY DAUPHIN ENVIRONNEMENT;Production de déchets non dangereux;2016;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;78;"";19 12 10;Déchets combustibles (combustible issu de déchets);1490;t/an
0005701293;FONDERIES GHM - WASSY;Production de déchets non dangereux;2016;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);52;"";16 02 14;équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13;0.327;t/an
0053502069;TRIBALLAT NOYAL;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;35;"";19 10 01;Déchets de fer ou d'acier;40.8;t/an
0005501786;CONSERVERIE MORBIHANNAISE Lanvenegen;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);44;"";15 01 02;Emballages en matières plastiques;85;t/an
0006508918;Centre CEA Paris-Saclay - Site de Saclay;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;28;"";17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;6.06;t/an
0006202068;AHLSTROM-MUNKSJÖ ARCHES;Production de déchets non dangereux;2016;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;88;"";20 03 01;Déchets municipaux en mélange;349;t/an
0006301217;EDF SA;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;14;"";10 01 02;Cendres volantes de charbon;461.9;t/an
0005701543;VERALLIA-FRANCE;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);51;"";20 01 38;Bois autres que ceux visés à la rubrique 20 01 37;125;t/an
0010001145;ESSITY OPERATIONS FRANCE;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);89;"";03 03 11;Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 03 03 10;45.1;t/an
0006508918;Centre CEA Paris-Saclay - Site de Saclay;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;93;"";17 04 07;Métaux en mélange;10.9;t/an
0057902682;TIPER METHANISATION;Production de déchets non dangereux;2016;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);79;"";02 01 99;Déchets non spécifiés ailleurs.;38.8;t/an
0006802548;FIBRE EXCELLENCE SAINT-GAUDENS;Production de déchets non dangereux;2016;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;31;"";03 03 99;Déchets non spécifiés ailleurs.;1140;t/an
0010300060;CHARLES ET ALICE;Production de déchets non dangereux;2016;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;26;"";02 02 04;Boues provenant du traitement in situ des effluents;1070;t/an
0005502142;MICHELIN  Vannes;Production de déchets non dangereux;2016;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);22;"";20 01 39;Matières plastiques;24;t/an
0010600036;GUY DAUPHIN ENVIRONNEMENT;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;38;"";17 04 11;Câbles autres que ceux visés à la rubrique 17 04 10.;126;t/an
0006103190;TREDI;Production de déchets non dangereux;2016;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);53;"";19 01 99;Déchets non spécifiés ailleurs;2400;t/an
0005302582;SOFEDIT SAS;Production de déchets non dangereux;2016;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);72;"";17 01 07;Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.;4;t/an
0006600948;TRIADE ELECTRONIQUE;Production de déchets non dangereux;2016;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;31;"";19 12 02;Métaux ferreux;6.04;t/an
0006700472;PAPETERIES DU RHIN;Production de déchets non dangereux;2016;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;68;"";20 01 99;Autres fractions non spécifiées ailleurs.;1.3;t/an
0005800571;VALLOUREC TUBES FRANCE;Production de déchets non dangereux;2016;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);76;"";15 01 06;Emballages en mélange;1.19;t/an
0056100002;ELIVIA ALENÇON;Production de déchets non dangereux;2016;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);61;"";20 01 01;Papier et carton;6.93;t/an
