identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
0006103663;SANOFI PASTEUR NVL;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;10;Matériaux mélangés et matériaux indifférenciés;400;t/an
0007002731;TOYOTA M.M.F.;Production de déchets non dangereux;2007;R6 ;R6 Régénération des acides ou des bases;;;9;Déchets banals des entreprises;10.0;t/an
0007203207;CHU;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;5480;t/an
0007000918;TOTAL Raffinage France SA;Production de déchets non dangereux;2007;R9 ;R9 Régénération ou autres réemplois des huiles;;;9;Déchets banals des entreprises;19.12;t/an
0005701116;IDEAL STANDARD FRANCE;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;2;Boues d'effluents industriels;1580;t/an
0005202000;RAYONIER A.M. TARTAS;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);4.76;t/an
0007000794;VERSALIS FRANCE SAS Dunes;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;2;Boues d'effluents industriels;12280;t/an
0075900900;STEP - VILLENEUVE-D'ASCQ;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);624;t/an
0006702042;FREUDENBERG PERFORMANCE MATERIALS;Production de déchets non dangereux;2007;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;2;Boues d'effluents industriels;4040;t/an
0005501502;CONTITECH AVS FRANCE;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;1;Déchets de préparations chimiques;2164;t/an
0007000745;AHLSTROM Specialities;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;4;Déchets de bois;5.76;t/an
0006700567;DS SMITH PAPER KAYSERSBERG;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;3;Déchets soins médicaux ou vétérinaires et déchets biologiques;0.20;t/an
0006507069;SIRR Syndicat Intercommunal Rambouillet;Production de déchets non dangereux;2007;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;12;Boues ordinaires (sauf boues de dragage);6880;t/an
0005801753;ONDULYS ANDELLE;Production de déchets non dangereux;2007;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;2;Boues d'effluents industriels;60;t/an
0005800574;LUBRIZOL ROUEN;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;8;Ordures ménagères;56.4;t/an
0006501929;SILEC CABLE;Production de déchets non dangereux;2007;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;4;Déchets de bois;5320;t/an
0005202397;RBS France SAS;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;108.4;t/an
0006503227;TECHNOCENTRE RENAULT;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;10;Matériaux mélangés et matériaux indifférenciés;752;t/an
0006102885;ST MICROELECTRONICS;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;9;Déchets banals des entreprises;1424;t/an
0006503227;TECHNOCENTRE RENAULT;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;110.56;t/an
0007000437;HAAGEN DAZS;Production de déchets non dangereux;2007;D2 ;D2 Traitement en milieu terrestre (par exemple, biodégradation de déchets liquides ou de boues dans les sols, etc.);;;2;Boues d'effluents industriels;7720;t/an
0010001801;VALCANTE;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;15;Résidus d'opérations thermiques;67600;t/an
0006301297;PAULSTRA SNC;Production de déchets non dangereux;2007;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;9;Déchets banals des entreprises;6.16;t/an
0005600309;TRADIVAL;Production de déchets non dangereux;2007;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;23600;t/an
0007201820;IMERYS REFRACTORY MINERALS CLERAC;Production de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;9;Déchets banals des entreprises;80;t/an
0076264300;STEP - BOULOGNE SUR MER;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;15;Résidus d'opérations thermiques;4760;t/an
0007000991;HERTA;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;8720;t/an
0006400062;PROVENCE HUILES;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;124;t/an
0005501888;LES ATELIERS DU GOUT;Production de déchets non dangereux;2007;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);752;t/an
0005801681;VERESCENCE;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;2;Boues d'effluents industriels;780;t/an
0005800349;ESSO RAFFINAGE;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);299.2;t/an
0006400825;ARKEMA france;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;1;Déchets de préparations chimiques;238.8;t/an
0006503227;TECHNOCENTRE RENAULT;Production de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Matériaux mélangés et matériaux indifférenciés;420;t/an
0006702209;SIVOM agglo mulhousienne Sausheim - UIOM;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;15;Résidus d'opérations thermiques;50400;t/an
0006301299;NORPAPER;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;8280;t/an
0005800492;CITRON SA;Production de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;760;t/an
0007000999;UIOM d' Henin Beaumont;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;15;Résidus d'opérations thermiques;47600;t/an
0007000887;SOCIETE DE TRANSMISSIONS AUTOMATIQUES;Production de déchets non dangereux;2007;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;;;4;Déchets de bois;436;t/an
0005600372;CONSTELLIUM ISSOIRE;Production de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;4;Déchets de bois;1568;t/an
0006400341;ARKOPHARMA SA;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;9;Déchets banals des entreprises;2184;t/an
0005302847;PLYSOROL EUROPE LISIEUX;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;391.6;t/an
0005802648;BASF Agri-Production SAS;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;9;Déchets banals des entreprises;145.2;t/an
0006000385;INTERNATIONAL PAPER;Production de déchets non dangereux;2007;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);17720;t/an
0005501788;PROCANAR;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);2016;t/an
0005501573;SMICTOM Sud Est 35;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;15;Résidus d'opérations thermiques;15840;t/an
0006200158;SOLVAY OPERATIONS FRANCE;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;452;t/an
0073303905;STEP - Clos de Hilde (Bégles);Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;12;Boues ordinaires (sauf boues de dragage);29400;t/an
0005401195;Uniper - Centrale de LUCY;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;15;Résidus d'opérations thermiques;262400;t/an
0075134401;STEP - EPERNAY MARDEUIL;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;12;Boues ordinaires (sauf boues de dragage);860;t/an
0005802648;BASF Agri-Production SAS;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;2;Boues d'effluents industriels;50.4;t/an
0005302207;PAMCO;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;118.4;t/an
0010005083;SKF FRANCE;Production de déchets non dangereux;2007;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;9;Déchets banals des entreprises;56687.76;t/an
0005101637;OLEON (ex NOVANCE);Production de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Boues ordinaires (sauf boues de dragage);262.0;t/an
0005900827;IDEAL STANDARD INDUSTRIE FRANCE;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;2;Boues d'effluents industriels;4600;t/an
0010000689;INDENA;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;26.48;t/an
0006202229;PAPETERIES DE CLAIREFONTAINE;Production de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;4;Déchets de bois;1276;t/an
0006102786;EUROPAGRO;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;58.4;t/an
0005600309;TRADIVAL;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;188400;t/an
0005101524;EJ Picardie;Production de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;4;Déchets de bois;872;t/an
0006106680;Nestlé Purina PetCare;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;2;Boues d'effluents industriels;1920;t/an
0070602701;STEP - CAGNES-SUR-MER;Production de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;12;Boues ordinaires (sauf boues de dragage);14360;t/an
0005500488;Site d'Yffiniac;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;2;Boues d'effluents industriels;5360;t/an
0006103348;AUBERT ET DUVAL;Production de déchets non dangereux;2007;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;9;Déchets banals des entreprises;0.436;t/an
0070602701;STEP - CAGNES-SUR-MER;Production de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Résidus de tri;964;t/an
0010001453;Imprimerie PRINTOR DIRECT;Production de déchets non dangereux;2007;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;9;Déchets banals des entreprises;560;t/an
0005302207;PAMCO;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;10;Matériaux mélangés et matériaux indifférenciés;824;t/an
0007100121;ALBIOMA Bois Rouge;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);"";"";15;Résidus d'opérations thermiques;351598.56;t/an
0005701128;PEUGEOT CITROEN MECANIQUE DE L'EST SNC;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;416879.6;t/an
0005100333;LE CREUSET SAS;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);14160;t/an
0005202397;RBS France SAS;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;8;Ordures ménagères;86.8;t/an
0005401082;VITRY EN CHAROLLAIS;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);16200;t/an
0005100333;LE CREUSET SAS;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;712;t/an
0005501682;GROUPE ROCHER OPERATIONS;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;4120;t/an
0006506685;POLYFILMS SAS;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;11;Résidus de tri;120;t/an
0006102885;ST MICROELECTRONICS;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;11;Résidus de tri;652;t/an
0006700583;RICOH INDUSTRIE FRANCE;Production de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;4;Déchets de bois;1544;t/an
0010003838;PRODUITS CERAMIQUES DE TOURAINE;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;9520;t/an
0007001225;ACIERIE ET FONDERIE DE LA HAUTE SAMBRE;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);10920;t/an
0006104664;PAPETERIES DU LEMAN S.A.;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;3;Déchets soins médicaux ou vétérinaires et déchets biologiques;0.004;t/an
0007001030;SICAL;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;10280;t/an
0006102885;ST MICROELECTRONICS;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;3;Déchets soins médicaux ou vétérinaires et déchets biologiques;0.4;t/an
0010001418;DELPHARM (ex FAMAR);Production de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;2;Boues d'effluents industriels;3532;t/an
0006501169;TOTAL Raffinage France;Production de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;9;Déchets banals des entreprises;92.8;t/an
0005701290;FERRY CAPITAIN;Production de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;748;t/an
0006401019;ASCOMETAL Fos-sur-Mer;Production de déchets non dangereux;2007;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;;;8;Ordures ménagères;168.0;t/an
0075900900;STEP - VILLENEUVE-D'ASCQ;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;10;Matériaux mélangés et matériaux indifférenciés;263.2;t/an
0007002239;SICOS;Production de déchets non dangereux;2007;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;9;Déchets banals des entreprises;5360;t/an
0005800349;ESSO RAFFINAGE;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;15;Résidus d'opérations thermiques;504;t/an
0005800441;Chapelle Darblay;Production de déchets non dangereux;2007;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;11;Résidus de tri;4400;t/an
0005600463;SANOFI CHIMIE;Production de déchets non dangereux;2007;D10;D10 Incinération à terre;;;2;Boues d'effluents industriels;11184;t/an
0005201748;SÉBASTIEN LABARRIERE;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);8280;t/an
0005102490;SITPA  Rosieres;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;391.2;t/an
0073306303;STEP - Louis Fargue (Bordeaux);Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;12;Boues ordinaires (sauf boues de dragage);76;t/an
0005800350;ERAMET;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;3;Déchets soins médicaux ou vétérinaires et déchets biologiques;0.36;t/an
0073018901;STEP - Nîmes Centre;Production de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Boues ordinaires (sauf boues de dragage);31840;t/an
0006301099;CET;Production de déchets non dangereux;2007;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;4;Déchets de bois;252;t/an
0007202069;Sté Jas HENNESSY & Co - La Richonne;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;6200;t/an
0006700429;DSM Nutritional Products France;Production de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;3;Déchets soins médicaux ou vétérinaires et déchets biologiques;200.8;t/an
0006700429;DSM Nutritional Products France;Production de déchets non dangereux;2007;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;;;8;Ordures ménagères;622.0;t/an
0022200040;SAEM LE GALION;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;12;Boues ordinaires (sauf boues de dragage);18440;t/an
0025300066;SAINT-GOBAIN SEVA;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;4;Déchets de bois;215.6;t/an
0005800540;DA ALIZAY;Production de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;4;Déchets de bois;329200;t/an
0005702726;Bonduelle traiteur - Appetifrais SAS;Production de déchets non dangereux;2007;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;6280;t/an
0005202000;RAYONIER A.M. TARTAS;Production de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);29.44;t/an
0005900881;SYDOM du Jura;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;15;Résidus d'opérations thermiques;1068;t/an
0006301207;TOTAL Raffinage France;Production de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);416;t/an
0007000803;PGI;Production de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;5840;t/an
0005701178;SMURFIT KAPPA PAPIER RECYCLE FRANCE;Production de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;7160;t/an
0006400001;ALTEO GARDANNE;Production de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;2;Boues d'effluents industriels;452000;t/an
0010000220;SEALED AIR  SAS;Production de déchets non dangereux;2007;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;9;Déchets banals des entreprises;628;t/an
0006503322;SARP Industries;Production de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;1000;t/an
