identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite_admise;quantite_traitee;unite
0006305035;CUMA FERTILIS;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);1980.000;1980.000;t/an
0005601635;VALTOM;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;108364.000;108400.000;t/an
0006200828;SUEZ RR IWS Minerals France (ex SITA FD;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;3876.084;3876.000;t/an
0030100093;SETOM;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);12272.880;12280.000;t/an
0006102824;VICAT;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);63124.000;63600.000;t/an
0006207890;Composterie du Pays de Sarrebourg;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);12360.000;12360.000;t/an
0005300982;VALNOR;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;1105.200;1104.000;t/an
0018200036;VEOLIA EAU NARBONNE-BIOTERRA;Traitement de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);34601.920;34600.000;t/an
0005515271;Centre de stockage de déchets;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;22928.000;22920.000;t/an
0007204567;VIOLLEAU SAS;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;7;Fèces, urines et fumier animaux;42688.000;42800.000;t/an
0007002413;OPALE ENVIRONNEMENT (CET);Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;47304.320;47200.000;t/an
0007207394;Suez RV SUD OUEST;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;119899.440;120000.000;t/an
0005500616;SIDEPAQ;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;9;Déchets banals des entreprises;26816.000;26800.000;t/an
0005601327;SICTOM Entre Monts et Vallées;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;33016.000;33000.000;t/an
0005801842;ETARES;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;149040.000;149200.000;t/an
0006103190;TREDI;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;8;Ordures ménagères;135775.291;135600.000;t/an
0005800902;PEINTURES SAFE;Traitement de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;4;Déchets de bois;108.000;210.800;t/an
0018300518;Communauté de Communes Nord Bassin Thau;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;33728.000;33720.000;t/an
0020800064;LOMBRICORSE Poggio di Venaco;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;4;Déchets de bois;52000.000;52000.000;t/an
0010003878;CIMENTS CALCIA - SITE DE BEFFES;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;12125.760;12120.000;t/an
0006200725;VICAT (usine de Xeuilley);Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;41540.000;42800.000;t/an
0007001062;ALCATEL SUBMARINE NETWORKS (A.S.N.);Traitement de déchets non dangereux;2007;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;9;Déchets banals des entreprises;360.000;360.000;t/an
0006700701;HOLCIM HAUT-RHIN;Traitement de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;809.800;808.000;t/an
0006900176;CCOG;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);"";"";8;Ordures ménagères;2876.000;2876.000;t/an
0006302155;CONSEIL DEPART CENTRE VALOR  ENERG;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;8;Ordures ménagères;237716.480;237600.000;t/an
0006506146;SAREN (SIGIDURS);Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;8;Ordures ménagères;484248.000;484000.000;t/an
0005703293;TERRALYS - Site de St Aubin;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;4;Déchets de bois;4673.040;4680.000;t/an
0005701448;SITA DECTRA - decharge Pargny;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);34202.480;34200.000;t/an
0006107156;ISDnD La Tienne;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;21293.920;21320.000;t/an
0006200952;CET d'ABONCOURT;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;88008.200;88000.000;t/an
0006104624;SIVOM DE LA REGION DE CLUSES;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;9;Déchets banals des entreprises;23929.720;23920.000;t/an
0005505505;TRANSELI;Traitement de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;10052.000;10040.000;t/an
0006200856;SFTR - ISDND DE PAGNY SUR MEUSE;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;13;Huiles et combustibles liquides usagés (sauf huiles alimentaires et huiles figurant aux chapitres 05, 12 et 19) :;1474.480;1476.000;t/an
0005801842;ETARES;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;12760.000;12760.000;t/an
0005601637;SICTOM DES COMBRAILLES;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;8056.000;8040.000;t/an
0016500105;SICTOM DES MONTS DU FOREZ;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;9376.000;9360.000;t/an
0006302581;SAVED;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;9;Déchets banals des entreprises;9604.000;9600.000;t/an
0006303809;SECHE ECO INDUSTRIES site : la Cousinière;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;1;Déchets de préparations chimiques;20345.280;20360.000;t/an
0010007112;SUEZ RV CENTRE OUEST - ORCHAISE;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;80479.960;80400.000;t/an
0010000148;CHARTRES METROPOLE;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;4;Déchets de bois;468.000;468.000;t/an
0006207871;NATURA VERDE MEUSE;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;2;Boues d'effluents industriels;36007.520;36000.000;t/an
0005800433;LAFARGEHOLCIM CIMENTS;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;2;Boues d'effluents industriels;3490.240;3492.000;t/an
0006301109;SOTREMO;Traitement de déchets non dangereux;2007;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;10;Dechets provenant de procedes thermiques :;487.920;488.000;t/an
0006201370;EQIOM;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;35769.360;35760.000;t/an
0007202968;INTERNATIONAL PAPER;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;6040.000;6040.000;t/an
0006104358;SAVOIE DECHETS;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;31724.000;31720.000;t/an
0006700701;HOLCIM HAUT-RHIN;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;1;Déchets de préparations chimiques;4658.000;4600.000;t/an
0006802477;SNAM STE NOUVELLE D'AFFINAGE DES METAUX;Traitement de déchets non dangereux;2007;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;9;Déchets banals des entreprises;251.080;354.400;t/an
0006702686;TRONOX FRANCE SAS;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;2;Boues d'effluents industriels;471572.000;472000.000;t/an
0005100864;VALNOR;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;14658.160;14640.000;t/an
0006405521;SAS VALTEO;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;658716.000;660000.000;t/an
0007203533;CET DE ROUZEDE;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;87869.160;88000.000;t/an
0006702300;SUEZ RV Nord-Est;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;85.440;85.600;t/an
0005500607;SIRCOB;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;8;Ordures ménagères;116611.840;116800.000;t/an
0005501941;Com Com Auray Quiberon Terre Atlantique;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;9;Déchets banals des entreprises;2940.000;2940.000;t/an
0025000022;SMET 71;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;23104.000;23120.000;t/an
0006704528;SARL AGRIVALOR-WITTENHEIM;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);17487.680;17480.000;t/an
0006104565;SYND MIXTE DU LAC D ANNECY;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;9;Déchets banals des entreprises;5904.080;5920.000;t/an
0006603841;VALORIDEC;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;244.000;244.000;t/an
0006301138;ORTEC SERVICES ENVIRONNEMENT;Traitement de déchets non dangereux;2007;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;1;Déchets de préparations chimiques;7646.924;7640.000;t/an
0006400960;Projet U.S.;Traitement de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;1;Déchets de préparations chimiques;20.000;20.000;t/an
0005103936;SAS IDEX ENVIRONNEMENT;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;2;Boues d'effluents industriels;6368.000;6360.000;t/an
0006501121;REP;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;134612.160;134800.000;t/an
0005201764;CHEMVIRON;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;1060.400;1060.000;t/an
0005300625;SUEZ RV NORMANDIE;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;16353.880;16360.000;t/an
0005206586;CEPB - SITA Sud-Ouest;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;1698.000;1696.000;t/an
0006002672;CORREZE ENERGIES;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;8;Ordures ménagères;162788.000;162800.000;t/an
0005601637;SICTOM DES COMBRAILLES;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;43940.000;44000.000;t/an
0006400196;SAS ZEPHIRE;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;8;Ordures ménagères;910340.000;912000.000;t/an
0005101897;IDEX Environnement Picardie (ex Valorga);Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;8;Ordures ménagères;258324.000;258400.000;t/an
0007100601;ILEVA;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);"";"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);87579.920;87579.920;t/an
0005702478;SUEZ RV NORD EST - SAINT-AUBIN;Traitement de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;10;Dechets provenant de procedes thermiques :;26156.000;26160.000;t/an
0006103586;LAFARGE CIMENTS;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;14044.000;15080.000;t/an
0024900001;I.S.D.N.D de Monéteau;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;9372.640;9360.000;t/an
0005100311;EDIFI NORD;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;3752.000;3752.000;t/an
0007000750;RECYTECH;Traitement de déchets non dangereux;2007;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;8327.680;8320.000;t/an
0006302271;BRANGEON Recyclage;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);22740.000;22760.000;t/an
0006402672;SAS ALPES ASSAINISSEMENT;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;387579.200;387600.000;t/an
0006600453;Société des CIMENTS CALCIA;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;2;Boues d'effluents industriels;7922.400;8560.000;t/an
0006503069;SUEZ RR IWS Minerals France (exSITA FD);Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;2;Boues d'effluents industriels;256.600;256.400;t/an
0006702300;SUEZ RV Nord-Est;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;855.400;856.000;t/an
0005501941;Com Com Auray Quiberon Terre Atlantique;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;8;Ordures ménagères;95884.000;110400.000;t/an
0005900792;SYDOM;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;44140.000;44000.000;t/an
0006103190;TREDI;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;3;Déchets soins médicaux ou vétérinaires et déchets biologiques;2410.652;2412.000;t/an
0010001801;VALCANTE;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;9;Déchets banals des entreprises;90148.000;90000.000;t/an
0006804265;SAS COVED;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;41768.000;41600.000;t/an
0010000974;ARCEVAL (CIDEME);Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;16.000;16.000;t/an
0005512795;Installation de stockage de déchets non dangereux;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;192268.000;192400.000;t/an
0006505345;NOVERGIE Ile-de-France CVE d'argenteuil;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;8;Ordures ménagères;772600.000;768000.000;t/an
0006503289;CALCIA gargenville (cimenterie);Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;2611212.000;2612000.000;t/an
0005401112;SUEZ RR IWS MINERALS FRANCE (ISDND);Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;61079.480;61200.000;t/an
0005103811;ESIANE;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;8;Ordures ménagères;591164.000;580000.000;t/an
0006301138;ORTEC SERVICES ENVIRONNEMENT;Traitement de déchets non dangereux;2007;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);252.592;252.400;t/an
0006207663;SUEZ ORGANIQUE;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;1244.000;1244.000;t/an
0005702119;SMPA;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;2;Boues d'effluents industriels;150.000;150.000;t/an
0006804827;S.A.R.L. C.L.E.R.verts;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);35707.520;35720.000;t/an
0005401231;SUEZ RV Centre Est (ex. SITA CENTRE EST);Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;14155.960;14160.000;t/an
0007202099;REVICO;Traitement de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);1142400.000;1144000.000;t/an
0006002844;RENAULT TRUCKS;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;4;Déchets de bois;348.000;564.000;t/an
0018300043;SVLR (ISDND) VEOLIA PROPRETE;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;149628.000;149600.000;t/an
0010000974;ARCEVAL (CIDEME);Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;9;Déchets banals des entreprises;108.000;108.000;t/an
0006600453;Société des CIMENTS CALCIA;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);1006.600;1008.000;t/an
0006704594;ADAM Noël;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;7;Fèces, urines et fumier animaux;468.720;468.000;t/an
0005503739;ECOSITE CROIX IRTELLE;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;4;Déchets de bois;21939.840;21920.000;t/an
0006103265;VICAT - PAPETERIES DE VIZILLE;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;2;Boues d'effluents industriels;3244.000;3244.000;t/an
