Year,capacity,nb_WWTP,PE_bin,Pt_in,Pt_in_adj,NGL_in,NGL_in_adj,DBO5_in,DBO5_in_adj,DCO_in,DCO_in_adj,MES_in,MES_in_adj,Pt_out,Pt_out_adj,NGL_out,NGL_out_adj,DBO5_out,DBO5_out_adj,DCO_out,DCO_out_adj,MES_out,MES_out_adj,NGL_yield,Pt_yield,DBO5_yield,DCO_yield,MES_yield,N_P_ratio_in,N_P_ratio_out,DBO5_N_ratio_in,DBO5_N_ratio_out,DBO5_P_ratio_in,DBO5_P_ratio_out,DCO_N_ratio_in,DCO_N_ratio_out,DCO_P_ratio_in,DCO_P_ratio_out,DCO_DBO5_ratio_in,DCO_DBO5_ratio_out,Pt_PE_ratio_in,Pt_PE_ratio_out,NGL_PE_ratio_in,NGL_PE_ratio_out,DBO5_PE_ratio_in,DBO5_PE_ratio_out,DCO_PE_ratio_in,DCO_PE_ratio_out,MES_PE_ratio_in,MES_PE_ratio_out
2009,1.21,1787,200 - 2 000 PE,0.442,0.4487,3.03,3.07417,12.1,12.27949,29.8,30.24206,12.8,12.98661,0.244,0.24791,1.29,1.55195,1.11,1.12688,4.79,4.86106,1.93,1.95926,51,45,91,84,85,6.85,6.19,4,0.783,27.4,4.53,9.86,3.29,67.6,19.6,2.47,4.33,1.02,0.562,6.97,3.5100000000000002,27.900000000000002,2.5500000000000003,68.7,11,29.5,4.45
2009,1.62,389,2 000 - 10 000 PE,0.59,0.59153,4.42,4.43149,17.7,17.74601,43.7,43.81361,19.6,19.65095,0.25,0.25065,1.23,1.26535,0.962,0.9645,5.13,5.14334,2.47,2.47642,72,58,95,88,87,7.49,5.03,4.02,0.769,30.1,3.84,9.9,4.08,74.2,20.5,2.47,5.33,1,0.425,7.49,2.14,30.099999999999998,1.63,74.2,8.7,33.2,4.19
2009,4.29,171,10 000 - 100 000 PE,1.31,1.3205,9.72,9.79791,42.1,42.43743,100,100.8015,46.6,46.9735,0.348,0.35079,2.27,2.30444,1.33,1.34066,7.97,8.03388,2.56,2.58052,77,73,97,92,94,7.41,6.55,4.33,0.551,32.1,3.83,10.3,3.24,76.3,22.9,2.38,5.98,0.844,0.224,6.26,1.47,27.099999999999998,0.858,64.4,5.13,30,1.65
2009,3.69,17,> 100 000 PE,1.19,1.19,8.74,8.74,36.5,36.5,82.5,82.5,42,42,0.32,0.32,4.78,4.78,2.44,2.44,10.1,10.1,2.91,2.91,45,73,93,88,93,7.33,14.9,4.18,0.511,30.6,7.62,9.44,2.12,69.2,31.6,2.26,4.14,0.884,0.23800000000000002,6.49,3.5500000000000003,27.099999999999998,1.81,61.199999999999996,7.51,31.099999999999998,2.16
2010,0,6,unreported PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,0.149,1591,0 - 200 PE,0.0447,0.04542,0.333,0.33761,1.26,1.27745,3.07,3.11253,1.31,1.32815,0.0309,0.0315,0.283,0.31583,0.222,0.22597,0.594,0.60223,0.199,0.20227,6,31,82,81,85,7.46,10.2,3.78,0.718,28.2,7.17,9.22,1.83,68.8,19.2,2.44,2.68,0.8350000000000001,0.58,6.22,5.8,23.5,4.15,57.3,11.1,24.400000000000002,3.73
2010,1.22,1803,200 - 2 000 PE,0.457,0.45798,3.15,3.15502,12.1,12.11929,30.4,30.44846,13,13.02072,0.239,0.23978,1.21,1.47639,1.09,1.09262,4.7,4.70749,1.84,1.84397,55,48,91,85,86,6.89,6.11,3.86,0.78,26.6,4.55,9.67,3.3,66.6,19.7,2.51,4.32,1.03,0.5379999999999999,7.09,3.33,27.3,2.4499999999999997,68.5,10.6,29.3,4.14
2010,1.69,399,2 000 - 10 000 PE,0.57,0.57432,4.39,4.42327,17.6,17.73337,43.5,43.82963,20,20.15155,0.227,0.22872,1.15,1.17062,0.779,0.7849,4.53,4.56433,1.98,1.995,74,60,96,90,90,7.7,5.12,4.01,0.672,30.9,3.43,9.9,3.89,76.3,19.9,2.47,5.81,0.9309999999999999,0.372,7.18,1.9,28.8,1.27,71,7.4,32.7,3.2399999999999998
2010,4.42,171,10 000 - 100 000 PE,1.27,1.27988,9.9,9.97703,41.4,41.72213,101,101.78588,47.1,47.46648,0.374,0.37691,2.37,2.4528,1.27,1.27988,8.26,8.32427,2.4,2.41867,75,71,97,92,95,7.77,6.53,4.18,0.514,32.5,3.39,10.2,3.22,79.5,22.1,2.45,6.52,0.7969999999999999,0.23399999999999999,6.19,1.52,25.9,0.7929999999999999,63.3,5.159999999999999,29.4,1.5
2010,3.69,17,> 100 000 PE,1.14,1.14,8.86,8.86,35.7,35.7,82.4,82.4,40.9,40.9,0.308,0.308,4.82,4.82,2.3,2.3,10.1,10.1,2.7,2.7,46,73,94,88,93,7.8,15.6,4.02,0.477,31.4,7.46,9.31,2.09,72.6,32.7,2.31,4.38,0.843,0.229,6.58,3.58,26.5,1.71,61.199999999999996,7.47,30.3,2.0100000000000002
2011,0,4,unreported PE,3.65e-6,0,2.19e-5,2e-5,8.76e-5,9e-5,2.01e-4,2e-4,8.61e-5,9e-5,0,0,0,0,7.3e-6,1e-5,6.93e-5,7e-5,1.82e-5,2e-5,NA,NA,92,65,79,6,NA,4,NA,24,NA,9.17,NA,55,NA,2.29,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,0.152,1622,0 - 200 PE,0.0455,0.04631,0.342,0.34746,1.31,1.33091,3.18,3.23076,1.31,1.33091,0.032,0.03264,0.287,0.32627,0.231,0.2361,0.604,0.61364,0.202,0.20584,5,30,82,81,85,7.5,10,3.82,0.754,28.7,7.22,9.31,1.9,69.8,18.8,2.44,2.62,0.834,0.588,6.25,5.88,23.900000000000002,4.25,58.2,11.1,24,3.72
2011,1.22,1832,200 - 2 000 PE,0.435,0.4368,3.15,3.1625,12.4,12.44923,31,31.12306,13.4,13.4532,0.233,0.23496,1.12,1.36986,0.954,0.95952,4.24,4.25683,1.6,1.60717,58,46,92,86,88,7.25,5.79,3.92,0.727,28.4,4.1,9.84,3.16,71.3,18.2,2.51,4.44,0.977,0.525,7.08,3.07,27.7,2.15,69.7,9.520000000000001,30.200000000000003,3.59
2011,1.72,403,2 000 - 10 000 PE,0.554,0.55926,4.34,4.38124,17.2,17.36343,42.6,43.00479,19.4,19.58434,0.21,0.212,0.932,0.95797,0.626,0.63195,3.96,3.99763,1.66,1.67577,78,62,96,91,91,7.84,4.54,3.97,0.661,31.1,2.98,9.82,4.18,77,18.9,2.48,6.33,0.8899999999999999,0.337,6.97,1.5299999999999998,27.7,1.01,68.5,6.36,31.099999999999998,2.67
2011,4.44,175,10 000 - 100 000 PE,1.25,1.25438,9.51,9.54333,39.7,39.83916,99,99.34702,46.6,46.76334,0.337,0.33818,2.12,2.14196,0.957,0.96035,6.85,6.87401,1.89,1.89662,78,73,98,93,96,7.63,6.34,4.17,0.445,31.8,2.84,10.4,3.09,79.4,20.3,2.5,7.16,0.772,0.20900000000000002,5.890000000000001,1.33,24.6,0.593,61.3,4.24,28.9,1.17
2011,3.69,17,> 100 000 PE,1.13,1.13,8.72,8.72,36.1,36.1,85,85,42.1,42.1,0.3,0.3,4.81,4.81,2.35,2.35,10.1,10.1,2.69,2.69,45,74,93,88,94,7.69,16,4.14,0.489,31.9,7.84,9.76,2.11,75.1,33.8,2.35,4.31,0.841,0.223,6.47,3.57,26.8,1.74,63.1,7.53,31.2,1.99
2012,0,4,unreported PE,0,0,1.46e-5,1e-5,1.46e-5,1e-5,4.74e-5,5e-5,1.46e-5,1e-5,0,0,1.1e-5,1e-5,0,0,7.3e-6,1e-5,0,0,25,NA,NA,85,NA,NA,NA,1,NA,NA,NA,3.25,0.667,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,0.156,1658,0 - 200 PE,0.0479,0.04854,0.357,0.36154,1.35,1.36671,3.33,3.37121,1.43,1.4477,0.0331,0.03365,0.291,0.3321,0.229,0.23364,0.628,0.63577,0.213,0.2165,4,31,83,81,85,7.44,10.3,3.77,0.722,28.1,6.94,9.35,1.84,69.6,18.9,2.48,2.74,0.851,0.589,6.33,5.83,23.900000000000002,4.1000000000000005,59.2,11.1,25.3,3.8
2012,1.23,1841,200 - 2 000 PE,0.414,0.41626,3.16,3.1767,12.1,12.16395,30.2,30.35961,13.6,13.67188,0.229,0.23058,1.09,1.35669,0.872,0.87797,4.12,4.14177,1.5,1.50838,58,45,93,86,89,7.63,5.92,3.83,0.67,29.2,3.81,9.57,3.08,73,18,2.5,4.72,0.928,0.514,7.08,3.02,27.099999999999998,1.96,67.8,9.23,30.4,3.3600000000000003
2012,1.76,410,2 000 - 10 000 PE,0.558,0.56103,4.48,4.50431,17.8,17.89659,44.4,44.64094,20.2,20.30962,0.205,0.20611,0.929,0.95038,0.607,0.61029,3.74,3.7603,1.45,1.45787,79,63,97,92,93,8.04,4.58,3.98,0.648,32,2.96,9.91,3.98,79.6,18.2,2.49,6.15,0.873,0.321,7.01,1.48,27.900000000000002,0.95,69.5,5.8500000000000005,31.6,2.27
2012,4.59,176,10 000 - 100 000 PE,1.26,1.26942,10.2,10.27629,40.6,40.90366,104,104.77784,48.1,48.45975,0.349,0.35161,2.09,2.11958,1.03,1.0377,7.42,7.4755,1.92,1.93436,79,72,97,93,96,8.14,6.01,3.97,0.485,32.3,2.95,10.2,3.33,82.6,21.2,2.56,7.19,0.755,0.21000000000000002,6.14,1.26,24.400000000000002,0.619,62.300000000000004,4.460000000000001,28.9,1.15
2012,3.87,17,> 100 000 PE,1.04,1.04,8.79,8.79,35.8,35.8,85.6,85.6,42,42,0.311,0.311,5.04,5.04,1.45,1.45,8.13,8.13,1.62,1.62,43,70,96,91,96,8.48,16.2,4.07,0.287,34.6,4.66,9.73,1.61,82.6,26.2,2.39,5.62,0.734,0.22,6.23,3.57,25.4,1.02,60.6,5.760000000000001,29.7,1.15
2013,0,4,unreported PE,7e-6,1e-5,7.3e-5,7e-5,3.65e-5,4e-5,1.17e-4,1.2e-4,4.38e-5,4e-5,3.65e-6,0,2.92e-5,3e-5,0,0,4.02e-5,4e-5,1.1e-5,1e-5,60,48,NA,66,75,10.4,8,0.5,NA,5.22,NA,1.6,1.38,16.7,11,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,0.16,1694,0 - 200 PE,0.0476,0.04853,0.372,0.3783,1.34,1.36244,3.3,3.35463,1.37,1.39293,0.0327,0.03343,0.293,0.33736,0.222,0.22743,0.597,0.60769,0.2,0.20461,8,31,83,82,85,7.82,10.2,3.6,0.701,28.1,6.8,8.89,1.79,69.5,18.2,2.47,2.69,0.829,0.571,6.46,5.760000000000001,23.2,3.8800000000000003,57.4,10.4,23.8,3.5
2013,1.24,1863,200 - 2 000 PE,0.417,0.42107,3.27,3.30195,12.5,12.62213,31.2,31.50483,14.3,14.43971,0.236,0.23911,1.18,1.48388,0.822,0.8304,4.13,4.17035,1.55,1.56636,57,43,93,87,89,7.86,6.14,3.81,0.59,30,3.48,9.53,2.86,74.9,17.5,2.5,5.02,0.93,0.5289999999999999,7.31,3.27,27.900000000000002,1.84,69.6,9.22,32,3.46
2013,1.8,418,2 000 - 10 000 PE,0.585,0.58647,4.61,4.62156,18.3,18.34588,45.3,45.41357,21.6,21.65415,0.214,0.21454,0.999,1.01496,0.552,0.55338,3.69,3.69925,1.22,1.22306,78,63,97,92,94,7.88,4.73,3.97,0.548,31.3,2.59,9.83,3.65,77.5,17.3,2.48,6.68,0.893,0.326,7.04,1.55,27.900000000000002,0.843,69.2,5.63,33,1.86
2013,4.57,175,10 000 - 100 000 PE,1.29,1.2997,10.4,10.47821,41.9,42.21511,106,106.79717,49.8,50.17452,0.354,0.35666,2.49,2.52543,1.37,1.3803,8.19,8.25159,2.3,2.3173,76,73,97,92,95,8.07,7.06,4.03,0.543,32.5,3.88,10.2,3.14,82,23.2,2.52,5.97,0.778,0.214,6.2700000000000005,1.52,25.3,0.828,63.8,4.95,30.099999999999998,1.39
2013,3.87,17,> 100 000 PE,1.06,1.06,8.91,8.91,34.5,34.5,83.4,83.4,41.7,41.7,0.299,0.299,5.49,5.49,1.56,1.56,8.52,8.52,1.89,1.89,38,72,95,90,95,8.39,18.4,3.87,0.284,32.4,5.22,9.36,1.55,78.5,28.5,2.42,5.46,0.753,0.212,6.31,3.8899999999999997,24.400000000000002,1.11,59.1,6.029999999999999,29.6,1.34
2014,0,4,unreported PE,6.69e-6,1e-5,4.02e-5,4e-5,2.56e-5,3e-5,1.72e-4,1.7e-4,4.02e-5,4e-5,3.65e-6,0,3.28e-5,3e-5,0,0,1.1e-5,1e-5,1.1e-5,1e-5,18,45,NA,94,73,6,9,0.636,NA,3.82,NA,4.27,0.333,25.6,3,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,0.168,1774,0 - 200 PE,0.0501,0.05068,0.375,0.3791,1.42,1.43526,3.49,3.52751,1.46,1.47596,0.036,0.03665,0.33,0.37292,0.225,0.22913,0.613,0.61992,0.209,0.21184,-0,28,84,82,86,7.48,10.3,3.79,0.626,28.3,6.25,9.31,1.61,69.6,17,2.46,2.72,0.8270000000000001,0.599,6.18,6.08,23.400000000000002,3.7399999999999998,57.5,10.1,24,3.4499999999999997
2014,1.24,1876,200 - 2 000 PE,0.416,0.41775,3.25,3.26208,12.6,12.63864,31.7,31.79722,14.6,14.64478,0.24,0.24149,1.16,1.44435,0.776,0.77996,3.97,3.98218,1.47,1.47451,58,42,94,87,90,7.81,5.86,3.89,0.519,30.4,3.23,9.77,2.72,76.3,16.5,2.51,5.12,0.923,0.533,7.21,3.19,28,1.72,70.3,8.8,32.4,3.26
2014,1.81,417,2 000 - 10 000 PE,0.581,0.58213,4.88,4.88946,18.6,18.63605,46.9,46.9909,22.2,22.24303,0.237,0.23746,0.939,0.97399,0.598,0.59916,3.75,3.75727,1.42,1.42275,80,59,97,92,94,8.4,4.2,3.82,0.576,32,2.52,9.62,3.76,80.8,15.8,2.52,6.27,0.882,0.359,7.4,1.48,28.299999999999997,0.907,71.2,5.6899999999999995,33.6,2.16
2014,4.69,180,10 000 - 100 000 PE,1.37,1.37,10.7,10.7,44.8,44.8,110,110,53.5,53.5,0.384,0.384,2.5,2.51609,1.44,1.44,8.08,8.08,2.4,2.4,76,72,97,93,96,7.82,6.53,4.19,0.569,32.8,3.75,10.3,3.06,80.5,21,2.45,5.6,0.7969999999999999,0.224,6.24,1.47,26.200000000000003,0.842,64.19999999999999,4.720000000000001,31.3,1.4
2014,3.87,17,> 100 000 PE,1.07,1.07,8.91,8.91,34.8,34.8,85.6,85.6,43.7,43.7,0.315,0.315,5.49,5.49,1.53,1.53,7.94,7.94,1.89,1.89,38,71,96,91,96,8.33,17.4,3.91,0.279,32.5,4.87,9.6,1.45,79.9,25.2,2.46,5.18,0.758,0.223,6.31,3.8899999999999997,24.7,1.09,60.6,5.62,30.900000000000002,1.34
2015,0,5,unreported PE,2.01e-4,2e-4,0.00226,0.00226,8.91e-4,8.9e-4,0.00222,0.00222,9.23e-4,9.2e-4,1.39e-4,1.4e-4,0.00225,0.00225,8.4e-5,8e-5,2.23e-4,2.2e-4,1.2e-4,1.2e-4,0,31,90,90,87,11.3,16.2,0.394,0.0383,4.44,0.657,0.98,0.0989,11,1.61,2.49,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,0.175,1864,0 - 200 PE,0.0511,0.05158,0.401,0.40449,1.42,1.43235,3.53,3.56071,1.5,1.51331,0.0358,0.03657,0.302,0.36838,0.199,0.20263,0.586,0.59141,0.191,0.1935,8,30,86,83,87,7.84,10.1,3.54,0.572,27.8,5.55,8.81,1.58,69.1,16.3,2.49,2.95,0.809,0.574,6.34,5.77,22.4,3.17,55.9,9.27,23.7,3.0300000000000002
2015,1.28,1953,200 - 2 000 PE,0.408,0.40941,3.26,3.26725,12.1,12.12689,30.6,30.66801,13.6,13.63022,0.241,0.24204,1.11,1.35825,0.666,0.66852,3.51,3.51559,1.23,1.23312,60,41,95,89,91,7.99,5.58,3.73,0.492,29.8,2.76,9.4,2.59,75,14.6,2.52,5.28,0.878,0.5199999999999999,7,2.9099999999999997,26.1,1.4300000000000002,65.8,7.550000000000001,29.2,2.65
2015,1.78,414,2 000 - 10 000 PE,0.548,0.54985,4.42,4.43495,17.2,17.25816,42.9,43.04507,19.9,19.96729,0.207,0.2077,0.871,0.88692,0.559,0.56089,3.32,3.33123,1.14,1.14386,80,62,97,92,94,8.08,4.29,3.89,0.636,31.4,2.71,9.7,3.77,78.3,16.1,2.49,5.94,0.846,0.319,6.83,1.3699999999999999,26.599999999999998,0.8630000000000001,66.3,5.13,30.700000000000003,1.75
2015,4.87,184,10 000 - 100 000 PE,1.34,1.35116,11,11.09164,43.3,43.66072,111,111.92471,51.6,52.02987,0.35,0.35292,2.46,2.53352,1.14,1.1495,6.99,7.04823,1.95,1.96624,77,74,97,94,96,8.23,7.16,3.93,0.442,32.3,3.25,10,2.73,82.5,20,2.55,6.16,0.761,0.199,6.26,1.4300000000000002,24.6,0.6449999999999999,62.8,3.9699999999999998,29.3,1.11
2015,3.87,17,> 100 000 PE,1.08,1.08,9.07,9.07,36.2,36.2,88,88,43.3,43.3,0.326,0.326,5.31,5.31,1.41,1.41,7.54,7.54,1.62,1.62,41,70,96,91,96,8.43,16.3,3.99,0.265,33.6,4.32,9.7,1.42,81.8,23.1,2.43,5.35,0.762,0.231,6.43,3.76,25.6,0.998,62.300000000000004,5.34,30.700000000000003,1.15
2016,0,5,unreported PE,2.01e-4,2e-4,0.00222,0.00222,8.76e-4,8.8e-4,0.00214,0.00214,8.76e-4,8.8e-4,1.28e-4,1.3e-4,0.00221,0.00221,8.4e-5,8e-5,2.15e-4,2.1e-4,8.76e-5,9e-5,1,35,90,90,90,11.1,17.1,0.395,0.0383,4.37,0.657,0.964,0.0975,10.7,1.6,2.44,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,0.176,1898,0 - 200 PE,0.0501,0.05062,0.4,0.40308,1.38,1.39061,3.43,3.45638,1.44,1.45132,0.035,0.03576,0.297,0.35996,0.19,0.19356,0.566,0.57065,0.183,0.18551,9,30,86,83,87,7.97,10.2,3.44,0.556,27.4,5.44,8.57,1.54,68.3,16.1,2.49,2.97,0.787,0.555,6.26,5.590000000000001,21.5,3.0100000000000002,53.6,8.86,22.599999999999998,2.89
2016,1.28,1967,200 - 2 000 PE,0.413,0.41392,3.31,3.31492,12.1,12.118,30.3,30.34507,14.1,14.12097,0.235,0.23604,1.22,1.30637,0.618,0.62036,3.46,3.46515,1.36,1.36226,61,43,95,89,90,8.01,5.59,3.65,0.453,29.2,2.62,9.17,2.61,73.5,14.7,2.51,5.59,0.886,0.506,7.09,2.8,25.9,1.33,65,7.41,30.3,2.9099999999999997
2016,1.79,415,2 000 - 10 000 PE,0.534,0.534,4.56,4.56,17,17,42.3,42.3,19.4,19.4,0.2,0.2,0.868,0.88044,0.541,0.541,3.19,3.19,1.13,1.13,81,63,97,92,94,8.53,4.4,3.73,0.614,31.8,2.7,9.29,3.61,79.2,15.9,2.49,5.89,0.8170000000000001,0.306,6.97,1.35,26,0.828,64.69999999999999,4.87,29.7,1.73
2016,4.86,183,10 000 - 100 000 PE,1.33,1.33,11.2,11.2,42.8,42.8,111,111,56.3,56.3,0.34,0.34,2.35,2.36458,1.2,1.2,7.82,7.82,2.09,2.09,79,74,97,93,96,8.4,7.02,3.84,0.507,32.2,3.52,9.98,3.05,83.9,23,2.6,6.53,0.748,0.192,6.28,1.33,24.1,0.675,62.7,4.4,31.7,1.1800000000000002
2016,3.87,17,> 100 000 PE,1.08,1.08,9.19,9.19,36.2,36.2,88.5,88.5,44.1,44.1,0.279,0.279,5.42,5.42,1.45,1.45,7.94,7.94,1.67,1.67,41,74,96,91,96,8.53,19.4,3.94,0.267,33.6,5.19,9.63,1.46,82.2,28.5,2.45,5.48,0.763,0.19799999999999998,6.51,3.8400000000000003,25.6,1.03,62.7,5.62,31.2,1.1800000000000002
2017,0,5,unreported PE,2.14e-4,2.1e-4,0.00226,0.00226,9.75e-4,9.7e-4,0.00226,0.00226,0.00112,0.00112,1.42e-4,1.4e-4,0.00224,0.00224,8.76e-5,9e-5,2.64e-4,2.6e-4,9.49e-5,9e-5,1,33,91,88,92,10.6,15.7,0.431,0.0392,4.56,0.615,1,0.118,10.6,1.86,2.32,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,0.176,1901,0 - 200 PE,0.0506,0.05097,0.415,0.41688,1.39,1.39631,3.43,3.44558,1.45,1.45684,0.0348,0.0355,0.301,0.35994,0.188,0.19137,0.564,0.56685,0.189,0.19102,13,31,86,84,87,8.2,10.2,3.34,0.542,27.4,5.4,8.27,1.53,67.8,16.1,2.47,3,0.794,0.554,6.49,5.61,21.7,2.98,53.699999999999996,8.84,22.700000000000003,2.98
2017,1.28,1966,200 - 2 000 PE,0.415,0.41782,3.28,3.29377,12,12.08801,30,30.22002,14,14.09713,0.24,0.24134,1.24,1.29186,0.595,0.59841,3.38,3.39365,1.37,1.37698,61,43,95,89,90,7.89,5.36,3.66,0.459,28.9,2.48,9.15,2.64,72.2,14.1,2.5,5.67,0.895,0.517,7.0600000000000005,2.77,25.8,1.28,64.60000000000001,7.26,30.099999999999998,2.94
2017,1.81,417,2 000 - 10 000 PE,0.542,0.542,4.55,4.55,17.1,17.1,42.1,42.1,19.2,19.2,0.195,0.195,0.844,0.85073,0.455,0.455,2.86,2.86,0.913,0.913,81,64,97,93,95,8.39,4.34,3.76,0.537,31.6,2.33,9.25,3.38,77.6,14.7,2.46,6.3,0.8220000000000001,0.296,6.8999999999999995,1.2899999999999998,25.9,0.6890000000000001,63.8,4.34,29.1,1.38
2017,4.81,181,10 000 - 100 000 PE,1.35,1.35,11,11,43.6,43.6,111,111,54.3,54.3,0.321,0.321,2.22,2.23395,1.11,1.11,7.23,7.23,1.89,1.89,80,76,97,93,97,8.13,7.05,3.96,0.495,32.2,3.45,10.1,2.95,82,22.5,2.55,6.52,0.772,0.183,6.28,1.28,24.9,0.632,63.4,4.12,30.900000000000002,1.08
2017,3.87,17,> 100 000 PE,1.12,1.12,9.34,9.34,37.2,37.2,91.9,91.9,44.3,44.3,0.288,0.288,5.73,5.73,1.44,1.44,7.74,7.74,1.81,1.81,39,74,96,92,96,8.33,19.9,3.98,0.251,33.2,5,9.83,1.35,81.9,26.9,2.47,5.38,0.795,0.204,6.62,4.0600000000000005,26.4,1.02,65.10000000000001,5.4799999999999995,31.4,1.28
2018,0,5,unreported PE,2.14e-4,2.1e-4,0.00226,0.00226,9.75e-4,9.7e-4,0.00226,0.00226,0.00112,0.00112,1.42e-4,1.4e-4,0.00224,0.00224,8.76e-5,9e-5,2.64e-4,2.6e-4,9.49e-5,9e-5,1,33,91,88,92,10.6,15.7,0.431,0.0392,4.56,0.615,1,0.118,10.6,1.86,2.32,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,0.178,1938,0 - 200 PE,0.0513,0.05186,0.42,0.42276,1.43,1.44013,3.54,3.56509,1.47,1.47991,0.0353,0.0361,0.308,0.36882,0.179,0.18264,0.54,0.54426,0.181,0.18368,13,31,87,85,88,8.19,10.3,3.41,0.509,27.9,5.07,8.44,1.44,69.1,15.2,2.48,3.02,0.799,0.5569999999999999,6.52,5.6899999999999995,22.2,2.81,55.1,8.39,22.9,2.83
2018,1.28,1972,200 - 2 000 PE,0.423,0.42491,3.42,3.43246,12.4,12.45074,30.8,30.92603,14.8,14.86056,0.246,0.24745,1.41,1.45672,0.719,0.72128,3.75,3.75952,1.65,1.65496,58,42,94,88,89,8.09,5.93,3.62,0.493,29.3,2.92,9.01,2.6,72.9,15.2,2.49,5.22,0.9079999999999999,0.5289999999999999,7.34,3.11,26.599999999999998,1.5399999999999998,66.10000000000001,8.030000000000001,31.6,3.54
2018,1.81,416,2 000 - 10 000 PE,0.564,0.564,4.87,4.87,16.7,16.7,42,42,20.1,20.1,0.207,0.207,0.993,1.00125,0.552,0.552,3.33,3.33,1.16,1.16,79,63,97,92,94,8.62,4.86,3.42,0.553,29.5,2.67,8.62,3.34,74.3,16.1,2.52,6.03,0.855,0.314,7.37,1.52,25.2,0.837,63.5,5.05,30.4,1.75
2018,4.85,183,10 000 - 100 000 PE,1.29,1.29,11.1,11.1,41.2,41.2,106,106,51.4,51.4,0.339,0.339,2.46,2.47531,1.23,1.23,7.48,7.48,2.05,2.05,78,74,97,93,96,8.62,7.26,3.72,0.495,32.1,3.64,9.53,2.91,82.2,22.1,2.56,6.06,0.726,0.191,6.26,1.4,23.3,0.696,59.7,4.22,29,1.16
2018,3.87,17,> 100 000 PE,1.13,1.13,9.45,9.45,35,35,89.5,89.5,43.9,43.9,0.311,0.311,5.9,5.9,1.48,1.48,8.27,8.27,1.85,1.85,38,72,96,91,96,8.39,19,3.7,0.251,31.1,4.76,9.47,1.4,79.4,26.6,2.56,5.58,0.799,0.22,6.7,4.18,24.8,1.05,63.4,5.859999999999999,31.099999999999998,1.31
2019,0,5,unreported PE,2.14e-4,2.1e-4,0.00226,0.00226,9.75e-4,9.7e-4,0.00226,0.00226,0.00112,0.00112,1.42e-4,1.4e-4,0.00224,0.00224,8.76e-5,9e-5,2.64e-4,2.6e-4,9.49e-5,9e-5,1,33,91,88,92,10.6,15.7,0.431,0.0392,4.56,0.615,1,0.118,10.6,1.86,2.32,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,0.179,1948,0 - 200 PE,0.0506,0.051,0.409,0.41036,1.4,1.40622,3.48,3.49546,1.46,1.46599,0.0358,0.03638,0.316,0.3755,0.179,0.18132,0.547,0.54921,0.188,0.1903,8,29,87,84,87,8.08,10.4,3.42,0.498,27.6,5.01,8.51,1.43,68.7,15.2,2.49,3.05,0.782,0.558,6.3,5.77,21.5,2.78,53.6,8.42,22.5,2.92
2019,1.29,1979,200 - 2 000 PE,0.436,0.43806,3.6,3.61394,12.8,12.85526,31.8,31.9373,15.5,15.56692,0.26,0.26209,1.49,1.57216,0.679,0.68208,3.74,3.75543,1.48,1.48614,57,40,95,88,90,8.26,5.95,3.56,0.437,29.4,2.61,8.82,2.44,72.8,14.4,2.47,5.52,0.9319999999999999,0.558,7.6899999999999995,3.33,27.400000000000002,1.45,67.8,7.99,33,3.15
2019,1.82,421,2 000 - 10 000 PE,0.569,0.57119,4.98,4.99918,17.3,17.36662,44.2,44.37022,20.6,20.67933,0.211,0.21181,1,1.0094,0.624,0.6264,3.56,3.57371,1.27,1.27489,80,63,96,92,94,8.76,4.8,3.47,0.604,30.4,2.96,8.87,3.47,77.7,16.9,2.56,5.71,0.857,0.318,7.51,1.52,26,0.94,66.60000000000001,5.37,31,1.91
2019,4.83,183,10 000 - 100 000 PE,1.32,1.32,11.3,11.3,41.9,41.9,106,106,51.3,51.3,0.32,0.32,2.45,2.48162,1.16,1.16,6.98,6.98,1.79,1.79,78,76,97,93,97,8.57,7.71,3.7,0.466,31.8,3.61,9.4,2.74,80.5,21.8,2.54,6.04,0.748,0.18100000000000002,6.41,1.41,23.7,0.655,60.199999999999996,3.96,29.1,1.01
2019,3.87,17,> 100 000 PE,1.13,1.13,9.64,9.64,36.9,36.9,92.1,92.1,45.7,45.7,0.307,0.307,5.75,5.75,1.7,1.7,8.71,8.71,2.26,2.26,40,73,95,91,95,8.55,18.7,3.83,0.295,32.7,5.52,9.56,1.51,81.7,28.3,2.5,5.13,0.799,0.21800000000000003,6.83,4.069999999999999,26.1,1.2,65.3,6.17,32.300000000000004,1.6
