Year,capacity,nb_WWTP,PE_bin,Pt_in,Pt_in_adj,NGL_in,NGL_in_adj,DBO5_in,DBO5_in_adj,DCO_in,DCO_in_adj,MES_in,MES_in_adj,Pt_out,Pt_out_adj,NGL_out,NGL_out_adj,DBO5_out,DBO5_out_adj,DCO_out,DCO_out_adj,MES_out,MES_out_adj,NGL_yield,Pt_yield,DBO5_yield,DCO_yield,MES_yield,N_P_ratio_in,N_P_ratio_out,DBO5_N_ratio_in,DBO5_N_ratio_out,DBO5_P_ratio_in,DBO5_P_ratio_out,DCO_N_ratio_in,DCO_N_ratio_out,DCO_P_ratio_in,DCO_P_ratio_out,DCO_DBO5_ratio_in,DCO_DBO5_ratio_out,Pt_PE_ratio_in,Pt_PE_ratio_out,NGL_PE_ratio_in,NGL_PE_ratio_out,DBO5_PE_ratio_in,DBO5_PE_ratio_out,DCO_PE_ratio_in,DCO_PE_ratio_out,MES_PE_ratio_in,MES_PE_ratio_out
2003,0.67,150,2 000 - 10 000 PE,0.226,0.22856,1.52,1.53489,NA,NA,NA,NA,7.58,7.637,0.109,0.109,0.397,0.41594,NA,NA,NA,NA,0.87,0.87,73,53,NA,NA,89,6.73,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9349999999999999,0.446,6.26,1.7,NA,NA,NA,NA,31.2,3.5599999999999996
2003,2.51,88,10 000 - 100 000 PE,0.793,0.79681,5.7,5.7,NA,NA,NA,NA,28.4,28.4,0.276,0.276,1.68,1.71071,NA,NA,NA,NA,2.13,2.13,70,66,NA,NA,92,7.12,6.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871,0.301,6.23,1.86,NA,NA,NA,NA,31.099999999999998,2.33
2003,3.08,15,> 100 000 PE,1.25,1.25,7.68,7.68,NA,NA,NA,NA,36.9,36.9,0.606,0.606,4.69,4.69,NA,NA,NA,NA,5.21,5.21,39,51,NA,NA,86,6.15,7.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.539,6.819999999999999,4.17,NA,NA,NA,NA,32.800000000000004,4.63
2004,9e-4,7,0 - 200 PE,1.79e-4,3.2e-4,0.00113,0.00169,NA,NA,NA,NA,0.00377,0.00566,1.24e-4,1.7e-4,1.64e-4,9.8e-4,NA,NA,NA,NA,0.0012,0.00144,46,51,NA,NA,87,5.9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.523,5.15,3,NA,NA,NA,NA,17.2,4.39
2004,0.161,180,200 - 2 000 PE,0.0568,0.05961,0.381,0.39473,NA,NA,NA,NA,1.49,1.52894,0.0523,0.0523,0.0776,0.12905,NA,NA,NA,NA,0.294,0.294,66,50,NA,NA,84,6.62,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.891,6.720000000000001,2.2,NA,NA,NA,NA,26.1,5.01
2004,0.675,150,2 000 - 10 000 PE,0.224,0.22962,1.58,1.58942,NA,NA,NA,NA,7.59,7.63527,0.0993,0.0993,0.344,0.36988,NA,NA,NA,NA,0.693,0.693,77,57,NA,NA,92,6.99,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.934,0.40299999999999997,6.46,1.5,NA,NA,NA,NA,31,2.81
2004,2.52,88,10 000 - 100 000 PE,0.876,0.88433,6.24,6.24,NA,NA,NA,NA,31.9,31.9,0.283,0.283,1.81,1.85799,NA,NA,NA,NA,2.55,2.55,70,69,NA,NA,92,7.04,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963,0.308,6.8,2.0300000000000002,NA,NA,NA,NA,34.7,2.77
2004,3.08,15,> 100 000 PE,1.18,1.18,7.82,7.82,NA,NA,NA,NA,35.5,35.5,0.469,0.469,3.76,3.76,NA,NA,NA,NA,3.49,3.49,52,60,NA,NA,90,6.61,8.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.417,6.949999999999999,3.3400000000000003,NA,NA,NA,NA,31.5,3.1
2005,9e-4,7,0 - 200 PE,2.85e-4,5.1e-4,0.00115,0.00172,NA,NA,NA,NA,0.00456,0.00684,2.41e-4,2.7e-4,1.39e-4,8.3e-4,NA,NA,NA,NA,0.00175,0.00175,58,54,NA,NA,90,3.78,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,0.825,5.25,2.5300000000000002,NA,NA,NA,NA,20.8,5.32
2005,0.17,191,200 - 2 000 PE,0.061,0.06527,0.411,0.42557,NA,NA,NA,NA,1.61,1.66932,0.054,0.05473,0.0837,0.13126,NA,NA,NA,NA,0.304,0.304,67,52,NA,NA,85,6.51,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.882,6.859999999999999,2.12,NA,NA,NA,NA,27,4.91
2005,0.683,150,2 000 - 10 000 PE,0.249,0.2501,1.69,1.69746,NA,NA,NA,NA,7.89,7.97057,0.0945,0.09492,0.348,0.38425,NA,NA,NA,NA,0.671,0.67396,77,62,NA,NA,92,6.79,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.381,6.8100000000000005,1.5399999999999998,NA,NA,NA,NA,32,2.71
2005,2.53,89,10 000 - 100 000 PE,0.889,0.889,6.12,6.12,NA,NA,NA,NA,33,33,0.272,0.272,1.5,1.54819,NA,NA,NA,NA,2.3,2.3,75,69,NA,NA,93,6.88,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.964,0.29500000000000004,6.64,1.6800000000000002,NA,NA,NA,NA,35.8,2.5
2005,3.08,15,> 100 000 PE,1.16,1.16,7.87,7.87,NA,NA,NA,NA,39.4,39.4,0.322,0.322,3.23,3.23,NA,NA,NA,NA,3.32,3.32,59,72,NA,NA,92,6.77,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.28600000000000003,7,2.87,NA,NA,NA,NA,35.1,2.9499999999999997
2006,0.00117,9,0 - 200 PE,2.12e-4,3.8e-4,0.0015,0.00234,NA,NA,NA,NA,0.00422,0.00658,1.5e-4,2.2e-4,1.46e-4,0.00114,NA,NA,NA,NA,0.0013,0.00169,58,47,NA,NA,78,6.72,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.892,0.513,5.47,2.67,NA,NA,NA,NA,15.4,3.9699999999999998
2006,0.172,193,200 - 2 000 PE,0.0599,0.06365,0.413,0.43373,NA,NA,NA,NA,1.6,1.70816,0.0489,0.04955,0.122,0.21069,NA,NA,NA,NA,0.408,0.41256,68,49,NA,NA,81,6.86,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.789,6.91,3.3600000000000003,NA,NA,NA,NA,27.2,6.57
2006,0.68,149,2 000 - 10 000 PE,0.255,0.26182,1.69,1.71961,NA,NA,NA,NA,8.17,8.6297,0.0973,0.0978,0.397,0.41973,NA,NA,NA,NA,1.2,1.21249,75,64,NA,NA,91,6.54,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.39399999999999996,6.92,1.6900000000000002,NA,NA,NA,NA,34.8,4.87
2006,2.55,90,10 000 - 100 000 PE,0.931,0.95154,6.43,6.56658,NA,NA,NA,NA,36.1,36.86682,0.241,0.24632,1.44,1.4976,NA,NA,NA,NA,2.01,2.0527,77,74,NA,NA,94,6.89,6.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.265,7.0600000000000005,1.61,NA,NA,NA,NA,39.6,2.21
2006,3.08,15,> 100 000 PE,1.08,1.15495,7.39,7.90284,NA,NA,NA,NA,38.9,41.59951,0.343,0.3668,3.52,3.76427,NA,NA,NA,NA,3.68,3.93538,52,68,NA,NA,91,6.87,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.326,7.0200000000000005,3.35,NA,NA,NA,NA,36.900000000000006,3.49
2007,0.00117,9,0 - 200 PE,3.83e-4,5.8e-4,0.002,0.00269,NA,NA,NA,NA,0.00641,0.00862,2.3e-4,2.9e-4,2.04e-4,0.00159,NA,NA,NA,NA,0.00169,0.00194,49,50,NA,NA,79,5.04,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,0.6849999999999999,6.31,3.73,NA,NA,NA,NA,20.2,4.55
2007,0.175,195,200 - 2 000 PE,0.0636,0.0665,0.432,0.44109,NA,NA,NA,NA,1.82,1.86253,0.0349,0.03511,0.0812,0.12956,NA,NA,NA,NA,0.371,0.37164,70,51,NA,NA,81,6.66,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0399999999999998,0.5509999999999999,6.92,2.0300000000000002,NA,NA,NA,NA,29.2,5.819999999999999
2007,0.677,148,2 000 - 10 000 PE,0.252,0.2557,1.68,1.71055,NA,NA,NA,NA,8.27,8.4204,0.0866,0.0866,0.368,0.38187,NA,NA,NA,NA,0.815,0.81778,78,67,NA,NA,92,6.7,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0399999999999998,0.35,6.930000000000001,1.55,NA,NA,NA,NA,34.1,3.31
2007,2.55,89,10 000 - 100 000 PE,0.927,0.927,6.43,6.45534,NA,NA,NA,NA,35.2,35.45046,0.23,0.23,1.3,1.33835,NA,NA,NA,NA,1.7,1.7121,80,75,NA,NA,95,6.96,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9970000000000001,0.247,6.94,1.4400000000000002,NA,NA,NA,NA,38.1,1.84
2007,3.08,15,> 100 000 PE,1.06,1.13356,7.3,7.80659,NA,NA,NA,NA,40.3,43.09667,0.274,0.29301,2.79,2.98362,NA,NA,NA,NA,2.29,2.44892,62,74,NA,NA,94,6.89,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.261,6.94,2.65,NA,NA,NA,NA,38.3,2.18
2008,0.00138,11,0 - 200 PE,2.92e-4,5.6e-4,0.00184,0.00292,0.00809,0.01283,0.0198,0.03141,0.00671,0.01064,1.9e-4,3e-4,7.06e-4,0.00112,9.31e-4,0.00148,0.00389,0.00617,0.00197,0.00312,62,55,88,80,71,4.88,3.72,4.39,1.32,23.1,4.9,10.8,5.51,55,20.5,2.45,4.18,1.11,0.598,5.8,2.22,25.5,2.9299999999999997,62.4,12.3,21.1,6.2
2008,0.175,194,200 - 2 000 PE,0.0597,0.06183,0.449,0.45975,1.62,1.65877,4.01,4.10598,1.83,1.8738,0.0296,0.03065,0.167,0.171,0.166,0.16997,0.745,0.76283,0.306,0.31332,63,51,90,81,83,7.41,5.56,3.61,0.995,26.4,5.57,8.92,4.47,65.4,25,2.47,4.49,0.969,0.479,7.2,2.67,26,2.66,64.19999999999999,11.9,29.4,4.8999999999999995
2008,0.674,146,2 000 - 10 000 PE,0.238,0.24634,1.74,1.78995,7.72,7.8934,17,17.38184,8.38,8.62055,0.0762,0.07764,0.431,0.44337,0.237,0.24148,1.45,1.47741,0.537,0.54715,75,69,97,92,94,7.26,5.79,4.43,0.528,32.2,3.11,9.72,3.17,70.5,19,2.2,6.1,1,0.316,7.28,1.8,32.099999999999994,0.983,70.5,6,35.1,2.2300000000000004
2008,2.62,91,10 000 - 100 000 PE,0.855,0.855,6.41,6.41,29.2,29.53886,68.8,68.8,34.1,34.1,0.194,0.194,1.52,1.52,0.79,0.79917,5.09,5.09,1.52,1.52,76,77,97,93,96,7.5,7.79,4.58,0.523,34.3,4.1,10.7,3.36,80.5,26.2,2.34,6.43,0.896,0.204,6.71,1.59,31,0.837,72.1,5.33,35.7,1.59
2008,3.08,15,> 100 000 PE,1.06,1.06,7.66,7.66,30.8,30.8,77.9,77.9,43.3,43.3,0.266,0.266,3.05,3.05,1.26,1.26,8.31,8.31,2.44,2.44,60,75,96,89,94,7.2,11.5,4.02,0.412,29,4.73,10.2,2.72,73.2,31.2,2.53,6.6,0.945,0.237,6.8100000000000005,2.72,27.400000000000002,1.1199999999999999,69.2,7.39,38.5,2.17
2009,0.00198,17,0 - 200 PE,4.28e-4,8.7e-4,0.00263,0.00469,0.014,0.0239,0.0298,0.04504,0.0105,0.01792,2.31e-4,4.1e-4,0.00118,0.0021,0.0025,0.00427,0.006,0.00907,0.0028,0.00478,55,60,82,80,73,4.76,5.1,5.19,2.09,26.2,12.9,9.7,4.81,50.7,22.5,1.87,2.33,1.21,0.565,6.4799999999999995,2.92,33.099999999999994,5.8999999999999995,62.300000000000004,12.6,24.8,6.62
2009,0.183,205,200 - 2 000 PE,0.0616,0.06376,0.462,0.47341,1.77,1.81882,4.25,4.34522,1.89,1.94323,0.0283,0.02917,0.167,0.17112,0.17,0.1742,0.683,0.69635,0.277,0.2848,64,54,90,84,85,7.42,5.76,3.83,1.01,28.4,5.74,9.19,4.07,68.3,23.2,2.4,4.01,0.957,0.438,7.11,2.56,27.3,2.62,65.19999999999999,10.4,29.2,4.2700000000000005
2009,0.68,147,2 000 - 10 000 PE,0.216,0.22197,1.78,1.80925,6.91,6.95395,18.2,18.31575,9.24,9.39604,0.0827,0.08319,0.486,0.49399,0.309,0.30991,1.67,1.67492,0.751,0.75321,73,63,96,91,95,8.2,5.95,3.86,0.623,31.6,3.73,10.2,3.36,83.2,20.2,2.64,5.4,0.894,0.335,7.29,1.99,28,1.25,73.89999999999999,6.75,37.8,3.0300000000000002
2009,2.64,92,10 000 - 100 000 PE,0.809,0.809,6.63,6.63,26.6,26.90544,69,69,36.4,36.4,0.188,0.188,1.64,1.64,0.815,0.82436,4.86,4.86,1.11,1.11,75,77,97,93,97,8.19,8.75,4.03,0.498,33,4.39,10.4,2.96,85.2,25.9,2.57,5.95,0.839,0.195,6.87,1.7,27.900000000000002,0.855,71.5,5.04,37.699999999999996,1.15
2009,3.08,15,> 100 000 PE,1.03,1.03,7.72,7.72,30.8,30.8,81.2,81.2,43.3,43.3,0.233,0.233,2.88,2.88,1.2,1.2,7.5,7.5,2.12,2.12,63,77,96,91,95,7.47,12.4,3.98,0.416,29.8,5.14,10.5,2.6,78.5,32.2,2.64,6.27,0.919,0.207,6.87,2.56,27.3,1.06,72.1,6.66,38.5,1.88
2010,0.00213,18,0 - 200 PE,4.57e-4,0.00101,0.00296,0.00573,0.0155,0.02641,0.0405,0.06162,0.0164,0.02795,3.91e-4,6.7e-4,0.00132,0.00256,0.0036,0.00613,0.0133,0.02023,0.00493,0.0084,56,61,77,67,70,6.12,6.78,3.94,1.21,24.2,9.2,9.89,5.35,62.2,33.1,2.47,3.59,1.3,0.858,7.37,3.28,34,7.89,79.2,26.1,35.9,10.8
2010,0.187,212,200 - 2 000 PE,0.06,0.06721,0.452,0.48064,1.61,1.72576,4.19,4.31929,1.85,1.94349,0.0297,0.03143,0.168,0.17865,0.134,0.14364,0.629,0.64841,0.244,0.2549,63,55,92,85,87,7.2,5.75,3.61,0.796,26,4.6,9.05,3.69,65.2,21,2.51,4.65,0.9840000000000001,0.45899999999999996,7.029999999999999,2.62,25.3,2.1,63.3,9.49,28.400000000000002,3.73
2010,0.696,148,2 000 - 10 000 PE,0.239,0.239,1.88,1.88,7.09,7.09,18.5,18.5,8.83,8.91965,0.0779,0.0779,0.488,0.488,0.253,0.253,1.3,1.3,0.383,0.383,74,67,96,93,96,7.87,6.27,3.77,0.518,29.7,3.25,9.85,2.65,77.6,16.6,2.61,5.12,0.94,0.307,7.4,1.9200000000000002,27.900000000000002,0.995,72.9,5.09,35.1,1.51
2010,2.54,89,10 000 - 100 000 PE,0.819,0.83379,6.54,6.57891,26.4,26.55707,68.5,68.90755,33.9,34.10169,0.156,0.15882,1.48,1.48881,0.732,0.73636,4.41,4.43624,1.22,1.22726,77,81,97,94,96,7.95,9.46,4.04,0.494,31.9,4.68,10.5,2.98,83.1,28.2,2.59,6.02,0.901,0.17200000000000001,7.11,1.61,28.7,0.795,74.5,4.79,36.8,1.32
2010,3.08,15,> 100 000 PE,1.07,1.07,8.15,8.15,33.7,33.7,83,83,43.6,43.6,0.207,0.207,2.91,2.91,1.13,1.13,6.77,6.77,1.88,1.88,64,81,97,92,96,7.62,14.1,4.13,0.388,31.5,5.46,10.2,2.32,77.6,32.7,2.46,5.99,0.9510000000000001,0.184,7.24,2.59,29.9,1,73.80000000000001,6.0200000000000005,38.699999999999996,1.6700000000000002
2011,0.00276,23,0 - 200 PE,6.79e-4,0.00211,0.00494,0.01091,0.0228,0.03884,0.0649,0.11057,0.0335,0.05707,5.4e-4,0.00109,0.00275,0.00607,0.00748,0.01274,0.0264,0.04498,0.0103,0.01755,44,37,67,59,69,6.39,5.94,3.6,1.83,22,9.83,10.2,6.02,60,37.4,2.85,3.52,2.09,1.08,10.8,6.04,38.6,12.7,110,44.6,56.7,17.4
2011,0.197,226,200 - 2 000 PE,0.0582,0.06407,0.496,0.52531,1.77,1.86787,4.42,4.49748,1.88,1.94051,0.0288,0.03074,0.186,0.19699,0.152,0.16019,0.667,0.67782,0.279,0.28626,63,53,92,85,86,8.16,6.35,3.55,0.811,29.1,5.03,8.64,3.49,70.9,22.1,2.44,4.35,0.891,0.42700000000000005,7.3,2.7399999999999998,25.9,2.22,62.6,9.43,27,3.98
2011,0.709,152,2 000 - 10 000 PE,0.24,0.24282,1.91,1.92835,7.71,7.71,18.7,18.7,9.35,9.38972,0.0788,0.07944,0.491,0.49572,0.21,0.21,1.3,1.3,0.365,0.365,74,67,97,93,96,7.99,6.26,4.02,0.426,32.2,2.66,9.77,2.63,78.2,16.5,2.43,6.18,0.937,0.307,7.45,1.9200000000000002,29.8,0.8099999999999999,72.4,5.01,36.3,1.41
2011,2.58,89,10 000 - 100 000 PE,0.82,0.82399,6.7,6.73393,27.6,27.6,68.4,68.4,33.4,33.4,0.119,0.119,1.38,1.38699,0.568,0.568,3.91,3.91,0.8,0.8,79,86,98,94,98,8.2,11.7,4.1,0.411,33.6,4.79,10.1,2.83,83.2,33,2.47,6.89,0.875,0.126,7.16,1.47,29.4,0.603,72.6,4.159999999999999,35.4,0.8490000000000001
2011,3.08,15,> 100 000 PE,1.07,1.07,8.14,8.14,32.7,32.7,83.3,83.3,43.5,43.5,0.156,0.156,2.52,2.52,0.97,0.97,5.67,5.67,1.58,1.58,69,85,97,93,96,7.61,16.1,4.02,0.385,30.6,6.22,10.2,2.25,77.9,36.3,2.55,5.84,0.9510000000000001,0.13899999999999998,7.24,2.2399999999999998,29.1,0.8630000000000001,74,5.04,38.699999999999996,1.4
2012,0.00291,24,0 - 200 PE,5.1e-4,0.0013,0.00405,0.00842,0.0184,0.03245,0.0574,0.09437,0.0279,0.04587,2.66e-4,6e-4,0.00172,0.00358,0.00453,0.00799,0.0187,0.03074,0.00642,0.01055,58,51,75,67,77,7.02,6.13,3.56,1.28,25.2,7.87,10.5,5.14,68.2,32.9,2.75,4.11,1.23,0.569,7.92,3.3600000000000003,30.5,7.53,88.8,29,43.2,9.93
2012,0.202,231,200 - 2 000 PE,0.0557,0.06364,0.491,0.53628,1.76,1.88503,4.34,4.58979,1.88,2.03847,0.0261,0.02941,0.176,0.19223,0.134,0.14352,0.611,0.64532,0.254,0.27416,64,54,92,86,87,8.46,6.67,3.52,0.751,29.9,5.07,8.59,3.38,72.9,22.9,2.44,4.52,0.865,0.399,7.28,2.62,25.6,1.95,62.300000000000004,8.76,27.7,3.72
2012,0.73,156,2 000 - 10 000 PE,0.233,0.23607,1.95,1.96345,7.66,7.66,18.8,18.8,9.61,9.61,0.0748,0.07552,0.459,0.46217,0.193,0.193,1.21,1.21,0.297,0.297,76,68,97,94,97,8.36,6.14,3.92,0.42,32.8,2.58,9.63,2.62,80.5,16.1,2.45,6.24,0.886,0.283,7.37,1.74,28.7,0.725,70.5,4.53,36.1,1.1199999999999999
2012,2.56,88,10 000 - 100 000 PE,0.793,0.79924,6.59,6.64182,27.6,28.14907,66.8,67.32529,33,33.2595,0.122,0.12296,1.4,1.41101,0.667,0.68027,4.13,4.16248,0.845,0.85164,79,85,98,94,97,8.3,11.4,4.21,0.478,34.9,5.54,10.1,2.95,84.2,33.7,2.41,6.18,0.855,0.132,7.1000000000000005,1.51,30.099999999999998,0.727,72,4.45,35.6,0.91
2012,3.08,15,> 100 000 PE,1.02,1.02,8.32,8.32,32.2,32.2,83.3,83.3,42.1,42.1,0.183,0.183,2.95,2.95,1.24,1.24,6.38,6.38,1.86,1.86,65,82,96,92,96,8.17,16.1,3.87,0.421,31.6,6.8,10,2.16,81.7,34.9,2.59,5.14,0.906,0.162,7.4,2.62,28.6,1.1,74.1,5.67,37.400000000000006,1.66
2013,0.00291,24,0 - 200 PE,4.97e-4,0.00108,0.00552,0.00787,0.0237,0.03193,0.0614,0.08272,0.0312,0.04203,3.8e-4,5.6e-4,0.00305,0.00435,0.00548,0.00738,0.016,0.02016,0.00463,0.00583,45,54,77,74,85,6.91,7.06,4.22,1.74,25.6,13.7,10.8,4.96,72,38.7,2.59,2.91,1.02,0.524,7.41,4.09,30,6.96,77.89999999999999,19,39.6,5.49
2013,0.202,232,200 - 2 000 PE,0.0668,0.07287,0.531,0.55283,1.81,1.88685,4.61,4.76982,2.16,2.26046,0.0311,0.0324,0.189,0.19677,0.158,0.16177,0.67,0.67946,0.261,0.26744,64,57,92,86,89,7.7,6.19,3.4,0.784,26.1,4.8,8.64,3.36,66.7,20.4,2.54,4.25,0.988,0.439,7.5,2.67,25.6,2.19,64.69999999999999,9.209999999999999,30.700000000000003,3.62
2013,0.749,159,2 000 - 10 000 PE,0.249,0.25418,1.93,1.94167,7.01,7.05239,18.2,18.31006,9.03,9.08461,0.0771,0.07778,0.466,0.46882,0.196,0.19719,1.15,1.15695,0.282,0.28371,76,70,97,94,97,7.68,6.04,3.64,0.42,28,2.54,9.43,2.47,72.4,14.9,2.59,5.88,0.929,0.285,7.09,1.71,25.8,0.7200000000000001,66.9,4.23,33.2,1.0399999999999998
2013,2.57,88,10 000 - 100 000 PE,0.808,0.808,6.88,6.88,25.5,25.80079,65.1,65.1,32.8,32.8,0.133,0.133,1.5,1.5,0.676,0.68397,4.42,4.42,0.919,0.919,78,84,97,93,97,8.52,11.2,3.82,0.462,31.7,5.08,9.45,2.95,80.5,33.2,2.53,6.53,0.86,0.14200000000000002,7.33,1.59,27.5,0.728,69.3,4.7,34.9,0.9790000000000001
2013,3.08,15,> 100 000 PE,1.03,1.03,8.05,8.05,32,32,80.8,80.8,39.2,39.2,0.127,0.127,1.77,1.77,0.754,0.754,5.08,5.08,1.48,1.48,78,88,98,94,96,7.84,13.9,3.97,0.427,31.1,5.94,10,2.88,78.7,40,2.53,6.74,0.9129999999999999,0.11299999999999999,7.16,1.57,28.400000000000002,0.67,71.9,4.52,34.9,1.32
2014,0.00296,24,0 - 200 PE,5.63e-4,0.00129,0.00559,0.00844,0.0232,0.02947,0.0695,0.08829,0.0422,0.05361,3.69e-4,5.3e-4,0.00277,0.00418,0.00388,0.00493,0.0136,0.01728,0.00846,0.01075,50,61,83,80,80,7.24,6.95,3.98,1.29,26.3,9.43,11.7,4.36,80.9,31.8,2.99,3.52,1.1900000000000002,0.48899999999999993,7.8100000000000005,3.87,27.3,4.56,81.8,16,49.6,9.94
2014,0.205,235,200 - 2 000 PE,0.0686,0.07484,0.568,0.58751,1.94,1.99358,5.15,5.2554,2.51,2.56648,0.033,0.03463,0.201,0.20791,0.138,0.14139,0.624,0.63488,0.256,0.26098,65,56,93,88,90,7.79,6.07,3.38,0.673,26.3,4.01,8.97,3.04,70.9,18.2,2.66,4.5,0.9990000000000001,0.462,7.84,2.78,26.599999999999998,1.89,70.1,8.47,34.2,3.48
2014,0.75,159,2 000 - 10 000 PE,0.243,0.24463,1.99,2.00336,7.05,7.05,18.8,18.8,9.82,9.82,0.0731,0.07359,0.449,0.45201,0.172,0.172,1.04,1.04,0.245,0.245,77,70,98,95,98,8.17,6.14,3.55,0.383,29,2.35,9.48,2.31,77.5,14.2,2.67,6.02,0.894,0.26899999999999996,7.31,1.65,25.8,0.628,68.8,3.78,35.9,0.895
2014,2.57,88,10 000 - 100 000 PE,0.808,0.81513,6.82,6.82,23.6,23.87837,64.1,64.1,32.4,32.4,0.143,0.143,1.56,1.56,0.64,0.64755,4.12,4.12,0.937,0.937,77,83,97,94,97,8.38,10.9,3.57,0.419,29.1,4.49,9.4,2.64,78.8,28.9,2.7,6.42,0.868,0.152,7.26,1.66,25.4,0.69,68.2,4.39,34.4,0.9970000000000001
2014,3.08,15,> 100 000 PE,0.968,0.968,8.07,8.07,29.9,29.9,77.4,77.4,38.8,38.8,0.133,0.133,1.82,1.82,0.709,0.709,4.83,4.83,1.44,1.44,77,86,98,94,96,8.33,13.7,3.71,0.39,30.9,5.35,9.59,2.66,79.9,36.5,2.58,6.82,0.86,0.118,7.17,1.6199999999999999,26.599999999999998,0.63,68.8,4.3,34.5,1.28
2015,0.00366,29,0 - 200 PE,8.4e-4,0.00164,0.0102,0.01228,0.0323,0.03695,0.0908,0.10518,0.0494,0.05722,7.93e-4,9.5e-4,0.00454,0.00547,0.00331,0.00379,0.0185,0.02052,0.0147,0.0163,55,58,90,88,84,7.56,6.37,3.17,0.48,26.9,4.12,8.77,2.28,70.8,22.1,2.81,5.38,1.23,0.713,9.16,4.1000000000000005,27.7,2.83,78.8,15.4,42.9,12.200000000000001
2015,0.217,248,200 - 2 000 PE,0.0707,0.07907,0.597,0.62972,2.08,2.21473,5.68,5.92086,3.08,3.27201,0.034,0.03605,0.204,0.21518,0.117,0.12421,0.588,0.61117,0.283,0.2989,66,56,94,90,91,8.08,6.04,3.49,0.563,28.4,3.45,9.47,2.84,77.3,17.2,2.71,5.02,0.998,0.45399999999999996,7.9399999999999995,2.71,28,1.56,74.7,7.71,41.300000000000004,3.77
2015,0.763,153,2 000 - 10 000 PE,0.252,0.2535,2.02,2.02,7.56,7.56,19.9,19.9,10.6,10.6,0.071,0.071,0.479,0.479,0.162,0.162,0.993,0.993,0.224,0.224,76,72,98,95,98,7.99,6.74,3.74,0.338,29.9,2.28,9.83,2.08,78.5,14,2.63,6.14,0.912,0.255,7.26,1.72,27.2,0.5820000000000001,71.4,3.57,38,0.803
2015,2.61,88,10 000 - 100 000 PE,0.821,0.821,7.12,7.12,26.4,26.5991,69.2,69.2,35.1,35.1,0.143,0.143,1.62,1.62,0.626,0.63072,4.14,4.14,1.09,1.09,77,83,98,94,97,8.68,11.3,3.79,0.392,32.2,4.38,9.71,2.56,84.3,29,2.61,6.61,0.8630000000000001,0.15,7.49,1.7,27.900000000000002,0.6629999999999999,72.8,4.36,36.900000000000006,1.14
2015,2.79,14,> 100 000 PE,0.984,0.984,7.89,7.89,28.1,28.1,75.1,75.1,37.8,37.8,0.131,0.131,1.73,1.73,0.694,0.694,4.8,4.8,1.28,1.28,78,87,98,94,97,8.02,13.2,3.57,0.402,28.6,5.31,9.52,2.78,76.3,36.8,2.67,6.92,0.968,0.129,7.760000000000001,1.7,27.7,0.6819999999999999,73.80000000000001,4.720000000000001,37.199999999999996,1.26
2016,0.00357,28,0 - 200 PE,8.83e-4,0.00138,0.00754,0.01114,0.0282,0.03921,0.0771,0.10721,0.0367,0.05753,6.35e-4,8.8e-4,0.0032,0.00473,0.00223,0.0031,0.0132,0.01836,0.0127,0.01766,57,54,92,83,83,7.94,6.7,3.43,0.56,27.1,3.51,9.32,3.34,74.1,20.7,2.73,5.92,1.06,0.678,8.540000000000001,3.63,30.099999999999998,2.3800000000000003,82.3,14.1,44.1,13.6
2016,0.222,253,200 - 2 000 PE,0.0724,0.07888,0.61,0.6501,2.05,2.17952,5.33,5.55782,2.81,2.98611,0.0337,0.03566,0.204,0.21741,0.106,0.1127,0.553,0.57592,0.264,0.28023,67,56,95,90,91,8.31,6.14,3.34,0.516,27.7,3.16,8.63,2.67,71.7,16.3,2.58,5.18,0.972,0.44,8.01,2.68,26.8,1.39,68.4,7.1000000000000005,36.8,3.46
