Year,capacity,nb_WWTP,PE_bin,Pt_in,Pt_in_adj,NGL_in,NGL_in_adj,DBO5_in,DBO5_in_adj,DCO_in,DCO_in_adj,MES_in,MES_in_adj,Pt_out,Pt_out_adj,NGL_out,NGL_out_adj,DBO5_out,DBO5_out_adj,DCO_out,DCO_out_adj,MES_out,MES_out_adj,NGL_yield,Pt_yield,DBO5_yield,DCO_yield,MES_yield,N_P_ratio_in,N_P_ratio_out,DBO5_N_ratio_in,DBO5_N_ratio_out,DBO5_P_ratio_in,DBO5_P_ratio_out,DCO_N_ratio_in,DCO_N_ratio_out,DCO_P_ratio_in,DCO_P_ratio_out,DCO_DBO5_ratio_in,DCO_DBO5_ratio_out,Pt_PE_ratio_in,Pt_PE_ratio_out,NGL_PE_ratio_in,NGL_PE_ratio_out,DBO5_PE_ratio_in,DBO5_PE_ratio_out,DCO_PE_ratio_in,DCO_PE_ratio_out,MES_PE_ratio_in,MES_PE_ratio_out
2013,7.5,252,10 000 - 100 000 PE,1.91,1.92277,14.9,15.23844,62.3,62.71637,155,156.03592,76,76.50793,0.231,0.231,2.15,2.18543,1.03,1.03,9.46,9.46,1.82,1.82,86,88,98,94,98,7.94,9.36,4.09,0.473,32.7,4.45,10.2,4.34,81.4,40.9,2.49,9.19,0.7010000000000001,0.08449999999999999,5.58,0.796,22.9,0.376,57,3.46,28,0.664
2013,6.35,29,> 100 000 PE,2.03,2.03,15.9,16.25839,71.4,71.4,169,169,84.2,84.2,0.224,0.224,2.23,2.28027,1.43,1.43,9.74,9.74,2.17,2.17,86,89,98,94,97,7.99,10.2,4.4,0.632,35.2,6.39,10.4,4.3,83,43.5,2.36,6.82,0.876,0.0964,7.01,0.982,30.8,0.616,72.8,4.2,36.3,0.9380000000000001
2014,0,30,unreported PE,0.0248,0.0248,0.214,0.214,0.789,0.789,1.91,1.91,0.967,0.967,0.0094,0.0094,0.0535,0.0535,0.0366,0.0366,0.221,0.221,0.0775,0.0775,73,62,95,89,92,8.6,6.16,3.69,0.65,31.8,3.89,8.95,3.91,77,23.5,2.42,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,0.0396,327,0 - 200 PE,0.0152,0.01763,0.124,0.14349,0.404,0.45902,1.06,1.20437,0.515,0.58514,0.00964,0.01187,0.0649,0.08048,0.0422,0.05037,0.203,0.24194,0.129,0.15375,44,34,89,81,75,8.13,7.4,3.23,0.614,26.2,4.25,8.51,2.87,69.2,20.3,2.64,4.79,1.22,0.821,9.93,5.57,31.7,3.49,83.7,16.7,40.5,10.6
2014,1.16,1460,200 - 2 000 PE,0.456,0.47918,3.4,3.57454,11.8,12.3726,30.1,31.56062,14.9,15.62725,0.203,0.21471,0.993,1.09147,0.584,0.61665,3.66,3.86022,1.55,1.63309,69,55,95,88,90,8.18,5.04,3.45,0.545,25.8,2.73,8.81,3.53,65.8,17.6,2.56,6.26,1.13,0.505,8.41,2.57,29,1.45,74.2,9.07,36.900000000000006,3.8400000000000003
2014,3.43,775,2 000 - 10 000 PE,1.15,1.15362,9.09,9.14508,31,31.02531,81.3,81.36639,41.9,41.93422,0.217,0.21784,1.32,1.41966,0.711,0.7121,5.6,5.60866,1.48,1.48229,85,81,98,93,96,7.95,7.1,3.4,0.495,27,3.28,8.91,3.95,70.9,25.8,2.62,7.88,0.9179999999999999,0.174,7.3,1.13,24.8,0.5680000000000001,65,4.4799999999999995,33.5,1.1800000000000002
2014,7.55,253,10 000 - 100 000 PE,2,2.01563,16.2,16.68716,65.8,66.00555,162,162.50607,80.6,80.85179,0.228,0.228,2.06,2.18196,1.09,1.09,9.34,9.34,1.84,1.84,87,89,98,94,98,7.78,9.32,3.91,0.508,32.8,4.77,9.67,4.34,80.7,40.9,2.46,8.58,0.73,0.0829,6.05,0.7929999999999999,24,0.395,59,3.3899999999999997,29.4,0.6669999999999999
2014,6.35,29,> 100 000 PE,2.06,2.06,16.1,16.4629,72.3,72.3,174,174,88.1,88.1,0.218,0.218,2.35,2.47059,1.45,1.45,9.35,9.35,2.3,2.3,85,89,98,95,97,8,11.2,4.39,0.589,35.2,6.63,10.5,3.78,84.4,42.9,2.4,6.47,0.888,0.094,7.119999999999999,1.06,31.2,0.623,75,4.029999999999999,38,0.993
2015,0,18,unreported PE,0.017,0.017,0.128,0.128,0.53,0.53,1.34,1.34,0.726,0.726,0.00535,0.00535,0.032,0.032,0.0245,0.0245,0.128,0.128,0.0356,0.0356,75,68,95,90,95,8.26,7.63,3.87,0.674,31.3,4.57,9.66,3.51,78.8,23.9,2.52,5.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,0.0341,282,0 - 200 PE,0.0123,0.01452,0.0984,0.11589,0.367,0.43024,1.01,1.18404,0.5,0.58886,0.007,0.00914,0.0506,0.06722,0.0212,0.02722,0.123,0.15903,0.0476,0.06116,43,38,94,87,90,7.97,7.36,3.68,0.406,29.4,3,10.1,2.4,80.2,17.5,2.76,5.81,1.17,0.736,9.32,5.41,34.6,2.19,95.5,12.8,47.4,4.92
2015,1.32,1667,200 - 2 000 PE,0.5,0.52088,3.83,3.98556,13.8,14.2547,35,36.15323,17,17.57457,0.213,0.22441,1.1,1.20123,0.615,0.6445,3.91,4.0967,1.59,1.66691,70,57,95,89,90,7.65,5.42,3.58,0.518,27.4,2.88,9.07,3.35,69.4,18.3,2.54,6.36,1.08,0.465,8.26,2.49,29.6,1.34,75,8.51,36.4,3.46
2015,3.46,782,2 000 - 10 000 PE,1.13,1.13252,9.28,9.30475,31.4,31.44728,80.3,80.42091,40.1,40.16038,0.202,0.20261,1.2,1.22585,0.608,0.61045,4.86,4.87113,1.21,1.21277,87,82,98,94,97,8.19,6.13,3.38,0.494,27.7,3.02,8.65,3.95,70.9,24.1,2.56,7.98,0.8989999999999999,0.16,7.37,0.971,24.9,0.484,63.70000000000001,3.8600000000000003,31.8,0.957
2015,7.6,255,10 000 - 100 000 PE,2.01,2.01,15.4,15.78359,65.5,65.5,162,162,79,79,0.186,0.186,1.8,1.86461,0.865,0.865,8.05,8.05,1.38,1.38,88,91,99,95,98,7.79,9.89,4.08,0.467,32.6,4.65,10.2,4.34,80.8,43.3,2.48,9.31,0.7240000000000001,0.0671,5.68,0.673,23.599999999999998,0.312,58.4,2.9,28.5,0.499
2015,6.35,29,> 100 000 PE,2.11,2.11,16.1,16.4629,73.1,73.1,174,174,87.5,87.5,0.204,0.204,2.23,2.23,1.33,1.33,9.36,9.36,2.18,2.18,87,90,98,95,98,7.79,10.9,4.44,0.596,34.6,6.53,10.6,4.19,82.6,45.9,2.39,7.03,0.911,0.088,7.11,0.963,31.5,0.574,75.2,4.04,37.699999999999996,0.941
2016,0,18,unreported PE,0.0135,0.0135,0.12,0.12,0.496,0.496,1.19,1.19,0.58,0.58,0.00492,0.00492,0.0309,0.0309,0.0197,0.0197,0.106,0.106,0.0331,0.0331,74,64,96,91,94,8.85,6.29,4.04,0.631,35.8,3.97,9.6,3.35,84.9,21.1,2.4,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,0.0241,198,0 - 200 PE,0.00769,0.01078,0.0635,0.08903,0.19,0.26469,0.528,0.73555,0.239,0.33103,0.00508,0.00715,0.035,0.05135,0.0141,0.01955,0.0845,0.11715,0.0443,0.06107,43,34,93,84,81,8.25,7.08,2.96,0.392,24.5,2.76,8.25,2.33,68.1,16.5,2.78,6.01,1.23,0.8130000000000001,10.1,5.84,30.099999999999998,2.22,83.7,13.299999999999999,37.6,6.949999999999999
2016,1.35,1706,200 - 2 000 PE,0.464,0.48102,3.94,4.07812,13.6,14.09697,35.3,36.52546,17.3,17.88893,0.206,0.21706,1.12,1.23275,0.569,0.60107,3.75,3.95501,1.69,1.77954,70,55,96,89,90,8.47,5.68,3.47,0.492,29.4,2.76,8.96,3.2,76,18.2,2.59,6.59,0.975,0.44,8.27,2.5,28.7,1.22,74.2,8.02,36.3,3.61
2016,3.46,784,2 000 - 10 000 PE,1.15,1.15634,9.15,9.21116,31.7,31.755,81.9,82.0421,41.2,41.27148,0.187,0.18778,1.38,1.39617,0.661,0.66262,5.15,5.16264,1.34,1.34329,85,84,98,94,97,7.99,7.42,3.44,0.477,27.5,3.54,8.89,3.72,71.1,27.6,2.59,7.8,0.911,0.148,7.28,1.1,25.1,0.524,64.9,4.09,32.7,1.06
2016,7.6,255,10 000 - 100 000 PE,2,2,15.9,16.09366,65.6,65.6,164,164,80.4,80.4,0.189,0.189,2.31,2.37448,0.926,0.926,8.18,8.18,1.47,1.47,85,91,99,95,98,7.96,12.4,4.06,0.396,32.8,4.89,10.2,3.47,82.2,43.2,2.51,8.83,0.721,0.06820000000000001,5.79,0.856,23.599999999999998,0.33399999999999996,59.2,2.9499999999999997,29,0.53
2016,6.35,29,> 100 000 PE,2.15,2.15,16.5,16.87192,76,76,179,179,90.4,90.4,0.218,0.218,2.34,2.39274,1.42,1.42,9.78,9.78,2.45,2.45,86,90,98,95,97,7.86,10.9,4.5,0.599,35.4,6.51,10.6,4.11,83.3,44.8,2.35,6.89,0.9259999999999999,0.0941,7.29,1.03,32.800000000000004,0.612,77.10000000000001,4.22,39,1.06
2017,0,9,unreported PE,0.00796,0.00796,0.068,0.068,0.228,0.228,0.579,0.579,0.288,0.288,0.00204,0.00204,0.0119,0.0119,0.0037200000000000002,0.0037200000000000002,0.0328,0.0328,0.0074,0.0074,82,74,98,94,97,8.54,5.85,3.35,0.311,28.6,1.82,8.51,2.75,72.7,16.1,2.54,8.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,0.0327,273,0 - 200 PE,0.00887,0.0157,0.0786,0.13856,0.272,0.45647,0.687,1.15293,0.306,0.51706,0.00549,0.00982,0.0368,0.06925,0.0112,0.01918,0.0717,0.12279,0.0332,0.05706,48,33,95,88,88,8.82,6.98,3.38,0.286,29.9,2.01,8.49,1.81,75.1,12.9,2.52,6.41,1.32,0.824,11.6,5.8,38.3,1.61,96.69999999999999,10.3,43.4,4.79
2017,1.31,1684,200 - 2 000 PE,0.453,0.47428,3.82,4.00025,13.3,13.92669,34,35.58359,17.2,17.97669,0.212,0.22394,1.11,1.21592,0.504,0.53307,3.27,3.46748,1.59,1.6784,70,53,96,90,91,8.43,5.43,3.49,0.442,29.5,2.38,8.9,2.86,75.1,15.5,2.55,6.51,0.9909999999999999,0.46799999999999997,8.370000000000001,2.5500000000000003,29.2,1.11,74.39999999999999,7.26,37.5,3.52
2017,3.43,781,2 000 - 10 000 PE,1.1,1.10193,9.25,9.26621,32.3,32.35659,83.2,83.34578,40.8,40.87149,0.159,0.15948,1.23,1.23652,0.587,0.58826,4.44,4.44951,1.25,1.25268,87,85,98,95,97,8.44,7.71,3.5,0.477,29.5,3.68,8.99,3.61,75.9,27.9,2.57,7.57,0.876,0.128,7.4,0.985,25.9,0.47,66.5,3.5599999999999996,32.7,0.9970000000000001
2017,7.52,254,10 000 - 100 000 PE,1.98,1.98,15.9,16.16833,65.5,65.82827,164,164,81.8,81.8,0.159,0.15925,1.69,1.73819,0.819,0.82443,7.27,7.28162,1.35,1.35216,89,92,99,96,98,8.11,10.8,4.08,0.481,33.3,5.18,10.1,4.21,83,45.8,2.5,8.84,0.721,0.0579,5.8999999999999995,0.634,24,0.3,59.9,2.65,29.8,0.49200000000000005
2017,6.35,29,> 100 000 PE,2.14,2.14,17.2,17.2,76.2,76.2,178,178,89.1,89.1,0.18,0.18,2.25,2.25,1.36,1.36,9.08,9.08,1.97,1.97,87,92,98,95,98,8.04,12.5,4.43,0.603,35.6,7.55,10.4,4.04,83.4,50.5,2.34,6.7,0.923,0.0775,7.420000000000001,0.971,32.9,0.585,77,3.92,38.4,0.848
2018,0,8,unreported PE,0.00573,0.00573,0.0466,0.0466,0.264,0.264,0.645,0.645,0.277,0.277,0.00302,0.00302,0.0213,0.0213,0.014,0.014,0.0749,0.0749,0.0266,0.0266,54,47,95,88,90,8.12,7.05,5.04,0.595,40.9,4.19,12.6,3.42,103,24.2,2.44,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,0.0311,254,0 - 200 PE,0.0091,0.01584,0.0807,0.14195,0.252,0.43854,0.669,1.16421,0.292,0.50814,0.00524,0.00931,0.0346,0.06207,0.0161,0.02871,0.0909,0.16209,0.0485,0.08616,57,42,93,86,83,8.9,6.62,3.11,0.468,27.7,3.14,8.28,2.64,73.6,17.7,2.66,5.65,1.4,0.821,12.5,5.4799999999999995,38.6,2.5300000000000002,103,14.3,44.8,7.590000000000001
2018,1.41,1808,200 - 2 000 PE,0.468,0.50106,4.1,4.38787,14.3,15.29148,37.1,39.65524,18.2,19.44173,0.213,0.2293,1.28,1.39235,0.56,0.60066,3.7,3.97157,1.74,1.86141,68,54,96,90,90,8.75,6.05,3.48,0.433,30.5,2.62,9.03,2.87,79,17.4,2.6,6.63,0.9740000000000001,0.446,8.53,2.7,29.6,1.17,77,7.720000000000001,37.699999999999996,3.62
2018,3.49,795,2 000 - 10 000 PE,1.1,1.10095,9.88,9.89988,31.9,31.92748,83.7,83.77209,42.5,42.53661,0.177,0.17781,1.46,1.47004,0.704,0.70774,5.19,5.21386,1.38,1.38634,85,84,98,94,97,8.97,8.24,3.22,0.483,28.9,3.98,8.46,3.56,75.9,29.4,2.63,7.37,0.868,0.13999999999999999,7.779999999999999,1.15,25.1,0.5559999999999999,65.9,4.1000000000000005,33.4,1.09
2018,7.46,253,10 000 - 100 000 PE,1.96,1.96632,16.2,16.52961,65.3,65.5107,163,163.52594,81.6,81.86329,0.172,0.17255,1.86,1.89784,0.936,0.93902,7.57,7.59443,1.43,1.43461,88,91,99,95,98,8.31,10.9,3.95,0.494,33.3,5.46,9.85,3.99,83.1,44.1,2.5,8.08,0.723,0.0632,6.0600000000000005,0.6980000000000001,24,0.345,60.1,2.79,30.099999999999998,0.527
2018,5.99,28,> 100 000 PE,1.99,1.99,16.6,16.6,70.9,70.9,167,167,84.9,84.9,0.205,0.205,2.33,2.33,1.32,1.32,9.04,9.04,2.2,2.2,86,90,98,95,97,8.36,11.3,4.27,0.567,35.7,6.42,10.1,3.88,84.2,44,2.36,6.85,0.909,0.094,7.6,1.07,32.5,0.6040000000000001,76.6,4.14,38.9,1.01
2019,0,2,unreported PE,0.00205,0.00205,0.0143,0.0143,0.0622,0.0622,0.154,0.154,0.0682,0.0682,6.82e-4,6.8e-4,0.00463,0.00463,0.00774,0.00774,0.024,0.024,0.0108,0.0108,68,67,88,84,84,6.96,6.78,4.36,1.67,30.4,11.3,10.8,5.2,75.3,35.2,2.48,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,0.024,198,0 - 200 PE,0.00654,0.01049,0.0569,0.0913,0.179,0.28722,0.473,0.75896,0.237,0.38028,0.0103,0.01747,0.036,0.06106,0.0156,0.02646,0.0838,0.14215,0.0322,0.05462,34,-64,91,81,86,8.69,3.51,3.14,0.434,27.3,1.52,8.33,2.33,72.4,8.16,2.65,5.36,1.2,1.99,10.4,6.96,32.7,3.02,86.6,16.2,43.2,6.22
2019,1.39,1741,200 - 2 000 PE,0.633,0.66487,5.21,5.45314,17,17.74314,43.5,45.35721,21,21.89658,0.232,0.2451,1.32,1.39895,0.559,0.58886,3.79,3.98708,1.78,1.87256,75,63,97,91,91,8.23,5.7,3.25,0.418,26.8,2.39,8.3,2.84,68.2,16.2,2.55,6.77,1.31,0.48500000000000004,10.8,2.76,35.1,1.16,89.5,7.87,43.2,3.7
2019,3.49,794,2 000 - 10 000 PE,1.11,1.1126,9.5,9.52225,32.3,32.34411,84.1,84.21484,41,41.05599,0.171,0.17202,1.33,1.33794,0.643,0.64641,4.7,4.72489,1.32,1.32699,86,85,98,94,97,8.55,7.75,3.4,0.484,29,3.75,8.85,3.53,75.6,27.4,2.6,7.3,0.874,0.135,7.46,1.05,25.3,0.507,66,3.7,32.2,1.0399999999999998
2019,7.47,252,10 000 - 100 000 PE,2.02,2.02,16.2,16.40092,65.2,65.2,163,163,81.4,81.4,0.163,0.16326,1.91,1.93684,0.901,0.90245,7.31,7.32176,1.4,1.40225,88,92,99,96,98,8.04,11.7,3.98,0.472,32.3,5.54,9.95,3.81,80.8,44.9,2.5,8.11,0.739,0.0598,6,0.709,23.900000000000002,0.331,59.8,2.69,29.9,0.515
2019,6.21,28,> 100 000 PE,2.1,2.1,17.6,17.6,71.4,71.4,175,175,87.9,87.9,0.213,0.213,2.42,2.42,1.43,1.43,9.48,9.48,2.17,2.17,86,90,98,95,98,8.39,11.4,4.05,0.591,34,6.73,9.95,3.91,83.5,44.5,2.45,6.61,0.9259999999999999,0.094,7.77,1.07,31.5,0.632,77.3,4.18,38.800000000000004,0.958
2020,0,1,unreported PE,8.67e-4,8.7e-4,0.00495,0.00495,0.0316,0.0316,0.0591,0.0591,0,0,9.44e-5,9e-5,0.00103,0.00103,2.73e-4,2.7e-4,0.00155,0.00155,9.72e-4,9.7e-4,79,89,99,97,NA,5.7,11,6.39,0.264,36.4,2.89,12,1.49,68.2,16.4,1.87,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,0.0328,274,0 - 200 PE,0.0174,0.03186,0.0929,0.17031,0.313,0.57095,0.862,1.57239,0.38,0.70533,0.00756,0.01489,0.0511,0.10178,0.0113,0.02221,0.0836,0.16431,0.0379,0.07646,44,57,97,91,90,5.33,6.76,3.37,0.221,18,1.5,9.27,1.63,49.4,11,2.75,7.37,2.67,1.24,14.200000000000001,8.51,47.800000000000004,1.86,131,13.700000000000001,58.9,6.39
2020,1.51,1907,200 - 2 000 PE,0.52,0.55335,4.41,4.69396,15.2,16.15072,38.9,41.27843,19.1,20.28883,0.258,0.278,1.46,1.57986,0.576,0.6204,3.84,4.13329,1.93,2.07462,67,50,96,90,90,8.51,5.67,3.42,0.395,29.2,2.23,8.74,2.63,74.5,14.8,2.56,6.65,1.01,0.506,8.540000000000001,2.87,29.4,1.13,75.1,7.52,36.900000000000006,3.77
2020,3.53,805,2 000 - 10 000 PE,1.24,1.24152,9.75,9.76198,33,33.04055,86,86.10567,42.8,42.85259,0.186,0.18634,1.42,1.42351,0.673,0.67424,4.94,4.94911,1.57,1.5729,85,85,98,94,96,7.89,7.64,3.38,0.475,26.7,3.63,8.82,3.49,69.6,26.6,2.61,7.33,0.9600000000000001,0.14400000000000002,7.57,1.1,25.6,0.523,66.8,3.8400000000000003,33.2,1.22
2020,7.52,253,10 000 - 100 000 PE,1.93,1.93,16.2,16.25078,63.3,63.3,159,159,79.4,79.4,0.166,0.166,1.87,1.87586,0.916,0.916,7.41,7.41,1.5,1.5,88,91,99,95,98,8.4,11.3,3.89,0.489,32.7,5.52,9.77,3.95,82.1,44.7,2.51,8.09,0.705,0.0605,5.94,0.684,23.099999999999998,0.33399999999999996,57.9,2.7,28.9,0.545
2020,6.21,28,> 100 000 PE,2.08,2.08,17.3,17.3,69.2,69.2,172,172,87.2,87.2,0.217,0.217,2.46,2.46,1.33,1.33,9.4,9.4,2.22,2.22,86,90,98,95,97,8.3,11.4,4.01,0.541,33.2,6.14,9.98,3.82,82.8,43.4,2.49,7.07,0.9179999999999999,0.0956,7.62,1.08,30.5,0.5860000000000001,76.1,4.14,38.4,0.98
2021,0.0368,297,0 - 200 PE,0.0108,0.01852,0.0935,0.1612,0.252,0.43204,0.69,1.18297,0.325,0.55719,0.0075,0.01278,0.0504,0.08687,0.0153,0.02628,0.0947,0.16266,0.0503,0.08574,46,31,94,86,85,8.65,6.76,2.67,0.304,23.3,2.04,7.34,1.88,63.6,12.7,2.74,6.2,1.38,0.9510000000000001,12,6.46,32.099999999999994,1.95,87.9,12.1,41.4,6.38
2021,1.8,2325,200 - 2 000 PE,0.635,0.66532,5.57,5.84113,18.8,19.83867,49.4,51.66367,23.8,24.88226,0.283,0.29907,1.64,1.74934,0.679,0.72187,4.42,4.64589,2.22,2.3366,70,55,96,91,91,8.79,5.84,3.4,0.416,29.9,2.42,8.84,2.67,77.7,15.5,2.59,6.3,1.01,0.457,8.91,2.67,30.200000000000003,1.1,78.7,7.08,37.900000000000006,3.57
2021,3.51,801,2 000 - 10 000 PE,1.2,1.2,9.82,9.82,33.3,33.32375,87.4,87.4,42.9,42.9,0.162,0.16212,1.34,1.34187,0.639,0.63995,4.51,4.51347,1.25,1.25096,86,87,98,95,97,8.16,8.25,3.39,0.477,27.7,3.94,8.9,3.36,72.6,27.8,2.63,7.05,0.94,0.127,7.67,1.05,26,0.5,68.2,3.52,33.5,0.975
2021,7.42,252,10 000 - 100 000 PE,1.94,1.94,16.4,16.45213,64.9,64.9,163,163,80.9,80.9,0.156,0.156,1.8,1.80572,0.994,0.994,7.43,7.43,1.49,1.49,89,92,98,95,98,8.45,11.6,3.96,0.55,33.5,6.36,9.92,4.11,83.9,47.5,2.51,7.48,0.716,0.0577,6.0600000000000005,0.6679999999999999,24,0.367,60,2.7399999999999998,29.9,0.55
2021,6.21,28,> 100 000 PE,2.11,2.11,17.7,17.7,70.4,70.4,178,178,90.1,90.1,0.218,0.218,2.5,2.5,1.51,1.51,9.46,9.46,2.24,2.24,86,90,98,95,98,8.42,11.4,3.97,0.606,33.4,6.93,10,3.79,84.3,43.3,2.52,6.25,0.93,0.0964,7.82,1.1,31.099999999999998,0.6679999999999999,78.3,4.17,39.699999999999996,0.99
