Year,basin,PE_bin,sludge_production,sludge_spread,sludge_compost,sludge_landfill,sludge_incinerated,sludge_to_other_WWTP,sludge_industrial_valorisation,capacity,nb_WWTP
2015,Loire-Bretagne,0 - 200 PE,9.43e-4,0,0,0,0,0,0,0.223008,2283
2015,Loire-Bretagne,200 - 2 000 PE,0.017009,3.2e-5,1.6e-5,0,0,7e-6,0,2.382333,3654
2015,Loire-Bretagne,2 000 - 10 000 PE,0.031143333,3.67e-4,0,0,0,0,0,3.406456,778
2015,Loire-Bretagne,10 000 - 100 000 PE,0.067011,8.32e-4,8.96e-4,0,0,0,0,7.305296,246
2015,Loire-Bretagne,> 100 000 PE,0.084538,0,0,0,0,0,0,6.489997,30
2015,Adour-Garonne,0 - 200 PE,3.48e-4,0,0,0,0,0,0,0.142869,1476
2015,Adour-Garonne,200 - 2 000 PE,0.006985,1e-5,1e-6,0,0,1.6e-5,0,1.249299,1887
2015,Adour-Garonne,2 000 - 10 000 PE,0.011962,0,8.4e-5,0,2.9e-5,0,0,1.779344,413
2015,Adour-Garonne,10 000 - 100 000 PE,0.044591,0,0,0,0,0,0,4.549032,170
2015,Adour-Garonne,> 100 000 PE,0.050964,0,0,0,0,0,0,4.1859,18
2015,Rhône-Méditerranée,0 - 200 PE,4.48e-4,0,0,0,0,0,0,0.129014,1215
2015,Rhône-Méditerranée,200 - 2 000 PE,0.007181,0,1.1e-5,0,0,1e-6,0,1.886808,2879
2015,Rhône-Méditerranée,2 000 - 10 000 PE,0.028477,0,1.79e-4,3e-6,0,0,0,3.316178,743
2015,Rhône-Méditerranée,10 000 - 100 000 PE,0.099989,0,3.43e-4,0,0,0,0,10.297262,335
2015,Rhône-Méditerranée,> 100 000 PE,0.156985,0,0,0,0,0,0,11.842681,42
2016,Artois-Picardie,0 - 200 PE,3.36e-6,0,0,0,0,0,0,0.003367,27
2016,Artois-Picardie,200 - 2 000 PE,0.0014646400000000008,0,0,0,0,0,0,0.216217,247
2016,Artois-Picardie,2 000 - 10 000 PE,0.007661429999999999,0,0,0,0,0,0,0.751328,146
2016,Artois-Picardie,10 000 - 100 000 PE,0.03132547999999999,0,0,0,0,0,0,2.525014,86
2016,Artois-Picardie,> 100 000 PE,0.03405077,0,0,0,0,0,0,2.536833,12
2016,Rhin-Meuse,0 - 200 PE,8.583e-5,0,0,0,0,0,0,0.015429,126
2016,Rhin-Meuse,200 - 2 000 PE,0.0013543100000000029,0,0,0,0,0,0,0.323345,485
2016,Rhin-Meuse,2 000 - 10 000 PE,0.00858198,0,0,0,0,0,0,0.822114,175
2016,Rhin-Meuse,10 000 - 100 000 PE,0.030828429999999997,0,0,0,0,0,0,2.668291,93
2016,Rhin-Meuse,> 100 000 PE,0.0405263,0,0,0,0,0,0,3.20355,9
2016,Seine-Normandie,0 - 200 PE,3.5797999999999993e-4,1e-6,0,0,0,0,0,0.0455,402
2016,Seine-Normandie,200 - 2 000 PE,0.007221780000000002,1.8e-5,0,0,0,0,0,1.162734,1635
2016,Seine-Normandie,2 000 - 10 000 PE,0.018524400000000003,2.32e-4,0,0,0,4e-5,0,1.981358,473
2016,Seine-Normandie,10 000 - 100 000 PE,0.06152956999999998,0.001543,0,0,0,0,0,5.295873,182
2016,Seine-Normandie,> 100 000 PE,0.15061072,0,0,0,0,0,0,18.919966,27
2016,Loire-Bretagne,0 - 200 PE,7.721699999999995e-4,0,0,0,0,0,0,0.227797,2323
2016,Loire-Bretagne,200 - 2 000 PE,0.015210930000000004,4.2e-5,0,0,0,0,0,2.374789,3630
2016,Loire-Bretagne,2 000 - 10 000 PE,0.030283570000000017,3.65e-4,0,0,0,0,0,3.465379,785
2016,Loire-Bretagne,10 000 - 100 000 PE,0.06609637000000003,4.12e-4,8.89e-4,0,0,0,0,7.292789,244
2016,Loire-Bretagne,> 100 000 PE,0.08064695,0,0,0,0,0,0,6.489997,30
2016,Adour-Garonne,0 - 200 PE,5.849100000000002e-4,0,0,0,0,0,0,0.144089,1489
2016,Adour-Garonne,200 - 2 000 PE,0.008156070000000001,0,5e-6,0,0,8e-6,0,1.24895,1888
2016,Adour-Garonne,2 000 - 10 000 PE,0.013193380000000003,0,4.7e-5,0,2.9e-5,0,0,1.740124,398
2016,Adour-Garonne,10 000 - 100 000 PE,0.03917355999999998,0,0,0,0,0,0,4.564166,170
2016,Adour-Garonne,> 100 000 PE,0.03448269,0,0,0,0,0,0,4.1859,18
2016,Rhône-Méditerranée,0 - 200 PE,5.698899999999999e-4,0,0,0,0,0,0,0.134425,1281
2016,Rhône-Méditerranée,200 - 2 000 PE,0.008651140000000003,2e-6,0,0,0,3e-6,0,1.896108,2901
2016,Rhône-Méditerranée,2 000 - 10 000 PE,0.02988339999999999,0,3.9e-5,0,0,0,0,3.276741,734
2016,Rhône-Méditerranée,10 000 - 100 000 PE,0.10186899999999995,3.1e-5,3.15e-4,0,0,0,0,10.486795,342
2016,Rhône-Méditerranée,> 100 000 PE,0.14231816,0,0,0,0,0,0,11.726015,41
2017,Artois-Picardie,0 - 200 PE,1.3699999999999998e-6,0,0,0,0,0,0,0.003467,28
2017,Artois-Picardie,200 - 2 000 PE,0.0013279700000000006,3.5e-5,0,0,0,6e-6,0,0.218007,249
2017,Artois-Picardie,2 000 - 10 000 PE,0.008071670000000003,4.08e-4,8e-6,0,0,0,0,0.764678,149
2017,Artois-Picardie,10 000 - 100 000 PE,0.03427714,0,0,0,4.84e-4,0,0,2.526014,85
2017,Artois-Picardie,> 100 000 PE,0.03368395,4.9e-4,0,0,0,0,0,2.536833,12
2017,Rhin-Meuse,0 - 200 PE,6.938000000000003e-5,0,0,0,0,0,0,0.017006,138
2017,Rhin-Meuse,200 - 2 000 PE,9.416500000000027e-4,0,0,0,0,0,0,0.342644,510
2017,Rhin-Meuse,2 000 - 10 000 PE,0.008453539999999999,2.86e-4,4.63e-4,0,0,1.71e-4,0,0.827214,175
2017,Rhin-Meuse,10 000 - 100 000 PE,0.030764200000000005,0.001208,0.002435,0,0,1.26e-4,0,2.678941,93
2017,Rhin-Meuse,> 100 000 PE,0.03590676,0,0.002262,0,0.018516,0,0,3.20355,9
2017,Seine-Normandie,0 - 200 PE,3.4282999999999997e-4,0,0,0,0,3e-6,0,0.046831,411
2017,Seine-Normandie,200 - 2 000 PE,0.0072277600000000015,8.7e-4,2.39e-4,0,1.1e-5,2.55e-4,0,1.175729,1657
2017,Seine-Normandie,2 000 - 10 000 PE,0.018165679999999993,0.004192,0.001843,4.5e-5,2.9e-5,3.57e-4,0,1.986308,475
2017,Seine-Normandie,10 000 - 100 000 PE,0.06702617000000001,0.022933,0.009259,3.97e-4,0.003429,8.04e-4,7.9e-5,5.39321,182
2017,Seine-Normandie,> 100 000 PE,0.20526914,0.005087,0.011681,0.002442,0.019905,4.46e-4,1.6e-5,19.009966,27
2017,Loire-Bretagne,0 - 200 PE,6.047600000000001e-4,1.9e-5,0,0,0,0,0,0.235826,2397
2017,Loire-Bretagne,200 - 2 000 PE,0.016616490000000008,0.003,7.4e-5,2.2e-5,1.3e-5,1.02e-4,0,2.393928,3654
2017,Loire-Bretagne,2 000 - 10 000 PE,0.03216134000000003,0.00919,9.39e-4,1.1e-4,3.5e-5,3.19e-4,0,3.4539,783
2017,Loire-Bretagne,10 000 - 100 000 PE,0.06981353,0.024124,0.010506,2.83e-4,6.87e-4,2.98e-4,4.3e-5,7.398922,248
2017,Loire-Bretagne,> 100 000 PE,0.08197117000000001,0.017399,0.013688,0,8.3e-5,0,0,6.489997,30
2017,Adour-Garonne,0 - 200 PE,3.450299999999999e-4,0,0,0,0,0,0,0.146111,1509
2017,Adour-Garonne,200 - 2 000 PE,0.006306830000000004,8.8e-5,9.6e-5,0,4e-6,1.13e-4,0,1.259803,1909
2017,Adour-Garonne,2 000 - 10 000 PE,0.01278091999999999,4.9e-4,0.002262,3.2e-5,0,3.48e-4,0,1.770289,403
2017,Adour-Garonne,10 000 - 100 000 PE,0.040885109999999995,0.001638,0.008193,0,3.53e-4,0,1.1e-5,4.550166,169
2017,Adour-Garonne,> 100 000 PE,0.03906768000000001,0.005458,0.010272,4.13e-4,0,0,0,4.1859,18
2017,Rhône-Méditerranée,0 - 200 PE,6.240699999999999e-4,0,0,0,0,0,0,0.137493,1319
2017,Rhône-Méditerranée,200 - 2 000 PE,0.005874839999999997,2.24e-4,3.92e-4,7e-6,5e-6,2.22e-4,0,1.915084,2936
2017,Rhône-Méditerranée,2 000 - 10 000 PE,0.029803469999999988,0.002649,0.018822,4e-6,1.08e-4,4.48e-4,2e-6,3.333047,741
2017,Rhône-Méditerranée,10 000 - 100 000 PE,0.10789830000000002,0.011971,0.035757,5.9e-5,0.006472,4.32e-4,0,10.407979,343
2017,Rhône-Méditerranée,> 100 000 PE,0.15454130000000002,0.009195,0.019757,3.21e-4,0.027663,0,0,12.002598,43
2018,Artois-Picardie,0 - 200 PE,2.604e-5,4e-6,0,0,0,1e-6,0,0.003467,27
2018,Artois-Picardie,200 - 2 000 PE,0.002105931,0.013027,2.1e-5,9e-6,8.1e-5,9.1e-5,0,0.237343,268
2018,Artois-Picardie,2 000 - 10 000 PE,0.0082227,0.005875,5.55e-4,8e-6,0,7.69e-4,0,0.752894,146
2018,Artois-Picardie,10 000 - 100 000 PE,0.03209583,0.025419,0.005954,0,0.001003,1.65e-4,5.8e-4,2.533448,86
2018,Artois-Picardie,> 100 000 PE,0.03517386,0.02242,0.009415,0.00181,0.00406,0,3.11e-4,2.516833,12
2018,Rhin-Meuse,0 - 200 PE,1.53e-5,0,0,0,0,5e-6,0,0.019205,156
2018,Rhin-Meuse,200 - 2 000 PE,0.0012172300000000004,9.36e-4,4.9e-5,0,0,3.4e-5,0,0.358209,531
2018,Rhin-Meuse,2 000 - 10 000 PE,0.010181630000000004,0.004178,0.001922,2.5e-5,4.7e-5,3.37e-4,0,0.830924,174
2018,Rhin-Meuse,10 000 - 100 000 PE,0.04877875000000001,0.010026,0.012787,3e-6,0,1.12e-4,2.65e-4,2.671841,92
2018,Rhin-Meuse,> 100 000 PE,0.03950392,0.014031,0.009458,0,0.016226,0,0,3.20355,9
2018,Seine-Normandie,0 - 200 PE,5.912000000000002e-5,1.5e-5,1.8e-5,0,0,2.7e-5,0,0.046903,409
2018,Seine-Normandie,200 - 2 000 PE,0.00747975,0.005388,6.37e-4,4e-6,1e-4,6.22e-4,3.1e-5,1.191349,1675
2018,Seine-Normandie,2 000 - 10 000 PE,0.02071301000000001,0.012936,0.003023,7.4e-4,3.36e-4,4.84e-4,1.62e-4,1.999508,475
2018,Seine-Normandie,10 000 - 100 000 PE,0.06661029000000002,0.040375,0.016052,2.1e-4,0.003255,9.83e-4,1.68e-4,5.37831,182
2018,Seine-Normandie,> 100 000 PE,0.23491665,0.025035,0.018568,5.14e-4,0.018241,0,1.32e-4,19.169966,28
2018,Loire-Bretagne,0 - 200 PE,7.571e-5,6.2e-5,0,0,0,1.3e-5,0,0.24086,2447
2018,Loire-Bretagne,200 - 2 000 PE,0.008158610000000002,0.01586,4.25e-4,4.4e-5,2.86e-4,2.25e-4,2e-6,2.429936,3684
2018,Loire-Bretagne,2 000 - 10 000 PE,0.030924499999999966,0.022585,0.003574,2.43e-4,0.001207,7.33e-4,5.4e-5,3.441829,783
2018,Loire-Bretagne,10 000 - 100 000 PE,0.06862439000000001,0.06001,0.021728,6.81e-4,0.002824,7.33e-4,0,7.464288,250
2018,Loire-Bretagne,> 100 000 PE,0.08899905,0.046053,0.025514,0.001041,0.001472,0,0,6.47883,30
2018,Adour-Garonne,0 - 200 PE,4.1527000000000003e-4,3.34e-4,1e-6,0,0,2.6e-5,0,0.149285,1589
2018,Adour-Garonne,200 - 2 000 PE,0.006075980000000009,0.004123,0.002507,3e-6,0,0.001432,0,1.281347,1943
2018,Adour-Garonne,2 000 - 10 000 PE,0.013683275999999986,0.004684,0.006915,2e-5,1.1e-4,9.59e-4,0,1.787929,403
2018,Adour-Garonne,10 000 - 100 000 PE,0.04222223999999999,0.00727,0.029696,0,0.002102,5.02e-4,0,4.601366,172
2018,Adour-Garonne,> 100 000 PE,0.04456121999999999,0.008392,0.024592,5.34e-4,0.009371,5.78e-4,0,4.0759,17
2018,Rhône-Méditerranée,0 - 200 PE,1.3492e-4,1.26e-4,4e-6,0,0,4.6e-5,0,0.140553,1349
2018,Rhône-Méditerranée,200 - 2 000 PE,0.004679489999999998,0.0051,9.54e-4,7e-6,4e-6,7.02e-4,1.1e-5,1.946767,2993
2018,Rhône-Méditerranée,2 000 - 10 000 PE,0.029291058000000002,0.008272,0.03613,1.03e-4,1.66e-4,7.67e-4,0,3.380074,749
2018,Rhône-Méditerranée,10 000 - 100 000 PE,0.10953177999999995,0.036596,0.094967,0,0.009907,7.04e-4,9.54e-4,10.489557,342
2018,Rhône-Méditerranée,> 100 000 PE,0.16813264000000003,0.024359,0.045392,3.09e-4,0.043926,0,0,12.165498,43
2019,Artois-Picardie,0 - 200 PE,3.1749999999999997e-6,0,0,0,0,0,0,0.003797,28
2019,Artois-Picardie,200 - 2 000 PE,0.0016482199999999997,0.001008,3.64e-4,0,1.9e-5,1.54e-4,0,0.241684,276
2019,Artois-Picardie,2 000 - 10 000 PE,0.008633029999999996,0.007616,8.38e-4,1.5e-5,0,4.57e-4,0,0.754093,148
2019,Artois-Picardie,10 000 - 100 000 PE,0.04184743999999999,0.0262,0.009805,0,6.54e-4,0,0,2.5485,87
2019,Artois-Picardie,> 100 000 PE,0.03490451000000001,0.018808,0.01351,0,0.003168,0,0,2.516833,12
2019,Rhin-Meuse,0 - 200 PE,1.5879999999999997e-5,0,5e-6,0,0,0,0,0.020543,165
2019,Rhin-Meuse,200 - 2 000 PE,0.0019191099999999993,7.42e-4,9.4e-5,2.1e-5,3e-6,8.7e-5,1.2e-5,0.373758,548
2019,Rhin-Meuse,2 000 - 10 000 PE,0.008962630000000003,0.003487,0.002158,4.8e-5,1.27e-4,4.83e-4,0,0.82194,170
2019,Rhin-Meuse,10 000 - 100 000 PE,0.034936669999999996,0.01188,0.014742,1.7e-4,3.9e-4,9.1e-5,0,2.667207,92
2019,Rhin-Meuse,> 100 000 PE,0.04081791,0.011892,0.005383,0,0.01736,0,0,3.20355,9
2019,Seine-Normandie,0 - 200 PE,5.179000000000002e-5,2e-5,1.4e-5,0,0,1.4e-5,0,0.050344,435
2019,Seine-Normandie,200 - 2 000 PE,0.007039239999999996,0.004853,7.51e-4,2.1e-5,9.3e-5,8.57e-4,0,1.200087,1677
2019,Seine-Normandie,2 000 - 10 000 PE,0.018712270000000024,0.012726,0.003711,5.1e-5,2.38e-4,0.001196,1.5e-4,1.992217,477
2019,Seine-Normandie,10 000 - 100 000 PE,0.062418900000000006,0.036858,0.018967,4.7e-4,0.003689,0.001243,1.46e-4,5.37831,182
2019,Seine-Normandie,> 100 000 PE,0.21720824000000005,0.032425,0.078238,0.002439,0.099478,0.001567,0.006637,19.169966,28
2019,Loire-Bretagne,0 - 200 PE,1.8472999999999987e-4,7.1e-5,1.4e-5,0,0,2.7e-5,0,0.244967,2478
2019,Loire-Bretagne,200 - 2 000 PE,0.010090640000000008,0.00609,9.54e-4,6e-5,5.1e-5,4.23e-4,0,2.452444,3711
2019,Loire-Bretagne,2 000 - 10 000 PE,0.03816258576999995,0.033025,0.004099,8.4e-5,5.67e-4,0.001005,0,3.480296,787
2019,Loire-Bretagne,10 000 - 100 000 PE,0.06924414999999996,0.038312,0.02894,1.85e-4,0.002565,6.24e-4,2e-6,7.456804,248
2019,Loire-Bretagne,> 100 000 PE,0.08557672000000001,0.043794,0.025413,9.99e-4,0.012999,0,0,6.510163,30
2019,Adour-Garonne,0 - 200 PE,1.1409999999999997e-4,8.2e-5,2e-6,0,0,2.1e-5,0,0.151067,1603
2019,Adour-Garonne,200 - 2 000 PE,0.004535699999999992,0.001741,7.41e-4,3.4e-5,1.4e-5,5.12e-4,7.4e-5,1.286555,1942
2019,Adour-Garonne,2 000 - 10 000 PE,0.012947430000000001,0.00317,0.007055,3.7e-5,1.82e-4,7.74e-4,3e-6,1.786925,401
2019,Adour-Garonne,10 000 - 100 000 PE,0.040588650000000004,0.007772,0.031153,0,3.31e-4,9.2e-5,0,4.615807,172
2019,Adour-Garonne,> 100 000 PE,0.05160624,0.008068,0.01673,0,0.009989,0,0,4.0759,17
2019,Rhône-Méditerranée,0 - 200 PE,2.044999999999999e-4,5e-6,7e-6,0,0,8.6e-5,0,0.142695,1378
2019,Rhône-Méditerranée,200 - 2 000 PE,0.016062153000000006,0.00142,0.0017,1.5e-5,3.7e-5,0.001065,1.5e-5,1.951846,3012
2019,Rhône-Méditerranée,2 000 - 10 000 PE,0.02893440999999997,0.007179,0.036214,1.21e-4,2.66e-4,0.021442,0,3.437056,757
2019,Rhône-Méditerranée,10 000 - 100 000 PE,0.10196650000000002,0.022951,0.061958,0.00119,0.01015,0.001179,1.78e-4,10.593875,344
2019,Rhône-Méditerranée,> 100 000 PE,0.14665457999999998,0.010236,0.052008,7.71e-4,0.050654,0,0.001855,12.174331,43
2020,Artois-Picardie,0 - 200 PE,3.585e-6,0,0,0,0,1e-6,0,0.004386,36
2020,Artois-Picardie,200 - 2 000 PE,0.0014895899999999994,8.66e-4,6.52e-4,0,2.3e-5,3.37e-4,0,0.251126,287
2020,Artois-Picardie,2 000 - 10 000 PE,0.00871233,0.007329,0.001524,2.2e-5,3.5e-5,6.23e-4,4.7e-5,0.75768,148
2020,Artois-Picardie,10 000 - 100 000 PE,0.033187190000000005,0.027439,0.010798,3.9e-5,6.84e-4,2.61e-4,0,2.540765,87
2020,Artois-Picardie,> 100 000 PE,0.033691940000000004,0.023764,0.0087,0,0.003277,0,0.00126,2.516833,12
2020,Rhin-Meuse,0 - 200 PE,3.900000000000001e-6,0,0,0,0,0,0,0.022133,177
2020,Rhin-Meuse,200 - 2 000 PE,7.265399999999999e-4,0.017937,1.05e-4,1.9e-5,3e-6,1.58e-4,0,0.390393,578
2020,Rhin-Meuse,2 000 - 10 000 PE,0.01130013,0.004378,0.002266,7e-6,1.23e-4,5.93e-4,0,0.834455,171
2020,Rhin-Meuse,10 000 - 100 000 PE,0.03046596,0.011084,0.017842,0,3.5e-5,1.19e-4,0,2.678507,91
2020,Rhin-Meuse,> 100 000 PE,0.03876459,0.008997,0.005735,1.8e-5,0.016389,0,2.4e-5,3.20355,9
2020,Seine-Normandie,0 - 200 PE,5.544000000000001e-5,3e-6,2.1e-5,0,0,8e-6,0,0.051383,446
2020,Seine-Normandie,200 - 2 000 PE,0.006848650000000001,0.001812,0.001517,0,1.47e-4,0.001296,1.2e-5,1.228735,1712
2020,Seine-Normandie,2 000 - 10 000 PE,0.01985858,0.009282,0.006116,4.3e-5,2.94e-4,0.001715,4.6e-5,2.005806,473
2020,Seine-Normandie,10 000 - 100 000 PE,0.06141357999999999,0.032294,0.023963,2.96e-4,0.003821,0.001381,2.84e-4,5.37831,182
2020,Seine-Normandie,> 100 000 PE,0.22455830999999996,0.016376,0.035602,5.33e-4,0.059543,2.18e-4,0.005318,19.247466,28
2020,Loire-Bretagne,0 - 200 PE,7.761000000000001e-5,4e-6,3e-6,0,0,1.4e-5,0,0.249324,2525
2020,Loire-Bretagne,200 - 2 000 PE,0.00884815999999999,0.003419,0.001744,2.2e-5,3.3e-5,7.09e-4,0,2.484617,3756
2020,Loire-Bretagne,2 000 - 10 000 PE,0.035922999999999976,0.021919,0.009074,8.2e-5,5.3e-4,0.005969,0,3.488354,787
2020,Loire-Bretagne,10 000 - 100 000 PE,0.07137694,0.052591,0.049488,2.13e-4,0.002507,9.55e-4,0,7.444904,248
2020,Loire-Bretagne,> 100 000 PE,0.08349781999999999,0.040103,0.028468,0.001048,0.016692,1.1e-5,0,6.335163,29
2020,Adour-Garonne,0 - 200 PE,1.2665000000000004e-4,0,1.6e-5,0,0,0.001027,0,0.153971,1620
2020,Adour-Garonne,200 - 2 000 PE,0.004261159999999997,5.65e-4,0.014519,2.6e-5,6e-6,6.8e-4,0,1.296633,1959
2020,Adour-Garonne,2 000 - 10 000 PE,0.013837089999999996,0.001608,0.009008,4.2e-5,1.83e-4,9.17e-4,1.2e-5,1.816192,404
2020,Adour-Garonne,10 000 - 100 000 PE,0.04161309000000001,0.005711,0.033,0,9.09e-4,6.26e-4,2e-6,4.658707,172
2020,Adour-Garonne,> 100 000 PE,0.044650470000000005,0.004641,0.024611,0,0.008159,4.35e-4,0,4.0759,17
2020,Rhône-Méditerranée,0 - 200 PE,3.304399999999999e-4,0,1.7e-5,0,0,6.3e-5,0,0.156306,1512
2020,Rhône-Méditerranée,200 - 2 000 PE,0.007240170000000001,7.2e-4,0.001531,3e-5,9.9e-5,0.001313,8e-6,1.982389,3051
2020,Rhône-Méditerranée,2 000 - 10 000 PE,0.030895359999999983,0.005503,0.021752,0.001881,4.23e-4,0.001263,6.9e-5,3.449717,754
2020,Rhône-Méditerranée,10 000 - 100 000 PE,0.10067691000000001,0.021438,0.065076,0.001209,0.010487,0.001045,1.8e-4,10.587007,341
2020,Rhône-Méditerranée,> 100 000 PE,0.15262450999999996,0.008491,0.06166,4.4e-5,0.056792,0,0.001558,12.305298,44
2021,Artois-Picardie,0 - 200 PE,2.3049999999999998e-5,2e-6,2.1e-5,0,0,0,0,0.004536,36
2021,Artois-Picardie,200 - 2 000 PE,0.00142074,7.39e-4,7.11e-4,3.1e-4,0,3.22e-4,0,0.249256,287
2021,Artois-Picardie,2 000 - 10 000 PE,0.008605910000000001,0.006883,0.001737,2.73e-4,0,0.00103,0,0.772052,152
2021,Artois-Picardie,10 000 - 100 000 PE,0.03253756000000001,0.026051,0.010882,0,7.15e-4,1.51e-4,0,2.527096,86
2021,Artois-Picardie,> 100 000 PE,0.034682279999999996,0.010509,0.017212,0,0.004418,0,0,2.516833,12
2021,Rhin-Meuse,0 - 200 PE,4.11e-6,0,0,0,0,1e-6,0,0.024009,191
2021,Rhin-Meuse,200 - 2 000 PE,9.631300000000003e-4,1.78e-4,2.26e-4,0,0,2.38e-4,0,0.400184,595
2021,Rhin-Meuse,2 000 - 10 000 PE,0.01117708,0.005361,0.002702,0,1.97e-4,6.5e-4,0,0.838975,171
2021,Rhin-Meuse,10 000 - 100 000 PE,0.031629189999999995,0.009725,0.018534,0,0,8.1e-5,0,2.668457,90
2021,Rhin-Meuse,> 100 000 PE,0.040974540000000004,0.009431,0.00757,1.9e-5,0.002468,0,0,3.23435,9
2021,Seine-Normandie,0 - 200 PE,4.081999999999999e-5,3e-6,0,0,0,1.2e-5,0,0.053247,460
2021,Seine-Normandie,200 - 2 000 PE,0.0067203000000000054,0.001062,0.001792,0,1.85e-4,0.001786,2.6e-5,1.238354,1715
2021,Seine-Normandie,2 000 - 10 000 PE,0.020154130000000017,0.00868,0.006518,6.2e-5,2.93e-4,0.002255,4.6e-5,2.02594,472
2021,Seine-Normandie,10 000 - 100 000 PE,0.06713788000000002,0.037513,0.023048,1.3e-4,0.003647,0.001076,0,5.386426,181
2021,Seine-Normandie,> 100 000 PE,0.23195549999999993,0.064166,0.038778,0.001125,0.057851,2e-6,0.006897,19.220466,28
2021,Loire-Bretagne,0 - 200 PE,1.3739e-4,7e-6,1.04e-4,0,0,1.6e-5,0,0.258081,2608
2021,Loire-Bretagne,200 - 2 000 PE,0.00991786,0.007973,0.002623,0,3.7e-5,0.002471,2.3e-5,2.476481,3729
2021,Loire-Bretagne,2 000 - 10 000 PE,0.03502007999999996,0.028389,0.010536,3.85e-4,6.43e-4,0.00256,0,3.49525,789
2021,Loire-Bretagne,10 000 - 100 000 PE,0.07307531000000005,0.039795,0.033513,0,0.002443,8.86e-4,1.1e-5,7.396594,247
2021,Loire-Bretagne,> 100 000 PE,0.08518495999999999,0.031741,0.037871,0.00102,0.009266,0,0,6.452163,29
2021,Adour-Garonne,0 - 200 PE,1.3129e-4,0,6e-6,0,0,3.1e-5,0,0.156429,1652
2021,Adour-Garonne,200 - 2 000 PE,0.003055580000000001,3.16e-4,0.001381,8e-6,8e-6,8e-4,0,1.302311,1968
2021,Adour-Garonne,2 000 - 10 000 PE,0.013716710000000007,0.001137,0.009242,7e-6,1.91e-4,9.23e-4,0,1.811825,402
2021,Adour-Garonne,10 000 - 100 000 PE,0.044102940000000014,0.005603,0.030787,1.22e-4,0.001044,2.04e-4,0,4.68169,172
2021,Adour-Garonne,> 100 000 PE,0.04440035,0.005884,0.015227,0,0.008437,0,0,4.0759,17
2021,Rhône-Méditerranée,0 - 200 PE,3.2171999999999973e-4,0,8e-6,0,0,1.06e-4,0,0.160369,1583
2021,Rhône-Méditerranée,200 - 2 000 PE,0.00605261000000001,8.26e-4,0.001652,1.4e-5,7e-6,0.001224,0,1.893064,2900
2021,Rhône-Méditerranée,2 000 - 10 000 PE,0.032556099,0.003916,0.018899,7e-5,4.16e-4,0.001145,0,3.333218,721
2021,Rhône-Méditerranée,10 000 - 100 000 PE,0.09920862000000007,0.019016,0.063608,0,0.012548,0.001435,0,10.188222,324
2021,Rhône-Méditerranée,> 100 000 PE,0.14465663000000004,0.006392,0.053686,4.5e-4,0.052537,3.02e-4,4.02e-4,12.051298,42
2007,Metropolitan France,0 - 200 PE,NA,NA,NA,NA,NA,NA,NA,0.374584,3689
2007,Metropolitan France,200 - 2 000 PE,NA,NA,NA,NA,NA,NA,NA,5.574198,8374
2007,Metropolitan France,2 000 - 10 000 PE,NA,NA,NA,NA,NA,NA,NA,8.604446,1966
2007,Metropolitan France,10 000 - 100 000 PE,NA,NA,NA,NA,NA,NA,NA,26.633514,907
2007,Metropolitan France,> 100 000 PE,NA,NA,NA,NA,NA,NA,NA,42.17186,120
2008,Metropolitan France,0 - 200 PE,NA,NA,NA,NA,NA,NA,NA,0.396549,3894
2008,Metropolitan France,200 - 2 000 PE,NA,NA,NA,NA,NA,NA,NA,5.823986,8760
2008,Metropolitan France,2 000 - 10 000 PE,NA,NA,NA,NA,NA,NA,NA,9.200263,2099
2008,Metropolitan France,10 000 - 100 000 PE,NA,NA,NA,NA,NA,NA,NA,28.373251,960
2008,Metropolitan France,> 100 000 PE,NA,NA,NA,NA,NA,NA,NA,42.39186,121
2009,Metropolitan France,0 - 200 PE,NA,NA,NA,NA,NA,NA,NA,0.412431,4030
2009,Metropolitan France,200 - 2 000 PE,NA,NA,NA,NA,NA,NA,NA,6.037855,9065
2009,Metropolitan France,2 000 - 10 000 PE,NA,NA,NA,NA,NA,NA,NA,9.785115,2223
2009,Metropolitan France,10 000 - 100 000 PE,NA,NA,NA,NA,NA,NA,NA,29.96362,1011
2009,Metropolitan France,> 100 000 PE,NA,NA,NA,NA,NA,NA,NA,43.248027,126
2010,Metropolitan France,0 - 200 PE,NA,NA,NA,NA,NA,NA,NA,0.42685,4159
2010,Metropolitan France,200 - 2 000 PE,NA,NA,NA,NA,NA,NA,NA,6.231432,9326
2010,Metropolitan France,2 000 - 10 000 PE,NA,NA,NA,NA,NA,NA,NA,10.365372,2350
2010,Metropolitan France,10 000 - 100 000 PE,NA,NA,NA,NA,NA,NA,NA,30.855839,1037
2010,Metropolitan France,> 100 000 PE,NA,NA,NA,NA,NA,NA,NA,43.916627,128
2011,Metropolitan France,0 - 200 PE,NA,NA,NA,NA,NA,NA,NA,0.440549,4287
2011,Metropolitan France,200 - 2 000 PE,NA,NA,NA,NA,NA,NA,NA,6.40597,9582
2011,Metropolitan France,2 000 - 10 000 PE,NA,NA,NA,NA,NA,NA,NA,10.909854,2471
2011,Metropolitan France,10 000 - 100 000 PE,NA,NA,NA,NA,NA,NA,NA,31.545692,1070
2011,Metropolitan France,> 100 000 PE,NA,NA,NA,NA,NA,NA,NA,44.707927,132
2012,Metropolitan France,0 - 200 PE,NA,NA,NA,NA,NA,NA,NA,0.454487,4400
