Year,basin,PE_bin,sludge_production,sludge_spread,sludge_compost,sludge_landfill,sludge_incinerated,sludge_to_other_WWTP,sludge_industrial_valorisation,capacity,nb_WWTP
2012,Metropolitan France,200 - 2 000 PE,NA,NA,NA,NA,NA,NA,NA,6.567996,9815
2012,Metropolitan France,2 000 - 10 000 PE,NA,NA,NA,NA,NA,NA,NA,11.237676,2548
2012,Metropolitan France,10 000 - 100 000 PE,NA,NA,NA,NA,NA,NA,NA,32.004428,1086
2012,Metropolitan France,> 100 000 PE,NA,NA,NA,NA,NA,NA,NA,45.059927,134
2013,Metropolitan France,0 - 200 PE,NA,NA,NA,NA,NA,NA,NA,0.470458,4541
2013,Metropolitan France,200 - 2 000 PE,NA,NA,NA,NA,NA,NA,NA,6.737246,10066
2013,Metropolitan France,2 000 - 10 000 PE,NA,NA,NA,NA,NA,NA,NA,11.556225,2616
2013,Metropolitan France,10 000 - 100 000 PE,NA,NA,NA,NA,NA,NA,NA,32.129049,1093
2013,Metropolitan France,> 100 000 PE,NA,NA,NA,NA,NA,NA,NA,45.176593,135
2014,Metropolitan France,0 - 200 PE,NA,NA,NA,NA,NA,NA,NA,0.479105,4636
2014,Metropolitan France,200 - 2 000 PE,NA,NA,NA,NA,NA,NA,NA,6.851959,10230
2014,Metropolitan France,2 000 - 10 000 PE,NA,NA,NA,NA,NA,NA,NA,11.812163,2676
2014,Metropolitan France,10 000 - 100 000 PE,NA,NA,NA,NA,NA,NA,NA,32.425849,1106
2014,Metropolitan France,> 100 000 PE,NA,NA,NA,NA,NA,NA,NA,46.097593,138
2015,Metropolitan France,0 - 200 PE,0.002258,2.9e-5,0,0,0,0,0,0.556414,5504
2015,Metropolitan France,200 - 2 000 PE,0.042465,1.21e-4,8.2e-5,0,3e-6,3.1e-5,0,7.193246,10743
2015,Metropolitan France,2 000 - 10 000 PE,0.107629333,0.001267,3.79e-4,1.3e-5,2.9e-5,4e-6,0,12.083496,2734
2015,Metropolitan France,10 000 - 100 000 PE,0.335413,0.002317,0.002524,0,3.2e-5,0,0,32.509263,1106
2015,Metropolitan France,> 100 000 PE,0.586723,0,0,0,0,0,0,47.419094,139
2016,Metropolitan France,0 - 200 PE,0.0023741400000000016,1e-6,0,0,0,0,0,0.570607,5648
2016,Metropolitan France,200 - 2 000 PE,0.04205886999999996,6.2e-5,5e-6,0,0,1.1e-5,0,7.222143,10786
2016,Metropolitan France,2 000 - 10 000 PE,0.10812815999999988,5.97e-4,8.6e-5,0,2.9e-5,4e-5,0,12.037044,2711
2016,Metropolitan France,10 000 - 100 000 PE,0.3308224099999999,0.001986,0.001204,0,0,0,0,32.832928,1117
2016,Metropolitan France,> 100 000 PE,0.48263558999999995,0,0,0,0,0,0,47.062261,137
2017,Metropolitan France,0 - 200 PE,0.0019874400000000026,1.9e-5,0,0,0,3e-6,0,0.586734,5802
2017,Metropolitan France,200 - 2 000 PE,0.03829554000000008,0.004217,8.01e-4,2.9e-5,3.3e-5,6.98e-4,0,7.305195,10915
2017,Metropolitan France,2 000 - 10 000 PE,0.10943661999999986,0.017215,0.024337,1.91e-4,1.72e-4,0.001643,2e-6,12.135436,2726
2017,Metropolitan France,10 000 - 100 000 PE,0.3506644499999997,0.061874,0.06615,7.39e-4,0.011425,0.00166,1.33e-4,32.955232,1120
2017,Metropolitan France,> 100 000 PE,0.55044,0.037629,0.05766,0.003176,0.066167,4.46e-4,1.6e-5,47.428844,139
2018,Metropolitan France,0 - 200 PE,7.263599999999998e-4,5.41e-4,2.3e-5,0,0,1.18e-4,0,0.600273,5977
2018,Metropolitan France,200 - 2 000 PE,0.02971699099999995,0.044434,0.004593,6.7e-5,4.71e-4,0.003106,4.4e-5,7.444951,11094
2018,Metropolitan France,2 000 - 10 000 PE,0.11301617399999996,0.05853,0.052119,0.001139,0.001866,0.004049,2.16e-4,12.193158,2730
2018,Metropolitan France,10 000 - 100 000 PE,0.36786327999999957,0.179696,0.181184,8.94e-4,0.019091,0.003199,0.001967,33.13881,1124
2018,Metropolitan France,> 100 000 PE,0.6112873399999998,0.14029,0.132939,0.004208,0.093296,5.78e-4,4.43e-4,47.610577,139
2019,Metropolitan France,0 - 200 PE,5.741749999999994e-4,1.78e-4,4.2e-5,0,0,1.48e-4,0,0.613413,6087
2019,Metropolitan France,200 - 2 000 PE,0.041295062999999965,0.015854,0.004604,1.51e-4,2.17e-4,0.003098,1.01e-4,7.506374,11166
2019,Metropolitan France,2 000 - 10 000 PE,0.1163523557699999,0.067203,0.054075,3.56e-4,0.00138,0.025357,1.53e-4,12.272527,2740
2019,Metropolitan France,10 000 - 100 000 PE,0.35100230999999993,0.143973,0.165565,0.002015,0.017779,0.003229,3.26e-4,33.260503,1125
2019,Metropolitan France,> 100 000 PE,0.5767682,0.125223,0.191282,0.004209,0.193648,0.001567,0.008492,47.650743,139
2020,Metropolitan France,0 - 200 PE,5.976249999999994e-4,7e-6,5.7e-5,0,0,0.001113,0,0.637503,6316
2020,Metropolitan France,200 - 2 000 PE,0.02941427000000004,0.025319,0.020068,9.7e-5,3.11e-4,0.004493,2e-5,7.633893,11343
2020,Metropolitan France,2 000 - 10 000 PE,0.12052648999999988,0.050019,0.04974,0.002077,0.001588,0.01108,1.74e-4,12.352204,2737
2020,Metropolitan France,10 000 - 100 000 PE,0.33873366999999965,0.150557,0.200167,0.001757,0.018443,0.004387,4.66e-4,33.2882,1121
2020,Metropolitan France,> 100 000 PE,0.5777876400000002,0.102372,0.164776,0.001643,0.160852,6.64e-4,0.00816,47.68421,139
2021,Metropolitan France,0 - 200 PE,6.583800000000002e-4,1.2e-5,1.39e-4,0,0,1.66e-4,0,0.656671,6530
2021,Metropolitan France,200 - 2 000 PE,0.028130219999999963,0.011094,0.008385,3.32e-4,2.37e-4,0.006841,4.9e-5,7.55965,11194
2021,Metropolitan France,2 000 - 10 000 PE,0.12123000899999997,0.054366,0.049634,7.97e-4,0.00174,0.008563,4.6e-5,12.27726,2707
2021,Metropolitan France,10 000 - 100 000 PE,0.34769149999999976,0.137703,0.180372,2.52e-4,0.020397,0.003833,1.1e-5,32.848485,1100
2021,Metropolitan France,> 100 000 PE,0.5818542600000002,0.128123,0.170344,0.002614,0.134977,3.04e-4,0.007299,47.55101,137
