Year,capacity,nb_WWTP,PE_bin,Pt_in,Pt_in_adj,NGL_in,NGL_in_adj,DBO5_in,DBO5_in_adj,DCO_in,DCO_in_adj,MES_in,MES_in_adj,Pt_out,Pt_out_adj,NGL_out,NGL_out_adj,DBO5_out,DBO5_out_adj,DCO_out,DCO_out_adj,MES_out,MES_out_adj,NGL_yield,Pt_yield,DBO5_yield,DCO_yield,MES_yield,N_P_ratio_in,N_P_ratio_out,DBO5_N_ratio_in,DBO5_N_ratio_out,DBO5_P_ratio_in,DBO5_P_ratio_out,DCO_N_ratio_in,DCO_N_ratio_out,DCO_P_ratio_in,DCO_P_ratio_out,DCO_DBO5_ratio_in,DCO_DBO5_ratio_out,Pt_PE_ratio_in,Pt_PE_ratio_out,NGL_PE_ratio_in,NGL_PE_ratio_out,DBO5_PE_ratio_in,DBO5_PE_ratio_out,DCO_PE_ratio_in,DCO_PE_ratio_out,MES_PE_ratio_in,MES_PE_ratio_out
2011,12.3,43,> 100 000 PE,3.98,3.98,20,28.61671,135,135,314,314,156,156,1.37,1.37,11.4,15.49742,8.2,8.2,33.6,33.6,10.8,10.8,47,66,94,89,93,7.35,14,4.72,0.574,34,6,10.8,2.27,79,24.6,2.33,4.1,0.889,0.305,6.41,3.4499999999999997,30.200000000000003,1.83,70.3,7.51,34.9,2.4099999999999997
2012,0,10,unreported PE,0.00191,0.00191,0.00976,0.00976,0.259,0.259,0.482,0.482,0.105,0.105,0.00128,0.00128,0.00282,0.00282,0.00935,0.00935,0.0337,0.0337,0.00723,0.00723,72,33,96,93,93,7.68,2.38,13.7,1.25,132,7.19,23.2,4.85,241,24.9,1.86,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,0.0114,89,0 - 200 PE,0.0033,0.00496,0.0214,0.04175,0.13,0.13797,0.325,0.34492,0.169,0.17936,0.00213,0.00332,0.0124,0.02224,0.0185,0.02062,0.0692,0.07848,0.0282,0.03056,32,25,84,75,82,8.79,8.15,3.1,0.705,29.2,6.96,7.36,2.8,71.4,24.9,2.51,3.77,1.1900000000000002,0.795,10,5.34,33,4.9399999999999995,82.60000000000001,18.8,43,7.32
2012,1.18,1438,200 - 2 000 PE,0.35,0.44986,1.89,3.66672,13.9,14.06979,35,35.52014,17.7,17.9208,0.176,0.22658,0.834,1.44349,0.944,1.02292,4.59,4.81426,1.88,1.95344,61,50,93,87,89,7.97,6.21,3.91,0.679,32.1,4.42,9.96,3.38,80.8,21.6,2.52,4.81,1.0399999999999998,0.524,8.489999999999998,3.3400000000000003,32.599999999999994,2.37,82.3,11.1,41.4,4.52
2012,3.2,706,2 000 - 10 000 PE,0.994,1.01125,5.98,8.41123,32.2,32.26461,81,81.16252,38.6,38.67745,0.325,0.33089,1.3,1.7597,1.07,1.08475,6.23,6.2686,1.84,1.84904,79,68,97,92,95,8.31,5.76,3.83,0.529,31.9,3.27,9.76,3.26,80.3,18.9,2.52,5.8,0.867,0.283,7.21,1.51,27.599999999999998,0.9319999999999999,69.5,5.37,33.099999999999994,1.59
2012,10.3,331,10 000 - 100 000 PE,3.02,3.02589,16.8,21.79452,89.9,90.07544,221,221.43127,105,105.2049,0.799,0.80166,5.11,6.36714,2.88,2.90538,16.6,16.6,4.88,4.88,71,74,97,92,95,6.89,7.95,4.17,0.42,29.7,3.62,10.3,2.53,73,20.7,2.46,5.76,0.809,0.214,5.8100000000000005,1.7,24,0.775,59,4.43,28.1,1.3
2012,12.3,43,> 100 000 PE,3.58,3.58,21,29.62392,130,130,315,315,150,150,1.32,1.32,10.8,14.89236,7.7,7.7,36.6,36.6,10.9,10.9,49,63,94,88,93,8.5,13.4,4.42,0.442,36.3,5.83,10.7,2.11,87.9,27.7,2.42,4.75,0.8,0.29500000000000004,6.61,3.3400000000000003,29.1,1.72,70.3,8.18,33.5,2.4299999999999997
2013,0,8,unreported PE,8.78e-4,8.8e-4,0.00334,0.00334,0.249,0.249,0.491,0.491,0.0856,0.0856,3.43e-4,3.4e-4,4.29e-4,4.3e-4,0.00361,0.00361,0.0194,0.0194,0.00512,0.00512,89,61,99,96,94,6.53,1.45,37,1.01,272,9.45,68.9,8.57,523,42.8,1.97,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,0.0176,140,0 - 200 PE,0.00669,0.0095,0.032,0.06155,0.189,0.19615,0.546,0.56665,0.265,0.27502,0.00423,0.0063,0.0209,0.03664,0.0228,0.02763,0.114,0.13861,0.0492,0.05819,36,34,86,77,79,8.5,8.15,3.12,0.728,22.5,4.72,9.05,3.91,69.4,24.8,2.9,5,1.48,0.983,9.610000000000001,5.71,30.5,4.31,88.4,21.6,42.9,9.08
2013,1.24,1505,200 - 2 000 PE,0.353,0.45216,2.01,3.50336,13.5,13.69222,40.3,40.81872,17.1,17.32902,0.181,0.23251,0.931,1.47006,1.01,1.1146,4.87,5.18085,2.17,2.24474,58,49,92,88,87,8.23,6.24,3.67,0.8,30.1,4.86,12.5,3.76,92.7,23,2.99,4.78,0.9990000000000001,0.515,7.74,3.25,30.200000000000003,2.4499999999999997,90.30000000000001,11.5,38.3,4.95
2013,3.24,711,2 000 - 10 000 PE,1,1.02169,6.17,8.47202,32.1,32.18341,80.9,81.06007,39,39.07716,0.317,0.32423,1.34,1.76538,1.11,1.15384,6.25,6.31669,1.92,1.93072,79,68,96,92,95,8.09,5.69,3.79,0.625,31.5,3.42,9.75,3.51,79.1,19.2,2.51,5.56,0.866,0.27399999999999997,7.16,1.5,27.2,0.976,68.5,5.34,33,1.63
2013,10.3,332,10 000 - 100 000 PE,2.64,2.64,17.4,21.58924,91.2,91.2,227,227,107,107,0.681,0.68591,5.34,6.457,3.08,3.14159,20.7,20.89513,5.51,5.56773,71,74,97,91,95,8.42,9.69,4.15,0.449,34.5,4.52,10.4,3.31,86,30.4,2.49,6.68,0.703,0.183,5.7299999999999995,1.72,24.299999999999997,0.8360000000000001,60.400000000000006,5.57,28.6,1.48
2013,12.3,43,> 100 000 PE,3.54,3.54,21.6,30.47031,133,133,324,324,156,156,1.21,1.21,11.2,15.44393,6.84,6.84,31.9,31.9,8.87,8.87,48,66,95,90,94,8.8,15,4.39,0.437,37.6,5.66,10.6,1.98,91.4,26.3,2.43,4.65,0.791,0.27,6.8100000000000005,3.46,29.8,1.5299999999999998,72.3,7.119999999999999,34.9,1.98
2014,0,6,unreported PE,6.81e-4,6.8e-4,0.00379,0.00379,0.122,0.122,0.248,0.248,0.0602,0.0602,3.87e-4,3.9e-4,3.49e-4,3.5e-4,0.00174,0.00174,0.0121,0.0121,0.00454,0.00454,94,43,99,95,92,11.2,1.11,5.11,1.01,179,4.46,13.2,8.27,361,30.7,2.02,6.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,0.0224,186,0 - 200 PE,0.00698,0.01046,0.0433,0.07985,0.295,0.30638,0.756,0.7955,0.398,0.41335,0.00396,0.00669,0.0187,0.03659,0.029,0.03782,0.128,0.15525,0.048,0.058,55,35,88,81,86,8.28,5.51,3.64,0.767,30.9,5.02,9.26,3.59,75.8,21.2,2.59,4.33,1.28,0.82,9.790000000000001,4.5,37.5,4.64,97.5,19,50.6,7.1000000000000005
2014,1.34,1664,200 - 2 000 PE,0.39,0.49274,2.4,3.9481,15.3,15.46999,39.2,39.65352,20.1,20.30923,0.239,0.3028,0.954,1.48848,0.941,1.04385,4.78,5.10826,1.89,1.96388,63,39,93,87,90,8.16,4.95,3.77,0.642,31.4,3.3,9.8,3.23,80.5,16.3,2.56,5.01,1.01,0.62,8.08,3.0500000000000003,31.7,2.14,81.3,10.5,41.7,4.029999999999999
2014,3.29,732,2 000 - 10 000 PE,1.02,1.03573,6.26,8.44006,32.2,32.21957,82.7,82.75027,41,41.02492,0.329,0.33438,1.3,1.69903,1.01,1.04631,6.01,6.06254,1.64,1.64653,80,68,97,93,96,8.24,5.24,3.73,0.584,30.9,3.01,9.86,3.5,79.6,17.8,2.57,5.83,0.8630000000000001,0.27799999999999997,7.029999999999999,1.41,26.8,0.873,68.9,5.04,34.2,1.3699999999999999
2014,10.3,335,10 000 - 100 000 PE,2.65,2.6596,17.7,21.73803,90.1,90.21632,227,227.29306,111,111.1433,0.579,0.58744,4.9,5.95233,2.82,2.87675,15.5,15.69845,3.82,3.8463,73,78,97,93,97,8.39,10.8,4.06,0.459,33.9,4.91,10.3,2.57,85.4,26.8,2.52,5.5,0.704,0.156,5.760000000000001,1.58,23.900000000000002,0.764,60.199999999999996,4.15,29.4,1.02
2014,12.3,43,> 100 000 PE,3.66,3.66,20.7,29.9947,133,133,323,323,155,155,1.26,1.26,11,15.33201,6.37,6.37,30.5,30.5,8.28,8.28,49,66,95,91,95,8.63,14.3,4.38,0.436,36.3,5.05,10.6,2.01,88.2,24.2,2.43,4.79,0.8180000000000001,0.28200000000000003,6.720000000000001,3.42,29.7,1.42,72.1,6.83,34.7,1.85
2015,0,6,unreported PE,0.00118,0.00118,0.00896,0.00896,0.168,0.168,0.325,0.325,0.0838,0.0838,5.1e-4,5.1e-4,6.91e-4,6.9e-4,0.00413,0.00413,0.0151,0.0151,0.00437,0.00437,95,57,97,95,95,10.5,1.15,3.45,0.495,141,10.6,9.03,2.45,272,38,1.94,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,0.0242,202,0 - 200 PE,0.0164,0.02534,0.0666,0.11976,0.417,0.43745,1.14,1.18945,0.668,0.7,0.00533,0.00881,0.0331,0.06067,0.034,0.04422,0.164,0.19183,0.0568,0.06798,49,66,91,84,88,7.47,7.04,3.74,0.792,18.2,5.45,10.8,3.84,51.7,25.5,2.74,4.76,2.87,0.9990000000000001,13.6,6.88,49.5,5.01,135,21.8,79.3,7.7
2015,1.47,1862,200 - 2 000 PE,0.432,0.55205,2.5,4.21886,16.1,16.51547,41.3,42.32084,19.9,20.4114,0.208,0.26649,0.94,1.49913,0.932,1.05475,4.67,4.95326,1.9,2.0145,64,52,94,88,90,8.07,5.61,3.77,0.678,30.1,3.78,9.78,3.4,76.9,18.6,2.56,4.9,1.03,0.49799999999999994,7.87,2.8,30.900000000000002,1.97,79,9.23,38,3.76
2015,3.34,735,2 000 - 10 000 PE,1.11,1.12589,6.58,8.71988,32.3,32.44666,81.3,81.59897,38.6,38.74195,0.336,0.34169,1.32,1.69572,1,1.07352,5.6,5.73955,1.94,1.95675,80,70,97,93,95,7.95,5.07,3.72,0.585,28.9,2.99,9.51,3.27,72.6,16.1,2.52,5.43,0.923,0.281,7.16,1.39,26.599999999999998,0.885,67.10000000000001,4.71,31.8,1.61
2015,10.4,338,10 000 - 100 000 PE,2.92,2.92802,17.9,21.82754,90.8,91.04941,225,225.61804,108,108.29666,0.566,0.56736,4.68,5.62758,2.88,2.94517,14.9,15.00059,3.8,3.82289,74,81,97,93,96,8.13,10.3,4.07,0.49,31.1,5.11,10.2,2.63,76.9,26.5,2.48,5.13,0.771,0.149,5.75,1.48,23.900000000000002,0.775,59.3,3.95,28.5,1.01
2015,12.3,43,> 100 000 PE,3.75,3.75,22.3,30.71196,135,135,326,326,159,159,1.24,1.24,11.2,15.42484,6.07,6.07,28.4,28.4,8.14,8.14,50,67,95,91,95,8.43,15.3,4.41,0.375,35.9,4.88,10.6,1.82,86.9,22.8,2.42,4.68,0.839,0.27799999999999997,6.859999999999999,3.46,30.099999999999998,1.36,73,6.34,35.5,1.82
2016,0,3,unreported PE,0.00163,0.00163,0.00847,0.00847,0.193,0.193,0.362,0.362,0.995,0.995,7.14e-4,7.1e-4,0.00126,0.00126,0.00722,0.00722,0.0232,0.0232,0.00591,0.00591,85,56,96,94,99,9.27,2.05,2.37,0.177,118,10.1,5.92,1.45,221,32.5,1.88,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,0.016,133,0 - 200 PE,0.00489,0.00663,0.0297,0.05378,0.185,0.20321,0.51,0.56021,0.273,0.29988,0.00262,0.00398,0.0161,0.02935,0.013,0.01939,0.0598,0.07568,0.0196,0.02597,49,41,91,87,92,7.61,6.95,3.69,0.587,28.8,3.95,10.9,2.83,82.5,18.8,2.76,4.44,1.13,0.68,9.19,5,34.7,3.32,95.69999999999999,12.9,51.1,4.44
2016,1.5,1891,200 - 2 000 PE,0.471,0.52341,2.9,4.48723,16,16.49953,41.8,43.10532,22.3,22.9907,0.258,0.28484,1.25,1.78998,0.818,0.94422,4.55,4.85678,1.93,2.04986,60,45,95,89,91,8.42,6.32,3.59,0.521,31.4,3.23,9.75,2.75,82.3,16.8,2.61,5.38,0.953,0.5199999999999999,8.18,3.26,30.099999999999998,1.72,78.5,8.85,41.9,3.7399999999999998
2016,3.35,736,2 000 - 10 000 PE,1.04,1.04656,7.02,8.68862,32.5,32.52914,81.3,81.3729,39.6,39.63551,0.345,0.34773,1.42,1.71593,0.877,0.95757,5.24,5.31655,1.46,1.4695,80,67,97,93,96,8.3,4.94,3.73,0.524,31.1,2.66,9.41,3.13,77.7,15.3,2.5,5.71,0.856,0.28400000000000003,7.11,1.4,26.599999999999998,0.784,66.60000000000001,4.35,32.5,1.2
2016,10.5,340,10 000 - 100 000 PE,2.76,2.76381,18.7,22.22659,90.6,90.6,231,231,108,108,0.559,0.56246,4.96,5.85347,2.76,2.82481,14.9,14.96657,3.75,3.77428,74,80,97,94,97,8.41,10.9,4,0.46,32.8,4.98,10,2.56,83.7,26.6,2.55,5.34,0.7240000000000001,0.147,5.83,1.5299999999999998,23.7,0.74,60.6,3.92,28.299999999999997,0.9890000000000001
2016,12.3,43,> 100 000 PE,3.62,3.62,23.6,31.12668,133,133,323,323,160,160,1.22,1.22,13,16.73195,6.01,6.01,27.3,27.3,7.91,7.91,45,66,95,92,95,8.7,16,4.29,0.381,36.8,4.94,10.5,1.75,89.3,22.4,2.43,4.55,0.809,0.272,6.949999999999999,3.7399999999999998,29.8,1.34,72.2,6.11,35.7,1.77
2017,0,2,unreported PE,8.62e-4,8.6e-4,0.00887,0.00887,0.0245,0.0245,0.0605,0.0605,0.0357,0.0357,7.25e-4,7.2e-4,7.42e-4,7.4e-4,0.0193,0.0193,0.0535,0.0535,0.0369,0.0369,90,16,21,12,-4,10.3,1.26,2.76,24.4,28.3,26.6,6.82,62.2,70.1,73.7,2.47,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,0.0188,161,0 - 200 PE,0.00657,0.00945,0.0417,0.07137,0.244,0.29447,0.653,0.77906,0.324,0.38655,0.0042,0.00619,0.0223,0.0432,0.0122,0.0182,0.0666,0.08153,0.0251,0.0321,45,34,94,90,92,7.38,6.64,3.86,0.469,28.3,3.04,10.7,2.05,77.7,13.5,2.67,4.74,1.38,0.9039999999999999,10.4,6.3,42.9,2.66,114,11.9,56.300000000000004,4.6899999999999995
2017,1.57,2043,200 - 2 000 PE,0.488,0.53438,3.3,4.58292,16.1,17.05616,40.3,42.6761,19.7,20.86292,0.383,0.42324,1.63,2.23382,0.814,0.99612,4.69,5.22716,1.68,1.84829,50,21,94,88,91,8.56,5.07,3.55,0.428,31.4,2.2,9.1,2.37,78.7,11.9,2.5,5.49,0.933,0.739,7.99,3.8899999999999997,29.7,1.74,74.5,9.12,36.4,3.22
2017,3.33,733,2 000 - 10 000 PE,1.02,1.02384,7.48,8.89063,32.3,32.32424,80.8,80.86065,38.3,38.32875,0.499,0.50133,1.38,1.61532,0.881,0.9329,4.91,4.94083,1.39,1.40116,82,51,97,94,96,8.54,5.33,3.67,0.527,31.4,1.79,9.23,3.05,78.7,9.81,2.5,5.41,0.844,0.412,7.31,1.33,26.599999999999998,0.766,66.5,4.0600000000000005,31.5,1.15
2017,10.5,340,10 000 - 100 000 PE,2.74,2.74,19.5,22.64894,91.6,91.6,228,228,109,109,0.559,0.559,5.86,6.78338,2.81,2.84336,14.3,14.36391,3.5,3.53462,70,80,97,94,97,8.38,12.6,4.01,0.396,33.4,5.05,9.98,2.1,83.3,25.6,2.49,5.06,0.719,0.147,5.930000000000001,1.7799999999999998,24,0.745,59.9,3.76,28.6,0.9259999999999999
2017,12.3,43,> 100 000 PE,3.74,3.74,24.1,31.78615,134,134,329,329,160,160,1.26,1.26,12.9,17.01416,5.34,5.34,24.8,24.8,7.05,7.05,46,66,96,92,96,8.64,15.9,4.18,0.321,36,4.25,10.4,1.5,88.1,19.7,2.45,4.63,0.8360000000000001,0.281,7.11,3.82,30,1.1900000000000002,73.6,5.53,35.8,1.58
2018,0,3,unreported PE,0.001,0.001,0.00876,0.00876,0.024,0.024,0.0612,0.0612,0.0274,0.0274,0.00105,0.00105,0.00147,0.00147,5.98e-4,6e-4,0.00371,0.00371,0.00114,0.00114,83,-5,98,94,96,10,1.52,2.37,0.216,24,0.568,6.09,1.42,61.2,3.52,2.55,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,0.0175,147,0 - 200 PE,0.00478,0.00659,0.0368,0.05575,0.169,0.20688,0.44,0.54088,0.233,0.28522,0.00267,0.00367,0.0172,0.0261,0.00895,0.01409,0.0515,0.06758,0.019,0.02479,54,43,94,88,92,8.47,7.07,3.24,0.508,28.2,3.51,8.6,2.52,75.1,17.5,2.61,5.67,1.03,0.575,8.72,4.09,32.4,2.21,84.7,10.6,44.6,3.8899999999999997
2018,1.58,2058,200 - 2 000 PE,0.516,0.55962,3.46,4.64186,16.2,17.13031,41.9,44.2928,22.4,23.69906,0.274,0.30127,1.37,1.81895,0.919,1.11814,4.39,4.96001,1.72,1.90915,61,46,94,89,92,8.07,6.1,3.66,0.575,30.5,3.39,9.6,2.64,78.9,15.8,2.59,4.66,0.972,0.524,8.07,3.17,29.7,1.9400000000000002,76.89999999999999,8.62,41.2,3.32
2018,3.33,731,2 000 - 10 000 PE,1.06,1.06365,8.05,8.90983,32,32.01926,80.4,80.44839,39.7,39.72389,0.315,0.31686,1.62,1.79065,1.01,1.07522,5.65,5.65936,1.69,1.69717,80,70,97,93,96,8.26,5.71,3.62,0.563,30.2,3.31,9.13,3.13,75.8,17.8,2.51,5.44,0.875,0.261,7.34,1.48,26.4,0.882,66.3,4.66,32.800000000000004,1.4
2018,10.5,341,10 000 - 100 000 PE,2.79,2.79,21.3,23.31987,93.2,93.2,232,232,117,117,0.577,0.577,5.98,6.44316,3.86,3.91734,16.8,16.845,5.12,5.12,72,79,96,93,96,8.53,11.8,3.91,0.586,33.5,6.77,9.77,2.57,83.3,29.3,2.49,4.31,0.728,0.15100000000000002,6.1000000000000005,1.6900000000000002,24.400000000000002,1.02,60.699999999999996,4.41,30.599999999999998,1.34
2018,12.3,43,> 100 000 PE,3.82,3.82,25.5,32.82036,129,129,318,318,161,161,1.25,1.25,13.7,17.40625,6.46,6.46,27.1,27.1,10.6,10.6,47,67,95,91,93,8.54,16.8,3.87,0.397,33.8,5.18,9.61,1.6,83.2,21.7,2.46,4.19,0.853,0.279,7.35,3.9,28.8,1.4400000000000002,71,6.05,36,2.37
2019,0,3,unreported PE,0.0012,0.0012,0.0078,0.0078,0.0513,0.0513,0.0972,0.0972,0.0342,0.0342,0.001,0.001,0.00114,0.00114,0.00349,0.00349,0.00732,0.00732,0.00164,0.00164,85,16,93,92,95,6.52,1.14,6.57,3.06,42.9,3.48,12.5,6.42,81.3,7.3,1.89,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,0.0185,157,0 - 200 PE,0.00527,0.00782,0.0333,0.06636,0.187,0.24741,0.471,0.6305,0.229,0.29723,0.00245,0.00401,0.0151,0.03035,0.00859,0.01354,0.0445,0.06372,0.0218,0.03207,55,49,95,90,90,9.31,7.19,3.8,0.459,31.8,3.08,10.7,1.95,81.9,15.1,2.57,5.85,1.16,0.594,9.83,4.51,36.6,2.0100000000000002,93.5,9.43,44.1,4.75
2019,1.6,2097,200 - 2 000 PE,0.676,0.71832,3.61,4.60819,16.1,16.81151,40.6,42.31132,21.9,22.83799,0.289,0.3102,1.5,1.89838,0.707,0.85456,4.07,4.45625,1.77,1.93024,58,57,95,90,92,8.34,6.31,3.59,0.427,23.4,2.72,9.17,2.31,59.1,14.3,2.52,5.52,1.23,0.532,7.9,3.26,28.9,1.46,72.6,7.64,39.199999999999996,3.31
2019,3.36,733,2 000 - 10 000 PE,1.03,1.0345,8.37,8.82739,31.8,31.81896,80.2,80.30766,39.5,39.52355,0.347,0.34858,2,2.11031,1.06,1.142,6.35,6.39158,1.79,1.79825,76,66,96,92,95,8.45,5.99,3.62,0.5,30.8,3.16,9.16,3.02,77.6,18.3,2.52,5.84,0.8450000000000001,0.285,7.21,1.72,26,0.93,65.60000000000001,5.21,32.2,1.47
2019,10.5,341,10 000 - 100 000 PE,2.96,2.96,22.3,23.67021,92.1,92.1,228,228,109,109,0.703,0.703,6.42,6.73712,3.22,3.34417,15.7,15.74201,4.54,4.56715,72,76,96,93,96,8.5,12.3,3.85,0.467,31.1,4.7,9.56,2.3,76.9,22.5,2.48,4.79,0.7739999999999999,0.184,6.18,1.76,24,0.874,59.5,4.12,28.5,1.1900000000000002
2019,12.3,43,> 100 000 PE,3.77,3.77,25.3,32.07291,135,135,340,340,165,165,1.33,1.33,13.7,16.964,6.03,6.03,27.7,27.7,8.67,8.67,47,65,96,92,95,8.73,15,4.12,0.359,35.9,4.53,10.5,1.68,90.3,20.8,2.51,4.6,0.842,0.297,7.17,3.79,30.200000000000003,1.35,76,6.19,36.8,1.9400000000000002
2020,0,3,unreported PE,0.00164,0.00164,0.00971,0.00971,0.0575,0.0575,0.115,0.115,0.042,0.042,9.12e-4,9.1e-4,5.88e-4,5.9e-4,0.00113,0.00113,0.00474,0.00474,0.00145,0.00145,94,44,98,96,97,5.93,0.645,5.92,1.92,35.1,1.24,11.9,8.06,70.4,5.2,2.01,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,0.0193,161,0 - 200 PE,0.0059,0.00836,0.0469,0.0741,0.176,0.23463,0.478,0.63725,0.238,0.31729,0.00355,0.0051,0.0251,0.03961,0.00832,0.01287,0.0474,0.06444,0.0172,0.02391,46,38,94,90,93,8.91,7.77,2.62,0.363,28.2,2.52,7.35,1.56,77.5,12,2.72,5.33,1.1900000000000002,0.725,10.5,5.63,33.300000000000004,1.83,90.5,9.16,45.1,3.4099999999999997
2020,1.61,2122,200 - 2 000 PE,0.545,0.57353,3.91,4.80093,16.8,17.5446,42.8,44.72606,21.6,22.55734,0.291,0.30919,1.59,1.92672,0.787,0.96022,5.04,5.5292,1.8,1.98376,60,46,95,88,91,8.34,6.4,3.63,0.477,30.5,3.05,9.36,2.89,77.9,17.9,2.55,6.24,0.98,0.527,8.200000000000001,3.29,29.9,1.64,76.30000000000001,9.440000000000001,38.6,3.3899999999999997
2020,3.38,736,2 000 - 10 000 PE,1.21,1.21406,10.1,10.58711,37.3,37.35195,91.3,91.42716,43.7,43.76087,0.327,0.32818,1.83,1.88322,0.915,0.995,5.39,5.41758,1.6,1.61568,82,73,97,94,96,8.67,5.75,3.54,0.504,30.8,2.94,8.68,2.87,75.6,16.5,2.45,5.64,0.9810000000000001,0.266,8.57,1.5299999999999998,30.3,0.8069999999999999,74.2,4.39,35.5,1.31
2020,10.6,341,10 000 - 100 000 PE,2.69,2.69,21.6,22.96012,91,91,223,223,110,110,0.527,0.53152,5.51,5.82398,2.41,2.52094,13,13.14653,3.38,3.41519,75,80,97,94,97,8.63,11.2,3.9,0.409,33.8,4.72,9.56,2.21,82.7,24.8,2.45,5.29,0.699,0.13799999999999998,5.96,1.51,23.599999999999998,0.655,57.8,3.4099999999999997,28.5,0.887
2020,12.4,44,> 100 000 PE,3.7,3.7351,24.3,31.76191,135,135,339,339,165,165,1.27,1.28205,13.5,17.28012,6.61,6.61,27.6,27.6,8.95,8.95,45,66,95,92,95,8.84,15.8,4.13,0.396,36.1,5.06,10.5,1.63,90.6,21.3,2.51,4.17,0.829,0.283,7.029999999999999,3.83,30,1.46,75.2,6.11,36.6,1.98
