Code SANDRE;Date de mise en configuration actuelle;Date mise en service;Date de fermeture;Nom ouvrage;Commune d'implantation;Code insee commune;Cours d'eau;Entité Hydro;Masse d'eau;Code masse d'eau;X (L93);Y (L93);Capacité nominale;Unité;Exploitant;Maître d'ouvrage;Autorisation de rejet;Communes raccordées
"020832800021";"01/01/1971";"01/01/1971";"31/01/2004";"NOUZONVILLE";"NOUZONVILLE";"8328";"";"B5620000";"MEUSE 8";"FRB1R477";"825535";"6970076";"456";"kg/j DBO5";"EAU ET FORCE";"CNE DE NOUZONVILLE";"";
"026821402209";"01/11/2010";"01/11/2010";"";"MONTREUX-JEUNE";"MONTREUX-JEUNE";"68214";"";"";"";"";"1002222";"6730957";"29";"kg/j DBO5";"CNE DE MONTREUX JEUNE";"CNE DE MONTREUX JEUNE";"25/06/2010";
"026820501325";"01/10/2000";"01/10/2000";"";"MEYENHEIM";"MEYENHEIM";"68205";"";"A1470030";"ILL 4";"FRCR19";"1025808";"6766640";"334,8";"kg/j DBO5";"SAUR";"SIVU DES XII MOULINS";"31/03/1999";
"026755700413";"01/07/1997";"01/07/1997";"";"ZELLWILLER";"ZELLWILLER";"67557";"";"A2510200";"ANDLAU 2";"FRCR126";"1036122";"6822264";"2520";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"08/06/1996";
"028814800484";"01/06/1984";"01/06/1984";"25/06/2008";"DOMMARTIN-LES-REMIREMONT";"DOMMARTIN-LES-REMIREMONT";"88148";"LA MOSELLE";"A408006A";"";"";"969500";"6773995";"258";"kg/j DBO5";"SIA HAUT RANGS";"SIA HAUT RANGS";"";
"028827301218";"01/09/1997";"01/09/1997";"";"LONGCHAMP";"LONGCHAMP";"88273";"";"A4440890";"ST-OGER";"FRCR239";"959992";"6797013";"25,02";"kg/j DBO5";"CNE DE LONGCHAMP";"CNE DE LONGCHAMP";"";
"028837002034";"01/11/2009";"01/11/2009";"";"RANCOURT";"RANCOURT";"88370";"";"A5230470";"EAU DE LA VILLE";"FRCR255";"931224";"6795492";"6";"kg/j DBO5";"CNE DE RANCOURT";"CNE DE RANCOURT";"";
"028836101880";"01/09/2007";"01/09/2007";"";"PROVENCHERES-SUR-FAVE";"PROVENCHERES-SUR-FAVE";"88361";"";"A6030200";"FAVE";"FRCR290";"1002419";"6808452";"17,4";"kg/j DBO5";"CNE DE PROVENCHERES-SUR-FAVE";"CNE DE PROVENCHERES-SUR-FAVE";"13/10/2005";
"025447202449";"01/08/2014";"01/08/2014";"";"SAINT-CLEMENT";"SAINT-CLEMENT";"54472";"";"A6330100";"MEURTHE 4";"FRCR280";"966820";"6831048";"138";"kg/j DBO5";"CC DU LUNEVILLOIS";"CC DU LUNEVILLOIS";"29/06/2012";
"025739902133";"16/01/2012";"16/01/2012";"";"LEZEY";"LEZEY";"57399";"";"A7570200";"SEILLE 2";"FRCR333";"966770";"6856718";"7";"kg/j DBO5";"CNE DE LEZEY";"CNE DE LEZEY";"";
"025761701821";"01/07/2008";"01/07/2008";"";"SAINT-JURE";"SAINT-JURE";"57617";"";"A7840510";"RUISSEAU DE MOINCE";"FRCR366";"936114";"6877283";"27";"kg/j DBO5";"SOCIETE MOSELLANE DES EAUX";"SM D'ASSAINISSEMENT DE LA SEILLE AVAL";"16/08/2006";
"025418701470";"01/09/2003";"01/09/2003";"";"EUVEZIN";"EUVEZIN";"54187";"";"A7310200";"RUPT DE MAD 2";"FRCR344";"907828";"6873159";"6";"kg/j DBO5";"CNE D'EUVEZIN";"CNE D'EUVEZIN";"22/06/1998";
"025714500836";"08/06/2007";"01/01/1997";"";"COINCY";"COINCY";"57145";"";"A7890350";"RUISSEAU DE VALLIERES";"FRCR371";"939626";"6894872";"21";"kg/j DBO5";"SM COMOGYRE";"SM COMOGYRE";"";
"025749101599";"15/10/2005";"15/10/2005";"";"MOYEUVRE-GRANDE";"MOYEUVRE-GRANDE";"57491";"";"A8400100";"ORNE 2";"FRCR381";"920684";"6908407";"2529,9";"kg/j DBO5";"ORNE AVAL";"ORNE AVAL";"04/05/2004";
"025737000197";"01/01/1966";"01/01/1966";"13/08/2010";"KOENIGSMACKER";"KOENIGSMACKER";"57370";"";"A8730200";"CANNER";"FRCR404";"937926";"6926984";"42";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"SIA DE KOENIGSMACKER MALLING & HUNTING";"";
"025746001816";"02/10/2008";"02/10/2008";"";"MERTEN";"MERTEN";"57460";"";"A9610400";"BISTEN";"FRCR458";"967833";"6911478";"210";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"SIA BERVILLER MERTEN REMERING VILLING";"21/04/2005";
"025776001823";"01/03/2008";"01/03/2008";"";"ZETTING";"ZETTING";"57760";"";"A9300100";"SCHWARZBACH (AFFL. SARRE)";"FRCR449";"1001960";"6893273";"186";"kg/j DBO5";"CA SARREGUEMINES CONFLUENCES";"CA SARREGUEMINES CONFLUENCES";"07/06/2007";
"025726100173";"01/01/1976";"01/01/1976";"01/04/2005";"GROS-REDERCHING";"GROS-REDERCHING";"57261";"RUISSEAU D'ACHEN";"A930032C";"RUISSEAU D'ACHEN";"FRCR447";"1007896";"6893624";"84";"kg/j DBO5";"SIA DU BASSIN VERSANT DU VAL D'ACHEN";"SIA DU BASSIN VERSANT DU VAL D'ACHEN";"";
"028821200490";"01/02/1978";"01/02/1978";"";"GRAND";"GRAND";"88212";"";"";"RUISSEAU DE LA MALDITE";"FRHR122A";"885035";"6812727";"51";"kg/j DBO5";"SIVOM DE GRAND";"SIVOM DE GRAND";"";
"025436400076";"01/01/1973";"01/01/1973";"";"MEREVILLE";"MEREVILLE";"54364";"";"";"MOSELLE 4";"FRCR211";"932392";"6837594";"99";"kg/j DBO5";"CC MOSELLE ET MADON";"CC MOSELLE ET MADON";"";
"025765901824";"";"";"";"SPICHEREN";"SPICHEREN";"57659";"";"";"";"";"993355";"6908692";"";"kg/j DBO5";"CNE DE SPICHEREN";"CNE DE SPICHEREN";"";
"026817200443";"01/01/1974";"01/01/1974";"";"KUNHEIM";"KUNHEIM";"68172";"";"A0410300";"MUHLBACH DE SCHOENAU";"FRCR32";"1038508";"6785069";"126";"kg/j DBO5";"CC DU PAYS DE BRISACH";"CC DU PAYS DE BRISACH";"";
"026731700358";"01/01/1978";"01/01/1978";"31/12/1999";"VILLE";"NEUBOIS";"67317";"RIVIERE LE GIESSEN";"A230020A";"GIESSEN 1";"FRCR112";"1022771";"6809927";"282";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CC DU CANTON DE VILLE";"";
"025418600057";"01/01/1971";"01/01/1971";"01/10/2011";"EULMONT";"EULMONT";"54186";"";"A6950300";"AMEZULE";"FRCR331";"936832";"6854323";"57";"kg/j DBO5";"CNE D'EULMONT";"CNE D'EULMONT";"";
"025441501738";"30/06/2006";"30/06/2006";"";"PAGNY-SUR-MOSELLE";"PAGNY-SUR-MOSELLE";"54415";"";"A7220450";"MOSELLE 6";"FRCR213";"921793";"6879390";"291";"kg/j DBO5";"CNE DE PAGNY-SUR-MOSELLE";"CNE DE PAGNY-SUR-MOSELLE";"14/06/2006";
"025715500144";"22/10/1993";"01/11/1971";"01/09/2006";"COURCELLES-CHAUSSY";"COURCELLES-CHAUSSY";"57155";"RIVIERE LA NIED FRANGAISE";"A974012A";"NIED FRANCAISE 2";"FRCR417";"947651";"6895359";"106,98";"kg/j DBO5";"CNE DE COURCELLES-CHAUSSY";"CNE DE COURCELLES-CHAUSSY";"";
"025712802452";"01/07/2014";"01/07/2014";"";"CHARLEVILLE-SOUS-BOIS";"CHARLEVILLE-SOUS-BOIS";"57128";"";"A9900470";"PATURAL";"FRCR461";"949409";"6904888";"20";"kg/j DBO5";"CC DU HAUT CHEMIN";"CC DU HAUT CHEMIN";"07/12/2010";
"025728800182";"01/01/1968";"01/01/1968";"06/03/2007";"HAM-SOUS-VARSBERG";"HAM-SOUS-VARSBERG";"57288";"RIVIERE LA BISTEN";"A960020A";"BISTEN";"FRCR458";"966828";"6904217";"87";"kg/j DBO5";"SIA SUD DE LA BISTEN";"SIA SUD DE LA BISTEN";"";
"025763001318";"01/01/2001";"01/01/2001";"";"SARREBOURG";"SARREBOURG";"57630";"";"A9020100";"SARRE 2";"FRCR412";"998568";"6857684";"1998";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"18/04/2001";
"025772502178";"01/12/2012";"01/12/2012";"";"VITTERSBOURG ALBE";"VITTERSBOURG";"57725";"";"A9130352";"ALBE 2";"FRCR433";"986958";"6879835";"16";"kg/j DBO5";"CNE DE VITTERSBOURG";"CNE DE VITTERSBOURG";"10/11/2010";
"026803601697";"01/10/2005";"01/10/2005";"";"BIESHEIM";"BIESHEIM";"68036";"";"A0300102";"CANAL DE NEUF-BRISACH";"FRCR9";"1039754";"6781012";"449,58";"kg/j DBO5";"CC DU PAYS DE BRISACH";"CC DU PAYS DE BRISACH";"28/10/2004";
"026712801347";"01/01/2002";"01/01/2002";"";"ERNOLSHEIM-SUR-BRUCHE";"ERNOLSHEIM-BRUCHE";"67128";"";"A2850110";"BRUCHE 4";"FRCR91";"1037608";"6838040";"945";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CC DE LA REGION DE MOLSHEIM-MUTZIG";"";
"026754402407";"21/10/2014";"21/10/2014";"";"WISSEMBOURG";"WISSEMBOURG";"67544";"";"A3800200";"LAUTER";"FRCR207";"1065590";"6892050";"2500";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"025441102192";"01/04/2012";"01/04/2012";"";"BENNEY";"ORMES ET VILLE";"54411";"RUISSEAU DE L'EMBANIE";"A533042A";"MADON 4";"FRCR249";"936385";"6826765";"79";"kg/j DBO5";"SASS FONTAINES DU MADON";"SASS FONTAINES DU MADON";"";
"025745400218";"01/01/1987";"01/01/1987";"";"MECLEUVES";"MECLEUVES";"57454";"";"A7870840";"ST-PIERRE";"FRCR369";"938365";"6888636";"82,38";"kg/j DBO5";"HAGANIS";"HAGANIS";"23/12/2010";
"025524500102";"01/01/1982";"01/01/1982";"";"MADINE NONSARD";"HEUDICOURT-SOUS-LES-COTES";"55245";"";"A7320210";"MADINE 2";"FRCR347";"902735";"6872814";"48";"kg/j DBO5";"SM DU LAC DE MADINE";"SM DU LAC DE MADINE";"";
"025734300191";"01/01/1972";"01/01/1972";"25/06/2002";"ILLANGE";"ILLANGE";"57343";"LA MOSELLE";"A850006A";"MOSELLE 6";"FRCR213";"930613";"6919148";"105";"kg/j DBO5";"CNE DE ILLANGE";"SI REGION GUENANGE EAU ASSAINISSEMENT";"";
"025716000147";"01/12/1990";"01/12/1990";"";"CREUTZWALD";"CREUTZWALD";"57160";"";"A9600200";"BISTEN";"FRCR458";"969129";"6908061";"1375,5";"kg/j DBO5";"CC DU WARNDT";"CC DU WARNDT";"10/10/1991";
"026719100780";"01/07/2011";"01/10/1996";"";"HERBITZHEIM";"HERBITZHEIM";"67191";"";"A9200100";"SARRE 3";"FRCR413";"999114";"6888231";"123";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE HERBITZHEIM";"01/10/1996";
"026819801647";"15/04/2005";"15/04/2005";"";"MAGSTATT-LE-HAUT";"MAGSTATT-LE-HAUT";"68198";"";"";"SAURENTZ";"FRCR29";"1030219";"6735322";"18";"kg/j DBO5";"CNE DE MAGSTATT LE HAUT";"CNE DE MAGSTATT LE HAUT";"";
"026807200426";"01/07/1974";"01/07/1974";"30/06/2005";"DIETWILLER";"DIETWILLER";"68072";"RUISSEAU WEIHERBACHGRABEN";"A026030D";"WEIHERBACHGRABEN";"FRCR30";"1030515";"6742641";"210";"kg/j DBO5";"SIA DE DIETWILLER ET ENVIRONS";"SIA DE DIETWILLER ET ENVIRONS";"";
"026816801648";"15/04/2005";"15/04/2005";"";"KNOERINGUE";"KNOERINGUE";"68168";"";"A1060200";"THALBACH";"FRCR36";"1030699";"6727943";"24";"kg/j DBO5";"CNE DE KNOERINGUE";"CNE DE KNOERINGUE";"18/04/2005";
"025401602043";"01/10/2009";"01/10/2009";"";"ANDILLY";"ANDILLY";"54016";"";"A5820200";"TERROUIN";"FRCR275";"912204";"6856599";"58";"kg/j DBO5";"CC DU TOULOIS";"CC DU TOULOIS";"10/03/2009";
"025726502233";"01/12/2013";"01/12/2013";"";"GUEBESTROFF";"GUEBESTROFF";"57265";"";"A7530310";"SEILLE 2";"FRCR333";"972862";"6865105";"5";"kg/j DBO5";"CNE DE GUEBESTROFF";"CNE DE GUEBESTROFF";"";
"025715300142";"01/01/2005";"01/01/1985";"";"CORNY/MOSELLE";"CORNY-SUR-MOSELLE";"57153";"";"A7400060";"MOSELLE 6";"FRCR213";"923798";"6886721";"108";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"CNE DE CORNY-SUR-MOSELLE";"20/09/1989";
"025707602204";"15/05/2012";"15/05/2012";"";"GANDREN";"BEYREN-LES-SIERCK";"57076";"";"A8850300";"ALTBACH";"FRCR407";"940056";"6934335";"36";"kg/j DBO5";"CC DE CATTENOM ET ENVIRONS";"CC DE CATTENOM ET ENVIRONS";"17/06/2011";
"025703701775";"01/11/2008";"01/11/2008";"";"AUBE";"AUBE";"57037";"";"A9730880";"NIED FRANCAISE 2";"FRCR417";"944445";"6886490";"10";"kg/j DBO5";"CNE D'AUBE";"CNE D'AUBE";"26/01/2004";
"025770300280";"01/01/1970";"01/01/1970";"";"VECKERSVILLER";"VECKERSVILLER";"57703";"";"A9050500";"ISCH";"FRCR420";"1006653";"6868108";"12";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"";
"025207400029";"01/01/1974";"01/01/1974";"";"BREUVANNES";"BREUVANNES-EN-BASSIGNY";"52074";"";"B0110200";"MEUSE 1";"FRB1R470";"893526";"6780436";"42";"kg/j DBO5";"CNE DE BREUVANNES EN BASSIGNY";"CNE DE BREUVANNES EN BASSIGNY";"16/06/2008";
"026824700449";"01/01/1979";"01/01/1979";"";"LE MARKSTEIN";"ODEREN";"68247";"";"";"LAUCH 1";"FRCR77";"1000970";"6766208";"120";"kg/j DBO5";"SAEML CALEO";"SMA DU MASSIF DU MARKSTEIN-GRAND BALLON";"";
"026709301828";"18/07/2007";"18/07/2007";"";"DIEFFENBACH-LES-WOERTH";"DIEFFENBACH-LES-WOERTH";"67093";"";"A3700420";"SELTZBACH";"FRCR205";"1050253";"6881074";"37,2";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"02/08/2005";
"026752900408";"01/10/1988";"01/10/1988";"02/09/2014";"WEYERSHEIM";"WEYERSHEIM";"67529";"";"A3490200";"KESSELGRABEN";"FRCR173";"1055199";"6856350";"612";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CC DE LA BASSE ZORN";"";
"026752902408";"03/09/2014";"03/09/2014";"";"WEYERSHEIM";"WEYERSHEIM";"67529";"";"A3490200";"ZORN 6";"FRCR179";"1055175";"6856290";"";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CC DE LA BASSE ZORN";"";
"028846501739";"18/07/2006";"18/07/2006";"";"THAON-LES-VOSGES";"THAON-LES-VOSGES";"88465";"";"A4450060";"MOSELLE 4";"FRCR211";"952930";"6801416";"912";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"SASS THAON LES VOSGES-CHAVELOT-IGNEY-GI.";"27/05/2002";
"025721200162";"01/01/1977";"01/01/1977";"31/07/2000";"FEY";"FEY";"57212";"LE GRAND FOSSE";"A787039A";"GRAND FOSSE";"FRCR368";"926976";"6885357";"30";"kg/j DBO5";"CNE DE FEY";"CNE DE FEY";"";
"025403102340";"20/01/2013";"20/01/2013";"";"AUTREVILLE-SUR-MOSELLE";"AUTREVILLE-SUR-MOSELLE";"54031";"";"A7010060";"MOSELLE 6";"FRCR213";"928176";"6862904";"61";"kg/j DBO5";"SIA MILLERY AUTREVILLE";"SIA MILLERY AUTREVILLE";"01/12/2011";
"025765400264";"01/01/1977";"01/01/1977";"";"SILLY/NIED";"SILLY-SUR-NIED";"57654";"";"A9740970";"NIED FRANCAISE 2";"FRCR417";"945404";"6896432";"69";"kg/j DBO5";"CNE DE SILLY-SUR-NIED";"CNE DE SILLY-SUR-NIED";"";
"025741301943";"07/07/2009";"07/07/2009";"";"LONGEVILLE-LES-SAINT-AVOLD";"LONGEVILLE-LES-SAINT-AVOLD";"57413";"";"A9500370";"ROSSELLE 1";"FRCR455";"966675";"6897292";"435";"kg/j DBO5";"CC DISTRICT URBAIN DE FAULQUEMONT & ENV";"CC DISTRICT URBAIN DE FAULQUEMONT & ENV";"28/02/2006";
"025721000160";"01/01/1971";"01/01/1971";"";"FENETRANGE";"FENETRANGE";"57210";"";"A9040100";"SARRE 2";"FRCR412";"995176";"6868426";"54";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"15/12/1972";
"025763000257";"01/04/1976";"01/04/1976";"31/12/2000";"SARREBOURG";"SARREBOURG";"57630";"RIVIERE LA SARRE";"A902010A";"BIEVRE 2";"FRCR423";"998864";"6857943";"2538";"kg/j DBO5";"SYND INTERCOM A VOCATION MULTIPLE DE SARREBOURG";"CC DE L'AGGLOMERATION DE SARREBOURG";"";
"028811702519";"01/09/2014";"01/09/2014";"";"COURCELLES-SOUS-CHATENOIS";"COURCELLES-SOUS-CHATENOIS";"88117";"";"B1260300";"VAIR 2";"FRB1R493";"908912";"6806939";"5";"kg/j DBO5";"CNE DE COURCELLES-SOUS-CHATENOIS";"CNE DE COURCELLES-SOUS-CHATENOIS";"13/04/2012";
"025535102144";"05/09/2011";"05/09/2011";"";"MONTMEDY";"MONTMEDY";"55351";"";"B4400100";"CHIERS 3";"FRB1R723";"871452";"6937474";"235";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"CC DU PAYS DE MONTMEDY";"30/07/2009";
"020828401553";"01/07/2004";"01/07/2004";"";"LES MAZURES";"MAZURES (LES)";"8284";"";"B7020200";"RUISSEAU DE FAU 1";"FRB1R588";"817313";"6977288";"69";"kg/j DBO5";"TRADILOR";"CNE DE MAZURES (LES)";"07/08/2001";
"026820100445";"01/01/1976";"01/01/1976";"18/10/2011";"MASEVAUX";"MASEVAUX";"68201";"";"A1220200";"DOLLER 2";"FRCR54";"999688";"6748438";"192";"kg/j DBO5";"CNE DE MASEVAUX";"CNE DE MASEVAUX";"08/03/1979";
"026708400301";"01/01/1972";"01/01/1972";"08/09/2003";"DAMBACH-LA-VILLE";"DAMBACH-LA-VILLE";"67084";"RUISSEAU LA SCHEER";"A255021J";"";"";"1029305";"6811588";"228";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. DU BAS RHIN ";"";
"026754400410";"01/01/1972";"01/01/1972";"20/10/2014";"WISSEMBOURG";"WISSEMBOURG";"67544";"";"A3800200";"LAUTER";"FRCR207";"1063479";"6892465";"876";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026718001467";"01/01/2004";"01/01/2004";"";"HAGUENAU";"HAGUENAU";"67180";"";"A3300100";"MODER 3";"FRCR154";"1054016";"6866986";"3927";"kg/j DBO5";"CNE DE HAGUENAU";"CNE DE HAGUENAU";"13/10/2000";
"028810302426";"01/04/2015";"01/04/2015";"";"CIRCOURT";"CIRCOURT";"88103";"";"A5250300";"ROBERT";"FRCR256";"943568";"6800115";"10";"kg/j DBO5";"CC DU SECTEUR DE DOMPAIRE";"CC DU SECTEUR DE DOMPAIRE";"07/01/2013";
"025440702413";"01/03/2014";"01/03/2014";"";"OGNEVILLE";"OGNEVILLE";"54407";"";"A5410200";"BRENON";"FRCR267";"926609";"6823451";"13";"kg/j DBO5";"CNE D'OGNEVILLE";"CNE D'OGNEVILLE";"21/03/2013";
"025446200086";"01/02/1986";"01/02/1986";"";"ROSIERES-AUX-SALINES";"ROSIERES-AUX-SALINES";"54462";"";"A6770100";"MEURTHE 5";"FRCR281";"945569";"6838469";"198";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE ROSIERES-AUX-SALINES";"";
"028825100843";"01/11/1994";"01/11/1994";"";"JEANMENIL";"JEANMENIL";"88251";"";"A6630350";"MORTAGNE 1";"FRCR287";"971971";"6809493";"56,82";"kg/j DBO5";"SAUR";"CNE DE JEANMENIL";"22/06/2007";
"025555102443";"01/12/2013";"01/12/2013";"";"VIEVILLE-SOUS-LES-COTES";"VIGNEULLES-LES-HATTONCHATEL";"55551";"";"A8110300";"YRON";"FRCR382";"897319";"6881554";"15";"kg/j DBO5";"CNE DE VIGNEULLES-LES-HATTONCHATEL";"CNE DE VIGNEULLES-LES-HATTONCHATEL";"25/07/2012";
"025758600838";"01/01/1995";"01/01/1995";"";"ROCHONVILLERS";"ROCHONVILLERS";"57586";"";"A8910300";"KAELBACH";"FRCR716";"919623";"6927925";"12";"kg/j DBO5";"CA PORTES DE FRANCE - THIONVILLE";"CA PORTES DE FRANCE - THIONVILLE";"";
"025757400837";"01/01/1996";"01/01/1996";"";"BASSE-RENTGEN";"BASSE-RENTGEN";"57574";"";"A8820420";"RUISSEAU DE BOLER";"FRCR405";"932013";"6939212";"33";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CC DE CATTENOM ET ENVIRONS";"23/12/2010";
"025747101514";"21/06/2004";"21/06/2004";"01/12/2013";"MOMERSTROFF";"MOMERSTROFF";"57471";"";"A9900870";"ELLBACH";"FRCR462";"957372";"6901514";"15";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"CC DU PAYS BOULAGEOIS";"22/01/2010";
"025724900169";"01/12/1992";"01/12/1992";"";"GLATIGNY";"GLATIGNY";"57249";"";"A9750350";"NIED FRANCAISE 2";"FRCR417";"944035";"6898684";"28,8";"kg/j DBO5";"CC DU HAUT CHEMIN";"CC DU HAUT CHEMIN";"";
"025738501344";"01/01/2002";"01/01/2002";"01/04/2010";"LAQUENEXY LOT.";"LAQUENEXY";"57385";"";"A9740500";"NIED FRANCAISE 2";"FRCR417";"942287";"6891691";"7,2";"kg/j DBO5";"HAGANIS";"HAGANIS";"";
"025763300259";"01/01/1982";"01/01/1982";"";"SARREINSMING";"SARREINSMING";"57633";"";"A9310100";"SARRE 3";"FRCR413";"998838";"6896045";"276";"kg/j DBO5";"CA SARREGUEMINES CONFLUENCES";"CA SARREGUEMINES CONFLUENCES";"08/06/1993";
"025740700205";"01/06/1971";"01/06/1971";"";"LIXHEIM";"LIXHEIM";"57407";"";"A9060300";"BRUCHBACH";"FRCR427";"1004068";"6860483";"24";"kg/j DBO5";"SIE DE WINTERSBOURG";"SIE DE WINTERSBOURG";"23/12/2010";
"025539802173";"12/01/2012";"12/01/2012";"";"PAGNY-SUR-MEUSE";"PAGNY-SUR-MEUSE";"55398";"";"B2100000";"MEUSE 3";"FRB1R472";"899690";"6846810";"84";"kg/j DBO5";"CNE DE PAGNY-SUR-MEUSE";"CNE DE PAGNY-SUR-MEUSE";"11/05/2010";
"025557302065";"30/11/2010";"30/11/2010";"";"VOID-VACON";"VOID-VACON";"55573";"";"B2100690";"MEUSE 3";"FRB1R472";"893571";"6846317";"109";"kg/j DBO5";"SAUR";"CNE DE VOID-VACON";"15/07/2010";
"025550802421";"01/11/2013";"01/11/2013";"";"THONNE-LA-LONG";"THONNE-LA-LONG";"55508";"";"B4410300";"THONNE 1";"FRB1R554";"875291";"6943114";"20";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"CC DU PAYS DE MONTMEDY";"01/06/2011";
"025446001655";"12/05/2005";"12/05/2005";"";"ROGEVILLE";"ROGEVILLE";"54460";"";"";"ESCHE 2";"FRCR339";"918876";"6861596";"12";"kg/j DBO5";"CNE DE ROGEVILLE";"CNE DE ROGEVILLE";"17/05/2010";
"026833400462";"01/11/1988";"01/11/1988";"27/11/2008";"THANN";"THANN";"68334";"RIVIERE LA THUR";"A144020A";"THUR 4";"FRCR69";"1009026";"6752964";"1697,52";"kg/j DBO5";"SOGEST PUITS DE WITTELSHEIM";"CC DU PAYS DE THANN";"";
"026836700466";"01/01/1975";"01/01/1975";"";"WIDENSOLEN";"WIDENSOLEN";"68367";"";"A2240462";"RIGOLE DE WIDENSOHLEN";"FRCR14";"1033581";"6783938";"54";"kg/j DBO5";"CC DU PAYS DE BRISACH";"CC DU PAYS DE BRISACH";"";
"026723600337";"01/01/1990";"01/01/1990";"";"KIENHEIM";"KIENHEIM";"67236";"";"A2920430";"SOUFFEL";"FRCR151";"1037617";"6852845";"36";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026811300430";"01/06/1991";"01/06/1991";"";"GUEMAR";"GUEMAR";"68113";"";"A2210400";"HORGIESSEN";"FRCR107";"1026758";"6797124";"72";"kg/j DBO5";"CNE DE GUEMAR";"CNE DE GUEMAR";"";
"026816200441";"01/01/1963";"01/01/1963";"05/12/2007";"KAYSERSBERG";"KAYSERSBERG";"68162";"RIVIERE LA WEISS";"A213020A";"WEISS 2";"FRCR98";"1017358";"6790220";"180";"kg/j DBO5";"CNE DE KAYSERSBERG";"CNE DE KAYSERSBERG";"";
"026707401570";"08/10/2004";"08/10/2004";"";"BREMMELBACH";"CLEEBOURG";"67074";"";"A3710430";"SELTZBACH";"FRCR205";"1058763";"6887285";"9,3";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"SASS DE LA REGION DE RIEDSELTZ";"10/06/2002";
"026710400305";"01/01/1989";"01/01/1989";"";"BIRLENBACH";"DRACHENBRONN-BIRLENBACH";"67104";"";"A3710840";"SELTZBACH";"FRCR205";"1057901";"6886004";"36";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026708300300";"01/01/1986";"01/01/1986";"";"DAMBACH NEUNHOFFEN";"DAMBACH";"67083";"";"A3230220";"SCHWARZBACH (AFFL. FALKENSTEINBACH)";"FRCR169";"1039729";"6887513";"36,78";"kg/j DBO5";"CNE DE DAMBACH";"CNE DE DAMBACH";"";
"026712601268";"01/07/1999";"01/07/1999";"";"ERCKARTSWILLER";"ERCKARTSWILLER";"67126";"";"A3110760";"MODER 1";"FRCR152";"1020364";"6872643";"30";"kg/j DBO5";"CNE DE ERCKARTSWILLER";"CNE DE ERCKARTSWILLER";"16/06/1997";
"026729100349";"01/04/1975";"01/04/1975";"17/06/2013";"MERTZWILLER";"MERTZWILLER";"67291";"";"A3260200";"ZINSEL DU NORD 3";"FRCR166";"1043388";"6872640";"408";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CNE DE MERTZWILLER";"";
"026746001617";"30/03/2005";"30/03/2005";"";"SCHWINDRATZHEIM";"SCHWINDRATZHEIM";"67460";"";"A3480200";"ZORN 5";"FRCR178";"1038326";"6859659";"548,1";"kg/j DBO5";"LYONNAISE DES EAUX";"SYND COL TRAI EAU USEES HOCHFELDEN & ENV";"16/05/2003";
"025760700270";"01/09/1991";"01/09/1991";"";"SAINTE-BARBE GRAS";"SAINTE-BARBE";"57607";"";"A7890560";"RUISSEAU DE VALLIERES";"FRCR371";"939938";"6899361";"7,8";"kg/j DBO5";"CC DU HAUT CHEMIN";"CC DU HAUT CHEMIN";"";
"025717902253";"01/11/2012";"01/11/2012";"";"DISTROFF-METZERVISSE";"DISTROFF";"57179";"";"A8630200";"BIBICHE";"FRCR400";"936571";"6919431";"505";"kg/j DBO5";"SIE DE L'EST THIONVILLOIS";"SIA DIMESTVO";"";
