identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0006207759;SAS GRANULATS VICAT;2014;115000;;;
0007002799;MENISSEZ FRAIS SAS;2014;;;96900;
0006601357;ARCELORMITTAL MEDITERRANNEE;2014;19200;259000;;
0006103750;FAMAR LYON;2014;;;70600;
0006400367;VIRBAC 13;2014;20700;;110000;
00       14654010;EVA;2014;;;58500;
0005501512;ARMOR PROTEINES;2014;;;315000;
0006803636;Imerys Talc Luzenac France;2014;228000;411000;3270;
0006700649;SCHAEFFLER FRANCE U1 Haguenau;2014;;;53300;
0005101189;BIGARD SA;2014;;;78200;
0005801405;COLLET SAS;2014;;72000;2270;
0053600436;LAITERIE DE VARENNES (SA);2014;332000;;68700;
0006600403;COMPAGNIE des SALINS DU MIDI;2014;;1160000;30700;40000000
0005600463;SANOFI CHIMIE;2014;;3940000;61800;
0053800064;Kerry Ravifruit;2014;461000;;3910;
0007408313;CLIMESPACE - Centrale AUBER;2014;;;193000;
0005800289;VALDEPHARM;2014;;;124000;
0010200069;STE CHLORALP;2014;967000;;;
0007201097;KRATON (ex ARIZONA CHEMICAL);2014;;;59800;
0006200199;SAINT GOBAIN PAM (Usine Foug);2014;590000;1830000;24300;
0006401854;EXTRUFLEX SAS;2014;200000;;;
0005701609;SAS GIVAUDAN France;2014;122000;;293;
0006302127;AROMES DE CHACE;2014;58900;;;
0005900641;PEUGEOT CITROEN  AUTOMOBILES SA;2014;;;85900;
0006400913;IMERYS PCC France  (ex Solvay SF ex-CCP);2014;;1050000;76500;
0006102265;Boehringer Ingelheim Centre de Recherche de Saint-Vulbas;2014;45000;;5450;
0005700724;MAC CAIN ALIMENTAIRE SAS;2014;909000;;;
0007000661;MC CAIN ALIMENTAIRE;2014;791000;;923;
0005501439;SVELTIC CLAUDE LEGER;2014;44200;;62100;
0005601475;WAVIN SAS;2014;;756000;8800;
0010004151;RECKITT BENCKISER CHARTRES;2014;;;67700;
0006301099;CET;2014;;268000;;
0007101835;STEU PIERREFONDS (VEOLIA EAU);2014;;;56600;
0007000830;Peugeot Citroën Mécanique du Nord Ouest SNC;2014;;;82400;
0005101668;ARKEMA;2014;;;81900;
0006301581;COOP DES PRODUCTEURS LEGUMIERS;2014;268000;;2410;
0005701684;ECOLAB PRODUCTION FRANCE;2014;88200;;64900;
0006803108;IMERYS CERAMICS FRANCE Sas;2014;65900;;1200;
0006806581;KNAUF INSULATION LANNEMEZAN SAS;2014;;;163000;
0007001236;ARC BLARINGHEM;2014;;124000;2480;
0076915201;STEP - Lyon - Pierre Bénite;2014;257000;;26900;
0005302882;SIRAC;2014;76800;;3990;
0006601578;SOLVAY Rhodia Opérations;2014;;;105000;
0005100293;EVERBAL PAPETERIE;2014;850000;;3840;
0005901113;CONFLANDEY INDUSTRIES SAS;2014;;1920000;;
0054900588;CHARAL SAS;2014;13100;;184000;
0005100096;MATERNE;2014;;;264000;
0007002548;SI GROUP-BETHUNE;2014;118000;;;
0005200359;SAIPOL SA;2014;199000;;92700;
0006700567;DS SMITH PAPER KAYSERSBERG;2014;;1650000;;
0006103223;GRENOBLE-ALPES METROPOLE;2014;144000;;9000;
0010400104;NOVAPEX;2014;;;11000000;
0007201348;RHODIA  OPERATIONS (Groupe SOLVAY);2014;1370000;;30000;
0005205965;Castel Frères;2014;71200;;2500;
0006400243;SAPA PROFILES PUGET SA;2014;;;90200;
0006300907;LAITERIE SAINT PERE;2014;158000;12800;154000;
00       61169002;CHARAL;2014;;;109000;
0005501423;GATINE VIANDES;2014;;;260000;
0007002731;TOYOTA M.M.F.;2014;;;55900;
0007003454;PETIT PIERRE;2014;;;67500;
0006803840;SAS Robert BOSCH;2014;;;63200;
0075722101;STEP - FENSCH (VALLEE DE);2014;;159000;8680;
0006701057;Société des Malteries d'Alsace;2014;380000;;;
0006506454;CPCU ST OUEN I & II;2014;;1390000;3910;
0006102268;ALBERTI ENNOBLISSEMENT;2014;54600;;;
0006506733;MAJ ELIS;2014;;;57900;
0006202183;ETABLISSEMENT PAPETERIES DE DOCELLES;2014;166000;;;
0006103488;CHU HOPITAL NORD;2014;;;180000;
0006600276;Distillerie La Cavale;2014;;160000;;
0005101506;BOSTIK;2014;;93800;6210;
0005802648;BASF Agri-Production SAS;2014;3330000;;7060;
0005301484;VERRERIE D'ART AURYS;2014;;;151000;
0005600267;PEM;2014;;1140;69700;
00       77559405;COOPERATIVE LAITIERE DE LA REGION LOCHOISE;2014;172000;;;
0006506939;SIAAP;2014;3790000;;;
0006407681;VISHAY S.A;2014;71600;;19800;
0005102169;DAILYCER FRANCE SAS;2014;;;73500;
0022100032;SRMG (SUCRERIE MARIE-GALANTE);2014;41700;57500;2130;
0006402097;SIBELCO Bédoin;2014;79900;;626;
0007201450;PLACOPLATRE (PLACO SAINT-GOBAIN);2014;;111000;3350;
0005901226;LA ROCHERE S.A.;2014;;117000;3240;
0006103663;SANOFI PASTEUR NVL;2014;158000;797000;;
0007201384;MARIE SURGELES;2014;;;140000;
0006700403;ROSSMANN Sainte-Croix-aux-Mines;2014;;313000;20300;
0007406008;SNCF Technicentre Atlantique;2014;;;118000;
0057200348;LUISSIER BORDEAU CHESNEL;2014;;;75300;
0005101524;EJ Picardie;2014;56200;;;
0006601744;SA des EAUX MINERALES d'EVIAN;2014;224000;;20900;
0077649801;STEP - LE PETIT-QUEVILLY;2014;271000;;;
0006200745;BERGERE DE FRANCE;2014;91800;;5540;
0006705580;SAFRAN LANDING SYSTEMS;2014;397000;;42100;
0007000473;BRIDGESTONE/FIRESTONE FRANCE SA;2014;208000;;;
0007300025;EDF Corse;2014;;;60800;
0006700795;SITEK INSULATION S.A.S.;2014;;49900;6940;
0006506453;Dalkia Wastenergy;2014;;1360000;3500;
0010004681;LISI AUTOMOTIVE NOMEL SAS;2014;208000;;198;
0006201963;AKERS France usine de Thionville;2014;;;114000;
0006105223;ADISSEO FRANCE SAS;2014;3280000;;;
0006301614;ARRIVE;2014;;;109000;
0007201328;RHODIA OPERATIONS;2014;361000;;39600;
0006700478;DARAMIC SAS;2014;74300;;4160;
0005300633;SOCIETE FROMAGERE DE CLECY;2014;;;110000;
0005600326;TRELLEBORG INDUSTRIE;2014;;;65500;
0006602347;MAISON JOHANES BOUBEE;2014;;;55600;
0006700421;DU PONT DE NEMOURS-Cernay;2014;57100;;15300;
0005801044;DS SMITH;2014;6630000;;;
0006400635;HEINEKEN ENTREPRISE;2014;80900;;403000;
0005102362;AJINOMOTO FOODS EUROPE;2014;6450000;;;
0005305747;Etablissement de LA HAGUE;2014;;386000;49400;
0005104683;FRONERI BEAUVAIS;2014;;;297000;
0006400503;ROUSSELOT Isle sur Sorgue SAS;2014;238000;7220000;20600;
0006201021;COMPAGNIE DES FROMAGES ET RICHESMONTS;2014;;;324000;
0005102505;ROYE sucrerie et conditionnement;2014;220000;;8550;
0006301048;ARJO WIGGINS Papiers Couchés S.A.S.;2014;3080;2410000;;
0007100701;EDF-SEI;2014;277000;;17500;
0006300974;Terminal Méthanier;2014;;12300000;31700;
0005102490;SITPA  Rosieres;2014;;;589000;
0006401008;Basell Polyoléfines France SAS;2014;;5200000;81800;
0007000956;ARCELORMITTAL FRANCE;2014;;13100000;554000;52600000
00       75664050;LABEYRIE;2014;;;133000;
0005100521;TEREOS FRANCE;2014;;5730000;106000;
0007000490;RDM BLENDECQUES SAS;2014;;1700000;2410;
0005500165;ARMOR PROTEINES;2014;;;265000;
0006103213;SERGE FERRARI SAS;2014;454000;;;
0006500049;KERAGLASS;2014;118000;746;3590;
00       02311701;SAS CHAVEGRAND SE;2014;136000;;44800;
0007002401;COVALYS ex-VALNOR (CVE ANTARES);2014;;;97000;
0007600547;ALLIANCE ELABORES;2014;;;148000;
0010001418;DELPHARM (ex FAMAR);2014;;;104000;
0010000972;CHRO LA SOURCE;2014;;;154000;
0006400997;LYONDELL CHIMIE France SAS;2014;;;2850000;
0006105232;MAJ ELIS RHONE-ALPES;2014;116000;;1930;
0006202551;BONGRAIN GERARD;2014;78200;175000;234000;
0006303453;OVOTEAM;2014;;;95800;
0005901100;FIDAY GESTION;2014;3860;232000;5060;
0005501191;SAUPIQUET;2014;;;133000;
0005401359;Salzgitter Mannessmann Stainless Tubes France;2014;;289000;20200;
0005500149;LOUDEAC VIANDES;2014;;;179000;
0006103781;TEINTURERIES DE LA TURDINE-RTE DE THIZY;2014;;69800;12200;
0005402093;GSM BOURGOGNE;2014;172000;;;
0006503268;RENAULT FLINS;2014;10400;786000;40600;
0006301288;FROMAGERIES PERREAULT;2014;;;170000;
0053501304;SOCIETE LAITIERE DE L'HERMITAGE;2014;;;364000;
0006207526;FROMAGERIE HENRI HUTIN;2014;577000;;;
0006200948;LES SABLIERES DE LA MEURTHE;2014;283000;;;
0007000958;ARCELORMITTAL ATLANTIQUE et LORRAINE;2014;103000;;3130;
0006702037;WRIGLEY FRANCE S.N.C.;2014;2500000;;14200;
0007000761;AGC FRANCE SAS;2014;38200;722000;5410;
0006201759;ARKEMA;2014;3190000;;;
0073155518;Usine de dépollution des eaux Ginestous-Garonne - VEOLIA EAU Compagnie Générale des Eaux -;2014;;;132000;
0007000824;APERAM ISBERGUES;2014;144000;1160000;4320;
0005501327;GLATFELTER SCAER SAS;2014;;1050000;19900;
0005701515;TEREOS  FRANCE;2014;157000;;9690;
0006201894;ARCELORMITTAL FRANCE;2014;;;126000;
0005501193;ENTREMONT ALLIANCE Quimper;2014;;1060000;207000;
0005401151;INDUSTEEL FRANCE site du Creusot (secteur Breuil);2014;;;578000;
0006802175;PRAXAIR PHP SAS;2014;;78900;;
0005500887;Marine Harvest Kritsen;2014;15600;66400;;
0006300888;ALVA;2014;;;94900;
0006103975;Air Liquide France Industrie - site de Feyzin;2014;1630000;;45000;
0057400154;SOCIETE FROMAGERE D ETEAUX;2014;;;126000;
0006400414;SUEZ RV ENERGIE;2014;21400;;60900;
0006506277;SAFRAN AIRCRAFT ENGINES;2014;42700;;45500;
0005800410;RENAULT S.N.C.;2014;881000;;28100;
0005501172;MERALLIANCE ARMORIC;2014;;;103000;
0010004249;HUTCHINSON;2014;;288000;34100;
0005800585;KIMBERLY CLARK SNC;2014;315000;;;
0007001673;DURAND PRODUCTION;2014;59600;;605;
0010300060;CHARLES ET ALICE;2014;278000;;37200;
0006505098;ARIANEGROUP (ex HERAKLES);2014;;79700;;
0007000918;TOTAL Raffinage France SA;2014;;102000;76300;
0006208331;Union Laitière de la Meuse (ULM);2014;112000;;;
0007001495;ARTOIS ENERGIE;2014;;;93800;
0007000832;MAUBEUGE CONSTRUCTION AUTOMOBILE (MCA);2014;;;151000;
0005202283;CONSERVES FRANCE SA;2014;;442000;2200;
0006501121;REP;2014;69200;;12100;
0005503774;KNAUF INDUSTRIES OUEST;2014;;243000;;
0006700433;Vynova PPC SAS;2014;;5790000;195000;
0006508918;Centre CEA Paris-Saclay - Site de Saclay;2014;;263000;813000;
0005800595;HOLOPHANE SAS;2014;119000;;3300;
0005501513;ABERA;2014;172000;;1;
0006506379;ORANGINA SUNTORY FRANCE;2014;;;210000;
0005702129;CRISTAL UNION;2014;5170;1340000;3940;
0007000915;WEPA FRANCE (ex WEPA LILLE);2014;;597000;1930;
0005900890;SOCIETE FROMAGERE DE LONS LE SAUNIER;2014;;;119000;
0006108628;BOIRON FRERES;2014;;7610;71200;
0006301010;SOCIETE LAITIERE DE MAYENNE;2014;138000;;19800;
