identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0006701831;CATALENT FRANCE BEINHEIM SA;2017;74200;;;
0076751905;Station d'épuration des eaux usées de l'Eurométropole de Strasbourg;2017;603000;;3540;
0005501486;CARGILL;2017;;524000;;
0006804009;UNITHER LIQUID MANUFACTURING;2017;;;53700;
0006700361;NLMK Strasbourg;2017;2230000;;10000;
0070608801;STEP - NICE HALIOTIS;2017;;;158000;
0005102036;LAINIERE DE PICARDIE BC SAS;2017;415000;;3410;
0006102944;SIEGL;2017;86100;8;358;
0007000445;DSM Food Specialties;2017;834000;;21800;
0007000750;RECYTECH;2017;82500;;5870;
0006112084;NOVACYL - Etablissement de ROUSSILLON;2017;;;1800000;
0010003590;LIGERIENNE GRANULATS (carrière);2017;56500;;;
0006300988;FLEURY MICHON LS;2017;;;198000;
0005800666;SANOFI  PASTEUR SA;2017;;;232000;
0005500166;GELAGRI BRETAGNE;2017;;;504000;
0005701339;FORGES DE COURCELLES;2017;;64300;;
0069902004;EDF - Site de Brennilis;2017;432000;;;
0005101339;UNILEVER FRANCE HPC Industries;2017;;;193000;
0010009012;MOREAU SAS;2017;54200;;;
0009000041;BA 702 Avord;2017;682000;;;
0006700467;PSA Peugeot Citroën SNC Mulhouse;2017;1340000;;;
0007209644;GSM SAS;2017;98800;;;
0006700065;FULCHIRON Alsace;2017;613000;;;
0005102404;TEREOS  STARCH & SWEETENER EUROPE;2017;7160000;;;
0006802992;TRIMET FRANCE;2017;;130000;1020;
0006302829;LAFARGE GRANULATS FRANCE - Secteur Ouest;2017;4150;53300;401;
0009000212;Hôpital d'Instruction des Armées Sainte Anne;2017;;;72300;
0006401338;GROUPE BIGARD;2017;;;72700;
0006504341;RENAULT;2017;90800;7830;18200;
0006404189;Centre Hospitalier Henri Duffaut;2017;118000;;;
0005201635;MLPC InternationalSA;2017;87200;745000;659;
0005401483;DAUNAT BOURGOGNE;2017;;;77100;
0005101758;EUROSERUM;2017;178000;;;
0006401061;EDF CCG de Martigues;2017;;281000;7090;460000000
0006301207;TOTAL Raffinage France;2017;;;4070000;
0006102585;SAICA PAPER EL (EX EMIN LEYDIER );2017;3420000;;;
0005102581;ROQUETTE  FRERES;2017;1340000;5340000;2110;
0006501812;AGRANA FRUITS FRANCE (ex ATYS);2017;112000;;19300;
0006400904;CHAUX DE PROVENCE SACAM;2017;58800;;156;
0006700469;CONSTELLIUM NEUF BRISACH;2017;17800000;;48700;
0007002997;CENTRE HOSPITALIER DOUAI;2017;;;116000;
0007202022;SOCOPA VIANDES CELLES;2017;;;132000;
0006401906;Usine du Gargalon;2017;;418000;;
0007000649;ETABLISSEMENTS BOCAHUT SAS.;2017;1450000;;261;
0007201614;ELIVIA BRESSUIRE;2017;;;81700;
0006200736;ARCELORMITTAL WIRE FRANCE;2017;;173000;18700;
0005209347;SOBEGI SAS;2017;;7340000;86100;
0006201398;BAUMGARTEN S.A.;2017;;116000;;
0005504081;AGRIAL (St Georges de gréhaigne);2017;71300;;27300;
0006105221;OSIRIS GIE;2017;47300000;;42400;
0007201312;SIMAFEX;2017;772000;;53000;
0005600465;EUROPAFI;2017;;587000;19900;
0006802449;NUTRIBIO;2017;163000;10300;430000;
0010000002;MBDA France;2017;36100;;17300;
0006700123;GRAVIERES ET CONCASSAGES D'OFFENDORF;2017;;1230000;;
0052900301;MARIE;2017;;;74100;
0006301273;EURALIS GASTRONOMIE - Les Herbiers;2017;2120;;101000;
0006400503;ROUSSELOT Isle sur Sorgue SAS;2017;26900;6850000;34300;
0010001242;EMAUX ET MOSAIQUES SAS;2017;58100;;1700;
0006102837;TECUMSEH CESSIEU SAS;2017;55300;;2060;
0006301614;ARRIVE;2017;;;118000;
0006202551;BONGRAIN GERARD;2017;66400;156000;225000;
0007408313;CLIMESPACE - Centrale AUBER;2017;;;132000;
0006700093;EQIOM;2017;536000;;;
0006700051;G. S. M.;2017;536000;;;
0006102824;VICAT;2017;904000;;3610;
0005701143;ARCELORMITTAL FRANCE;2017;;206000;;
0006700513;BUTACHIMIE;2017;34400000;5250000;67100;
0006506379;ORANGINA SUNTORY FRANCE;2017;;;223000;
0005201623;NANKAI PLYWOOD ROLPIN (NP ROLPIN);2017;11400;120000;;
0006700066;FULCHIRON Alsace;2017;743000;;;
0005101291;LAFARGE GRANULATS FRANCE;2017;;84000;;
0005102362;AJINOMOTO FOODS EUROPE;2017;5590000;;18100;
0022200044;SARA raffinerie;2017;;;249000;
0006400367;VIRBAC 13;2017;8150;;104000;
0005200259;YARA FRANCE;2017;3470;;120000;
0010000313;PAULSTRA;2017;249000;;5830;
0010300110;REFRESCO Site de Margès;2017;655000;;20500;
0005701946;DISLAUB;2017;;376000;;
0006104504;Framatome;2017;;99000;6470;
0005600023;ERASTEEL SAS;2017;;;161000;
0007000364;SAS CARRIERS DE LA VALLEE Heureuse;2017;251000;;;
0005600022;ADISSEO FRANCE S.A.S;2017;;2370000;62200;
0006701518;FAURECIA INSPIRING MOBILITY;2017;217000;;2100;
0006400411;RAYNAL et ROQUELAURE Provence;2017;630000;;;
0074507501;STEP - LA CHAPELLE-SAINT-MESMIN;2017;;185000;;
0005207519;BIOENERGIE DU SUD OUEST;2017;;125000;;
0057100136;LDC BOURGOGNE;2017;;;253000;
0006606082;Carrière SARL PATEBEX Brasse Cournanel;2017;;56600;;
0009000208;ONERA;2017;;7990000;;
0006802502;AGC Multi Material Europe SA;2017;;141000;492;
0006700688;HEINEKEN ENTREPRISE SAS;2017;634000;;11;
0006102943;SATMA PPC;2017;330000;;5060;
0006508918;Centre CEA Paris-Saclay - Site de Saclay;2017;;204000;389000;
0007000666;ARDO-VIOLAINES SAS;2017;311000;;8000;
0005102676;CBP (Carrières&Ballastières de Picardie);2017;62200;;;
0006600453;Société des CIMENTS CALCIA;2017;712000;;2410;
0006103760;TEINTURE DE SAINT JEAN                xx;2017;;;63100;
0005500165;ARMOR PROTEINES;2017;;;249000;
0010004108;EBLY;2017;;;94900;
0006400635;HEINEKEN ENTREPRISE;2017;;;414000;
0006201286;ArcelorMittal Gandrange;2017;;192000;5150;
0006108532;SIGVARIS;2017;;;53400;
0005401378;BERNER;2017;284000;;4830;
0006804030;CARRIERES DU SUD OUEST;2017;83700;;;
0006201370;EQIOM;2017;100000;127000;19600;
0006512640;GSM;2017;;170000;;
0006107527;VENCOREX FRANCE;2017;22800000;22600000;200000;
0052904512;FARMOR Etablissement de Quimper;2017;167000;;11600;
0006700766;LINGENHELD ENVIRONNEMENT;2017;56900;;;
0052900971;TILLY-SABCO INTERNATIONAL;2017;;;67400;
0005800523;NESTLE France;2017;1060000;;3710;
0005100395;CEREAL PARTNERS FRANCE;2017;224000;;;
0006400318;MANE ET FILS NOTRE-DAME;2017;;;133000;
0005101668;ARKEMA;2017;;72800;;
0005503775;SOCIETE FROMAGERE DE PONTIVY;2017;;526000;140000;
0006103725;POLYTECHNYL PI Belle-Etoile;2017;12800000;5550000;31000;
0056400892;FIPSO INDUSTRIE;2017;;;182000;
0005200898;HOPITAL ROBERT BOULIN;2017;62400;;39600;
0005101157;Amphastar France Pharmaceuticals;2017;404000;;;
0005701100;FORGEX RAGUET SAS;2017;;85500;1600;
0006103908;GRID SOLUTIONS SAS;2017;225000;;6600;
0007000052;CARRIERES D'HOUDAIN SAS;2017;653000;;;
0010400032;SUEZ RR IWS CHEMICALS FRANCE;2017;508000;;188000;
0010000972;CHRO LA SOURCE;2017;;;168000;
0006103781;TEINTURERIES DE LA TURDINE-RTE DE THIZY;2017;;61400;13600;
0006300033;CHARIER CM - CARRIERES ET MATERIAUX;2017;606000;;;
0006401268;LHG Cavaillon;2017;143000;;;
0018300011;CARRIERE VAILLS SAS LES SABLONS - ISDI;2017;54200;;;
0005800486;Matériaux Baie de Seine;2017;;;66900;
0050100486;SALAISONS STEMMELEN;2017;;;74800;
0006601737;Société NESTLE WATERS SUPPLY SUD;2017;2550000;;;
0010300042;PATISSERIE PASQUIER ETOILE;2017;;;53300;
0006103135;PATURLE ACIERS;2017;56900;;10500;
0006301731;NOVANDIE;2017;290000;;2090;
0006300908;LAFARGEHOLCIM CIMENTS (usine cimenterie);2017;;327000;;
0005601310;SARVAL SUD-EST;2017;;21800;64300;
0006101989;KEM ONE BALAN;2017;1900000;;3050;
0006301299;NORPAPER;2017;;678000;31500;
0005701282;YTO France;2017;;56400;2450;
0005301347;FLORENTAISE;2017;;13200000;;
0006000339;COMPAGNIE MADRANGE - FEYTIAT;2017;71400;;125000;
0006601361;STERIMED;2017;;1500000;48300;
0005701330;3P - Produits Plastiques Performants;2017;;;127000;
0005803901;PATISSERIE PASQUIER SAINT VALERY;2017;;;59900;
0073155518;Usine de dépollution des eaux Ginestous-Garonne - VEOLIA EAU Compagnie Générale des Eaux -;2017;;;215000;
0005800607;BOREALIS CHIMIE;2017;956;5170000;108000;
0006202274;NORSKE SKOG;2017;7000000;;;
0005104683;FRONERI BEAUVAIS;2017;;;262000;
0006000283;DELVERT;2017;;;103000;
0006103287;C TEC CONSTELLIUM TECHNOLOGY CENTER;2017;136000;;;
0007000045;ETABLISSEMENTS BOCAHUT SAS.;2017;2400000;;1300;
0005508870;CELVIA;2017;27700;;281000;
0006802468;SOCIETE FROMAGERE DE RODEZ;2017;;;70300;
0006102813;TRIVIUM ALUMINIUM PACKAGING France;2017;139000;;2200;
0005201939;BIOLANDES TECHNOLOGIES SAS;2017;46900;;68700;
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2017;;2690000;;
0006400350;GRANULATS VICAT;2017;81800;;;
0022200100;BRASSERIE LORRAINE;2017;;;56900;
0005200251;SANOFI WINTHROP INDUSTRIE;2017;85600;;11800;
0005501608;RONSARD SAS;2017;180000;;149000;
0006200909;AHLSTROM-MUNKSJÖ STENAY SAS;2017;;3320000;18100;
0005600024;VICAT SA;2017;;884000;1590;
0005108060;ARCHROMA FRANCE SAS ex-CLARIANT;2017;;;80900;
0052903492;GROUPE BIGARD;2017;36800;;807000;
0005800367;EURIAL ULTRA FRAIS;2017;195000;;14100;
0010001460;PFMP PROGIPHARM;2017;17800;;112000;
0006201021;COMPAGNIE DES FROMAGES ET RICHESMONTS;2017;;;321000;
0006702686;TRONOX FRANCE SAS;2017;168000;;31700;
0007000821;NYRSTAR FRANCE;2017;;2090000;61400;
0006512767;FRANCE PLASTIQUES RECYCLAGE;2017;;;61800;
0007001297;Eaux Minérales de St Amand - Sc Clos;2017;746000;;505;
0006300990;FLEURY MICHON LS;2017;;;90300;
0006503345;LINXENS FRANCE;2017;63800;;;
0005601360;Société Laitière des Volcans d'Auvergne;2017;;288000;41200;
0057201121;DROUAULT;2017;87700;;3920;
0006201561;UEM;2017;51900;26800000;55400;
0069903002;EDF - CNPE de Nogent-sur-Seine;2017;217000;135000000;;
0056700320;SOCOPA VIANDES HOLTZHEIM;2017;;;113000;
0005800509;ORIL INDUSTRIE;2017;;323000;59200;
0006500067;SCBV;2017;;166000;;
0006102463;JINWANG EUROPE;2017;499000;;1920;
0007006604;Brasserie GOUDALE (Ex BRASS DE GAYANT);2017;;;320000;
0007000109;CARRIERE PLUCHART;2017;;;480000;
0006104716;CATIDOM SA;2017;;;50100;
0010500262;patrice charmette;2017;1530;;100000;
0006400990;KEM ONE France;2017;;;2560000;
0007004733;MINAKEM DUNKERQUE PRODUCTION;2017;;;57200;
0005902723;GEMDOUBS (ex PAPETERIE DU DOUBS ex OTOR);2017;494000;;;
0007208217;DANISCO (DUPONT) - Usine de Melle (EDF);2017;150000;;;
0055900629;GROUPE BIGARD;2017;;;189000;
0006700103;BALLASTIERES WERNY;2017;;;690000;
0006702736;EVONIK OIL ADDITIVES SAS;2017;365000;;3440;
0006301424;LACHETEAU ex VINIVAL;2017;149000;;1160;
0006600638;MAJ - ELIS PROVENCE;2017;69500;;1490;
0006100821;SCB;2017;80600;;;
0006601574;GIE CHIMIE SALINDRES;2017;;937000;;
0005200361;SIAP-SARP INDUSTRIES AQUITAINE PYRENEES;2017;;;57400;
0006301114;SECANIM CENTRE;2017;;;78100;
0006202417;PAPETERIE RAON;2017;37700;1440000;;
0005204338;LAFARGE GRANULATS FRANCE  SAS;2017;235000;;;
0006400955;NAPHTACHIMIE;2017;;12500000;261000;204000000
0006400997;LYONDELL CHIMIE France SAS;2017;;;289000;
0005800155;CEMEX Berville s/Seine;2017;;700000;;
0005201616;SOLEAL SAS;2017;344000;;11400;
0006202172;MARCILLAT CORCIEUX;2017;;353000;503;
0006600562;OWENS-CORNING FIBERGLAS;2017;;373000;12500;
0006103500;TEINTURES ET APPRETS DE LA TRAMBOUZE;2017;;173000;922;
0010001408;TRISALID;2017;;;53900;
0010001832;SNV site de Volabraye;2017;164000;;43;
0006506444;SNCF TECHNICENTRE LE LANDY;2017;67600;;21900;
0007402245;CLIMESPACE - Centrale LES HALLES  (i738);2017;;;92500;
0007005525;EDF Bouchain_CCG;2017;;3120000;2530;
0005501788;PROCANAR;2017;126000;;159000;
0006802180;Forges de Niaux;2017;;506000;;
0005902685;INOVYN France;2017;20600000;25300000;;
0006104158;HCL - GROUPEMENT HOSPITALIER EST;2017;;;170000;
0005201375;O-I France SAS;2017;54000;;;
0006802238;VOA VERRERIE OUVRIERE D' ALBI SA;2017;15500;;59900;
0022100053;SOCREMA;2017;;;63100;
0005300884;DANONE PRODUITS FRAIS FRANCE;2017;;;261000;
0007201656;Groupe THIOLLET;2017;;773000;;
0007002548;SI GROUP-BETHUNE;2017;135000;;1250;
0006103586;LAFARGE CIMENTS;2017;100000;;2290;
0010800497;FCMP;2017;490000;;;
0007000761;AGC FRANCE SAS;2017;43000;720000;6590;
0006700642;ESSITY (ex TISSUE FRANCE);2017;1160000;;11200;
0006400340;TOURNAIRE;2017;;;51400;
0009000016;Ecole Polytechnique;2017;;;181000;
0006700781;SOPREMA SAS;2017;1490000;;;
0005302025;MLC;2017;100000;;;
0006205449;SOCIETE DES FOURS A CHAUX DE SORCY;2017;141000;;;
0005702052;SOUFFLET Malterie Polisy;2017;198000;;;
0006700612;LILLY FRANCE;2017;;;278000;
0069907006;Centre CEA Paris-Saclay - Site de Saclay;2017;;;69700;
0006700094;SABLIERES OESCH;2017;114000;;;
0007404411;GLOBAL SWITCH PARIS;2017;;;104000;
0006701094;STANDART SAS;2017;256000;;636;
0006202598;SOCIETE FROMAGERE DE XERTIGNY;2017;95000;;;
0056401753;Arcadie Sud-Ouest;2017;3200;;64500;
0005101952;NESTLE production PURINA PETCARE;2017;269000;;;
0006505507;JOINT FRANCAIS (Le);2017;;149000;;
0016400376;MEWA SARL;2017;;;106000;
0005500170;ENTREMONT ALLIANCE;2017;97300;;260000;
0006400196;SAS ZEPHIRE;2017;;;86100;
0006400337;KERRY FLAVOURS FRANCE SAS;2017;;;55000;
0007300018;SGBC;2017;;267000;;
0006702151;SOJINAL;2017;182000;;11900;
0005101901;GOODYEAR DUNLOP TIRES Amiens SUD;2017;362000;;9960;
0007000481;HSWT;2017;;215000;297000;
0005201687;GASCOGNE SACS;2017;;;56300;
0005206066;DRAGAGES PONT DE LESCAR S.A.;2017;73900;;;
0007000962;IMERYS ALUMINATES - Usine de Dunkerque;2017;;;112000;
0006700657;ETC Ennoblissement Technique Cernay;2017;75500;;463;
0005503567;MIX BUFFET;2017;132000;;161000;
0005800412;SANOFI CHIMIE SA;2017;15300000;;24600;
0005201996;TIMAC AGRO SA;2017;25900;134000;1390;
0005202283;CONSERVES FRANCE SA;2017;;621000;1360;
0005504579;VERGERS DE CHATEAUBOURG SAS;2017;;;201000;
0006802032;CEMEX GRANULATS SUD-OUEST;2017;109000;;;
0007004595;DUNKERQUE LNG;2017;;;32600;81300000
0072628101;Usine de dépollution de Romans sur Isère;2017;;;95600;
0006506686;COCA COLA EUROPEAN PARTNERS CCEP;2017;698000;;12100;
0005800574;LUBRIZOL ROUEN;2017;;;106000;
0006103596;RHODIA OPERATIONS;2017;;3400000;107000;
0005301162;GALEO;2017;56900;;42300;
0010800259;GROUPE BIGARD Site de Bonneville;2017;;;73900;
0006801182;ABCVL S.A.S.;2017;52400;;;
0007000056;CBS SAS.;2017;9120000;;182;
0005501651;FONDERIE DE BRETAGNE;2017;34100;;79300;
0005701322;BONGRAIN GERARD (usine);2017;354000;;2460;
0006302050;CASTEL FRERES site de la Chapelle Heulin;2017;34600;;35100;
0005306883;SOCIETE DES MAITRES LAITIERS DU COTENTIN;2017;;;149000;
0005800571;VALLOUREC TUBES FRANCE;2017;168000;;4330;
0005500440;IDEX ENVIRONNEMENT BRETAGNE( SARL);2017;76200;;10500;
0007001242;Malteurop;2017;122000;;1060;
0006400210;COCA COLA MIDI SAS;2017;;;86100;
0005901226;LA ROCHERE S.A.;2017;;89400;4930;
0006104577;HACER TRAITEMENTS DE SURFACE;2017;118000;;10800;
0005701887;Mannesmann Précision Tubes France;2017;;;106000;
0053501402;SVELTIC;2017;29900;;65700;
0005204306;SIBELCO France SAS;2017;;56500;;
0007000590;MOY PARK FRANCE;2017;;;261000;
0006302144;Communauté de Communes du Pays de Craon;2017;;2490000;;
0052903521;VOLEFI;2017;22300;;44000;
0006103644;SANOFI PASTEUR MARCY;2017;;;325000;
0005800575;LUBRIZOL France;2017;;;343000;
0007001106;LES MOULINS DE SAINT-AUBERT;2017;;;57700;
0022100036;GARDEL S.A.;2017;2220;57900;;
0006505930;HUTCHINSON - Persan;2017;;123000;46600;
0006400952;MESSER FRANCE;2017;;;80800;
0005500400;SAINT-BRIEUC FONDERIE (ex MANOIR);2017;;767000;59;
0053501963;SOCIETE BRIENT;2017;;;52400;
0006201887;ARCELORMITTAL FRANCE;2017;;;145000;
0006103721;Polytechnyl;2017;1540000;;;
0006400259;LAFARGEHOLCIM CIMENTS;2017;121000;;;
0006402259;SERAMM Usine des boues;2017;;64500;89000;
0006503411;AIRBUS SAFRAN LAUNCHERS (DEFENCE&SPACE);2017;738000;;;
0010001230;PMC ISOCHEM;2017;360000;;23200;
0005500111;ARMORICAINE INDUSTRIE SAS;2017;;;62100;
0054200537;SICAREV;2017;;;120000;
0005300552;L.N.U.F. BAYEUX;2017;;;217000;
0006301001;SNV;2017;104000;;44000;
0006202307;LUCART SAS;2017;594000;;2930;
0077800501;SIAAP - Site Seine Aval;2017;;20200;325000;
0009000325;ELoCA Mourmelon;2017;549000;;;
0006200175;SALINE D'EINVILLE S.A.;2017;128000;98000;1060;
0005301827;CARGILL FRANCE SAS - site de Baupte;2017;126000;;487000;
0005100349;SOPROCOS;2017;51500;;1270;
0006700297;GRAVIERE DE NIEDERHERGHEIM;2017;198000;;;
0006700050;LES GRAVIERES RHENANES;2017;1200000;;;
0006600717;DEULEP;2017;;;58100;
0005508880;DELIFRANCE Landévant;2017;;;57500;
0007000610;ROYAL CANIN SAS;2017;;;71800;
0010005083;SKF FRANCE;2017;88600;;5170;
0005500035;KERMENE;2017;;744000;29700;
0006802487;TOUPNOT;2017;81800;;;
0006000385;INTERNATIONAL PAPER;2017;;25400000;;
0006103731;RHODIA OPERATIONS;2017;7850000;8290000;59100;
0006301288;FROMAGERIES PERREAULT;2017;;;160000;
0007001673;DURAND PRODUCTION;2017;69500;;515;
0006200031;MANUFACTURE DE BACCARAT;2017;163000;64600;163;
0054200985;STEPHANOISE D'ABATTAGE;2017;63;11100;182000;
0006104367;PLACOPLATRE;2017;225000;;3620;
0006600563;FERROPEM;2017;64600;;22400;
0005701961;Michelin MFPM;2017;;;734000;
0054000923;PYRENEX;2017;116000;;;
0006410873;KEM ONE;2017;;;1120000;
0005203662;GSM - Illats;2017;;211000;;
0076915201;STEP - Lyon - Pierre Bénite;2017;560000;;36100;
0005301825;COOPERATIVE  ISIGNY STE MERE;2017;78200;;6720;
0006401007;COMPAGNIE PETROCHIMIQUE DE BERRE SAS;2017;;5410000;131000;
0010001801;VALCANTE;2017;32400;21300;;
0006502601;MAGIC RAMBO (ou SNC THIMEAU) (ELIS);2017;135000;;7950;
0010000765;SYNTHRON;2017;179000;;;
0006204953;ELIS LORRAINE/PIERRETTE TBA;2017;;;162000;
0005202000;RAYONIER A.M. TARTAS;2017;4630000;5370000;52000;
0005801350;MAJ (ELIS NORMANDIE);2017;144000;;5720;
0006104050;NEOVALY;2017;;;148000;
0005801765;FROMAGERIE BOURSIN;2017;69300;;2310;
0005101048;Société LAITIERE DE CLERMONT;2017;204000;;15800;
0005901098;MILLERET Fromagerie;2017;;;196000;
0005100611;CENTRE HOSPITALIER GENERAL;2017;;;149000;
0006302293;Fromagerie de Vihiers;2017;;;56200;
0006207102;TPF;2017;3060000;;120000;
0006102857;FINORGA-NOVASEP;2017;2130000;;55900;
0005500382;CENTRE HOSPITALIER Yves le Foll;2017;;;115000;
0007201328;RHODIA OPERATIONS;2017;314000;;45100;
0007000635;BEFESA  VALERA SAS;2017;;5600;44900;
0007000955;ARCELORMITTAL  ATLANTIQUE et LORRAINE;2017;;719000;54300;
0056700195;BRUNO SIEBERT SA;2017;87500;;6000;
0005200257;NOURYON PULP & PERFORMANCE CHEMICALS;2017;47400;11700000;64100;
0007000987;VENATOR Pigments France;2017;;189000;10700;
0005501866;GREENYARD FROZEN FRANCE (ex CGS);2017;288000;;190000;
0005206758;LDC AQUITAINE (SA);2017;;;121000;
0006301172;SAS SARA;2017;42200;;22200;
0007300037;Société CICO CARRIERE;2017;471000;;857;
0007101355;EDF-PEI SAS;2017;;;22000;71300
0006107177;COMPAGNIE d'ABATTAGE de BOURG;2017;6310;;103000;
0007001955;MAISON MENISSEZ SA;2017;;;168000;
0007000475;FEUTRIE SA;2017;;95700;510;
0006306182;KALHYGE 1 SASUS;2017;;;50400;
0005100536;WILLIAM SAURIN PRODUCTION;2017;483000;;;
0055601962;SAS ENTREMONT;2017;;2920000;1060;
0006306635;BRIDOR SAS;2017;;;69800;
0005702865;OLFA SAS (ex SAHFFF);2017;;67000;1580;
0069907003;EDF - CNPE de Dampierre;2017;45000;197000000;;
0005100096;MATERNE;2017;;;246000;
0053501396;HTL;2017;;;76000;
0005302766;CSR;2017;116000;;;
0053502544;ARMOR PROTEINES;2017;;;344000;
0005401298;EURIAL ULTRA FRAIS;2017;398000;;279000;
0069904001;EDF - CNPE de Gravelines;2017;;;800000;6420000000
0006200037;SOVAB;2017;;;285000;
0007201363;ALAMIGEON;2017;;255000;;
0007000851;LAMINES MARCHANDS EUROPEENS (LME);2017;;711000;22100;
0005201261;ARIANEGROUP;2017;;503000;37700;
0005303674;COMPAGNIE DES FROMAGES & RICHESMONTS;2017;109000;;146000;
0006804237;REGIE MUNICIPALE DES EAUX (STEP);2017;;83600;;
0006702131;DS SMITH Packaging Nord EST;2017;35700;;16700;
0006202256;OI Manufacturing France;2017;;380000;18100;
0007001087;Le Petit Cuisinier;2017;;;57400;
0005200391;PAPETERIES DE BEGLES (SAPB);2017;;1040000;27400;
0005601436;PUIGRENIER ABATTOIR BOVIN;2017;;;104000;
0005800620;SAFRAN AEROSYSTEMS;2017;66800;;4220;
0005202639;BEARN URBASER ENERGIE;2017;188000;;27300;
0005201173;Distillerie DOUENCE;2017;;86500;537;
0006110073;MP HYGIENE SAS;2017;;343000;1760;
0006400839;SANOFI CHIMIE;2017;;125000;61300;
0005702721;SAICA PAPER EL;2017;1990000;;3070;
0006302797;DIANA FOOD SAS (DIANA NATURALS);2017;;;152000;
0007000646;BONDUELLE EUROPE LONG LIFE (BELL) ex BCI;2017;1590000;;;
0022100075;SADG (SOCIETE ANTILLAISE DE GRANULATS);2017;;53900;;
0009000244;1er REG Laudun;2017;76300;;44500;
0005901306;PSA AUTOMOBILES SA;2017;;48500;21900;
0006205051;WELLMAN NEUFCHATEAU RECYCLAGE;2017;;;92500;
0006400336;LYONNAISE DES EAUX  - Usine de l'Apié;2017;;3360000;;
0006300981;Fromageries Bel Production France;2017;;;527000;
0005702355;UNILIN SAS;2017;;;413000;
0006402211;Petroineos Manufacturing France SAS;2017;;4580000;98100;4500000
0006506903;GSM Ouest (criblerie Carrières\Poissy);2017;;87600;;
0007001833;TATA STEEL MAUBEUGE SAS;2017;;260000;4610;
0005401124;ECKES GRANINI FRANCE SNC;2017;385000;;1380;
0007000830;Peugeot Citroën Mécanique du Nord Ouest SNC;2017;;;98600;
0006102033;UGITECH;2017;58800;;;
0010001078;Joffrey Carré;2017;88600;;3630;
0006200679;CSME;2017;;3040000;31600;
0007002133;RLST Localinge;2017;104000;;1330;
0007003379;SARBEC;2017;;;58900;
