identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0005800398;CRISTAL UNION;2011;70700;;2710;
0005200898;HOPITAL ROBERT BOULIN;2011;74200;;110000;
0006506379;ORANGINA SUNTORY FRANCE;2011;;;237000;
0005302603;PCAS SEQENS;2011;;393000;40100;
0006400210;COCA COLA MIDI SAS;2011;;;86600;
0007000109;CARRIERE PLUCHART;2011;410000;;;
0006201545;CHR Metz-Thionville site de Thionville Hôpital Bel Air;2011;;;131000;
0005500088;FERTIVAL SA;2011;;;97900;
0006700663;CRISTAL UNION;2011;2650000;;;
0006202392;FENIIX;2011;;117000;6380;
0005101170;PHARMATIS;2011;;;53100;
0007001142;FINDUS France (SA);2011;;;51300;
0005100293;EVERBAL PAPETERIE;2011;1180000;;2650;
0005800416;POCHET DU COURVAL;2011;1130000;;12100;
0005900641;PEUGEOT CITROEN  AUTOMOBILES SA;2011;;;110000;
0007001047;CEREC;2011;;116000;2950;
0006601574;GIE CHIMIE SALINDRES;2011;;705000;;
0006400942;Kem One Lavera;2011;;;2490000;
0007100593;EDF-SEI;2011;528000;;5180;
0005801044;DS SMITH;2011;1180000;2100000;;
0006104367;PLACOPLATRE;2011;197000;;4170;
0005504081;AGRIAL (St Georges de gréhaigne);2011;36600;;19200;
0005703027;CEMOI;2011;813000;;18500;
0005401230;Groupe BIGARD;2011;;;284000;
0007201189;COOPERL ARC ATLANTIQUE;2011;;;274000;
0005401144;APERAM STAINLESS FRANCE;2011;;1750000;32400;
0010001240;JOHN DEERE;2011;;;52900;
0006802176;usine de SABART;2011;;397000;16500;
0005800412;SANOFI CHIMIE SA;2011;6450000;;13400;
0006506623;LAFARGE GRANULATS SEINE NORD;2011;;201000;;
0005701475;OI Manufacturing france;2011;58800;;6010;
0005800378;SEDIBEX;2011;;;590000;
0057201663;LDC;2011;;;286000;
0005201173;Distillerie DOUENCE;2011;;75700;474;
0006301225;DIRICKX INDUSTRIES;2011;;176000;8660;
0010000931;TERR'LOIRE (Société Nouvelle);2011;288000;;457;
0006202054;ARCELORMITTAL FRANCE;2011;1050000;16100000;29100;
0006702200;Linde France Usine de Chalampé;2011;;;1330000;
0006301184;ACI Usine du Mans;2011;;2200000;79600;
00       44190005;COVI;2011;;;288000;
0007000540;BLEDINA;2011;;;696000;
0005301827;CARGILL FRANCE SAS - site de Baupte;2011;269000;121000;424000;
0006103875;TEINTURES ET IMPRESSIONS DE LYON;2011;561000;;1290;
0005300004;ATEMAX France - Usine de St Langis;2011;;;96900;
0005901226;LA ROCHERE S.A.;2011;;119000;9720;
0005100422;AROMONT;2011;;;56000;
0010900062;NIGAY S.A.S;2011;;35000;42800;
0005302025;MLC;2011;126000;;;
0005501030;Even Lait industrie;2011;480000;;;
00       75624001;CONSERVERIE DE BERGERAC;2011;342000;;2080;
0006302050;CASTEL FRERES site de la Chapelle Heulin;2011;20500;;34700;
0006300905;SABOURIN SAS;2011;184000;;73400;
0005100521;TEREOS FRANCE;2011;;4940000;108000;
0005401060;SA VAL D'AUCY;2011;209000;;968;
0005300968;Cidreries du Calvados La Fermière;2011;61300;;29100;
0022200044;SARA raffinerie;2011;;;244000;
0006200203;SOFIDEL FRANCE;2011;474000;;5780;
0057200475;SOCOPA VIANDES;2011;;;363000;
0005301789;MAITRES LAITIERS DU COTENTIN;2011;958000;38500;19400;
0006700584;KEMIRA CHIMIE SASU (Sausheim);2011;87000;;5570;
0005702721;SAICA PAPER EL;2011;2160000;;5210;
0005600334;CRISTAL UNION;2011;;170000;27900;
0022200048;SNEMBG;2011;;;104000;
0006102943;SATMA PPC;2011;454000;;696;
0006700513;BUTACHIMIE;2011;23000000;4010000;;
0005500400;SAINT-BRIEUC FONDERIE (ex MANOIR);2011;;582000;2750;
0006508918;Centre CEA Paris-Saclay - Site de Saclay;2011;;437000;1020000;
0006401459;AZ MEDITERRANEE;2011;82200;;2820;
0005801788;FICOBEL;2011;189000;;402000;
0006501602;BASF Health and Care Product France;2011;;232000;96400;365
0005800763;BARRY CALLEBAUT FRANCE;2011;;;93600;
0057200348;LUISSIER BORDEAU CHESNEL;2011;;;87600;
0006207528;SCHREIBER FRANCE;2011;264000;608000;72900;
0005800290;CABOT CARBONE SAS;2011;;512000;8750;
0005600419;ROCKWOOL FRANCE SAS;2011;;182000;127000;
0006700846;DELABLI division Delpierre site de Wisches;2011;;;107000;
0006501028;V & B Fliesen GmbH;2011;46100;;6430;
0006700643;TEREOS STARCH & SWEETENERS EUROPE;2011;3480000;;89300;
0006401268;LHG Cavaillon;2011;112000;;;
0005301484;VERRERIE D'ART AURYS;2011;;;124000;
0010002272;DOUX FRAIS SAS Etablissement de Boynes;2011;83800;;;
0006700674;STAL;2011;;67500;27600;
0005501252;DAREGAL;2011;;;58400;
0005101668;ARKEMA;2011;;;70100;
0011000005;TEINTURES ET APPRETS DANJOUX;2011;;139000;19000;
0007000482;CANDIA;2011;351000;;109000;
0006102636;PAPETERIES DE MONTSEGUR;2011;;85300;;
0007202664;CA FRANCE CHAMPIGNON;2011;;;473000;
0005701122;CANELIA;2011;184000;;;
0009000103;DGA Techniques terrestres;2011;301;;53600;
0007001176;LESAFFRE (Société Industrielle);2011;1900000;3980000;25200;
0007100121;ALBIOMA Bois Rouge;2011;;2960000;;
0006401329;GRANULATS DE LA CRAU- CALVIERE;2011;82000;;;
0006103571;CENTRE HOSPITALIER LE VINATIER;2011;;;180000;
0006802463;RODEZ ABATTOIR;2011;;;56500;
0075147401;STEP REIMS;2011;281000;;;
00       40282001;FERMIERS LANDAIS SAS;2011;;;138000;
0006103685;ARKEMA FRANCE;2011;10600000;21300000;187000;
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2011;;2050000;;
0006506454;CPCU ST OUEN I & II;2011;;775000;5090;
00       76278001;ALLIANCE ELABORES;2011;;;164000;
0006802373;CNES - Centre Spatial de Toulouse (CST);2011;;;52600;
0005503567;MIX BUFFET;2011;;;202000;
0057201666;SASU MARIE;2011;;;109000;
0010300115;ANDROS;2011;774000;;28500;
0006400451;GB FOODS PRODUCTION FRANCE SAS / LIEBIG;2011;592000;;22000;
0005501795;UFM - UNION FERMIERE MORBIHANNAISE SAS;2011;129000;;169000;
0005200447;BARDINET;2011;;;65800;
0022200013;DISTILLERIE DILLON S.A.S;2011;;1090000;6370;
0006400884;JEAN LEFEBVRE MEDITERRANEE SA;2011;;;69600;
0007000437;HAAGEN DAZS;2011;;;143000;
0006104159;LAFAYETTE - ELM Opérations;2011;174000;;360;
0007402356;MAJ;2011;129000;;3050;
0005301810;ELVIA PRINTED CIRCUIT BOARDS;2011;;;79500;
0006202170;NESTLE WATERS SUPPLY EST Contrexéville;2011;191000;;;
0006301423;LACTALIS NESTLE ULTRA-FRAIS MARQUES SA;2011;;;254000;
0007000575;DICKSON CONSTANT;2011;;;62600;
0005202283;CONSERVES FRANCE SA;2011;;377000;1480;
0006701867;GRANDS CHAIS DE FRANCE Petersbach;2011;104000;;1020;
0006400336;LYONNAISE DES EAUX  - Usine de l'Apié;2011;;501000;;
0005101507;SYNTHOS ( ex INEOS STYRENICS);2011;105000;158000;1050;
0006103381;INDUSTEEL FRANCE;2011;;261000;38600;
0005100097;NESTLE France SAS;2011;;;449000;
0006802518;DAHER Tarbes;2011;83900;;7870;
0006402179;CENTRE HOSPITALIER DE CANNES;2011;;;113000;
0006400874;Fibre- Excellence;2011;;17400000;;
0005701467;CHARBONNEAUX BRABANT SA;2011;;;74500;
0005101048;Société LAITIERE DE CLERMONT;2011;325000;;120;
0006400245;SOMECA;2011;;;273000;
0007000481;HSWT;2011;;416000;157000;
0006201358;LIBERTY RAIL Hayange;2011;;;89300;
0005701763;LE BRONZE ALLOYS - SUIPPES 1;2011;660000;;1130;
0006400651;ARKEMA FRANCE SA;2011;1140000;;27100;
0005701290;FERRY CAPITAIN;2011;;43900;8530;
0007000582;BRASSERIE DE SAINT-OMER;2011;590000;;;29
0007002361;TRAITEX;2011;;69000;;
0007201656;Groupe THIOLLET;2011;;964000;792;
0006506733;MAJ ELIS;2011;;;70300;
0010001557;TEREOS FRANCE Site d'Artenay;2011;634000;;13800;
0005401298;EURIAL ULTRA FRAIS;2011;465000;;184000;
0006301021;Fromageries BEL Production France;2011;;;71000;
0006301411;CARGILL France;2011;;;252000;
0005204961;ARKEMA - Site de Mourenx;2011;;59600;5800;
0057200464;VALLEGRAIN ABATTOIR;2011;25400;;105000;
0005202193;SAS LES JUS DU SOLEIL;2011;;112000;83900;
0010000043;LES VOLAILLES DE BLANCAFORT;2011;167000;;;
0005600465;EUROPAFI;2011;;418000;;
0006501956;SAFRAN AIRCRAFT ENGINES;2011;129000;;;
0005300884;DANONE PRODUITS FRAIS FRANCE;2011;;;306000;
0006103013;BATH Toilettes et accessoires ALLIBERT TS;2011;89000;;;
0006503289;CALCIA gargenville (cimenterie);2011;;1790000;14300;
0057900511;GALLIANCE NUEIL CANARD;2011;;;204000;
0007000638;MG-VALDUNES;2011;;1200000;2930;
0005800441;Chapelle Darblay;2011;;15200000;;
0006601577;AXENS;2011;;;306000;
0006102850;FREGATA HYGIENE;2011;;544000;5650;
0005501190;SOCABAQ;2011;;;62400;
0006600262;LAFARGE HOLCIM;2011;;;119000;
0006200679;CSME;2011;;8000000;55400;
0006301731;NOVANDIE;2011;300000;;2500;
0005101904;PROCTER et  GAMBLE AMIENS;2011;;;864000;
0005702271;WEPA France;2011;277000;;271;
0006201177;KALHYGE 4;2011;;;55500;
0006200031;MANUFACTURE DE BACCARAT;2011;312000;60600;;
0006103750;FAMAR LYON;2011;;;114000;
0005900400;PAPETERIE DE MANDEURE;2011;;823000;1480;
0006702247;DAIICHI SANKYO ALTKIRCH SARL;2011;;;104000;
0079545001;STEP - NEUVILLE sur Oise.;2011;;;11900000;
0073155518;Usine de dépollution des eaux Ginestous-Garonne - VEOLIA EAU Compagnie Générale des Eaux -;2011;;;263000;
00       48094011;Société Fromagère du Massegros;2011;;;167000;
0005401359;Salzgitter Mannessmann Stainless Tubes France;2011;;295000;26100;
0005200361;SIAP-SARP INDUSTRIES AQUITAINE PYRENEES;2011;;;67100;
0006701424;MILLIPORE;2011;10800;;61100;
0007000821;NYRSTAR FRANCE;2011;;1200000;67300;
0005302774;BOLAIDOR Sté Laitière du Bocage Ornais;2011;16900;51200;9100;
0006405412;GDF SUEZ THERMIQUE FRANCE;2011;;;286000;237000000
0006503325;SEQENS (ex PCAS );2011;;;72800;
0006404437;AP-HM;2011;;;59200;
0005800607;BOREALIS CHIMIE;2011;1040;9050000;113000;
0005102036;LAINIERE DE PICARDIE BC SAS;2011;500000;;5330;
0016400309;TRADIVAL;2011;;;168000;
0006000290;POLYREY;2011;;587000;1840;
0005200081;MUNKSJÖ ROTTERSAC SAS;2011;;4530000;;
0006802185;Papeteries de Saint-Girons SAS;2011;;3080000;3760;
0006201330;SMART FRANCE SAS;2011;;;99900;
0077800501;SIAAP - Site Seine Aval;2011;;;254000;
0006106518;SICAREV;2011;;;109000;
0006700583;RICOH INDUSTRIE FRANCE;2011;80600;;76600;
0006200067;EDF - CCG Blénod;2011;311000;427000000;;
0006506146;SAREN (SIGIDURS);2011;50300;;13600;
00       75664052;FIPSO Aquitaine;2011;;;228000;
0005501608;RONSARD SAS;2011;254000;;90900;
0006504918;ANETT TROIS;2011;51400;;543;
0005702999;SAIPOL;2011;388000;;3770;
0010002256;MFB - MALTERIES FRANCO-BELGES;2011;430000;;1800;
0006700612;LILLY FRANCE;2011;344000;;411000;
0005800571;VALLOUREC TUBES FRANCE;2011;2300000;;7630;
0007002611;Blanchisserie Centrale du C.H.U. de Lille;2011;;;54600;
0006202252;CROUVEZIER DEVELOPPEMENT;2011;174000;;3340;
0005701783;MALTEUROP FRANCE;2011;;;767000;
0007404300;ISSY URBASER ENERGIE;2011;;104000000;11900;
0006102805;FONDERIE GIROUD INDUSTRIE;2011;107000;;1850;
0005700724;MAC CAIN ALIMENTAIRE SAS;2011;863000;;;
0010004681;LISI AUTOMOTIVE NOMEL SAS;2011;220000;;;
0010010029;ICT FRANCE SAS;2011;125000;;;
0007000837;OUTREAU Technologies (SASU)-(ex MIO);2011;8880;1310000;6190;
0006802667;papeteries leon martin;2011;;66100;;
0007404411;GLOBAL SWITCH PARIS;2011;;;173000;
0006505483;M.A.J. Elis;2011;;;125000;
0006802754;LIEBHERR AEROSPACE SAS;2011;350000;;17900;
0005701133;FONTE ARDENNAISE FA1;2011;;298000;46900;
0006201364;ARCELORMITTAL ATLANTIQUE ET LORRAINE;2011;591000;51900;125000;
0005206758;LDC AQUITAINE (SA);2011;;;110000;
0005205717;PERIGORD ENERGIES;2011;;139000;187;
0006802459;PECHDO SA TANNERIES NOUVELLES;2011;;55700;;
0006103878;plattard granulats;2011;;124000;;
0006202417;PAPETERIE RAON;2011;;1600000;;
0006103589;MAT;2011;114000;28100;2640;
0005201996;TIMAC AGRO SA;2011;35600;106000;4520;
0005800345;TOYO INK EUROPE SPECIALTY CHEMICALS S.A;2011;648000;;2680;
0005500663;SA DOUX ETS CHATEAULIN;2011;;;1040000;
0006506288;TOTAL MARKETING FRANCE;2011;;66700;1590;
0005601340;EUROSERUM;2011;;60000;68000;
0005800575;LUBRIZOL France;2011;;;300000;
0006200909;AHLSTROM-MUNKSJÖ STENAY SAS;2011;;2980000;15000;
0006505098;ARIANEGROUP (ex HERAKLES);2011;;150000;;
0006802181;Aubert et Duval usine de Pamiers;2011;;1360000;25100;
0006301119;QUALIPAC ALUMINIUM;2011;;;66100;
0005601563;MAJ ELIS AUVERGNE;2011;31300;;36300;
0006702583;ELECTRICTE de STRASBOURG;2011;1050000;;6170;
0010000002;MBDA France;2011;45300;;19600;
0005500481;LE CLEZIO ABATTOIR SAS;2011;86000;;77600;
0006503858;CEA - Centre DAM Ile de France;2011;394000;;3600;
0006700800;BRASSERIE METEOR;2011;14700;18100;212000;
0005501903;GALINA SASU;2011;;;189000;
0005104803;CLAL-FRANCE;2011;520000;;5890;
0007000690;CONTINENTALE NUTRITION- SITE MARENGO I;2011;;;64500;
0005205111;SETHELEC SNC;2011;50500;;;
0006601578;SOLVAY Rhodia Opérations;2011;;;133000;
0010000316;LABORATOIRES EXPANSCIENCE;2011;26;;100000;
0006501167;Borealis Grandpuits;2011;988000;;232000;
0006301299;NORPAPER;2011;;746000;;
0005600288;UNIFRAX;2011;;74100;1170;
0006202183;ETABLISSEMENT PAPETERIES DE DOCELLES;2011;870000;;;
0005200359;SAIPOL SA;2011;166000;;118000;
0006103760;TEINTURE DE SAINT JEAN                xx;2011;;;69000;
0005401426;TERREAL SAS;2011;;43400;14600;
0005512136;BONNETERIE D'ARMOR (SAS);2011;;;50900;
0006400280;VICAT SA;2011;337000;;22200;
0006000346;Papeteries et cartonneries Lacaux Frères;2011;;287000;22400;
0006803795;SAINT ANTONIN EAUX MINERALES;2011;175000;;171;
0006700428;CENPA SAS;2011;;952000;33000;
0006001284;Centre Hospitalier Universitaire de Limoges;2011;;;342000;
0005701486;Centre Hospitalier Universitaire de Reims;2011;;;51800;
0010000030;TRIBALLAT Hubert Laiteries;2011;344000;;56600;
00       74224461;FRUITE SAS Site ii;2011;106000;;61400;
0006604226;Usine d'Avène;2011;368000;26800;45400;
0007000800;MERYL FIBER;2011;;3620000;4910;
0010001378;ORRION CHEMICALS ORGAFORM;2011;49000;;2100;
0010300060;CHARLES ET ALICE;2011;215000;;35000;
0007001036;Centre Hospitalier Universitaire;2011;;;356000;
0006600403;COMPAGNIE des SALINS DU MIDI;2011;;1430000;15500;39500000
0005201250;ROXEL FRANCE;2011;;133000;;
0010100023;CGES Les Neyrolles;2011;219000;;;
0005800790;PIPELIFE FRANCE;2011;49500;;56200;
0005301889;COMPAGNIE DES FROMAGES & RICHESMONTS;2011;;102000;2190;
0005301347;FLORENTAISE;2011;;16300000;;
0005202503;BONCOLAC;2011;;;56100;
0007403759;GUERBET;2011;;;52400;
0006302797;DIANA FOOD SAS (DIANA NATURALS);2011;;;178000;
0006200735;LA MEUSIENNE;2011;;102000;4500;
0006301272;DELPEYRAT Site de La Pommeraie sur Sèvre;2011;;;81900;
0007001030;SICAL;2011;520000;;;
0006102276;BRESSOR SA site de Servas;2011;513000;;;
0006102795;Aoste;2011;2660000;;4770;
0006104679;TEFAL SA;2011;;;441000;
0005900645;FAURECIA Systèmes d'Echappement;2011;;552000;1180;
0006103135;PATURLE ACIERS;2011;57400;;4340;
0005503331;FARMOR;2011;;;74500;
0010001318;MAINGOURD;2011;333000;;7340;
0007000504;EDF Direction Production Ingénierie -;2011;;977000;3540;
0005202016;Usine DRT Vielle-Saint-Girons;2011;776000;;13300;
0005800429;AHLSTROM-MUNKSJO SPECIALTIES;2011;;577000;;
0006301416;CANDIA;2011;262000;;14600;
0006300974;Terminal Méthanier;2011;;104000000;41600;
0006104223;METROPOLE DE LYON - Unité de Traitement de de Valorisation Energétique des déchets urbains de Lyon Sud;2011;6970000;;33900;
0006400463;AZUR DISTILLATION;2011;20500;;43100;
0007000492;Cartonneries de Gondardenne;2011;206000;368000;;
0006204953;ELIS LORRAINE/PIERRETTE TBA;2011;;;155000;
0006108681;BIOMERIEUX;2011;301000;;5520;
0006501936;SAM MONTEREAU;2011;;1330000;18300;
0006301360;CELIA - LAITERIE DE CRAON;2011;228000;;471000;
0005501512;ARMOR PROTEINES;2011;;;340000;
0006104664;PAPETERIES DU LEMAN S.A.;2011;3820000;;18900;
0005101339;UNILEVER FRANCE HPC Industries;2011;;;154000;
0006102822;PCAS - SEQENS;2011;839000;;7780;
0005202511;CELSA France SAS;2011;914000;;14000;
0007000745;AHLSTROM Specialities;2011;1120000;1050000;4850;
0005702038;MALTERIES SOUFFLET et AGRICULTURE;2011;877000;;;
0005401254;APERAM ALLOYS IMPHY;2011;;2080000;58000;
0006102962;UMICORE SPECIALTY POWDERS FRANCE;2011;403000;;12100;
0006600459;KONINGS SPIRIT & DRINKS FRANCE;2011;54800;;3600;
00       61096020;SNV;2011;40000;;206000;
0006103781;TEINTURERIES DE LA TURDINE-RTE DE THIZY;2011;;71300;8210;
0005500491;YFFINIAC INDUSTRIE LAITA;2011;158000;;116000;
0006502055;LESAFFRE Sucrerie;2011;54100;;1530;
0005401657;Villers SAS;2011;134000;;733;
0007000445;DSM Food Specialties;2011;770000;;18300;
0005800449;FRAMATOME;2011;64200;;814;
0006700323;GSM ALSACE Rumersheim-le-Haut;2011;1420000;;;
0007201117;MARIE SURGELES;2011;;;108000;
0005501430;LAITIERE DE L'HERMITAGE (STE);2011;;;301000;
0005600289;AUBERT & DUVAL ALLIAGES;2011;;;302000;
0006301221;DOUX SA;2011;428000;;89000;
0006301179;HOLVIA PORC;2011;;;98500;
0005802304;LUNOR DISTRIBUTION;2011;;;252000;
0006506525;AIR FRANCE INDUSTRIES;2011;;;68700;
0005101901;GOODYEAR DUNLOP TIRES Amiens SUD;2011;663000;;;
0006505946;MAJ - EX GRENELLE SERVICE - BTS-;2011;126000;;1190;
0006301288;FROMAGERIES PERREAULT;2011;;;205000;
0005501863;SAS ENTREMONT;2011;;3280000;759;
0006103703;FRESENIUS MEDICAL CARE SMAD;2011;;;256000;
0006506043;CGECP;2011;132000;;18300;
0006200037;SOVAB;2011;;;286000;
0006302127;AROMES DE CHACE;2011;80200;;384;
0006200307;NOVACARB;2011;1590;20000000;10200;
0007000915;WEPA FRANCE (ex WEPA LILLE);2011;;941000;3500;
0010004108;EBLY;2011;;;81800;
0005601338;GERENTES SAS;2011;18000;24100;78400;
0007000829;FRANCAISE DE MECANIQUE;2011;;642000;41900;
00       40282004;DELPEYRAT Abattoir Saint Sever;2011;;;96900;
0007000438;DILLINGER (ex GTS INDUSTRIES);2011;;;502000;
0005514248;NAVAL GROUPE (ex DCNS);2011;;;100000;
0006301125;SOFIVO SAS;2011;18700;158000;1350;
0005200010;POLYREY S.A.S. (usine);2011;;259000;5520;
0006104785;BECTON DICKINSON;2011;237000;;169000;
0006104781;ELIS ALPES;2011;118000;;6770;
00       75664051;POINTVIANDES;2011;18000;;39000;
0006104426;FERROPEM GROUPE FERROATLANTICA;2011;;2010000;80000;
0006802662;LA FORGE;2011;;244000;;
0007002602;SEA BULK;2011;;;210000;
0005202240;UPSA SAS;2011;;;78100;
0005401044;LAGUILLAUMIE;2011;;;64400;
0005800666;SANOFI  PASTEUR SA;2011;;;230000;
0006103657;SNCF - TECHNICENTRE INDUSTRIEL D'OULLINS;2011;1050000;;;
0006000336;PHOTONIS FRANCE SAS;2011;;;56600;
0009000036;BA 116 Luxeuil;2011;73500;;;
0006102997;FERROPEM;2011;;2520000;29400;
0005302264;LISI AUTOMOTIVE NOMEL;2011;53300;;4390;
0005201222;ETEX FRANCE BUILDING PERFORMANCE;2011;;;168000;
0005100918;SPONTEX;2011;2850000;1960000;26100;
0005501423;GATINE VIANDES;2011;;;242000;
0006804237;REGIE MUNICIPALE DES EAUX (STEP);2011;;122000;6410;
0006401033;Air Liquide France Industrie;2011;;;347000;
0006300909;LNUF Lactalis Nestlé Ultra-Frais Laval;2011;;;194000;
0006301167;VIF ARGENT;2011;;;201000;
0010000968;DSS Paper Coullons;2011;;177000;96700;
0010300110;REFRESCO Site de Margès;2011;509000;;;
0005500170;ENTREMONT ALLIANCE;2011;117000;;73300;
0009000042;BA 705 Tours;2011;;68500;;
0006700570;Ravago Building Soluations;2011;90200;;3430;
0005207519;BIOENERGIE DU SUD OUEST;2011;;47800000;;
0005800360;DRPC;2011;4300000;58000000;63900;
0010000625;STEARINERIE DUBOIS;2011;;13900;50900;
0006802201;DELPEYRAT site de Vic Fezensac;2011;;;58700;
0006504556;ENORIS;2011;;;78200;
0006700452;DMC SAS;2011;174000;;;
0005600074;Goodyear Montluçon;2011;;912000;18900;
0005701446;GOYARD JEAN DISTILLERIE;2011;180000;;257;
0007000785;EQIOM Cimenterie de Lumbres;2011;291000;;25400;
0005401104;EUROSERUM;2011;742000;279000;;
0005900642;F2J JAPY;2011;;195000;15700;
0005701178;SMURFIT KAPPA PAPIER RECYCLE FRANCE;2011;504000;;7120;
0006700493;Messier-Bugatti-Dowty;2011;349000;;35600;
0005802143;EDF;2011;;;1170000;1160000000
0006202062;SOUCHE PARTICIPATION;2011;262000;148000;;
0005701961;Michelin MFPM;2011;;;891000;
0007003171;ARCELORMITTAL TUBULAR PRODUCTS HAUTMONT;2011;;34000;21800;
0005702196;AT FRANCE;2011;;;82700;
0006203630;GSM;2011;179000;;;
0025600021;UGITECH;2011;;381000;1310;
0005601324;LES FROMAGERIES OCCITANES;2011;;;99400;
0005102362;AJINOMOTO FOODS EUROPE;2011;6610000;;;
0006503322;SARP Industries;2011;;7120;130000;
0007000535;Nexans  France - atelier coulée;2011;;;79200;
0010001299;ORGAPHARM;2011;173000;;15500;
0006104769;SGL CARBON  SA;2011;;4140000;;
0006103500;TEINTURES ET APPRETS DE LA TRAMBOUZE;2011;;286000;1380;
0010001569;Laboratoires SERVIER Industrie;2011;10600;;146000;
0005801573;MALTERIES SOUFFLET;2011;374000;;42;
0005500150;LES LAVANDIERES SAS;2011;62800;;3920;
0006102859;SIRA;2011;73600;;8020;
0005201691;GASCOGNE PAPIER;2011;;11900000;127000;
0005902723;GEMDOUBS (ex PAPETERIE DU DOUBS ex OTOR);2011;412000;;;
0006501307;Arjowiggins Security SAS;2011;1510000;;;
0005101169;JSP INTERNATIONAL  SARL;2011;;;58200;
0006700847;BESTFOODS FRANCE Industries;2011;;;277000;
0006700717;FONDERIE DE LA BRUCHE - COLIBRU;2011;;151000;4750;
0007003390;Agora;2011;440000;;;
0005500920;ALGAIA;2011;;541000;;
0006301945;MARIE SURGELES USINE;2011;53300;;4600;
0005800348;ExxonMobil Chemical France;2011;;;2430000;
0005101555;NORCHIM;2011;;252000;2640;
0005702109;SOTRATEX SAS;2011;68500;;;
0006002605;SILAB - STE INDUSTRIELLE LIMOUSINE;2011;;1010;71800;
0006305026;SPEM - ETF;2011;;;151000;187000000
0005600333;MANUF FRANC PNEUMATIQ MICHELIN;2011;65200;;156000;
0005500379;SOCAVOL;2011;72400;;43;
0006301093;TESSIER;2011;101000;;359000;
0006100312;CARRIERES DE SAINT LAURENT;2011;50600;;;
0007000658;TEREOS France;2011;588000;;3210;
0007402245;CLIMESPACE - Centrale LES HALLES  (i738);2011;;;149000;
0006103856;IFP ENERGIES NOUVELLES ETS DE LYON;2011;410000;;20900;
0006102342;CTI Textiles;2011;;158000;;
0005800299;TOTAL FLUIDES;2011;;;319000;
0007001409;CANELIA;2011;;;301000;
0006301181;FRANCE CHAMPIGNON;2011;;;769000;
0005101667;DOW France (ex ROHM AND HAAS);2011;;108000;1150;
0006104283;AIR PRODUCTS;2011;50900;;;
0005301918;FLORETTE FRANCE GMS;2011;;;401000;
0006700657;ETC Ennoblissement Technique Cernay;2011;152000;;1270;
0006401210;LAFARGEHOLCIM GRANULATS;2011;;98400;;
0005501788;PROCANAR;2011;143000;;49300;
