Numouvep,Nomouvep,Numineco,Coola2ex,Coola2ey,Coola2ez,Codhyd,Libcodhyd,Numnat,Codeurme,Nommasea,Datmises,Datfer,Datautre,Datcnfac,Nomcom,Coddep,Libdep,Codmilsu,Libmilsu,Valcapst,Valcapconstructeur,Unicapst,Codpar,Maitre Ouvrage,Exploitant,Coola2ex Rjet,Coola2ey Rjet,Type Ouvrage,Cap Traitmt Reglmt,Debit Reference,Debit Moy Jour,Debit Horair Pointe,Code Hydro
1538,FREYMING-MERLEBACH ,57240,979199,6900327,,A9520200,RUISSEAU LA ROSSELLE,25724001538,FRCR457,ROSSELLE 3,8/10/04,,6/21/02,,FREYMING-MERLEBACH,57,MOSELLE,A95-0200,La Rosselle,2863.02,2940,kg/j DBO5,86,,,979298,6900226,Boues Activées - traitement Azote - traitement Phosphore,49300,21840,9370,880,
253,SAINT-AVOLD ,57606,972395,6896447,,A950020A,RUISSEAU LA ROSSELLE,25760600253,FRCR456,ROSSELLE 2,1/1/74,8/31/01,,,SAINT-AVOLD,57,MOSELLE,A95-0200,La Rosselle,1200,1200,kg/j DBO5,86,SI ENL DECHETS MENAGERS PLATEAU ROCROI,SI ENL DECHETS MENAGERS PLATEAU ROCROI,,,,,,2450,306,A9500200
1963,TETERCHEN ,57667,958913,6909970,,,Fossé puis Bruchbach,25766701963,FRCR463,RUISSEAU D'OTTONVILLE,6/16/10,,11/23/10,,TETERCHEN,57,MOSELLE,,,66,60,kg/j DBO5,86,,,958821,6909712,Boues Activées,1100,400,320,40,
290,ZIMMING ,57762,961129,6897654,,A985044C,RUISSEAU DE MARANGE,25776200290,FRCR460,NIED ALLEMANDE 2,1/17/74,2/1/04,,,ZIMMING,57,MOSELLE,A9850440,Ruisseau de Marange,33,33,kg/j DBO5,86,SARL SELESTAT DEPANNAGE,SARL SELESTAT DEPANNAGE,,,Boues Activées,,,176,22,A9850440
2142,DIEULOUARD ,54157,925488,6865182,,A7010060,LA MOSELLE,25415702142,FRCR213,MOSELLE 6,2/13/11,,9/24/09,,DIEULOUARD,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,414,300,kg/j DBO5,86,COMMUNE DE CHOLOY-MENILLOT,COMMUNE DE CHOLOY-MENILLOT,925508,6865211,Boues Activées - traitement Azote,5000,,980,123,
1655,ROGEVILLE ,54460,918876,6861596,,,INFILTRATION,25446001655,FRCR339,ESCHE 2,5/12/05,,5/17/10,,ROGEVILLE,54,MEURTHE-ET-MOSELLE,,,12,15,kg/j DBO5,86,COMMUNE DE HANNOCOURT,COMMUNE DE HANNOCOURT,918351,6861525,Disques Biologiques,,,30,3.75,
2267,BENEY-EN-WOEVRE ,55046,906370,6877492,,A7330330,RUISSEAU DE LA TUILERIE,25504602267,FRCR348,RUISSEAU DE LA TUILERIE,11/30/11,,,,BENEY-EN-WOEVRE,55,MEUSE,A7330330,Ruisseau de la Tuilerie,12,9,kg/j DBO5,86,COMMUNE DE BUST,COMMUNE DE BUST,906264,6877382,Lit Bactérien,,,50,6.3,
102,MADINE NONSARD ,55245,902735,6872814,,A7320210,RUISSEAU LA MADINE,25524500102,FRCR347,MADINE 2,1/1/82,,,,HEUDICOURT-SOUS-LES-COTES,55,MEUSE,A73-0210,La Madine,48,48,kg/j DBO5,86,2B,2B,,,Lagunage Naturel,,,90,10,
2430,CREPEY ,54143,919523,6828759,,A5410400,RUISSEAU D'UVRY,25414302430,FRCR267,BRENON,5/1/14,,3/29/13,,CREPEY,54,MEURTHE-ET-MOSELLE,A5410400,Ruisseau d'Uvry,45,20,kg/j DBO5,86,S.C.I. CHANG NOI,S.C.I. CHANG NOI,919489,6828684,Bassin d'Infiltration,370,314,160,13.2,
2521,VIGNEULLES ,54565,946217,6834555,,A6760900,Ruisseau le breuillot,25456502521,FRCR281,MEURTHE 5,4/14/15,,2/3/14,,VIGNEULLES,54,MEURTHE-ET-MOSELLE,,,19,14,kg/j DBO5,86,COMMUNE DE SAINT-MEDARD,COMMUNE DE SAINT-MEDARD,946262,6834641,Filtres plantés de Roseaux,238,113,63,5.2,
2139,FLASTROFF ,57215,956082,6924508,,A9950300,RUISSEAU REMEL,25721502139,FRCR468,REMEL,7/30/12,,1/20/11,,FLASTROFF,57,MOSELLE,A9950300,Ruisseau Remel,48,39,kg/j DBO5,86,,,955960,6924473,Filtres plantés de Roseaux,809,300,160,13.3,
81,PIERRE-LA-TREICHE ,54426,914951,6842310,,A5530060,LA MOSELLE,25442600081,FRCR212,MOSELLE 5,1/1/83,,8/19/11,,PIERRE-LA-TREICHE,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,48,,kg/j DBO5,86,,,914897,6842378,Lagunage Naturel,800,140,140,15,
1913,BOURDONNAY ,57099,973344,6853219,,A7560200,CANAL DE FLOTTAGE DES SALINES - Ruisseau Le Nard,25709901913,FRCR333,SEILLE 2,3/25/09,,11/12/07,,BOURDONNAY,57,MOSELLE,A75-0200,Canal de Flottage des Salines,25,18,kg/j DBO5,86,COMMUNE DE VIVIERS-LES-OFFROICOURT,COMMUNE DE VIVIERS-LES-OFFROICOURT,973265,6853222,Lagunage Naturel,405,195,103,13,
3427,VAUDEVILLE ,54553,936422,6822679,,,,25455303427,,,1/1/17,,,,VAUDEVILLE,54,MEURTHE-ET-MOSELLE,,,11,11,kg/j DBO5,86,COMMUNE DE RODALBE,COMMUNE DE RODALBE,,,Filtres plantés de Roseaux,,,,,
92,TOUL ,54528,914041,6846874,,A5730060,LA MOSELLE,25452800092,FRCR212,MOSELLE 5,1/1/92,,8/28/98,,TOUL,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,1522.5,1522.5,kg/j DBO5,86,,,,,Boues Activées - traitement Azote - traitement Phosphore,27000,10224,4544,568,
474,BUSSANG ,88081,987452,6760052,,A4000060,LA MOSELLE,28808100474,FRCR208,MOSELLE 1,7/1/79,,,,BUSSANG,88,VOSGES,A---0060,La Moselle,105,105,kg/j DBO5,86,BLUM THOMAS,BLUM THOMAS,987510,6760010,Boues Activées,,,429,54,
2369,BAGNEUX ,54041,912971,6832807,,A5610200,LA BOUVADE,25404102369,FRCR272,BOUVADE,6/1/13,,7/17/12,,BAGNEUX,54,MEURTHE-ET-MOSELLE,A56-0200,La Bouvade,,7,kg/j DBO5,86,TERVILLE PARE BRISE,TERVILLE PARE BRISE,912945,6832859,Filtres plantés de Roseaux,150,43,28.4,1.2,
53,CUSTINES ,54150,930713,6859067,,A700006A,LA MOSELLE,25415000053,,,12/12/73,11/30/02,,,CUSTINES,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,120,120,kg/j DBO5,86,COMMUNE DE BRIN SUR SEILLE,SABIR,,,Boues Activées,,,384,48,A7000060
2186,OCHEY ,54405,916731,6835885,,,conduite eaux pluviales puis ruisseau Chahalot,25440502186,FRCR272,BOUVADE,8/1/10,,,,OCHEY,54,MEURTHE-ET-MOSELLE,,,41,36,kg/j DBO5,86,COMMUNE DE CHATEAU-VOUE ,COMMUNE DE CHATEAU-VOUE ,916677,6835995,Filtres plantés de Roseaux,,,135,11.5,
3424,PARROY ,54418,965135,6848247,,A6830092,CANAL DE LA MARNE AU RHIN,25441803424,FRCR321,SANON 2,5/1/18,,,,PARROY,54,MEURTHE-ET-MOSELLE,A---0092,Canal de la Marne au Rhin,9,9,kg/j DBO5,86,,,965171,6847948,Filtres plantés de Roseaux,,,,,
3475,REHAINCOURT ,88379,957060,6813035,,A5000200,L'EURON,28837903475,FRCR250,EURON,9/1/19,,,,REHAINCOURT,88,VOSGES,A50-0200,L'Euron,,23,kg/j DBO5,86,,,956987,6812942,Filtres plantés de Roseaux,,,68.4,7.9,
1402,IGES CNE DE GLAIRE ,8194,837623,6961027,,B5030000,RIVIERE LA MEUSE,20819401402,FRB1R475,MEUSE 6,1/1/60,,,,GLAIRE,8,ARDENNES,B---0000,La Meuse,8.4,8.4,kg/j DBO5,86,,,837972,6961046,Bassin d'Infiltration,,,1,1,
2501,OLLAINVILLE ,88336,908736,6800073,,B1230440,RUISSEAU DES AULNES,28833602501,FRB1R493,VAIR 2,12/1/14,,,,OLLAINVILLE,88,VOSGES,B1230440,Ruisseau des Aulnes,6,6,kg/j DBO5,86,GRUN MOISE,GRUN MOISE,908773,6800059,Filtres plantés de Roseaux,,,22,1.8,
2463,IRE-LE-SEC ,55252,872839,6933734,,B440040,ruisseau le chabot,25525202463,FRB1R553,CHABOT,4/16/13,,,,IRE-LE-SEC,55,MEUSE,,,14,11,kg/j DBO5,86,ARTISANS COIFFEURS,ARTISANS COIFFEURS,872821,6933766,Filtres plantés de Roseaux,,,48,4,
482,AYDOILLES ,88026,964564,6795238,,A4440450,RUISSEAU DES BOLOTTES,28802600482,FRCR239,ST-OGER,1/1/93,,5/19/95,,AYDOILLES,88,VOSGES,A4440450,Ruisseau des Bolottes,108,,kg/j DBO5,86,,,,,Boues Activées - traitement Phosphore,1500,,440,55,
2534,ROVILLE-DEVANT-BAYON ,54465,943179,6824914,,,Infiltration,25446502534,FRCR211,MOSELLE 4,3/1/15,,9/18/11,,ROVILLE-DEVANT-BAYON,54,MEURTHE-ET-MOSELLE,,,89,135,kg/j DBO5,86,,,943205,6824966,Filtres plantés de Roseaux,2400,578,300,25,
2210,VRIGNE-AUX-BOIS ,8491,832839,6960180,,B5040920,RUISSEAU DE THIWE,20849102210,FRB1R573,VRIGNE 2,3/30/12,,1/23/12,,VRIGNE-AUX-BOIS,8,ARDENNES,B5040920,Ruisseau de Thiwe,660,560,kg/j DBO5,86,,,832820,6960025,Boues Activées - traitement Azote - traitement Phosphore,,,1630,204,
1823,ZETTING ,57760,1001960,6893273,,A9300920,RUISSEAU LE SCHWARZBACH,25776001823,FRCR413,SARRE 3,3/1/08,,6/7/07,,ZETTING,57,MOSELLE,A9300920,Ruisseau le Schwarzbach,186,186,kg/j DBO5,86,,,1001775,6893650,Boues Activées - traitement Azote,3380,1600,800,100,
1671,DENIPAIRE MAIRIE ,88128,993619,6812150,,A6080300,RUISSEAU LA HURE,28812801671,FRCR293,HURE,1/1/88,,,,DENIPAIRE,88,VOSGES,A6080300,Ruisseau la Hure,7.8,7.8,kg/j DBO5,86,,,,,Assainissement Non Collectif,,,19.5,1,
1819,ROUSSY-LE-VILLAGE ,57600,932205,6932444,,A8810200,RUISSEAU DE BOLER,25760001819,FRCR405,RUISSEAU DE BOLER,7/18/08,,1/13/06,,ROUSSY-LE-VILLAGE,57,MOSELLE,A88-0200,Le Boler,156,156,kg/j DBO5,86,SARL CLAUDE BONTEMPS,SARL CLAUDE BONTEMPS,932244,6932404,Boues Activées,2600,1300,940,117,
342,LEMBACH ,67263,1049728,6887961,,A3610110,RIVIERE LA SAUER,26726300342,FRCR157,SAUER 1,1/1/77,,,,LEMBACH,67,BAS-RHIN,A3--0110,La Sauer,180,,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1049768,6887944,Boues Activées,,,513,64,
2339,LEMBACH_MATTSTALL ,67263,1044954,6891341,,A3610680,Ruisseau le Trautbach,26726302339,FRCR157,SAUER 1,3/1/14,,,,LEMBACH,67,BAS-RHIN,A3610680,Ruisseau le Trautbach,16,12,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1047921,6886266,Filtres plantés de Roseaux,,,53,4.5,
2058,HAROUE ,54252,934342,6824317,,A5330100,LE MADON,25425202058,FRCR249,MADON 4,9/1/09,,7/2/08,,HAROUE,54,MEURTHE-ET-MOSELLE,A5--0100,Le Madon,50,43,kg/j DBO5,86,COMMUNE DE MONTIGNY,COMMUNE DE MONTIGNY,934201,6824294,Filtres plantés de Roseaux,540,320,166,13.9,
1673,LUVIGNY ALLARMONT ,88277,1000402,6830041,,A6200200,LA PLAINE,28827701673,FRCR296,PLAINE 1,1/1/91,,,,LUVIGNY,88,VOSGES,A62-0200,La Plaine,6,6,kg/j DBO5,86,,,,,Bassin d'Infiltration,,,15.5,0.5,
2141,LAY-SAINT-CHRISTOPHE ,54305,934060,6853934,,A6960100,LA MEURTHE,25430502141,FRCR283,MEURTHE 7,10/1/11,,3/11/10,,LAY-SAINT-CHRISTOPHE,54,MEURTHE-ET-MOSELLE,A6--0100,La Meurthe,400,427,kg/j DBO5,86,,,933779,6854012,Boues Activées - traitement Azote - traitement Phosphore,6400,2016,1175,147,
2129,SAINT-REMIMONT ,54486,939894,6827461,,A5100880,RUISSEAU DU MOULIN D'ORVILLERS,25448602129,FRCR252,RUISSEAU DU MOULIN D'ORVILLERS,11/1/10,,,,SAINT-REMIMONT,54,MEURTHE-ET-MOSELLE,A5100880,Ruisseau du Moulin d'Orvillers,30,24,kg/j DBO5,86,DICUONZO JOSEPH FERDINANDO,DICUONZO JOSEPH FERDINANDO,939785,6827562,Filtres plantés de Roseaux,,,8.4,100,
2343,HERNY ,57319,954517,6884062,,A9720810,RUISSEAU L'AISNE,25731902343,FRCR416,NIED FRANCAISE 1,6/1/14,,9/29/11,,HERNY,57,MOSELLE,A9720810,Ruisseau l'Aisne,54,47,kg/j DBO5,86,SARL SELESTAT DEPANNAGE,SARL SELESTAT DEPANNAGE,954397,6884221,Filtres plantés de Roseaux,787,228,200,17,
3510,RAUCOURT ,54444,935682,6873612,,A7830670,RUISSEAU DE POMPY,25444403510,FRCR335,SEILLE 4,7/30/20,,,,RAUCOURT,54,MEURTHE-ET-MOSELLE,A7830670,Ruisseau de Pompy,14,14,kg/j DBO5,86,,,935711,6873534,Bassin d'Infiltration,,,,,
498,RAMBERVILLERS ,88367,968415,6812155,,A6650120,LA MORTAGNE,28836700498,FRCR287,MORTAGNE 1,8/1/79,,6/4/03,7/1/06,RAMBERVILLERS,88,VOSGES,A6--0120,La Mortagne,840,840,kg/j DBO5,86,KLEIN MIKE,,968351,6812146,Boues Activées - traitement Azote - traitement Phosphore,14000,3104,3104,388,
2205,KAPPELKINGER ,57357,986738,6881744,,A9130200,L'ALBE,25735702205,FRCR433,ALBE 2,6/21/12,,6/1/11,,KAPPELKINGER,57,MOSELLE,A91-0200,L'Albe,24,24,kg/j DBO5,86,,,986560,6881958,Lagunage Naturel,525,85,87,10.8,
1699,SURBOURG ,67487,1055107,6877700,,A3630110,RIVIERE LA SAUER,26748701699,FRCR712,SAUER 2,12/6/05,,,,SURBOURG,67,BAS-RHIN,A3--0110,La Sauer,155.76,96,kg/j DBO5,86,SCI PRINCIPALE,SCI PRINCIPALE,1055013,6877575,Boues Activées - traitement Azote,,,430,54,
49,CERVILLE ,54110,945204,6848297,,A6910580,RUISSEAU DU PETIT ETANG,25411000049,FRCR327,ROANNE,1/1/87,,12/4/06,,CERVILLE,54,MEURTHE-ET-MOSELLE,A6910580,Ruisseau du Petit Etang,27,,kg/j DBO5,86,,,,,Lagunage Naturel,600,266,266,25,
2333,MARTHEMONT ,54354,924562,6833245,,A544048,Ruisseau de la Prairie,25435402333,FRCR269,RUISSEAU DE VITERNE,5/16/13,,5/13/13,,MARTHEMONT,54,MEURTHE-ET-MOSELLE,,,5,3,kg/j DBO5,86,CARROSSERIE PIOT FILS,CARROSSERIE PIOT FILS,924576,6833281,Filtres plantés de Roseaux,68,13,16,1.3,
1729,CREZILLES ,54146,912314,6835844,,A5610440,RUISSEAU DE POISSON,25414601729,FRCR272,BOUVADE,2/9/06,,4/26/06,,CREZILLES,54,MEURTHE-ET-MOSELLE,A5610440,Ruisseau de Poisson,15,15,kg/j DBO5,86,TERVILLE PARE BRISE,TERVILLE PARE BRISE,912301,6835829,Filtres plantés de Roseaux,250,83,82.5,6.57,
1123,TRUCHTERSHEIM ,67495,1041308,6848794,,A2920300,RUISSEAU LE LEISBACH,26749501123,FRCR151,SOUFFEL,10/10/98,,4/1/96,,TRUCHTERSHEIM,67,BAS-RHIN,A2920300,Ruisseau le Leisbach,367.5,450,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1041346,6848751,Boues Activées - traitement Azote - traitement Phosphore,7500,,2640,330,
2193,LANEUVEVILLE-EN-SAULNOIS ,57381,951610,6869084,,A9700720,RUISSEAU DE VIVIERS,25738102193,FRCR416,NIED FRANCAISE 1,6/29/12,,3/28/11,1/1/19,LANEUVEVILLE-EN-SAULNOIS,57,MOSELLE,A9700720,Ruisseau de Viviers,16,21,kg/j DBO5,86,SIE DU PLATEAU DU VERMOIS,SIE DU PLATEAU DU VERMOIS,951635,6869197,Filtres plantés de Roseaux,292,140,51,4.3,
2456,BEBING ,57056,994321,6852786,,A9020910,RUISSEAU DE BEBING,25705602456,FRCR421,RUISSEAU DE GONDREXANGE,11/1/14,,8/27/12,,BEBING,57,MOSELLE,A9020910,Ruisseau de Bebing,15,13,kg/j DBO5,86,,,994499,6852794,Lagunage Naturel,220,82,72,3,
2509,AZOUDANGE ,57044,980525,6855784,,A7500100,LA SEILLE,25704402509,FRCR332,SEILLE 1,1/26/16,,3/25/14,,AZOUDANGE,57,MOSELLE,A7--0100,La Seille,7,6,kg/j DBO5,86,,,980603,6855916,Lagunage Naturel,100,47,28.8,4,
2229,BELLES-FORETS ,57086,985181,6864157,,A7500650,RUISSEAU DE L'ETANG DE NOLWEIHER,25708602229,FRCR355,RUISSEAU DE L'ETANG DE NOLWEIHER,7/1/13,,1/26/12,,BELLES-FORETS,57,MOSELLE,A7500650,Ruisseau de l'Etang de Nolweiher,21,18,kg/j DBO5,86,,,985169,6864073,Lagunage Naturel,300,132,100,12.5,
2540,BAERENDORF ,67017,999246,6867926,,A9050210,L'ISCH,26701702540,FRCR420,ISCH,5/3/15,,10/20/14,,BAERENDORF,67,BAS-RHIN,A90-0210,L'Isch,21,19,kg/j DBO5,86,SCP DOCTEURS DRILLON ET RAUZIER,SCP DOCTEURS DRILLON ET RAUZIER,999202,6867946,Filtres plantés de Roseaux,313,133,71,5.8,
2252,HOEVILLE ,54262,953025,6850405,,A6910300,LA ROANNE,25426202252,FRCR327,ROANNE,12/1/11,,11/9/10,,HOEVILLE,54,MEURTHE-ET-MOSELLE,A6910300,La Roanne,17,11,kg/j DBO5,86,,,953083,6850400,Filtres plantés de Roseaux,190,39,55,4.8,
1314,GOMELANGE ,57252,952759,6908300,,A9910120,LA NIED,25725201314,FRCR418,NIED REUNIE 1,11/1/01,,,,GOMELANGE,57,MOSELLE,A9--0120,La Nied Francaise,94.5,,kg/j DBO5,86,,,960338,6908135,Boues Activées - traitement Azote,,,755,94.4,
2515,BASSE-SUR-LE-RUPT ,88037,979819,6772119,,A4140510,RUISSEAU DE BASSE SUR LE RUPT,28803702515,FRCR223,MOSELOTTE 2,3/1/15,,12/18/13,,BASSE-SUR-LE-RUPT,88,VOSGES,A4140510,Ruisseau de Basse sur le Rupt,29,21,kg/j DBO5,86,SOCIETE DE MUSIQUE STE CECILE,SOCIETE DE MUSIQUE STE CECILE,979826,6772067,Boues Activées,375,54,130,8.5,
40,BACCARAT ,54039,976049,6823658,,A631010A,RIVIERE LA MEURTHE,25403900040,FRCR279,MEURTHE 3,1/1/72,12/31/99,,,BACCARAT,54,MEURTHE-ET-MOSELLE,A6--0100,La Meurthe,228,228,kg/j DBO5,86,COMMUNE DE BOULZICOURT,COMMUNE DE BOULZICOURT,,,Boues Activées,,,720,90,A6310100
162,FEY ,57212,926976,6885357,,A787039A,LE GRAND FOSSE,25721200162,FRCR368,GRAND FOSSE,1/1/77,7/31/00,,,FEY,57,MOSELLE,A7870390,Ruisseau de Vezon (Le Grand Fosse),30,30,kg/j DBO5,86,COMMUNE DE VERVEZELLE,COMMUNE DE VERVEZELLE,927325,6885391,,,,115,14,A7870390
144,COURCELLES-CHAUSSY ,57155,947651,6895359,,A974012A,LA NIED,25715500144,FRCR417,NIED FRANCAISE 2,11/1/71,9/1/06,,10/22/93,COURCELLES-CHAUSSY,57,MOSELLE,A9--0120,La Nied Francaise,106.98,,kg/j DBO5,86,COMMUNE D'ECUREY-EN-VERDUNOIS,COMMUNE D'ECUREY-EN-VERDUNOIS,,,Boues Activées,,,416,52,A9740120
1614,NEUVES-MAISONS ,54397,927763,6839203,,A5500060,LA MOSELLE,25439701614,FRCR212,MOSELLE 5,11/15/04,,10/25/04,,NEUVES-MAISONS,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,1879.2,1800,kg/j DBO5,86,CARROSSERIE PIOT FILS,,927641,6838970,Boues Activées - traitement Azote - traitement Phosphore,30000,12000,5709,670,
220,METZERESCHE ,57464,939841,6915913,,A8620200,RUISSEAU LA BIBICHE,25746400220,FRCR400,BIBICHE,8/1/69,5/30/11,,1/1/80,METZERESCHE,57,MOSELLE,A86-0200,La Bibiche,21,,kg/j DBO5,86,SIE DE MULCEY SAINT-MEDARD,SIE DE MULCEY SAINT-MEDARD,939820,6915865,Boues Activées,,,64,8,
483,DEYVILLERS ,88132,960929,6794926,,A4440300,RUISSEAU LE ST-OGER,28813200483,FRCR239,ST-OGER,1/1/76,,12/6/00,,DEYVILLERS,88,VOSGES,A4440300,Ruisseau le St-Oger,102,,kg/j DBO5,86,,,,,Boues Activées,1700,,368,46,
141,COLLIGNY ,57148,943102,6893564,,A9740120,LA NIED FRANCAISE,25714800141,FRCR417,NIED FRANCAISE 2,1/1/77,3/30/15,1/28/08,,COLLIGNY-MAIZERY,57,MOSELLE,A9--0120,La Nied Francaise,28.62,28.62,kg/j DBO5,86,SIA DE LA NIED DU BISCHWALD,SIA DE LA NIED DU BISCHWALD,943166,6893470,Lagunage Naturel,400,90,102,13,
478,CHAUMOUSEY BOUZEY ,88098,948628,6791452,,A4600500,RUISSEAU DU BREUIL,28809800478,FRCR242,AVIERE,1/1/85,,,1/1/98,CHAUMOUSEY,88,VOSGES,A4600500,Ruisseau du Breuil,37.2,,kg/j DBO5,86,,,,,Lagunage Naturel,,,93,12,
129,BITCHE ,57089,1023505,6893746,,A9320210,RIVIERE LA HORN,25708900129,FRCR445,HORN,8/20/90,,12/14/09,,BITCHE,57,MOSELLE,A93-0210,La Horn,522,522,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1023498,6893850,Boues Activées - traitement Azote,8700,,1230,154,
2592,TRAMPOT ,88477,880165,6809375,,,Rejet dans un fossé d'infiltration ,28847702592,,,8/27/16,,,,TRAMPOT,88,VOSGES,,,,,kg/j DBO5,86,ALA NAIME,ALA NAIME,880217,6809420,Filtres plantés de Roseaux,,,,,
2077,KEMPLICH ,57359,946930,6919989,,A9920300,RUISSEAU L'ANZELINGERBACH,25735902077,FRCR465,ANZELINGERBACH,5/1/11,,,,KEMPLICH,57,MOSELLE,A9920300,Ruisseau l'Anzelingerbach,,,kg/j DBO5,86,SIE D'AUDUN LE ROMAN,SIE D'AUDUN LE ROMAN,947060,6919858,Lagunage Naturel,,,,,
3611,RUPPES ,88407,904208,6822067,,B1310520,RUISSEAU DES CHAUDRONS,28840703611,FRB1R498,RUISSEAU DE RUPPES,1/1/21,,,,RUPPES,88,VOSGES,B1310520,Ruisseau des Chaudrons,,8,kg/j DBO5,86,,,904181,6822055,Filtres plantés de Roseaux,,,33.8,,
264,SILLY/NIED ,57654,945404,6896432,,A9740970,RUISSEAU DES CHIENNES,25765400264,FRCR417,NIED FRANCAISE 2,1/1/77,,,,SILLY-SUR-NIED,57,MOSELLE,A9740970,Ruisseau des Chiennes,69,69,kg/j DBO5,86,,,945404,6896453,Boues Activées,,,160,20,
1091,VESAIGNES-SOUS-LAFAUCHE ,52517,880956,6800919,,,,25251701091,,,9/24/79,1/1/08,,9/24/98,VESAIGNES-SOUS-LAFAUCHE,52,HAUTE-MARNE,,,9,,kg/j DBO5,86,RAMOS EMILE,RAMOS EMILE,,,Lit Bactérien,,,22,3,
1319,TINCRY ,57674,949390,6872481,,,fossé,25767401319,FRCR362,RUISSEAU DE ST-JEAN (AFFL. SEILLE),1/1/01,,6/29/12,4/30/13,TINCRY,57,MOSELLE,,,26,14,kg/j DBO5,86,RAUL'S AUTOCASSE,RAUL'S AUTOCASSE,949390,6872481,Filtres plantés de Roseaux,270,100,125,10.5,
1815,HOTTVILLER ,57338,1017400,6895928,,A9340220,RIVIERE LE SCHWALBACH,25733801815,FRCR446,SCHWALBACH,2/26/08,,2/28/06,,HOTTVILLER,57,MOSELLE,A93-0220,Le Schwalbach,378,380,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1017234,6895979,Boues Activées - traitement Azote - traitement Phosphore,7583,3900,2200,280,
2121,MONTENACH ,57479,944866,6929769,,A8870300,RUISSEAU DE MONTENACH,25747902121,FRCR408,RUISSEAU DE MONTENACH,5/1/12,,,,MONTENACH,57,MOSELLE,A8870300,Ruisseau de Montenach,,,kg/j DBO5,86,SIE DE  FREZELLE ET VAIR,SIE DE  FREZELLE ET VAIR,944805,6929803,Filtres plantés de Roseaux,,,,,
2423,EINVILLE-AU-JARD ,54176,956745,6844215,,A6850200,LE SANON,25417602423,FRCR321,SANON 2,2/1/14,,12/27/12,,EINVILLE-AU-JARD,54,MEURTHE-ET-MOSELLE,A68-0200,Le Sânon,120,80,kg/j DBO5,86,,,956664,6844289,Filtres plantés de Roseaux,1335,828,420,35,
2045,RIESPACH ,68273,1022493,6725022,,A1030400,RUISSEAU LE GEISCHBACH,26827302045,FRCR17,ILL 2,4/15/10,,9/27/09,,RIESPACH,68,HAUT-RHIN,A1030400,Ruisseau le Geischbach,60,54,kg/j DBO5,86,,,1022510,6725115,Filtres plantés de Roseaux,,,203,17,
2418,LIVERDUN ,54318,925533,6854155,,A5850060,LA MOSELLE,25431802418,FRCR212,MOSELLE 5,12/1/13,,8/5/14,,LIVERDUN,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,526,526,kg/j DBO5,86,,,925608,6854083,Lit Bactérien,8767,3000,2000,125,
2405,NEUVILLERS-SUR-FAVE ,88326,998937,6804881,,A6040200,LA FAVE,28832602405,FRCR290,FAVE,9/1/14,,,,NEUVILLERS-SUR-FAVE,88,VOSGES,A60-0200,La Fave,20,22,kg/j DBO5,86,,,998889,6804848,Filtres plantés de Roseaux,,,66,5.4,
2096,BLENOD-LES-TOUL ,54080,910062,6837229,,A5620380,RUISSEAU DES ORMES,25408002096,FRCR272,BOUVADE,11/1/10,,9/17/09,,BLENOD-LES-TOUL,54,MEURTHE-ET-MOSELLE,A5620380,Ruisseau des Ormes,60,51,kg/j DBO5,86,TERVILLE PARE BRISE,TERVILLE PARE BRISE,910170,6837262,Filtres plantés de Roseaux,1000,253,253,20,
1797,BOURG-FIDELE ,8078,811617,6977716,,B7020790,RUISSEAU LA GRAVELLE,20807801797,FRB1R589,RUISSEAU DE FAU 2,4/30/07,,12/6/07,,BOURG-FIDELE,8,ARDENNES,B7020790,Ruisseau la Gravelle,66,48,kg/j DBO5,86,COMMUNE DE BARBAISE,,811643,6977581,Boues Activées - traitement Azote - traitement Phosphore,800,240,333,1,
75,MAXEVILLE/NANCY ,54357,933453,6850483,,A6940100,RIVIERE LA MEURTHE,25435700075,FRCR283,MEURTHE 7,1/1/71,,8/19/99,10/1/02,MAXEVILLE,54,MEURTHE-ET-MOSELLE,A6--0100,La Meurthe,28800,28800,kg/j DBO5,86,DEAL,,933500,6850593,Boues Activées - traitement Azote - traitement Phosphore,500000,88000,118110,8363,
2622,XERMAMENIL-LAMATH ,54595,955075,6832023,,A6750120,LA MORTAGNE,25459502622,FRCR289,MORTAGNE 3,4/1/17,,11/30/15,,XERMAMENIL,54,MEURTHE-ET-MOSELLE,A6--0120,La Mortagne,57,65,kg/j DBO5,86,,,954975,6831958,Filtres plantés de Roseaux,900,170,170,7.1,
