identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0057201034;CAVOL;2010;148000;;5340;
0010004585;SWISS KRONO;2010;67600;202000;2940;
0005200081;MUNKSJÖ ROTTERSAC SAS;2010;;4740000;;
0006601577;AXENS;2010;;;291000;
00       61001001;SELVI;2010;;;57100;
0006301730;YOPLAIT PRODUCTION FRANCE;2010;659000;;45500;
0005502044;CEPROVIA;2010;;;157000;
0005501651;FONDERIE DE BRETAGNE;2010;36500;;65300;
0005500481;LE CLEZIO ABATTOIR SAS;2010;67500;;99900;
0007001919;LEROUX;2010;;;64600;
0005702016;LE JOINT FRANCAIS;2010;69300;;;
0005600328;MFP MICHELIN - Site de Cataroux;2010;;;488000;
0006201963;AKERS France usine de Thionville;2010;;;170000;
0005702999;SAIPOL;2010;411000;;5680;
0005501318;CGPA PENY;2010;192000;39700;11400;
0005401252;FPT POWERTRAIN TECHNOLOGIES FRANCE SA;2010;39100;;16100;
0006205349;ALLEVARD REJNA AUTOSUSPENSIONS;2010;471000;;3700;
0005901100;FIDAY GESTION;2010;43700;219000;6470;
0006700422;Corteva agriscience SAS;2010;86200;;5430;
0006803795;SAINT ANTONIN EAUX MINERALES;2010;175000;;195;
0006700567;DS SMITH PAPER KAYSERSBERG;2010;;1840000;38500;
0005500759;TIPIAK PCS Cornouaille;2010;7250;;51800;
0005202851;EMAC;2010;;115000;7090;
0005200110;CORENSO France SA;2010;3200;628000;3600;
0006802339;YEO FRAIS;2010;;22400;321000;
0005802247;SYNOVA;2010;;150000;;
0007402350;CPCU ST-OUEN III;2010;;2000000;;
0005800317;ALKION TERMINAL LE HAVRE;2010;;;78100;
0006103644;SANOFI PASTEUR MARCY;2010;;;427000;
0010002272;DOUX FRAIS SAS Etablissement de Boynes;2010;92600;;;
0005800559;E & S CHIMIE;2010;99800;;3120;
0005800386;SAIPOL;2010;982000;;56900;
0007000482;CANDIA;2010;387000;;72800;
0006506327;VLG CHEM;2010;16200;;58200;
0007000855;BELL (BONDUELLE EUROPE LONG LIFE ex BCI);2010;382000;;1200;
0006200921;RHOVYL;2010;172000;67100;;
0005100190;DSP France SAS  (ex DOW FRANCE);2010;681000;896000;14200;
0006700536;Sénerval UVE;2010;1020000;;;
0006301114;SECANIM CENTRE;2010;;;80000;
00       77559405;COOPERATIVE LAITIERE DE LA REGION LOCHOISE;2010;;127000;;
0006400150;CENTRE HOSPITALIER INTERCOMMUNAL TOULON;2010;;;173000;
00       50147002;SOCOPA VIANDES COUTANCES;2010;;;202000;
0005500976;UCLAB INDUSTRIE;2010;;;389000;
0005500062;dominique Riou;2010;;;80700;
0005702203;BIGARD Vitry abattoir;2010;14600;;92000;
0006402211;Petroineos Manufacturing France SAS;2010;;4790000;69400;
0006301516;ROXANE;2010;1120000;;;
0005101923;SCOTT BADER;2010;53400;;2800;
0007402283;SIAAP;2010;19100;;154000;
0006202068;AHLSTROM-MUNKSJÖ ARCHES;2010;2270000;1610000;17500;
0005302603;PCAS SEQENS;2010;;373000;41500;
00       74116050;besnier etaux;2010;;;126000;
0006700433;Vynova PPC SAS;2010;;4810000;175000;
0007000523;EXIDE TECHNOLOGIES SAS;2010;107000;;13500;
0007201614;ELIVIA BRESSUIRE;2010;;;67100;
0006102152;CARRIER SCS;2010;;398000;12400;
0010000625;STEARINERIE DUBOIS;2010;;;53000;
0005102490;SITPA  Rosieres;2010;;;680000;
0007000936;TEREOS Sucrerie de Lillers;2010;588000;;3270;
0005101176;SAVERGLASS (SAV ...);2010;;53000;23100;
0006109203;SPIT;2010;508000;;;
0005514248;NAVAL GROUPE (ex DCNS);2010;;;69300;
0005500194;SAS LE PLENIER BOSCHER;2010;;;245000;
0007000045;ETABLISSEMENTS BOCAHUT SAS.;2010;2510000;;1510;
0007100966;SICABAT;2010;109000;;3460;
0005701092;ESTAMFOR;2010;90900;;4610;
0006301613;FLEURY MICHON LS;2010;;;107000;
0006802257;BIGARD;2010;;;159000;
0006000314;SMURFIT KAPPA Papier Recyclé France;2010;;1760000;6500;
0006102943;SATMA PPC;2010;479000;;1070;
0006301264;FLEURY MICHON LS;2010;;;64200;
0006103973;TOTAL RAFFINAGE France;2010;1150000;4950000;57300;
0005901199;COBRA EUROPE;2010;;450000;1500;
0025600021;UGITECH;2010;;477000;3430;
0005305768;NAVAL GROUP (ex DCNS);2010;;;58500;
0006104050;NEOVALY;2010;;;196000;
0005101637;OLEON (ex NOVANCE);2010;591000;;5420;
0006601578;SOLVAY Rhodia Opérations;2010;;;167000;
0076926403;STEP - VILLEFRANCHE SUR SAONE;2010;;;481000;
0006102857;FINORGA-NOVASEP;2010;1920000;;68300;
0005701467;CHARBONNEAUX BRABANT SA;2010;252;;91000;
0005200391;PAPETERIES DE BEGLES (SAPB);2010;;1220000;43100;
0076915201;STEP - Lyon - Pierre Bénite;2010;306000;;;
0006700467;PSA Peugeot Citroën SNC Mulhouse;2010;2290000;;;
0005102295;ALUMINIUM FRANCE EXTRUSION (EX CONSTEL);2010;104000;;5900;
0006700417;ATELIERS REUNIS CADDIE (ex ELECTROPOLI);2010;52900;;;
0006201887;ARCELORMITTAL FRANCE;2010;;;94800;
0006802459;PECHDO SA TANNERIES NOUVELLES;2010;;52400;;
0006503289;CALCIA gargenville (cimenterie);2010;;1320000;;
0005507315;Conserverie MINERVE;2010;161000;;65900;
0007000690;CONTINENTALE NUTRITION- SITE MARENGO I;2010;;;72700;
0006202592;NESTLE WATERS SUPPLY EST Vittel;2010;244000;;6710;
0005201222;ETEX FRANCE BUILDING PERFORMANCE;2010;;;147000;
0005601340;EUROSERUM;2010;;57000;48000;
0005900400;PAPETERIE DE MANDEURE;2010;;767000;1780;
00       74010061;entremont;2010;25800;;35900;
0006506277;SAFRAN AIRCRAFT ENGINES;2010;52800;;38200;
0005100185;ARKEMA Usine de Chauny;2010;;1110000;13700;
0006104128;Aeroport de Lyon-Saint Exupery;2010;825000;;52600;
0005101189;BIGARD SA;2010;;;73200;
0006700583;RICOH INDUSTRIE FRANCE;2010;83300;;68000;
0006301407;SAVONNERIE DE L'ATLANTIQUE;2010;101000;;5470;
0005401151;INDUSTEEL FRANCE site du Creusot (secteur Breuil);2010;;;157000;
0006503858;CEA - Centre DAM Ile de France;2010;297000;;18800;
0005601307;CANDIA Saint-Yorre;2010;;;141000;
0005200016;EURENCO (ex-BERGERAC NC);2010;27200;5080000;;
0006700471;BOREALIS PEC RHIN;2010;2260000;98000000;24500;
0007001228;REFRESCO LE QUESNOY;2010;80000;140000;;
0007002546;ROQUETTE Frères;2010;27600;12200000;135000;
0005503903;DELICES DU VAL PLESSIS;2010;77500;;2930;
0005101240;HERMES BOISSONS (ex TROPICANA);2010;103000;;1080;
0007002401;COVALYS ex-VALNOR (CVE ANTARES);2010;;;89600;
0006700586;LESAFFRE CULINARY STRG (anct SENSIENT);2010;608000;;5130;
0006400069;STMICROELECTRONICS SAS;2010;;;1620000;
0006700469;CONSTELLIUM NEUF BRISACH;2010;18200000;;45200;
0007201562;LOEUL PIRIOT;2010;;;64200;
0010000547;GMC - Galvanoplastie Moderne du Centre;2010;;;78700;
0007204027;Liberty Aluminium Poitou;2010;;455000;;
0006501928;GENERIS;2010;53700;;2210;
0006102089;STORENGY;2010;2130000;;4750;
0005800571;VALLOUREC TUBES FRANCE;2010;1790000;;11700;
0006802263;SEPIPROD Usine Lacaze Basse;2010;;374000;96600;
0007100099;Sucrerie de Bois Rouge;2010;;127000;;
0005501752;Josselin Porc Abattage;2010;423000;;3450;
0005200361;SIAP-SARP INDUSTRIES AQUITAINE PYRENEES;2010;;;69700;
0010400104;NOVAPEX;2010;9010000;;;
0005701282;YTO France;2010;;161000;5870;
0016400086;ANETT HUIT;2010;;;50900;
0074507501;STEP - LA CHAPELLE-SAINT-MESMIN;2010;277000;;;
0010000473;UVEA;2010;63200;;1240;
0005800595;HOLOPHANE SAS;2010;341000;;2400;
0006302278;L'ABEILLE;2010;;;300000;
0006104236;SITL;2010;33500;;28800;
0005503370;Sté Fromagère de Retiers;2010;69600;;75400;
00       32107030;Fermiers du Gers;2010;;;72800;
0010001800;Amandine BALTHAZARD;2010;;336000;24600;
0005901306;PSA AUTOMOBILES SA;2010;;112000;34300;
0005304386;NESTLE HEALTH SCIENCE FRANCE;2010;224000;23500;466;
0006301273;EURALIS GASTRONOMIE - Les Herbiers;2010;3380;;124000;
0005201635;MLPC InternationalSA;2010;192000;1300000;4040;
0006201370;EQIOM;2010;65600;138000;18800;
0006804098;SOULIE RESTAURATION SA;2010;;;149000;
0006512767;FRANCE PLASTIQUES RECYCLAGE;2010;;;66500;
0005900123;FAURECIA BLOC AVANT;2010;;73100;13800;
0006301584;FIBERTEX NONWOVENS;2010;56800;;4650;
0007001034;SNCF - TECHNICENTRE D'HELLEMMES;2010;34100;;19700;
0007000056;CBS SAS.;2010;11900000;;1070;
0010000577;INTERNATIONAL COOKWARE;2010;;;105000;
0006301288;FROMAGERIES PERREAULT;2010;;;211000;
0005500334;SECANIM BRETAGNE;2010;45000;6890;2620;
0005701783;MALTEUROP FRANCE;2010;737000;;;
0006200712;JINGJIANG FVM;2010;;;50800;
0006401052;ARCELORMITTAL Méditerranée;2010;;14600000;842000;
0005701961;Michelin MFPM;2010;;;813000;
0006201047;ZF ACTIVE SAFETY FRANCE;2010;;;51300;
0006207102;TPF;2010;4480000;;220000;
0006503133;GEO;2010;;;92500;
0006102272;Trédi Saint Vulbas;2010;1420000;;76400;
0006105222;ELKEM SILICONES FRANCE;2010;11300000;;;
0006102020;MAIRE SOLUTIONS TEXTILES;2010;135000;;5600;
0005500903;VOLAILLES DE L'ODET;2010;;;88800;
0005101952;NESTLE production PURINA PETCARE;2010;328000;;;
0005601310;SARVAL SUD-EST;2010;;97500;78800;
0005101473;HUTTENES ALBERTUS FRANCE;2010;123000;;2920;
0006106650;Sté STEPHANOISE D'ABATTAGE;2010;4860;;90400;
0006200725;VICAT (usine de Xeuilley);2010;;202000;3780;
0006508918;Centre CEA Paris-Saclay - Site de Saclay;2010;;513000;860000;
0007001297;Eaux Minérales de St Amand - Sc Clos;2010;231000;;;
0006700614;LEUCO PRODUCTION SAS;2010;77000;;4500;
0006400825;ARKEMA france;2010;3410000;975000;;
0006302949;KALHYGE 4;2010;49600;;7830;
0009000016;Ecole Polytechnique;2010;;;184000;
0006103714;Air Liquide France Industrie;2010;2050000;1360000;;
0005901053;CONFLANDEY INDUSTRIES SAS;2010;;56800;;
0005800545;MANOIR INDUSTRIES;2010;225000;;1590;
0005900821;FROMAGERIES BEL PRODUCTION FRANCE (FBPF);2010;;;86100;
0005101927;USINE AMIENS NORD (GOODYEAR);2010;;;1760000;
0006301225;DIRICKX INDUSTRIES;2010;;165000;7740;
0005301510;SOCIETE FROMAGERE DE SAINTE CECILE;2010;;332000;;
0006202062;SOUCHE PARTICIPATION;2010;597000;548000;;
0006506939;SIAAP;2010;4490000;;;
0006400001;ALTEO GARDANNE;2010;;2400000;70000;
0006000439;CARTONNERIE JEAN;2010;;96900;;
0006400488;Papeteries de Gromelle;2010;;508000;3280;
0006700426;DOW France SAS (ex ROHM AND HAAS);2010;3500000;;18400;
0005101491;Centre de Recherche Isolation de Rantigny;2010;;190000;16500;
0010000756;ESVRES MATRICAGE;2010;;100000;51400;
00       61096020;SNV;2010;31700;;218000;
0006400233;CARRIERES DES GRANDS CAOUS;2010;;197000;3790;
0010001240;JOHN DEERE;2010;;;60800;
0006503224;INITIAL;2010;73400;;;
0006206616;ELIVIA ETABLISSEMENT MIRECOURT;2010;;;93700;
0006102767;POLYTECHNYL (ex RHODIA);2010;471000;;7700;
0005801443;SANOFI WINTHROP INDUSTRIE;2010;;;92100;
0007203128;AVI-CHARENTE;2010;;;192000;
0077218116;STEP - LE MANS - La Chauvinière;2010;71000;;38000;
0006506347;SOPROREAL;2010;;;64600;
0005800383;BEAUTE RECHERCHE ET PRODUCTION;2010;66300;;17400;
0007000727;RENAULT DOUAI SNC;2010;;438000;55600;
0006103213;SERGE FERRARI SAS;2010;607000;;;
0006400839;SANOFI CHIMIE;2010;;423000;62900;
0010001674;SANOFI WINTHROP INDUSTRIE;2010;;;75200;
0005201806;MLPC International SA;2010;;299000;12000;
0005600240;biltube europe limited;2010;;438000;1370;
0006104769;SGL CARBON  SA;2010;;6380000;;
0005702721;SAICA PAPER EL;2010;2350000;;2910;
0005202342;TORAY CARBONS FIBERS EUROPE SA;2010;233000;;7510;
0005201648;DARBO SAS;2010;62100;;2120;
0010001145;ESSITY OPERATIONS FRANCE;2010;776000;1560000;50500;
0007300025;EDF Corse;2010;;;294000;
0007001236;ARC BLARINGHEM;2010;;222000;9430;
0006203630;GSM;2010;162000;;;
00       86247001;Les fromageries Saint-Saviol;2010;843000;;;
0022200064;SNYL (Sté Nouvelle des Yaourts Littée);2010;;;69900;
0010300065;NOVOCERAM SAS;2010;53000;;10000;
0007201652;SOFIVO SAS;2010;139000;;1370;
0006700903;DS SMITH PACKAGING (ex-SCA);2010;;66600;;
0005702509;Malteries Soufflet;2010;320000;;470;
0006508159;KNAUF PLATRES et Cie;2010;275000;;;
0005500644;ENTREMONT;2010;;;571000;
0056101541;ATEMAX FRANCE;2010;;;119000;
0005900978;EQIOM (Cimenterie);2010;57800;;5100;
0005401087;S.P.T.P;2010;257000;;100;
0006702686;TRONOX FRANCE SAS;2010;63900;110000;15900;
0007002953;DRAKA COMTEQ FRANCE;2010;;;138000;
0006102858;CONDAT SA;2010;122000;;;
0006803634;RAYNAL ET ROQUELAURE;2010;;;150000;
0006202598;SOCIETE FROMAGERE DE XERTIGNY;2010;;253000;2240;
0005205559;STEICO Casteljaloux;2010;;163000;1890;
00       49003604;CHARAL;2010;21800;;216000;
0005101506;BOSTIK;2010;;146000;21000;
00       30233001;DUC (SA);2010;;;84100;
0007000918;TOTAL Raffinage France SA;2010;;2230000;90200;
0005100567;POMLY;2010;157000;;452;
0005501866;GREENYARD FROZEN FRANCE (ex CGS);2010;252000;;36600;
0005401343;TITANOBEL VONGES;2010;145000;;;
0006201702;FERCO SAS;2010;;63600;;
0005701929;LISI AEROSPACE;2010;33800;;24600;
0005201839;LABEYRIE SA - St Geours de Maremne;2010;30300;;254000;
0005900888;FROMAGERIES BEL PRODUCTION FRANCE;2010;;;73600;
0006200922;SODETAL AWT;2010;;44700;133000;
0006302265;TOQUE ANGEVINE (LA);2010;;;76600;
0006400384;CONTINENTALE NUTRITION - Site de Vedène;2010;7250;;151000;
0005701288;ARCELOR MITTAL TUBULAR PRODUCTS HAUTMONT;2010;;147000;;
0005204961;ARKEMA - Site de Mourenx;2010;;70100;5890;
0006104438;FERROPEM;2010;;120000;27600;
0005202760;YARA France SAS;2010;;18700000;;
0007002548;SI GROUP-BETHUNE;2010;136000;;1080;
0010000968;DSS Paper Coullons;2010;;131000;94600;
0006802175;PRAXAIR PHP SAS;2010;;99800;;
0006401149;ABATTOIR MUNICIPAL SISTERON;2010;;;52000;
0006301217;EDF SA;2010;;1230000000;1070000;
0006400982;KEM ONE FOS (Ex VINYLFOS);2010;;;1470000;
0006402363;Air Liquide France Industrie;2010;;;153000;
0007000798;ENERSYS SARL;2010;;;67700;
0006401023;AREVA MIRAMAS;2010;94400;;1020;
0006301221;DOUX SA;2010;397000;;44600;
0006200012;GSM;2010;412000;;;
0006802192;MONTFERRIER;2010;;419000;;
0005100562;MBK INDUSTRIE;2010;53300;;7130;
0006305848;Compagnie de Cogénération de la Braye;2010;;;250000;
0007000442;SAINT GOBAIN GLASS FRANCE;2010;183000;;;
0005500165;ARMOR PROTEINES;2010;;;183000;
0006701057;Société des Malteries d'Alsace;2010;324000;;4000;
0005501097;Société industrielle laitière du Léon;2010;54000;108000;102000;
0006104505;UGITECH;2010;;3820000;151;
0005101758;EUROSERUM;2010;243000;;;
0006400117;AZUR DISTILLATION site LA PROVENCALE;2010;;;58100;
0005701255;ARCELORMITTAL MANOIS;2010;;1840000;5280;
0006702202;TFL France SAS;2010;;;587000;
0005501679;SAS CENTRE D'ABATTAGE DE DINDES DU FAOUET;2010;157000;36700;4190;
0005202193;SAS LES JUS DU SOLEIL;2010;;104000;83900;
0005100497;LES FROMAGERS DE THIERACHE;2010;;;369000;
0006301564;FROMAGERIES LESCURE;2010;;33500;58100;
0005800542;WALOR EXTRUSION;2010;;;75400;
0006600893;OI France;2010;;57600;6290;
0005501179;SAS DOUX PERE DODU;2010;160000;;36000;
0006802180;Forges de Niaux;2010;;359000;4480;
0005802143;EDF;2010;;;2010000;1230000000
0005503896;SOCIETE LAITIERE DES VOLCANS D'AUVERGNE, toury;2010;;;88500;
0005501488;SOCIETE LAITIERE DE RETIERS;2010;222000;;240000;
0007000683;ALVANCE ALUMINIUM DUNKERQUE SAS;2010;;211000;48500;
0006401007;COMPAGNIE PETROCHIMIQUE DE BERRE SAS;2010;;8210000;144000;
0007000621;ARC FRANCE;2010;459000;1190000;1860;
0005401350;FRANCANO Industrie;2010;;53900;3740;
0007201195;SODEM;2010;;;68100;
0006700717;FONDERIE DE LA BRUCHE - COLIBRU;2010;;179000;3080;
00       44180231;AUBRET;2010;;;156000;
0006400033;LFoundry ROUSSET SAS;2010;;;1060000;
0006204000;GSM;2010;360000;;;
0006102319;QUALYS SAS;2010;;83400;2310;
0005800523;NESTLE France;2010;1020000;;1860;
0005501236;BONDUELLE TRAITEUR (Saladerie);2010;;;73400;
0005500110;LDC BRETAGNE;2010;;;61300;
0006700538;ALSACHIMIE;2010;56800000;93800000;196000;
0007002480;ROLL-GOM SAS (ex GUITEL);2010;53500;;1370;
0006302371;PRODIA OUEST;2010;65700;;6370;
0006104560;AVENTICS;2010;80100;;5900;
0005500663;SA DOUX ETS CHATEAULIN;2010;;;859000;
0006102276;BRESSOR SA site de Servas;2010;484000;;;
0006802215;DANONE;2010;;426000;;
00       14069066;ALVA;2010;56400;;;
0022200100;BRASSERIE LORRAINE;2010;;;80000;
0005500851;Gad SAS Site de Lampaul-Guimiliau;2010;48800;200000;135000;
0005401335;SUMIRIKO Rubber Compounding France;2010;682000;;13600;
0006803878;SAS Ets Henri PLO;2010;;83400;199;
0010001078;Joffrey Carré;2010;134000;;4070;
0006301128;SODEBO;2010;;;388000;
0007001033;PINGUIN (ex SICA DE LA VALLEE DE LA LYS);2010;;;236000;
0006301099;CET;2010;;156000;;
0006106678;CANDIA;2010;;;212000;
0022200048;SNEMBG;2010;;111000;;
0007404300;ISSY URBASER ENERGIE;2010;;100000000;13300;
0005301826;PAPECO;2010;;233000;7490;
00       44150001;DELABLI - Division DELPIERRE;2010;;;68200;
0005801681;VERESCENCE;2010;;;156000;
0009000041;BA 702 Avord;2010;683000;;;
0006700633;MARS PF;2010;;;241000;
0005100058;NLMK COATING S.A.;2010;157000;60400;2750;
0005800412;SANOFI CHIMIE SA;2010;7060000;;19700;
0005501191;SAUPIQUET;2010;;;92000;
0010004249;HUTCHINSON;2010;;531000;43000;
0006802161;PIVAUDRAN Sas;2010;53100;;;
0007402779;MAJ BLANCHISSERIE DE PANTIN;2010;;;71500;
0006102585;SAICA PAPER EL (EX EMIN LEYDIER );2010;3210000;;1740;
0006001284;Centre Hospitalier Universitaire de Limoges;2010;;;413000;
0006104439;CARBONE SAVOIE;2010;2090000;395000;53500;
0005100536;WILLIAM SAURIN PRODUCTION;2010;532000;;;
0005500830;KERMAD;2010;;;75500;
0006400463;AZUR DISTILLATION;2010;44200;;17800;
0006301563;TERRA LACTA;2010;143000;;6670;
0010000008;BERNARDY;2010;71800;;24500;
0006303438;INITIAL SERVICES TEXTILES;2010;68500;;119;
0005800355;ARKEMA;2010;;559000;12700;
0010007721;BLANCHISSERIE BLESOISE;2010;60200;;1770;
0006600526;GRAP'SUD Cruviers;2010;83900;;82400;
0005503548;PEP;2010;;;68400;
0005501387;PSA Automobile SA;2010;171000;;53800;
0006102733;KALISTRUT AEROSPACE;2010;214000;;3740;
0010001230;PMC ISOCHEM;2010;384000;;47600;
0007203658;NAVAL Group (ex DCNS-Equipements navals);2010;;215000;13600;
0007000851;LAMINES MARCHANDS EUROPEENS (LME);2010;;540000;27300;
0007002301;Eaux minérales de St Amand - Sc Thermal;2010;111000;;1350;
0070600401;STEP - ANTIBES;2010;;;131000;
0006400928;APPRYL;2010;;;85000;31300000
0005303622;YSCO FRANCE;2010;;;119000;
0006300915;CA FRANCE CHAMPIGNON;2010;377000;;9300;
0006701189;PIERRETTE TBA - ELIS;2010;176000;;665;
0006700846;DELABLI division Delpierre site de Wisches;2010;;;70600;
0006703165;JUNGBUNZLAUER (JBL);2010;;;84300;
0006202183;ETABLISSEMENT PAPETERIES DE DOCELLES;2010;1000000;;;
0009000018;Atelier industriel de l'aéronautique de Cuers-Pierrefeu du Var;2010;;;79300;
0006103381;INDUSTEEL FRANCE;2010;;228000;54000;
0006102819;G.T.A.;2010;321000;;;
0006501602;BASF Health and Care Product France;2010;;365000;104000;
0006503449;PEUGEOT CITROEN POISSY SNC;2010;;914000;66200;
0005800297;TOTAL RAFFINAGE FRANCE;2010;;38900000;117000;
0006101980;FERROPEM;2010;3180000;;;
0006506276;Aubert et Duval;2010;60200;;11500;
0005800392;DANONE;2010;;;525000;
0006702200;Linde France Usine de Chalampé;2010;;;1270000;
00       61096018;SNV;2010;62100;;;
0005501576;SVA Jean Rozé;2010;286000;;70400;
0005401144;APERAM STAINLESS FRANCE;2010;;1250000;58300;
0005104368;MONDELEZ FRANCE BISCUITS PRODUCTION;2010;48500;;4660;
0005100850;ETEX France Building Performance;2010;;;235000;
0005801105;ORIL INDUSTRIE;2010;;;119000;
0006103685;ARKEMA FRANCE;2010;11600000;22700000;236000;
0006200499;SAM RIVA;2010;;1180000;;
0005300074;SOCIETE DES CARRIERES DE VIGNATS;2010;69700;;11300;
0007201450;PLACOPLATRE (PLACO SAINT-GOBAIN);2010;;127000;3610;
0006503345;LINXENS FRANCE;2010;70200;;13100;
0006401133;ABC INDUSTRIE;2010;189000;;14400;
0006206235;PAPETERIES DES VOSGES;2010;;624000;1360;
00       02301303;SAS Les Montagnes d'AUZANCES;2010;;30200;48000;
00       40282004;DELPEYRAT Abattoir Saint Sever;2010;;;112000;
0079407401;Usine d'épuration Seine amont;2010;;;161000;
0005205109;KURITA;2010;16900;10400000;;
0010000702;MICHELIN;2010;148000;;;
0022100060;SIS BONNE MERE;2010;;571000;3020;
0010001744;DURALEX INTERNATIONAL;2010;80300;;33;
0007000832;MAUBEUGE CONSTRUCTION AUTOMOBILE (MCA);2010;;;197000;
0005201262;ARIANEGROUP;2010;58200;;860;
0005503319;LES DELICES DE LA MER;2010;;;63700;
0006803059;ANETT 5;2010;;;58300;
0077649801;STEP - LE PETIT-QUEVILLY;2010;250000;;;
0005800574;LUBRIZOL ROUEN;2010;;;109000;
0005500400;SAINT-BRIEUC FONDERIE (ex MANOIR);2010;;462000;4390;
0006200045;USINE DE PONT.A.MOUSSON SERVICE AGGLOMERATION;2010;;47400;2640;
0007001495;ARTOIS ENERGIE;2010;;;83700;
0006700051;G. S. M.;2010;;549000;;
0006202392;FENIIX;2010;;143000;9090;
0005101904;PROCTER et  GAMBLE AMIENS;2010;;;859000;
0005401208;PRYSMIAN;2010;240000;;5810;
0005202639;BEARN URBASER ENERGIE;2010;258000;;20000;
0005200447;BARDINET;2010;;;61000;
0005600390;PAPETERIES DE GIROUX  SA;2010;;394000;;
0010002271;TRADIVAL;2010;45900;;243000;
00       75624001;CONSERVERIE DE BERGERAC;2010;268000;;2030;
0005305552;CHU de Caen;2010;;;232000;
0005401060;SA VAL D'AUCY;2010;191000;;642;
0005201261;ARIANEGROUP;2010;;609000;;72700
0010000953;CHAMBON (générale eaux minérales nature);2010;616000;;;
0006200307;NOVACARB;2010;716;17000000;11900;
0006802467;SOCIETE FROMAGERE DE RODEZ;2010;;324000;171000;
0006102142;STE NOUVELLE LA BRESSE;2010;;;69800;
0006202252;CROUVEZIER DEVELOPPEMENT;2010;207000;;17300;
0006600453;Société des CIMENTS CALCIA;2010;839000;;;
0006300961;WALOR EXTRUSION;2010;;188000;20300;
0006506104;HAUGUEL (Distillerie);2010;;220000;3590;
0006501167;Borealis Grandpuits;2010;1240000;;355000;
