Année;code_STEP;Nom_STEP;Capacité_traitement;Dispositif_traitement;Coordonnées_STEP_X;Coordonnées_STEP_Y;Coordonnées_REJET_X;Coordonnées_REJET_Y;code_qualité_localisation_rejet;libelle_qualité_localisation_rejet;INSEE_Commune_STEP;Nom_Commune_STEP;Code_Département_STEP;Nom_Région_STEP;Code_Masse_Eau;Nom_Masse_Eau
2013;060904090001;STATION D'EPURATION DE LE FUGERET;250;Biologique avec nitrification;992006;6329000;992005;6328997;1;Précision +- 50 mètres;04090;LE FUGERET;04;PROVENCE-ALPES-COTE D'AZUR;FRDR2031;Le Coulomp, la Bernade, la Galange, la Vaïre, la Combe
2013;060926097001;STATION D'EPURATION DE CLIOUSCLAT - CHEF LIEU;250;Lagunage;845139;6403727;845190;6403749;1;Précision +- 50 mètres;26097;CLIOUSCLAT;26;RHONE-ALPES;FRDR11421;ruisseau de l'olagnier
2013;060920095001;STATION D EPURATION DE CORSCIA;1000;Biologique avec nitrification;1198575;6158048;1198593;6158041;1;Précision +- 50 mètres;20095;CORSCIA;2B;CORSE;FRER69a;Le Golo de sa source au Rau de Petra Laccia
2013;060920362001;STATION D'EPURATION DE ZONZA - CHEF-LIEU;1500;Biologique Simple;1213606;6091800;1213617;6091824;1;Précision +- 50 mètres;20362;ZONZA;2A;CORSE;FRER31a;Rizzanese de sa source au barrage de Rizzanese
2013;060939439003;STATION D'EPURATION DE PORT LESNEY;1800;Biologique Simple;913915;6660652;913529;6660464;2;Précision +- 500 mètres;39439;PORT LESNEY;39;FRANCHE-COMTE;FRDR619;La Loue de sa source à Arc-et-Senans
2013;060926275001;STATION D'EPURATION DE ROCHEGUDE - CHEF LIEU;900;Biologique avec nitrification;846148;6353410;846174;6353497;1;Précision +- 50 mètres;26275;ROCHEGUDE;26;RHONE-ALPES;FRDR11776;ruisseau le béal
2013;060925455001;STATION D'EPURATION DE PLACEY;500;Lagunage;915512;6689021;915525;6689029;1;Précision +- 50 mètres;25455;PLACEY;25;FRANCHE-COMTE;FRDR10962;ruisseau de recologne
2013;060920143002;STATION D'EPURATION DE LINGUIZZETTA - BRAVONE -PLAINE;7200;Biologique avec nitrification et dénitrification;1241228;6144692;1242800;6144923;1;Précision +- 50 mètres;20143;LINGUIZZETTA;2B;CORSE;FREC02d;Plaine Orientale
2013;060921021001;STATION D'EPURATION DE ARC SUR TILLE - REMILLY;5000;Biol. avec nitrif., dénitrif. et déphosphatation;867005;6691964;867042;6691861;1;Précision +- 50 mètres;21021;ARC SUR TILLE;21;BOURGOGNE;FRDR651;La Tille du pont Rion à la Norges
2013;060983070001;STATION D'EPURATION DE LE LAVANDOU - CAVALIERE;17300;Biologique avec nitrification;978803;6235089;978871;6232953;1;Précision +- 50 mètres;83070;LE LAVANDOU;83;PROVENCE-ALPES-COTE D'AZUR;FRDC07j;Cap Bénat - Cap Camarat
2013;060930311001;STATION D'EPURATION DE SAUVE;3000;Biol. avec nitrif., dénitrif. et déphosphatation;777550;6315271;777469;6315146;1;Précision +- 50 mètres;30311;SAUVE;30;LANGUEDOC-ROUSSILLON;FRDR136b;Le Vidourle de St Hippolyte à à la confluence avec le Brestalou
2013;060934006001;STATION D'EPURATION DE AIGNE;550;Biologique avec nitrification;684057;6247923;684041;6247885;1;Précision +- 50 mètres;34006;AIGNE;34;LANGUEDOC-ROUSSILLON;FRDR11985;ruisseau du répudre
2013;060907028001;STATION D'EPURATION DE BEAULIEU - QUARTIER DE LA GARE;300;Filtres plantés;798071;6364278;797903;6364280;1;Précision +- 50 mètres;07028;BEAULIEU;07;RHONE-ALPES;;
2013;060939498001;STATION D' EPURATION SALANS;300;Décantation primaire;911249;6677763;911249;6677763;1;Précision +- 50 mètres;39498;SALANS;39;FRANCHE-COMTE;FRDR625;Le Doubs de la confluence avec l'Allan jusqu'en amont du barrage de Crissey
2013;060920092001;STATION D'EPURATION DE CONCA;2500;Biologique Simple;1229157;6090845;1229155;6090849;1;Précision +- 50 mètres;20092;CONCA;2A;CORSE;FRER11886;rivière de conca
2013;060901025003;STATION D'EPURATION DE BAGE LA VILLE - ONJARD;500;Filtres plantés;849267;6584972;849175;6584584;1;Précision +- 50 mètres;01025;BAGE LA VILLE;01;RHONE-ALPES;FRDR10605;La Loeze
2013;060973097001;STATION D'EPURATION DE CURIENNE;500;Filtres plantés;934900;6501033;934861;6501043;1;Précision +- 50 mètres;73097;CURIENNE;73;RHONE-ALPES;FRDR11988;ruisseau de ternèze
2013;060904195002;STATION D'EPURATION DE BARCELONNETTE - ST PONS;38000;Biologique avec nitrification et déphosphatation;987065;6371631;987314;6371518;1;Précision +- 50 mètres;04195;ST PONS;04;PROVENCE-ALPES-COTE D'AZUR;FRDR302;L'Ubaye, le Bachelard  et le Grand Riou de la Blanche
2013;060926036001;STATION D'EPURATION DE BEAUMONT EN DIOIS;270;Infiltration;896176;6388018;896200;6388018;3;Localisation imprécise;26036;BEAUMONT EN DIOIS;26;RHONE-ALPES;FRDR11592;torrent de nière gourzine
2013;060934222002;STATION D'EPURATION DE PUILACHER - CONDAMINES;340;Filtres plantés;740556;6274119;740520;6274192;1;Précision +- 50 mètres;34222;PUILACHER;34;LANGUEDOC-ROUSSILLON;;
2013;060984111001;STATION D'EPURATION DE SAINT-MARCELLIN-LES-VAISON;350;Filtres plantés;867862;6350969;867245;6349988;1;Précision +- 50 mètres;84111;ST MARCELLIN LES VAISON;84;PROVENCE-ALPES-COTE D'AZUR;FRDR11862;ruisseau le lauzon
2013;060926188001;STATION D'EPURATION DE MOLLANS SUR OUVEZE;1170;Biologique avec nitrification;874469;6351272;874448;6351309;1;Précision +- 50 mètres;26188;MOLLANS SUR OUVEZE;26;RHONE-ALPES;FRDR2034b;L'Ouveze du Menon au Toulourenc
2013;060984113002;STATION D'EPURATION DE ST MARTIN DE LA BRASQUE -FURET;800;Filtres plantés;905036;6299361;905004;6299387;2;Précision +- 500 mètres;84113;ST MARTIN DE LA BRASQUE;84;PROVENCE-ALPES-COTE D'AZUR;;
2013;060938161001;STATION D'EPURATION DE FARAMANS;350;Lagunage;869779;6479022;869814;6478934;1;Précision +- 50 mètres;38161;FARAMANS;38;RHONE-ALPES;FRDR10091;ruisseau des eydoches
2013;060969059002;STATION D'EPURATION DE CIVRIEUX D'AZERGUES;1800;Biologique avec nitrification;833259;6531197;833304;6531211;1;Précision +- 50 mètres;69059;CIVRIEUX D AZERGUES;69;RHONE-ALPES;FRDR11385;ruisseau le maligneux
2013;060901021002;STATION D'EPURATION DE ARS SUR FORMANS;2250;Biologique avec nitrification;840732;6545053;840736;6545028;1;Précision +- 50 mètres;01021;ARS SUR FORMANS;01;RHONE-ALPES;FRDR11047;ruisseau le formans
2013;060934101002;STATION D'EPURATION DE FLORENSAC;8500;Biologique avec nitrification et déphosphatation;737706;6253476;737737;6253044;1;Précision +- 50 mètres;34101;FLORENSAC;34;LANGUEDOC-ROUSSILLON;FRDR11656;ruisseau des courredous
2013;060969050002;STATION D'EPURATION DE CHATILLON D'AZERGUES;9000;Biol. avec nitrif., dénitrif. et déphosphatation;827940;6531600;827890;6531630;1;Précision +- 50 mètres;69050;CHATILLON;69;RHONE-ALPES;FRDR568a;L'Azergues de la Grande Combe à la Brévenne
2013;060971167001;STATION D'EPURATION DE DAMEREY;450;Lagunage;851294;6639357;851228;6639381;1;Précision +- 50 mètres;71167;DAMEREY;71;BOURGOGNE;FRDR11556;rivière la cosne
2013;060925213001;STATION D'EPURATION DE LES ECORCES;500;Biologique avec nitrification;987376;6686053;987388;6686075;1;Précision +- 50 mètres;25213;LES ECORCES;25;FRANCHE-COMTE;;
2013;060930317001;STATION D'EPURATION DE SERNHAC;1600;Biologique avec nitrification;826109;6313837;826227;6313858;2;Précision +- 500 mètres;30317;SERNHAC;30;LANGUEDOC-ROUSSILLON;FRDR12120;Le Bournigues*
2013;060934154003;STATION D'EPURATION DE MAUGUIO - BOURG;24000;Biol. avec nitrif., dénitrif. et déphosphatation;782131;6278482;782598;6278037;1;Précision +- 50 mètres;34154;MAUGUIO;34;LANGUEDOC-ROUSSILLON;FRDT11a;Etang de l'Or
2013;060921559001;STATION D'EPURATION DE STE MARIE SUR OUCHE;1000;Biologique avec nitrification;837386;6690466;837317;6690525;1;Précision +- 50 mètres;21559;STE MARIE SUR OUCHE;21;BOURGOGNE;FRDR647;L'Ouche du ruisseau du Prâlon jusqu'à l'amont du lac Kir
2013;060930210002;STATION D'EPURATION DE QUISSAC;3500;Biologique avec nitrification et dénitrification;780820;6311848;780737;6311847;1;Précision +- 50 mètres;30210;QUISSAC;30;LANGUEDOC-ROUSSILLON;FRDR136b;Le Vidourle de St Hippolyte à à la confluence avec le Brestalou
2013;060970482001;STATION D'EPURATION DE SCEY SUR SAONE ET SAINT ALBIN;1500;Biologique avec nitrification;922474;6733080;922496;6733060;1;Précision +- 50 mètres;70482;SCEY SUR SAONE ET ST ALBIN;70;FRANCHE-COMTE;FRDR1806a;La Saône du Coney à la confluence avec le Salon
2013;060930146003;STATION D'EPURATION DE LEDIGNAN ANCIENNE;1500;Biologique Simple;789077;6322503;789268;6322636;2;Précision +- 500 mètres;30146;LEDIGNAN;30;LANGUEDOC-ROUSSILLON;FRDR10318;ruisseau l'allarenque
2013;060973282002;STATION D'EPURATION DE ST THIBAUD DE COUZ;800;Filtres plantés;922152;6493768;922210;6493784;1;Précision +- 50 mètres;73282;ST THIBAUD DE COUZ;73;RHONE-ALPES;FRDR1487;L'Hyère
2013;060974065001;STATION D'EPURATION DE CHAUMONT;700;Filtres plantés;929450;6552040;929512;6551992;1;Précision +- 50 mètres;74065;CHAUMONT;74;RHONE-ALPES;FRDR541;Les Usses de leur source au Formant inclus
2013;060901093001;STATION D'EPURATION DE CHATILLON SUR CHALARONNE;5400;Biol. avec nitrif., dénitrif. et déphosphatation;849294;6560182;849317;6560258;1;Précision +- 50 mètres;01093;CHATILLON SUR CHALARONNE;01;RHONE-ALPES;FRDR577b;La Chalaronne sa confluence avec le Relevant à la Saône
2013;060921555001;STATION D'EPURATION DE CLENAY - SAINT JULIEN;6000;Biol. avec nitrif., dénitrif. et déphosphatation;862819;6701223;862858;6701174;1;Précision +- 50 mètres;21555;ST JULIEN;21;BOURGOGNE;FRDR650a;La Norges à l'amont d'Orgeux
2013;060938457003;STATION D'EPURATION DE ST SIMEON BRESSIEUX - TEMPLE;367;Lagunage;879104;6473849;879190;6473882;1;Précision +- 50 mètres;38457;ST SIMEON DE BRESSIEUX;38;RHONE-ALPES;FRDR466a;l'Oron + Raille de la source à St Barthémémy de Beaurepaire
2013;060920174001;STATION D'EPURATION DE MURZO;400;Biologique avec nitrification;1181746;6136110;1181734;6136128;1;Précision +- 50 mètres;20174;MURZO;2A;CORSE;FRER43;Le Liamone de sa source au Cruzini
2013;060906069001;STATION D'EPURATION DE GRASSE - MARIGARDE;16000;Biologique avec nitrification;1017416;6291810;1017446;6291715;1;Précision +- 50 mètres;06069;GRASSE;06;PROVENCE-ALPES-COTE D'AZUR;FRDR11997;rivière la mourachonne
2013;060925410001;STATION D EPURATION DE MORRE-ROC CLAIR;450;Biologique Simple;931925;6685529;931970;6685525;1;Précision +- 50 mètres;25410;MORRE;25;FRANCHE-COMTE;FRDR625;Le Doubs de la confluence avec l'Allan jusqu'en amont du barrage de Crissey
2013;060920020004;STATION D'EPURATION DE AREGNO - LITTORAL;9500;Physico-Chimique;1182752;6185159;1181841;6185863;1;Précision +- 50 mètres;20020;AREGNO;2B;CORSE;FREC01ab;Pointe Palazzu - Sud Nonza
2013;060920083001;STATION D EPURATION DE CASTIRLA;400;Filtres plantés;1206876;6162076;1206876;6162076;1;Précision +- 50 mètres;20083;CASTIRLA;2B;CORSE;FRER69b;Le Golo  de la restitution à la confluence avec l'Asco
2013;060938130002;STATION D'EPURATION DE LA COTE ST ANDRE -CHARPILLATES;8777;Biologique avec nitrification et dénitrification;877314;6477743;877375;6477748;1;Précision +- 50 mètres;38130;LA COTE ST ANDRE;38;RHONE-ALPES;FRDR466a;l'Oron + Raille de la source à St Barthémémy de Beaurepaire
2013;060925271002;STATION D'EPURATION DE GILLEY;1950;Biologique avec nitrification;965486;6666580;965447;6666596;2;Précision +- 500 mètres;25271;GILLEY;25;FRANCHE-COMTE;;
2013;060901133001;STATION D'EPURATION DE CRESSIN ROCHEFORT;367;Lagunage;915041;6524100;915083;6524053;1;Précision +- 50 mètres;01133;CRESSIN ROCHEFORT;01;RHONE-ALPES;FRDR522b;Le Séran du ruisseau des roches à sa confluence au Rhône
2013;060901248002;STATION D'EPURATION DE MIONNAY;2000;Biologique avec nitrification;850036;6534153;850072;6534150;1;Précision +- 50 mètres;01248;MIONNAY;01;RHONE-ALPES;FRDR11861;ruisseau des échets
2013;060925034002;STATION D'EPURATION DE AUXON - MISEREY;5500;Biologique avec nitrification;921743;6693095;922103;6693292;1;Précision +- 50 mètres;25034;AUXON DESSOUS;25;FRANCHE-COMTE;FRDR11160;ruisseau d'auxon
2013;060906094005;STATION D'EPURATION DE PEONE - VALBERG;9000;Biologique avec nitrification;1015925;6339964;1015933;6339964;1;Précision +- 50 mètres;06094;PEONE;06;PROVENCE-ALPES-COTE D'AZUR;FRDR10634;vallon de challandre
2013;060906120002;STATION D'EPURATION DE ST ETIENNE DE TINEE - VILLAGE;1850;Biologique avec nitrification;1013738;6358178;1013814;6358157;3;Localisation imprécise;06120;ST ETIENNE DE TINEE;06;PROVENCE-ALPES-COTE D'AZUR;;
2013;060971252001;STATION D'EPURATION DE LALHEUE;300;Lagunage;838082;6618565;838059;6618616;1;Précision +- 50 mètres;71252;LALHEUE;71;BOURGOGNE;FRDR603;Le Grison
2013;060939549001;STATION D'EPURATION DE VERCIA - ROTALIER;1000;Filtres plantés;887753;6613683;887748;6613720;1;Précision +- 50 mètres;39549;VERCIA;39;FRANCHE-COMTE;FRDR599;La Vallière Sonette incluse
2013;060904148003;STATION D'EPURATION DE PEYROULES VILLAGE;300;Infiltration;992404;6308945;992409;6308913;1;Précision +- 50 mètres;04148;PEYROULES;04;PROVENCE-ALPES-COTE D'AZUR;FRDR258;Le Jabron
2013;060901046001;STATION D'EPURATION DE BIZIAT - CHEF LIEU;315;Lagunage;850115;6571121;850249;6571161;1;Précision +- 50 mètres;01046;BIZIAT;01;RHONE-ALPES;FRDR10870;rivière la petite veyle
2013;060904220001;STATION D'EPURATION DE LES THUILES;1000;Biologique Simple;983736;6372242;983725;6372201;1;Précision +- 50 mètres;04220;LES THUILES;04;PROVENCE-ALPES-COTE D'AZUR;FRDR302;L'Ubaye, le Bachelard  et le Grand Riou de la Blanche
2013;060984002001;STATION D'EPURATION DE ANSOUIS;360;Biologique avec nitrification;898706;6296039;898735;6296022;1;Précision +- 50 mètres;84002;ANSOUIS;84;PROVENCE-ALPES-COTE D'AZUR;FRDR11948;torrent le marderic
2013;060984042002;STATION D'EPURATION DE CUCURON;2700;Biologique avec nitrification et dénitrification;896739;6299738;896777;6299690;1;Précision +- 50 mètres;84042;CUCURON;84;PROVENCE-ALPES-COTE D'AZUR;FRDR11948;torrent le marderic
2013;060934138001;STATION D'EPURATION DE LIEURAN CABRIERES;255;Filtres plantés;734060;6275768;734091;6275741;1;Précision +- 50 mètres;34138;LIEURAN CABRIERES;34;LANGUEDOC-ROUSSILLON;;
2013;060906071001;STATION D EPURATION DE GUILLAUMES;800;Décantation primaire ou fosse toutes eaux;1008846;6338578;1008767;6338633;1;Précision +- 50 mètres;06071;GUILLAUMES;06;PROVENCE-ALPES-COTE D'AZUR;FRDR91;Le Var de sa source au Coulomp
2013;060901241003;STATION D'EPURATION DE MEILLONNAS - CHEF LIEU;1900;Biologique avec nitrification;879977;6575611;880026;6575614;1;Précision +- 50 mètres;01241;MEILLONNAS;01;RHONE-ALPES;FRDR598;Le Sevron et le Solnan
2013;060904160001;STATION D EPURATION DE REILLANNE;2250;Biologique Simple;914027;6312074;914029;6312107;1;Précision +- 50 mètres;04160;REILLANNE;04;PROVENCE-ALPES-COTE D'AZUR;FRDR10472;ruisseau l'encrême
2013;060983026002;STATION D'EPURATION DE CABASSE;1900;Biologique avec nitrification;961375;6264859;961472;6264864;1;Précision +- 50 mètres;83026;CABASSE;83;PROVENCE-ALPES-COTE D'AZUR;FRDR12004;rivière l'issole
2013;060939216002;STATION D'EPURATION DE ETIVAL - RONCHAUX;400;Lagunage;914657;6604057;914676;6604038;2;Précision +- 500 mètres;39216;ETIVAL;39;FRANCHE-COMTE;;
2013;060934103001;STATION D'EPURATION DE FONTES;1200;Biologique avec nitrification;731252;6271633;731302;6271680;1;Précision +- 50 mètres;34103;FONTES;34;LANGUEDOC-ROUSSILLON;FRDR165;La Boyne
2013;060907086001;STATION D'EPURATION DE ETABLES - VILLAGE;400;Filtres plantés;836998;6446166;837014;6446143;1;Précision +- 50 mètres;07086;ETABLES;07;RHONE-ALPES;FRDR452;Le Doux de la Daronne au Rhône
2013;060971225001;STATION D'EPURATION DE GRANGES - AU PONT;500;Lagunage;833781;6626034;833690;6625938;1;Précision +- 50 mètres;71225;GRANGES;71;BOURGOGNE;FRDR10083;rivière des curles
2013;060925211001;STATION D'EPURATION DE ECHEVANNES;500;Biologique avec nitrification;944823;6669031;944773;6669056;1;Précision +- 50 mètres;25211;ECHEVANNES;25;FRANCHE-COMTE;FRDR619;La Loue de sa source à Arc-et-Senans
2013;060971484002;STATION D'EPURATION DE ST USUGE - CURTIL - MOREAU;250;Lagunage;871907;6622972;871875;6622927;1;Précision +- 50 mètres;71484;ST USUGE;71;BOURGOGNE;FRDR10603;ruisseau la servonne
2013;060973189002;STATION D'EPURATION DE NOTRE DAME DU CRUET;17500;Biol. avec nitrif., dénitrif. et déphosphatation;958740;6479462;958796;6479354;2;Précision +- 500 mètres;73189;NOTRE DAME DU CRUET;73;RHONE-ALPES;;
2013;060901134002;STATION D'EPURATION DE CROTTET - ORMETS;2700;Biologique avec nitrification;844270;6577720;844244;6577689;1;Précision +- 50 mètres;01134;CROTTET;01;RHONE-ALPES;FRDR581;La Veyle du Renon à la Saône
2013;060901200001;STATION D'EPURATION DE LABALME;230;Lagunage;891635;6557421;891407;6557344;1;Précision +- 50 mètres;01200;LABALME;01;RHONE-ALPES;FRDR10951;ruisseau le veyron
2013;060901209002;STATION D'EPURATION DE LEAZ - CHEF LIEU;400;Décantation primaire ou fosse toutes eaux;923054;6558449;923168;6558233;1;Précision +- 50 mètres;01209;LEAZ;01;RHONE-ALPES;FRDR2000;Le Rhône de la frontière  suisse au barrage de Seyssel
2013;060930131004;STATION D'EPURATION DE GOUDARGUES;3000;Biologique avec nitrification et déphosphatation;817059;6346442;817049;6346412;1;Précision +- 50 mètres;30131;GOUDARGUES;30;LANGUEDOC-ROUSSILLON;;
2013;060974014002;STATION D'EPURATION DE ARACHES - FLAINE;14400;Biol. avec nitrif., dénitrif. et déphosphatation;985175;6551527;985130;6551502;1;Précision +- 50 mètres;74014;ARACHES;74;RHONE-ALPES;FRDR555a;L'Arve du Bon Nant à Bonneville
2013;060911385001;STATION D'EPURATION DE SOUPEX;300;Filtres plantés;610453;6253345;610324;6253257;1;Précision +- 50 mètres;11385;SOUPEX;11;LANGUEDOC-ROUSSILLON;FRDR12056;ruisseau de Soupex
2013;060973240001;STATION D'EPURATION DE STE HELENE DU LAC - CHEF LIEU;650;Lagunage;938076;6490626;938027;6490527;1;Précision +- 50 mètres;73240;STE HELENE DU LAC;73;RHONE-ALPES;FRDR354b;Isère de l'Arly au Bréda
2013;060901179800;STATION D'EPURATION MIXTE FROMAGERIE DE GRIEGES;28333;Biologique avec nitrification et déphosphatation;842428;6575383;842397;6575400;1;Précision +- 50 mètres;01179;GRIEGES;01;RHONE-ALPES;FRDR580;La Petite Veyle
2013;060925394002;STATION D'EPURATION DE MONTENOIS;1920;Biologique avec nitrification et dénitrification;976398;6716898;976354;6716841;1;Précision +- 50 mètres;25394;MONTENOIS;25;FRANCHE-COMTE;;
2013;060926059001;STATION D'EPURATION DE  BOUVANTE - FONT D'URLE;1470;Physico-Chimique;884104;6433231;884189;6433661;1;Précision +- 50 mètres;26059;BOUVANTE;26;RHONE-ALPES;FRDR10321;rivière le cholet
2013;060925020001;STATION D'EPURATION DE ARBOUANS;72000;Biol. avec nitrif., dénitrif. et déphosphatation;986927;6716319;986853;6716219;1;Précision +- 50 mètres;25020;ARBOUANS;25;FRANCHE-COMTE;FRDR633b;Le Doubs de la Confluence avec le Dessoubre à la Confluence avec l'Allan
2013;060938296001;STATION D'EPURATION DE LE PASSAGE - LE VILLAGE;360;Lagunage;895841;6495439;895870;6495320;1;Précision +- 50 mètres;38296;LE PASSAGE;38;RHONE-ALPES;FRDR509a;La Bourbre de la source au "Pont de Cour"
2013;060930269001;STATION D'EPURATION DE SAINT JEAN DU GARD;5000;Biologique avec nitrification et dénitrification;772794;6333566;772807;6333645;1;Précision +- 50 mètres;30269;ST JEAN DU GARD;30;LANGUEDOC-ROUSSILLON;FRDR382;Le Gard de sa source au Gardon de Saint Jean inclus et le Gardon de Sainte Croix
2013;060966158002;STATION D'EPURATION DE RASIGUERES;300;Filtres plantés;;;;;;;66158;RASIGUERES;66;LANGUEDOC-ROUSSILLON;;
2013;060930132001;STATION D'EPURATION DE LA GRAND COMBE - HAUT GARDON;15000;Biologique avec nitrification et dénitrification;783628;6343804;783699;6343800;1;Précision +- 50 mètres;30132;LA GRAND COMBE;30;LANGUEDOC-ROUSSILLON;FRDR380b;Le Gardon d'Alès à l'aval des barrages de Ste Cécile d'Andorge et des Cambous
2013;060971570001;STATION D'EPURATION DE VERJUX;700;Lagunage;850755;6642581;850743;6642525;2;Précision +- 500 mètres;71570;VERJUX;71;BOURGOGNE;;
