Année;code_STEP;Nom_STEP;Capacité_EH;Dispositif_traitement;Coordonnées_STEP_X;Coordonnées_STEP_Y;Coordonnées_REJET_X;Coordonnées_REJET_Y;code_qualité_localisation_rejet;INSEE_Commune_STEP;Nom_Commune_STEP;Code_Département_STEP;Nom_Région_STEP;Code_Masse_Eau_2010;Nom_Masse_Eau_2010;Code_Masse_Eau_2016;Nom_Masse_Eau_2016
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974093001;Annecy - Cran-Gevrier (Siloe);230000;Biologique avec nitrification et déphosphatation;940734;6539396;940442;6539521;1;74093;CRAN GEVRIER;74;84;;;;;
2015;060974097001;Cusy;750;Filtres plantés;935220;6524170;935036;6524422;1;74097;CUSY;74;84;;;;;
2015;060974100001;Desingy - Crumel;240;Filtres plantés;923323;6549070;923332;6549090;1;74100;DESINGY;74;84;;;;;
2015;060974102001;Dingy Saint Clair;650;Filtres plantés;950290;6538570;950243;6538524;2;74102;DINGY ST CLAIR;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974105001;Douvaine;35000;Biol. avec nitrif., dénitrif. et déphosphatation;952900;6584205;950324;6585525;1;74105;DOUVAINE;74;84;;;;;
2015;060974109004;Eloise - Closet;650;Filtres plantés;920883;6557034;920969;6556932;2;74109;ELOISE;74;84;;;;;
2015;060974109005;Eloise - La Cugniere;900;Biologique Simple;918819;6559307;918829;6559588;1;74109;ELOISE;74;84;;;;;
2015;060974117001;Etercy;450;Filtres plantés;933711;6537783;933750;6537750;1;74117;ETERCY;74;84;;;;;
2015;060974127001;Feternes - Cornales;5200;Biologique avec nitrification;972017;6591192;970159;6590973;1;74127;FETERNES;74;84;;;;;
2015;060974127001;Feternes - Cornales;5200;Biologique avec nitrification;972017;6591192;970159;6590973;1;74127;FETERNES;74;84;;;;;
2015;060974127001;Feternes - Cornales;5200;Biologique avec nitrification;972017;6591192;970159;6590973;1;74127;FETERNES;74;84;;;;;
2015;060974127001;Feternes - Cornales;5200;Biologique avec nitrification;972017;6591192;970159;6590973;1;74127;FETERNES;74;84;;;;;
2015;060974130003;Franclens - Truadia;900;Filtres plantés;918664;6552701;918720;6552641;1;74130;FRANCLENS;74;84;;;;;
2015;060974131002;Frangy - Les Plats;3000;Biologique avec nitrification;925052;6551029;925031;6551032;1;74131;FRANGY;74;84;;;;;
2015;060974131002;Frangy - Les Plats;3000;Biologique avec nitrification;925052;6551029;925031;6551032;1;74131;FRANGY;74;84;;;;;
2015;060974139001;Habere Lullin;700;Filtres plantés;965571;6575928;965503;6575929;1;74139;HABERE LULLIN;74;84;;;;;
2015;060974140001;Habere Poche;3500;Biologique avec nitrification;966640;6577533;966670;6577480;1;74140;HABERE POCHE;74;84;;;;;
2015;060974141001;Hauteville Sur Fier;600;Filtres plantés;929715;6537879;929762;6537833;1;74141;HAUTEVILLE SUR FIER;74;84;;;;;
2015;060974143002;Les Houches - Chamonix;65000;Biol. avec nitrif., dénitrif. et déphosphatation;993801;6539646;994451;6539776;1;74143;LES HOUCHES;74;84;;;;;
2015;060974143002;Les Houches - Chamonix;65000;Biol. avec nitrif., dénitrif. et déphosphatation;993801;6539646;994451;6539776;1;74143;LES HOUCHES;74;84;;;;;
2015;060974143002;Les Houches - Chamonix;65000;Biol. avec nitrif., dénitrif. et déphosphatation;993801;6539646;994451;6539776;1;74143;LES HOUCHES;74;84;;;;;
2015;060974144001;Jonzier Epagny;600;Filtres plantés;931120;6556238;931171;6556127;1;74144;JONZIER EPAGNY;74;84;;;;;
2015;060974151001;Lornay;500;Biologique Simple;924924;6539950;924956;6540001;1;74151;LORNAY;74;84;;;;;
2015;060974152001;Lovagny - Pont-De-Chavaroche;1500;Biologique Simple;935019;6537398;934892;6537443;1;74152;LOVAGNY;74;84;;;;;
2015;060974152001;Lovagny - Pont-De-Chavaroche;1500;Biologique Simple;935019;6537398;934892;6537443;1;74152;LOVAGNY;74;84;;;;;
2015;060974155001;Lullin;800;Biologique Simple;971622;6582625;971681;6582634;1;74155;LULLIN;74;84;;;;;
2015;060974156001;Lully;1000;Biologique avec nitrification;962015;6582450;961945;6582516;1;74156;LULLY;74;84;;;;;
2015;060974156001;Lully;1000;Biologique avec nitrification;962015;6582450;961945;6582516;1;74156;LULLY;74;84;;;;;
2015;060974159001;Magland;1500;Biologique avec nitrification;979471;6553875;979366;6553955;1;74159;MAGLAND;74;84;;;;;
2015;060974161002;Marcellaz Albanais;1500;Filtres plantés;932960;6535327;933115;6535328;1;74161;MARCELLAZ ALBANAIS;74;84;;;;;
2015;060974164001;Marignier - Cluses;70000;Biol. avec nitrif., dénitrif. et déphosphatation;969846;6558446;969839;6558102;1;74164;MARIGNIER;74;84;;;;;
2015;060974164001;Marignier - Cluses;70000;Biol. avec nitrif., dénitrif. et déphosphatation;969846;6558446;969839;6558102;1;74164;MARIGNIER;74;84;;;;;
2015;060974164001;Marignier - Cluses;70000;Biol. avec nitrif., dénitrif. et déphosphatation;969846;6558446;969839;6558102;1;74164;MARIGNIER;74;84;;;;;
2015;060974164001;Marignier - Cluses;70000;Biol. avec nitrif., dénitrif. et déphosphatation;969846;6558446;969839;6558102;1;74164;MARIGNIER;74;84;;;;;
2015;060974164001;Marignier - Cluses;70000;Biol. avec nitrif., dénitrif. et déphosphatation;969846;6558446;969839;6558102;1;74164;MARIGNIER;74;84;;;;;
2015;060974167001;Marlens - Champs-Froids;15000;Biologique avec nitrification et déphosphatation;961256;6523808;961231;6523768;1;74167;VAL DE CHAISE;74;84;;;;;
2015;060974167001;Marlens - Champs-Froids;15000;Biologique avec nitrification et déphosphatation;961256;6523808;961231;6523768;1;74167;VAL DE CHAISE;74;84;;;;;
2015;060974167001;Marlens - Champs-Froids;15000;Biologique avec nitrification et déphosphatation;961256;6523808;961231;6523768;1;74167;VAL DE CHAISE;74;84;;;;;
2015;060974167001;Marlens - Champs-Froids;15000;Biologique avec nitrification et déphosphatation;961256;6523808;961231;6523768;1;74167;VAL DE CHAISE;74;84;;;;;
2015;060974167001;Marlens - Champs-Froids;15000;Biologique avec nitrification et déphosphatation;961256;6523808;961231;6523768;1;74167;VAL DE CHAISE;74;84;;;;;
2015;060974168001;Marlioz;300;Filtres plantés;933853;6552830;933926;6552873;1;74168;MARLIOZ;74;84;;;;;
2015;060901231001;Manziat;1350;Biologique avec nitrification;845332;6586267;845011;6586346;1;01231;MANZIAT;01;84;;;;;
2015;060913084002;La Roque D'Antheron;12000;Biologique avec nitrification;886610;6295435;;;;13084;LA ROQUE D ANTHERON;13;93;;;;;
2015;060913085001;Roquefort-La-Bedoule;6000;Biologique avec nitrification et déphosphatation;909343;6242223;909301;6242217;1;13085;ROQUEFORT LA BEDOULE;13;93;;;;;
2015;060913087003;Rousset;12000;Biol. avec nitrif., dénitrif. et déphosphatation;910056;6267480;910131;6267551;1;13087;ROUSSET;13;93;;;;;
2015;060913088002;Le-Rove - Niolon;1500;Physico-Chimique;883058;6251372;883067;6251349;1;13088;LE ROVE;13;93;;;;;
2015;060913089001;Saint Andiol                  ;4000;Biologique avec nitrification;856068;6306823;856039;6306787;1;13089;ST ANDIOL;13;93;;;;;
2015;060913091002;Saint Cannat;5000;Biologique avec nitrification et déphosphatation;884156;6283200;883908;6282988;2;13091;ST CANNAT;13;93;;;;;
2015;060913092001;Saint Chamas;38000;Biologique avec nitrification et déphosphatation;864520;6272896;866094;6271027;1;13092;ST CHAMAS;13;93;;;;;
2015;060913092001;Saint Chamas;38000;Biologique avec nitrification et déphosphatation;864520;6272896;866094;6271027;1;13092;ST CHAMAS;13;93;;;;;
2015;060913093002;Saint Esteve Janson;750;Filtres plantés;892672;6291089;892672;6291089;3;13093;ST ESTEVE JANSON;13;93;;;;;
2015;060913094002;St Etienne Du Gres - Chef Lieu;3200;Biologique avec nitrification;837650;6299392;837686;6299362;1;13094;ST ETIENNE DU GRES;13;93;;;;;
2015;060913096001;Saintes Maries De La Mer;18000;Lagunage;817821;6263447;817004;6263034;1;13096;STES MARIES DE LA MER;13;93;;;;;
2015;060913097001;Saint Martin De Crau;15000;Biologique avec nitrification et dénitrification;844454;6284083;844417;6284054;1;13097;ST MARTIN DE CRAU;13;93;;;;;
2015;060913097002;Saint Martin De Crau - Z.I.;1000;Biologique avec nitrification;844267;6281996;844247;6281977;1;13097;ST MARTIN DE CRAU;13;93;;;;;
2015;060913099002;St Paul Les Durance;1300;Lagunage;919275;6291711;919090;6291753;1;13099;ST PAUL LES DURANCE;13;93;;;;;
2015;060913100002;St Remy De Provence;14000;Biol. avec nitrif., dénitrif. et déphosphatation;844751;6302625;844678;6302665;1;13100;ST REMY DE PROVENCE;13;93;;;;;
2015;060913103001;Salon De Provence;65000;Biol. avec nitrif., dénitrif. et déphosphatation;869554;6281690;869421;6281400;1;13103;SALON DE PROVENCE;13;93;;;;;
2015;060913103001;Salon De Provence;65000;Biol. avec nitrif., dénitrif. et déphosphatation;869554;6281690;869421;6281400;1;13103;SALON DE PROVENCE;13;93;;;;;
2015;060913103001;Salon De Provence;65000;Biol. avec nitrif., dénitrif. et déphosphatation;869554;6281690;869421;6281400;1;13103;SALON DE PROVENCE;13;93;;;;;
2015;060913103001;Salon De Provence;65000;Biol. avec nitrif., dénitrif. et déphosphatation;869554;6281690;869421;6281400;1;13103;SALON DE PROVENCE;13;93;;;;;
2015;060913104003;Sausset-Les-Pins;26000;Biologique avec nitrification;873120;6250667;873238;6250008;1;13104;SAUSSET LES PINS;13;93;;;;;
2015;060913104003;Sausset-Les-Pins;26000;Biologique avec nitrification;873120;6250667;873238;6250008;1;13104;SAUSSET LES PINS;13;93;;;;;
2015;060913105002;Senas;6000;Biologique avec nitrification;866425;6297233;866191;6297652;1;13105;SENAS;13;93;;;;;
2015;060913108001;Tarascon  ;20000;Biologique avec nitrification;833198;6301461;833062;6301256;1;13108;TARASCON;13;93;;;;;
2015;060913108002;Tarascon  - Z.I. De Roubian;1500;Biologique avec nitrification;836219;6300633;832739;6299246;1;13108;TARASCON;13;93;;;;;
2015;060913110003;Trets;14000;Biol. avec nitrif., dénitrif. et déphosphatation;917062;6266360;917014;6266275;1;13110;TRETS;13;93;;;;;
2015;060913111002;Vauvenargues;600;Filtres plantés;910800;6276107;910744;6276080;1;13111;VAUVENARGUES;13;93;;;;;
2015;060913113001;Venelles - Sud;9833;Biol. avec nitrif., dénitrif. et déphosphatation;899273;6278934;899266;6278859;1;13113;VENELLES;13;93;;;;;
2015;060913113002;Venelles - Nord;1000;Biologique Simple;901139;6281704;901126;6281683;1;13113;VENELLES;13;93;;;;;
2015;060913113003;Venelles - Sud N°2;9500;Biologique avec nitrification et déphosphatation;899236;6278975;899221;6278859;2;13113;VENELLES;13;93;;;;;
2015;060913115001;Vernegues (Ancienne);400;Biologique Simple;875468;6289459;875437;6289447;1;13115;VERNEGUES;13;93;;;;;
2015;060913115003;Vernegues - Hameau De Cazan;1000;Filtres plantés;876482;6289673;878090;6290554;2;13115;VERNEGUES;13;93;;;;;
2015;060913117001;Vitrolles;120000;Biol. avec nitrif., dénitrif. et déphosphatation;881915;6260694;881875;6260626;1;13117;VITROLLES;13;93;;;;;
2015;060913117001;Vitrolles;120000;Biol. avec nitrif., dénitrif. et déphosphatation;881915;6260694;881875;6260626;1;13117;VITROLLES;13;93;;;;;
2015;060913118001;Coudoux - Ventabren - Velaux;16000;Biologique avec nitrification et déphosphatation;881109;6274551;881142;6274585;1;13118;COUDOUX;13;93;;;;;
2015;060913118001;Coudoux - Ventabren - Velaux;16000;Biologique avec nitrification et déphosphatation;881109;6274551;881142;6274585;1;13118;COUDOUX;13;93;;;;;
2015;060913118001;Coudoux - Ventabren - Velaux;16000;Biologique avec nitrification et déphosphatation;881109;6274551;881142;6274585;1;13118;COUDOUX;13;93;;;;;
2015;060920001001;Afa;1900;Biologique Simple;1181307;6115270;;;;20001;AFA;2A;94;;;;;
2015;060920004001;Ajaccio - Sanguinaires;60000;Biologique avec nitrification et dénitrification;1174079;6106784;1173820;6106438;1;20004;AJACCIO;2A;94;;;;;
2015;060920004002;Ajaccio - Campo Dell'Oro;40000;Biologique avec nitrification et dénitrification;1182037;6110321;1180795;6107877;2;20004;AJACCIO;2A;94;;;;;
2015;060920007001;Albertacce   Calasima         ;450;Biologique avec nitrification;1190902;6155485;1191153;6155550;1;20007;ALBERTACCE;2B;94;;;;;
2015;060920007002;Albertacce   Pietra-Zitamboli ;850;Biologique avec nitrification;1193777;6154912;1193901;6154840;1;20007;ALBERTACCE;2B;94;;;;;
2015;060920009001;Aleria       Catteraggio      ;1000;Biologique avec nitrification;1239495;6134769;1239441;6134655;1;20009;ALERIA;2B;94;;;;;
2015;060920016001;Antisanti-Campo Quercio;430;Décantation primaire ou fosse toutes eaux;1234172;6136131;1234174;6136131;1;20016;ANTISANTI;2B;94;;;;;
2015;060920017001;Appietto;350;Biologique Simple;1178095;6118530;1178197;6118584;2;20017;APPIETTO;2A;94;;;;;
2015;060920019001;Arbori - Mercolaccia;250;Biologique avec nitrification;1179937;6133156;1179939;6133108;1;20019;ARBORI;2A;94;;;;;
2015;060920020004;Aregno - Littoral;9500;Physico-Chimique;1182753;6185156;;;;20020;AREGNO;2B;94;;;;;
2015;060920020004;Aregno - Littoral;9500;Physico-Chimique;1182753;6185156;;;;20020;AREGNO;2B;94;;;;;
2015;060920020004;Aregno - Littoral;9500;Physico-Chimique;1182753;6185156;;;;20020;AREGNO;2B;94;;;;;
2015;060920020004;Aregno - Littoral;9500;Physico-Chimique;1182753;6185156;;;;20020;AREGNO;2B;94;;;;;
2015;060920020004;Aregno - Littoral;9500;Physico-Chimique;1182753;6185156;;;;20020;AREGNO;2B;94;;;;;
2015;060920023001;Asco Village                  ;600;Biologique avec nitrification;1196597;6169281;1196754;6169189;1;20023;ASCO;2B;94;;;;;
2015;060920023002;Asco Stade De Neige           ;300;Infiltration;1188007;6163132;1188009;6163290;1;20023;ASCO;2B;94;;;;;
2015;060920025001;Avapessa                      ;500;Biologique avec nitrification;1184465;6180396;1184463;6180405;1;20025;AVAPESSA;2B;94;;;;;
2015;060920029001;Barbaggio;250;Biologique Simple;1222698;6197576;1222731;6197462;2;20029;BARBAGGIO;2B;94;;;;;
2015;060920030002;Barrettali - Torra;400;Filtres plantés;1219347;6217955;1219400;6217876;1;20030;BARRETTALI;2B;94;;;;;
2015;060920031001;Bastelica Village;1500;Biologique avec nitrification;1201655;6118973;1201659;6118956;1;20031;BASTELICA;2A;94;;;;;
2015;060920032001;Bastelicaccia;2000;Biologique avec nitrification et dénitrification;1183530;6108194;1183688;6107794;1;20032;BASTELICACCIA;2A;94;;;;;
2015;060920033001;Bastia - Sud;124000;Biol. avec nitrif., dénitrif. et déphosphatation;1228385;6195524;1229913;6196285;1;20033;BASTIA;2B;94;;;;;
2015;060920033001;Bastia - Sud;124000;Biol. avec nitrif., dénitrif. et déphosphatation;1228385;6195524;1229913;6196285;1;20033;BASTIA;2B;94;;;;;
2015;060920033001;Bastia - Sud;124000;Biol. avec nitrif., dénitrif. et déphosphatation;1228385;6195524;1229913;6196285;1;20033;BASTIA;2B;94;;;;;
2015;060920033001;Bastia - Sud;124000;Biol. avec nitrif., dénitrif. et déphosphatation;1228385;6195524;1229913;6196285;1;20033;BASTIA;2B;94;;;;;
2015;060920033001;Bastia - Sud;124000;Biol. avec nitrif., dénitrif. et déphosphatation;1228385;6195524;1229913;6196285;1;20033;BASTIA;2B;94;;;;;
2015;060920033001;Bastia - Sud;124000;Biol. avec nitrif., dénitrif. et déphosphatation;1228385;6195524;1229913;6196285;1;20033;BASTIA;2B;94;;;;;
2015;060920034002;Belgodere-Lozari              ;6000;Physico-Chimique;1193070;6189532;1193318;6190827;1;20034;BELGODERE;2B;94;;;;;
2015;060920034002;Belgodere-Lozari              ;6000;Physico-Chimique;1193070;6189532;1193318;6190827;1;20034;BELGODERE;2B;94;;;;;
2015;060920034002;Belgodere-Lozari              ;6000;Physico-Chimique;1193070;6189532;1193318;6190827;1;20034;BELGODERE;2B;94;;;;;
2015;060920034002;Belgodere-Lozari              ;6000;Physico-Chimique;1193070;6189532;1193318;6190827;1;20034;BELGODERE;2B;94;;;;;
2015;060920035001;Belvedere Campomoro;320;Biologique avec nitrification;1185232;6076566;1185232;6076566;3;20035;BELVEDERE CAMPO MORO;2A;94;;;;;
2015;060920036001;Bigorno                       ;300;Biologique avec nitrification;1217782;6178757;1217805;6178750;1;20036;BIGORNO;2B;94;;;;;
2015;060920039001;Bisinchi                      ;600;Biologique avec nitrification;1219651;6173820;1219649;6173820;1;20039;BISINCHI;2B;94;;;;;
2015;060920040001;Bocognano Village;1200;Biologique avec nitrification;1201548;6128725;1201551;6128726;1;20040;BOCOGNANO;2A;94;;;;;
2015;060920041002;Bonifacio;15000;Biol. avec nitrif., dénitrif. et déphosphatation;1215981;6051943;1215968;6051981;1;20041;BONIFACIO;2A;94;;;;;
2015;060920042002;Borgo - Nord;3000;Biologique avec nitrification;1229905;6186597;1229946;6186676;1;20042;BORGO;2B;94;;;;;
2015;060920042003;Borgo - Littoral;30000;Biologique avec nitrification et dénitrification;1232119;6189755;1232586;6190196;1;20042;BORGO;2B;94;;;;;
2015;060920042003;Borgo - Littoral;30000;Biologique avec nitrification et dénitrification;1232119;6189755;1232586;6190196;1;20042;BORGO;2B;94;;;;;
2015;060920042003;Borgo - Littoral;30000;Biologique avec nitrification et dénitrification;1232119;6189755;1232586;6190196;1;20042;BORGO;2B;94;;;;;
2015;060920042003;Borgo - Littoral;30000;Biologique avec nitrification et dénitrification;1232119;6189755;1232586;6190196;1;20042;BORGO;2B;94;;;;;
2015;060920042003;Borgo - Littoral;30000;Biologique avec nitrification et dénitrification;1232119;6189755;1232586;6190196;1;20042;BORGO;2B;94;;;;;
2015;060920046001;Cagnano;350;Filtres plantés;1226459;6218450;1226459;6218450;3;20046;CAGNANO;2B;94;;;;;
2015;060920047001;Calacuccia                    ;2200;Biologique avec nitrification;1196725;6155814;1196819;6155678;1;20047;CALACUCCIA;2B;94;;;;;
2015;060920050001;Calvi                         ;60000;Biol. avec nitrif., dénitrif. et déphosphatation;1173090;6180452;1172823;6180963;1;20050;CALVI;2B;94;;;;;
2015;060920050001;Calvi                         ;60000;Biol. avec nitrif., dénitrif. et déphosphatation;1173090;6180452;1172823;6180963;1;20050;CALVI;2B;94;;;;;
2015;060920050001;Calvi                         ;60000;Biol. avec nitrif., dénitrif. et déphosphatation;1173090;6180452;1172823;6180963;1;20050;CALVI;2B;94;;;;;
2015;060920061001;Carbini - Chef Lieu;700;Biologique Simple;1212878;6084444;1212878;6084444;1;20061;CARBINI;2A;94;;;;;
2015;060920062001;Carbuccia Village;400;Biologique avec nitrification;1193529;6123286;1193528;6123293;1;20062;CARBUCCIA;2A;94;;;;;
2015;060920065001;Cargese;10000;Biologique avec nitrification et dénitrification;1161688;6133461;1161256;6133750;1;20065;CARGESE;2A;94;;;;;
2015;060920070003;Casaglione -Village;300;Infiltration;1179862;6124660;1179895;6124680;1;20070;CASAGLIONE;2A;94;;;;;
2015;060920071001;Casalabriva                   ;350;Biologique avec nitrification;1194130;6091174;1194130;6091174;1;20071;CASALABRIVA;2A;94;;;;;
2015;060920073001;Casamaccioli                  ;300;Biologique avec nitrification;1195479;6154418;;;;20073;CASAMACCIOLI;2B;94;;;;;
2015;060920077001;Castellare Casinca - Vescovato;16000;Biologique avec nitrification;1236364;6174361;1238335;6174588;1;20077;CASTELLARE DI CASINCA;2B;94;;;;;
2015;060920077001;Castellare Casinca - Vescovato;16000;Biologique avec nitrification;1236364;6174361;1238335;6174588;1;20077;CASTELLARE DI CASINCA;2B;94;;;;;
2015;060920077001;Castellare Casinca - Vescovato;16000;Biologique avec nitrification;1236364;6174361;1238335;6174588;1;20077;CASTELLARE DI CASINCA;2B;94;;;;;
2015;060920077001;Castellare Casinca - Vescovato;16000;Biologique avec nitrification;1236364;6174361;1238335;6174588;1;20077;CASTELLARE DI CASINCA;2B;94;;;;;
2015;060920077001;Castellare Casinca - Vescovato;16000;Biologique avec nitrification;1236364;6174361;1238335;6174588;1;20077;CASTELLARE DI CASINCA;2B;94;;;;;
2015;060920077001;Castellare Casinca - Vescovato;16000;Biologique avec nitrification;1236364;6174361;1238335;6174588;1;20077;CASTELLARE DI CASINCA;2B;94;;;;;
2015;060920083001;Castirla;400;Filtres plantés;1206876;6162076;1206876;6162076;1;20083;CASTIRLA;2B;94;;;;;
2015;060920085001;Cauro                         ;850;Biologique avec nitrification;1190829;6108819;1190846;6108797;1;20085;CAURO;2A;94;;;;;
2015;060920086001;Centuri;1000;Filtres plantés;1218663;6228050;1218577;6228191;2;20086;CENTURI;2B;94;;;;;
2015;060920087001;Cervione - Village;2500;Biologique avec nitrification et dénitrification;1235793;6158565;1235781;6158523;1;20087;CERVIONE;2B;94;;;;;
2015;060920087001;Cervione - Village;2500;Biologique avec nitrification et dénitrification;1235793;6158565;1235781;6158523;1;20087;CERVIONE;2B;94;;;;;
2015;060920088001;Chiatra                       ;400;Biologique avec nitrification;1234086;6154118;1234103;6154104;1;20088;CHIATRA DI VERDE;2B;94;;;;;
2015;060920089001;Ciamannacce;450;Biologique avec nitrification;1210447;6114032;1210531;6114047;1;20089;CIAMANNACCE;2A;94;;;;;
2015;060920090001;Coggia - Chef Lieu;500;Biologique avec nitrification;1176307;6130228;1176286;6130221;1;20090;COGGIA;2A;94;;;;;
2015;060920090002;Coggia - Sagone - Liamone;10000;Biologique avec nitrification;1174173;6126836;1174172;6126751;1;20090;COGGIA;2A;94;;;;;
2015;060920090002;Coggia - Sagone - Liamone;10000;Biologique avec nitrification;1174173;6126836;1174172;6126751;1;20090;COGGIA;2A;94;;;;;
2015;060920090002;Coggia - Sagone - Liamone;10000;Biologique avec nitrification;1174173;6126836;1174172;6126751;1;20090;COGGIA;2A;94;;;;;
