Année;code_STEP;Nom_STEP;Capacité_EH;Dispositif_traitement;Coordonnées_STEP_X;Coordonnées_STEP_Y;Coordonnées_REJET_X;Coordonnées_REJET_Y;code_qualité_localisation_rejet;INSEE_Commune_STEP;Nom_Commune_STEP;Code_Département_STEP;Nom_Région_STEP;Code_Masse_Eau_2010;Nom_Masse_Eau_2010;Code_Masse_Eau_2016;Nom_Masse_Eau_2016
2015;060934078001;Claret;800;Lagunage;773382;6306929;773411;6307016;1;34078;CLARET;34;76;;;;;
2015;060934079001;Clermont L'Herault;22000;Biologique avec nitrification et dénitrification;736016;6281468;735987;6281443;2;34079;CLERMONT L HERAULT;34;76;;;;;
2015;060934079001;Clermont L'Herault;22000;Biologique avec nitrification et dénitrification;736016;6281468;735987;6281443;2;34079;CLERMONT L HERAULT;34;76;;;;;
2015;060934079001;Clermont L'Herault;22000;Biologique avec nitrification et dénitrification;736016;6281468;735987;6281443;2;34079;CLERMONT L HERAULT;34;76;;;;;
2015;060934080001;Colombieres Sur Orb - Nord;300;Biologique Simple;699879;6275253;699857;6275260;1;34080;COLOMBIERES SUR ORB;34;76;;;;;
2015;060934081001;Colombiers;3500;Biologique avec nitrification;710371;6245596;710403;6245713;2;34081;COLOMBIERS;34;76;;;;;
2015;060934082003;Combaillaux - Truc De La Reine;2200;Biologique Simple;763535;6286343;763590;6286325;2;34082;COMBAILLAUX;34;76;;;;;
2015;060934085001;Coulobres;560;Filtres plantés;722564;6260894;722488;6260872;1;34085;COULOBRES;34;76;;;;;
2015;060934086001;Courniou - Chef Lieu;800;Biologique avec nitrification;677201;6263580;677185;6263553;1;34086;COURNIOU;34;76;;;;;
2015;060934086002;Courniou - Marthomis;250;Infiltration;676819;6266585;676844;6266571;1;34086;COURNIOU;34;76;;;;;
2015;060934087004;Cournonsec- Mas Bonnel Plagnol;400;Filtres plantés;758481;6269463;758482;6269404;1;34087;COURNONSEC;34;76;;;;;
2015;060934088001;Cournonterral;7200;Biol. avec nitrif., dénitrif. et déphosphatation;759025;6273660;759007;6273734;1;34088;COURNONTERRAL;34;76;;;;;
2015;060934088001;Cournonterral;7200;Biol. avec nitrif., dénitrif. et déphosphatation;759025;6273660;759007;6273734;1;34088;COURNONTERRAL;34;76;;;;;
2015;060934089001;Creissan                      ;2000;Filtres plantés;701303;6252108;701382;6252031;1;34089;CREISSAN;34;76;;;;;
2015;060934092001;Cruzy                         ;2000;Biologique avec nitrification;695521;6250332;695487;6250354;1;34092;CRUZY;34;76;;;;;
2015;060934094001;Espondeilhan;1800;Filtres plantés;721934;6259815;721884;6259786;2;34094;ESPONDEILHAN;34;76;;;;;
2015;060934095003;Fabregues - Intercommunale;30000;Biol. avec nitrif., dénitrif. et déphosphatation;764673;6273379;764775;6273353;1;34095;FABREGUES;34;76;;;;;
2015;060934095003;Fabregues - Intercommunale;30000;Biol. avec nitrif., dénitrif. et déphosphatation;764673;6273379;764775;6273353;1;34095;FABREGUES;34;76;;;;;
2015;060934095003;Fabregues - Intercommunale;30000;Biol. avec nitrif., dénitrif. et déphosphatation;764673;6273379;764775;6273353;1;34095;FABREGUES;34;76;;;;;
2015;060934096001;Faugeres;500;Biologique Simple;715302;6273377;715319;6273390;1;34096;FAUGERES;34;76;;;;;
2015;060934097001;Felines Minervois;860;Biologique avec nitrification;667784;6247234;667804;6247220;2;34097;FELINES MINERVOIS;34;76;;;;;
2015;060934101002;Florensac;8500;Biologique avec nitrification et déphosphatation;737706;6253476;737737;6253044;1;34101;FLORENSAC;34;76;;;;;
2015;060934102001;Fontanes;400;Filtres plantés;773967;6299514;774015;6299370;2;34102;FONTANES;34;76;;;;;
2015;060934103001;Fontes;1200;Biologique avec nitrification;731252;6271633;731302;6271680;1;34103;FONTES;34;76;;;;;
2015;060934105001;Fouzilhon                     ;400;Filtres plantés;719811;6266644;719796;6266656;1;34105;FOUZILHON;34;76;;;;;
2015;060934108001;Frontignan;8800;Lagunage;765559;6261965;765215;6261805;1;34108;FRONTIGNAN;34;76;;;;;
2015;060934109001;Gabian                        ;1000;Lagunage;722481;6267180;722543;6267165;1;34109;GABIAN;34;76;;;;;
2015;060934110001;Galargues                     ;300;Lagunage;782045;6296894;782000;6296807;1;34110;GALARGUES;34;76;;;;;
2015;060934110002;St Hilaire De Beauvoir;500;Filtres plantés;781974;6296464;781909;6296495;1;34110;GALARGUES;34;76;;;;;
2015;060934111001;Ganges;6000;Biologique avec nitrification et dénitrification;756897;6314859;756937;6314824;1;34111;GANGES;34;76;;;;;
2015;060934114002;Gignac;8165;Biol. avec nitrif., dénitrif. et déphosphatation;743460;6283635;743156;6283579;2;34114;GIGNAC;34;76;;;;;
2015;060934117001;Graissessac;1600;Biologique avec nitrification;709188;6284298;709199;6284283;1;34117;GRAISSESSAC;34;76;;;;;
2015;060934117001;Graissessac;1600;Biologique avec nitrification;709188;6284298;709199;6284283;1;34117;GRAISSESSAC;34;76;;;;;
2015;060934117001;Graissessac;1600;Biologique avec nitrification;709188;6284298;709199;6284283;1;34117;GRAISSESSAC;34;76;;;;;
2015;060934118001;Guzargues                     ;220;Lagunage;775323;6291448;775290;6291452;1;34118;GUZARGUES;34;76;;;;;
2015;060934119002;Herepian - Villemagne;2800;Biologique avec nitrification et dénitrification;708896;6276796;708842;6276794;1;34119;HEREPIAN;34;76;;;;;
2015;060934119002;Herepian - Villemagne;2800;Biologique avec nitrification et dénitrification;708896;6276796;708842;6276794;1;34119;HEREPIAN;34;76;;;;;
2015;060934122002;Jonquieres;800;Filtres plantés;738645;6285734;738735;6285708;2;34122;JONQUIERES;34;76;;;;;
2015;060934126001;Lamalou Les Bains             ;5000;Biologique avec nitrification;706276;6276399;706287;6276320;1;34126;LAMALOU LES BAINS;34;76;;;;;
2015;060934127001;Lansargues;4800;Biol. avec nitrif., dénitrif. et déphosphatation;786787;6283453;786518;6283400;1;34127;LANSARGUES;34;76;;;;;
2015;060934128001;Laroque                       ;1900;Biologique Simple;758724;6314381;758661;6314398;1;34128;LAROQUE;34;76;;;;;
2015;060934130002;Laurens;1800;Lagunage;715552;6268561;715487;6268417;1;34130;LAURENS;34;76;;;;;
2015;060934131001;Lauret;400;Lagunage;771563;6303876;771563;6303835;1;34131;LAURET;34;76;;;;;
2015;060934134003;Laverune - L'Embaroniere;5000;Biologique avec nitrification;764885;6275467;764879;6275418;1;34134;LAVERUNE;34;76;;;;;
2015;060934135002;Lespignan                     ;4500;Lagunage;712973;6240890;712880;6240693;1;34135;LESPIGNAN;34;76;;;;;
2015;060934136002;Lezignan La Cebe;1500;Biologique avec nitrification;735526;6265630;;;;34136;LEZIGNAN LA CEBE;34;76;;;;;
2015;060934137001;Liausson;350;Lagunage;729957;6282371;729916;6282323;1;34137;LIAUSSON;34;76;;;;;
2015;060934138001;Lieuran Cabrieres;255;Filtres plantés;734060;6275768;734091;6275741;1;34138;LIEURAN CABRIERES;34;76;;;;;
2015;060934139002;Lieuran Les Beziers - Bassan;4500;Biologique avec nitrification et déphosphatation;719088;6256682;719197;6256692;1;34139;LIEURAN LES BEZIERS;34;76;;;;;
2015;060934139002;Lieuran Les Beziers - Bassan;4500;Biologique avec nitrification et déphosphatation;719088;6256682;719197;6256692;1;34139;LIEURAN LES BEZIERS;34;76;;;;;
2015;060934140001;Lignan Sur Orb;6000;Biologique avec nitrification et dénitrification;713494;6253598;713411;6253600;1;34140;LIGNAN SUR ORB;34;76;;;;;
2015;060934140001;Lignan Sur Orb;6000;Biologique avec nitrification et dénitrification;713494;6253598;713411;6253600;1;34140;LIGNAN SUR ORB;34;76;;;;;
2015;060934140001;Lignan Sur Orb;6000;Biologique avec nitrification et dénitrification;713494;6253598;713411;6253600;1;34140;LIGNAN SUR ORB;34;76;;;;;
2015;060934141002;La Liviniere;900;Filtres plantés;670412;6245700;670502;6245556;1;34141;LA LIVINIERE;34;76;;;;;
2015;060934142001;Lodeve                        ;13300;Biologique avec nitrification et dénitrification;726675;6288977;726590;6288944;1;34142;LODEVE;34;76;;;;;
2015;060934142001;Lodeve                        ;13300;Biologique avec nitrification et dénitrification;726675;6288977;726590;6288944;1;34142;LODEVE;34;76;;;;;
2015;060934145001;Lunel;33000;Biol. avec nitrif., dénitrif. et déphosphatation;791218;6285555;791163;6285505;1;34145;LUNEL;34;76;;;;;
2015;060934146003;Lunel-Viel;6000;Biol. avec nitrif., dénitrif. et déphosphatation;787860;6285844;788011;6285902;1;34146;LUNEL VIEL;34;76;;;;;
2015;060934147001;Magalas;3500;Biol. avec nitrif., dénitrif. et déphosphatation;717477;6263743;717458;6263728;1;34147;MAGALAS;34;76;;;;;
2015;060934148002;Maraussan;5000;Biologique Simple;713661;6252362;713975;6252477;1;34148;MARAUSSAN;34;76;FRDR151a;L'Orb du Taurou à l'amont de Béziers;;;
2015;060934149001;Margon;900;Lagunage;723958;6264642;723958;6264642;3;34149;MARGON;34;76;;;;;
2015;060934150005;Marseillan - Onglous & Pradels;77000;Lagunage;745176;6248345;745452;6248187;1;34150;MARSEILLAN;34;76;;;;;
2015;060934151002;Marsillargues;8500;Biol. avec nitrif., dénitrif. et déphosphatation;793898;6284912;793957;6284730;1;34151;MARSILLARGUES;34;76;;;;;
2015;060934152001;Mas De Londres;600;Lagunage;761401;6299237;761408;6299175;1;34152;MAS DE LONDRES;34;76;;;;;
2015;060934153002;Les Matelles - Les Faysses;2500;Biologique Simple;766517;6292822;766436;6292858;2;34153;LES MATELLES;34;76;;;;;
2015;060934154003;Mauguio - Bourg;24000;Biol. avec nitrif., dénitrif. et déphosphatation;782131;6278482;782598;6278037;1;34154;MAUGUIO;34;76;;;;;
2015;060934155001;Maureilhan;3500;Biologique avec nitrification et déphosphatation;710506;6251245;710550;6251276;1;34155;MAUREILHAN;34;76;;;;;
2015;060934157001;Meze;20200;Biol. avec nitrif., dénitrif. et déphosphatation;747503;6258119;747558;6257953;1;34157;MEZE;34;76;;;;;
2015;060934157001;Meze;20200;Biol. avec nitrif., dénitrif. et déphosphatation;747503;6258119;747558;6257953;1;34157;MEZE;34;76;;;;;
2015;060934159002;Mireval;4000;Biologique Simple;765422;6267642;765428;6267732;1;34159;MIREVAL;34;76;;;;;
2015;060934160001;Mons - La Trivalle - Tarassac;1300;Biologique Simple;698195;6273369;698228;6273279;1;34160;MONS;34;76;;;;;
2015;060934161001;Montady;5500;Biologique avec nitrification et dénitrification;710690;6248113;710672;6248087;1;34161;MONTADY;34;76;;;;;
2015;060934162001;Montagnac;5000;Biologique avec nitrification et dénitrification;738137;6264573;737996;6264599;1;34162;MONTAGNAC;34;76;;;;;
2015;060934163002;Montarnaud                    ;4000;Biol. avec nitrif., dénitrif. et déphosphatation;757224;6283648;757247;6283619;1;34163;MONTARNAUD;34;76;;;;;
2015;060934164001;Montaud                       ;900;Biologique avec nitrification;777303;6295656;777251;6295707;1;34164;MONTAUD;34;76;;;;;
2015;060934165002;Montbazin     ;4500;Lagunage;756476;6267396;756858;6267172;1;34165;MONTBAZIN;34;76;;;;;
2015;060934166003;Montblanc - Valros;7000;Biol. avec nitrif., dénitrif. et déphosphatation;729882;6256664;729966;6256679;2;34166;MONTBLANC;34;76;;;;;
2015;060934166003;Montblanc - Valros;7000;Biol. avec nitrif., dénitrif. et déphosphatation;729882;6256664;729966;6256679;2;34166;MONTBLANC;34;76;;;;;
2015;060934167001;Montels;220;Lagunage;702537;6243526;702566;6243509;1;34167;MONTELS;34;76;;;;;
2015;060934170001;Montouliers                   ;300;Biologique Simple;692739;6248384;692711;6248392;1;34170;MONTOULIERS;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934172001;Montpellier (Maera);470000;Biologique Simple;773127;6276382;778227;6259929;1;34129;LATTES;34;76;;;;;
2015;060934173003;Montpeyroux;1800;Filtres plantés;741675;6288122;741673;6288077;2;34173;MONTPEYROUX;34;76;;;;;
2015;060934175001;Moureze                       ;250;Lagunage;729886;6279817;729851;6279737;2;34175;MOUREZE;34;76;;;;;
2015;060934176001;Mudaison;2700;Biologique avec nitrification et dénitrification;784565;6283322;784588;6283340;1;34176;MUDAISON;34;76;;;;;
2015;060934178001;Murviel Les Beziers;4000;Biologique avec nitrification;711541;6259397;712368;6258695;1;34178;MURVIEL LES BEZIERS;34;76;;;;;
2015;060934179002;Murviel Les Montpellier       ;1400;Lagunage;761156;6278747;761239;6278838;1;34179;MURVIEL LES MONTPELLIER;34;76;;;;;
2015;060934181003;Neffies;1200;Filtres plantés;727277;6269966;727340;6269896;2;34181;NEFFIES;34;76;;;;;
2015;060934182002;Nezignan L'Eveque;2600;Biologique avec nitrification;733535;6258232;733569;6258208;1;34182;NEZIGNAN L EVEQUE;34;76;;;;;
2015;060934183001;Nissan-Lez-Enserune;12500;Biol. avec nitrif., dénitrif. et déphosphatation;709217;6243486;709224;6243448;1;34183;NISSAN LEZ ENSERUNE;34;76;;;;;
2015;060934184002;Nizas;1000;Biologique avec nitrification;733107;6268046;733128;6268019;2;34184;NIZAS;34;76;;;;;
2015;060907014001;Arlebosc                      ;300;Biologique Simple;829630;6438390;829610;6438402;1;07014;ARLEBOSC;07;84;;;;;
2015;060907015001;Arras Sur Rhone;400;Biologique Simple;842285;6450775;842301;6450841;1;07015;ARRAS SUR RHONE;07;84;;;;;
2015;060907019002;Aubenas - Tartary;5500;Biologique avec nitrification et dénitrification;810894;6392578;810915;6392599;1;07019;AUBENAS;07;84;;;;;
2015;060907019002;Aubenas - Tartary;5500;Biologique avec nitrification et dénitrification;810894;6392578;810915;6392599;1;07019;AUBENAS;07;84;;;;;
2015;060907019002;Aubenas - Tartary;5500;Biologique avec nitrification et dénitrification;810894;6392578;810915;6392599;1;07019;AUBENAS;07;84;;;;;
2015;060907019003;Aubenas - Bourdary;24000;Biologique avec nitrification et dénitrification;811304;6388294;811466;6388213;1;07019;AUBENAS;07;84;;;;;
2015;060907019003;Aubenas - Bourdary;24000;Biologique avec nitrification et dénitrification;811304;6388294;811466;6388213;1;07019;AUBENAS;07;84;;;;;
2015;060907019003;Aubenas - Bourdary;24000;Biologique avec nitrification et dénitrification;811304;6388294;811466;6388213;1;07019;AUBENAS;07;84;;;;;
2015;060907019003;Aubenas - Bourdary;24000;Biologique avec nitrification et dénitrification;811304;6388294;811466;6388213;1;07019;AUBENAS;07;84;;;;;
2015;060907019003;Aubenas - Bourdary;24000;Biologique avec nitrification et dénitrification;811304;6388294;811466;6388213;1;07019;AUBENAS;07;84;;;;;
2015;060907024001;Banne;250;Biologique Simple;792300;6363759;792295;6363776;1;07024;BANNE;07;84;;;;;
2015;060921330001;Labergement Foigney           ;500;Lagunage;870376;6685835;869899;6685740;2;21330;LABERGEMENT FOIGNEY;21;27;;;;;
2015;060921337001;Lamarche Sur Saone;1500;Biologique avec nitrification;880938;6687487;880966;6687546;1;21337;LAMARCHE SUR SAONE;21;27;;;;;
2015;060921339001;Lantenay                      ;400;Lagunage;841049;6693976;841067;6693882;1;21339;LANTENAY;21;27;;;;;
2015;060921342001;Laperriere Sur Saone          ;400;Biologique avec nitrification;877604;6670889;877593;6670854;1;21342;LAPERRIERE SUR SAONE;21;27;;;;;
2015;060921351001;Longchamp;1500;Biologique avec nitrification;872924;6686462;872948;6686491;1;21351;LONGCHAMP;21;27;;;;;
2015;060921361001;Lux                           ;500;Lagunage;866224;6711700;866122;6711540;1;21361;LUX;21;27;;;;;
2015;060921369001;Magny Saint Medard;300;Filtres plantés;869538;6700292;869685;6700566;3;21369;MAGNY ST MEDARD;21;27;;;;;
2015;060921370002;Magny Sur Tille;3600;Biologique avec déphosphatation;;;865185;6688066;2;21370;MAGNY SUR TILLE;21;27;;;;;
2015;060921370002;Magny Sur Tille;3600;Biologique avec déphosphatation;;;865185;6688066;2;21370;MAGNY SUR TILLE;21;27;;;;;
2015;060921370002;Magny Sur Tille;3600;Biologique avec déphosphatation;;;865185;6688066;2;21370;MAGNY SUR TILLE;21;27;;;;;
2015;060921373001;Malain;1000;Filtres plantés;836390;6692865;836370;6692904;1;21373;MALAIN;21;27;;;;;
2015;060921398001;Maxilly Sur Saone;800;Biologique avec nitrification;883743;6694996;883680;6694972;1;21398;MAXILLY SUR SAONE;21;27;;;;;
2015;060921398001;Maxilly Sur Saone;800;Biologique avec nitrification;883743;6694996;883680;6694972;1;21398;MAXILLY SUR SAONE;21;27;;;;;
2015;060921401001;Meloisey                      ;500;Biologique avec nitrification;831283;6660037;831270;6660008;1;21401;MELOISEY;21;27;;;;;
2015;060921405001;Merceuil;1000;Filtres plantés;840551;6652049;841678;6652401;3;21405;MERCEUIL;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921409001;Meuilley;6000;Biologique avec nitrification;843307;6673142;843281;6673156;1;21409;MEUILLEY;21;27;;;;;
2015;060921412002;Meursault                     ;22000;Biol. avec nitrif., dénitrif. et déphosphatation;836779;6653087;836754;6652997;1;21412;MEURSAULT;21;27;;;;;
2015;060921412002;Meursault                     ;22000;Biol. avec nitrif., dénitrif. et déphosphatation;836779;6653087;836754;6652997;1;21412;MEURSAULT;21;27;;;;;
2015;060921416001;Mirebeau Sur Beze;2500;Biologique avec nitrification;875135;6701705;875149;6701729;1;21416;MIREBEAU SUR BEZE;21;27;;;;;
2015;060921433001;Montigny-Mornay-Villeneuve;1900;Biologique avec nitrification;883354;6720092;883268;6720089;1;21433;MONTIGNY MORNAY VILLENEUVE S.V.;21;27;;;;;
2015;060921433001;Montigny-Mornay-Villeneuve;1900;Biologique avec nitrification;883354;6720092;883268;6720089;1;21433;MONTIGNY MORNAY VILLENEUVE S.V.;21;27;;;;;
2015;060921433001;Montigny-Mornay-Villeneuve;1900;Biologique avec nitrification;883354;6720092;883268;6720089;1;21433;MONTIGNY MORNAY VILLENEUVE S.V.;21;27;;;;;
2015;060921433001;Montigny-Mornay-Villeneuve;1900;Biologique avec nitrification;883354;6720092;883268;6720089;1;21433;MONTIGNY MORNAY VILLENEUVE S.V.;21;27;;;;;
2015;060921458001;Noiron Sous Gevrey            ;1800;Filtres plantés;858523;6678815;858887;6678758;1;21458;NOIRON SOUS GEVREY;21;27;;;;;
2015;060921458001;Noiron Sous Gevrey            ;1800;Filtres plantés;858523;6678815;858887;6678758;1;21458;NOIRON SOUS GEVREY;21;27;;;;;
2015;060921461001;Nolay;2000;Biologique avec nitrification;823899;6650218;823885;6650238;1;21461;NOLAY;21;27;;;;;
2015;060921482001;Perrigny/ognon - Pontailler Es;1300;Filtres plantés;;;;;;21482;PERRIGNY SUR L OGNON;21;27;;;;;
2015;060921482001;Perrigny/ognon - Pontailler Es;1300;Filtres plantés;;;;;;21482;PERRIGNY SUR L OGNON;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921487001;Pluvet;5000;Biologique avec nitrification;871662;6679914;871617;6679912;1;21487;PLUVET;21;27;;;;;
2015;060921496002;Pontailler - Ouest Vonges;2500;Biol. avec nitrif., dénitrif. et déphosphatation;882209;6691695;882248;6691686;2;21496;PONTAILLER SUR SAONE;21;27;;;;;
2015;060921496002;Pontailler - Ouest Vonges;2500;Biol. avec nitrif., dénitrif. et déphosphatation;882209;6691695;882248;6691686;2;21496;PONTAILLER SUR SAONE;21;27;;;;;
2015;060921502001;Pouilly Sur Saone             ;900;Biologique avec nitrification;861462;6659255;861699;6659353;1;21502;POUILLY SUR SAONE;21;27;;;;;
2015;060921508001;Prenois                       ;600;Filtres plantés;843230;6698396;843326;6698380;1;21508;PRENOIS;21;27;;;;;
2015;060921517001;Quincey - Nuits Saint Georges;33000;Biol. avec nitrif., dénitrif. et déphosphatation;849835;6668468;849936;6668476;1;21517;QUINCEY;21;27;;;;;
2015;060921517001;Quincey - Nuits Saint Georges;33000;Biol. avec nitrif., dénitrif. et déphosphatation;849835;6668468;849936;6668476;1;21517;QUINCEY;21;27;;;;;
2015;060921517001;Quincey - Nuits Saint Georges;33000;Biol. avec nitrif., dénitrif. et déphosphatation;849835;6668468;849936;6668476;1;21517;QUINCEY;21;27;;;;;
2015;060921517001;Quincey - Nuits Saint Georges;33000;Biol. avec nitrif., dénitrif. et déphosphatation;849835;6668468;849936;6668476;1;21517;QUINCEY;21;27;;;;;
2015;060921517001;Quincey - Nuits Saint Georges;33000;Biol. avec nitrif., dénitrif. et déphosphatation;849835;6668468;849936;6668476;1;21517;QUINCEY;21;27;;;;;
2015;060921517001;Quincey - Nuits Saint Georges;33000;Biol. avec nitrif., dénitrif. et déphosphatation;849835;6668468;849936;6668476;1;21517;QUINCEY;21;27;;;;;
2015;060921522001;Reneve                        ;500;Biologique avec nitrification;881432;6702660;881400;6702649;1;21522;RENEVE;21;27;;;;;
2015;060921523001;Reulle Vergy                  ;250;Biologique Simple;843150;6677903;843142;6677927;1;21523;REULLE VERGY;21;27;;;;;
2015;060921534001;Ruffey Les Beaune             ;800;Biologique avec nitrification;846689;6657942;846660;6657935;2;21534;RUFFEY LES BEAUNE;21;27;;;;;
2015;060921554001;St Jean De Losne;6555;Biologique Simple;870826;6668791;870774;6668798;1;21554;ST JEAN DE LOSNE;21;27;;;;;
2015;060921554001;St Jean De Losne;6555;Biologique Simple;870826;6668791;870774;6668798;1;21554;ST JEAN DE LOSNE;21;27;;;;;
2015;060921554001;St Jean De Losne;6555;Biologique Simple;870826;6668791;870774;6668798;1;21554;ST JEAN DE LOSNE;21;27;;;;;
2015;060921554001;St Jean De Losne;6555;Biologique Simple;870826;6668791;870774;6668798;1;21554;ST JEAN DE LOSNE;21;27;;;;;
2015;060921555001;Clenay - Saint Julien;8000;Biol. avec nitrif., dénitrif. et déphosphatation;862819;6701223;862858;6701174;1;21555;ST JULIEN;21;27;;;;;
2015;060921555001;Clenay - Saint Julien;8000;Biol. avec nitrif., dénitrif. et déphosphatation;862819;6701223;862858;6701174;1;21555;ST JULIEN;21;27;;;;;
2015;060921555001;Clenay - Saint Julien;8000;Biol. avec nitrif., dénitrif. et déphosphatation;862819;6701223;862858;6701174;1;21555;ST JULIEN;21;27;;;;;
2015;060921555001;Clenay - Saint Julien;8000;Biol. avec nitrif., dénitrif. et déphosphatation;862819;6701223;862858;6701174;1;21555;ST JULIEN;21;27;;;;;
2015;060921555002;Saint Julien;7000;Biologique avec nitrification et déphosphatation;859654;6701482;859218;6702114;2;21555;ST JULIEN;21;27;;;;;
2015;060921555002;Saint Julien;7000;Biologique avec nitrification et déphosphatation;859654;6701482;859218;6702114;2;21555;ST JULIEN;21;27;;;;;
2015;060921555002;Saint Julien;7000;Biologique avec nitrification et déphosphatation;859654;6701482;859218;6702114;2;21555;ST JULIEN;21;27;;;;;
2015;060921555002;Saint Julien;7000;Biologique avec nitrification et déphosphatation;859654;6701482;859218;6702114;2;21555;ST JULIEN;21;27;;;;;
2015;060921555002;Saint Julien;7000;Biologique avec nitrification et déphosphatation;859654;6701482;859218;6702114;2;21555;ST JULIEN;21;27;;;;;
2015;060921555002;Saint Julien;7000;Biologique avec nitrification et déphosphatation;859654;6701482;859218;6702114;2;21555;ST JULIEN;21;27;;;;;
2015;060921558001;Sainte Marie La Blanche;900;Biologique avec nitrification;843560;6654178;843521;6654166;1;21558;STE MARIE LA BLANCHE;21;27;;;;;
