Année;code_STEP;Nom_STEP;Capacité_traitement;Dispositif_traitement;Coordonnées_STEP_X;Coordonnées_STEP_Y;Coordonnées_REJET_X;Coordonnées_REJET_Y;code_qualité_localisation_rejet;libelle_qualité_localisation_rejet;INSEE_Commune_STEP;Nom_Commune_STEP;Code_Département_STEP;Nom_Région_STEP;Code_Masse_Eau;Nom_Masse_Eau
2008;060970240001;STATION D'EPURATION DE FONTAINE LES LUXEUIL;2000;Biologique avec nitrification;949061;6755201;949059;6755165;1;Précision +- 50 mètres;70240;FONTAINE LES LUXEUIL;70;FRANCHE-COMTE;FRDR11637;ruisseau la rôge
2008;060934093002;STATION D'EPURATION DE DIO ET VALQUIERES-VERNAZOUBRES;120;Biologique Simple;719785;6285259;719823;6285244;1;Précision +- 50 mètres;34093;DIO ET VALQUIERES;34;LANGUEDOC-ROUSSILLON;FRDR10680;ruisseau le vernoubrel
2008;060930132001;STATION D'EPURATION DE LA GRAND COMBE - HAUT GARDON;15000;Biologique avec nitrification et dénitrification;783628;6343804;783699;6343800;1;Précision +- 50 mètres;30132;LA GRAND COMBE;30;LANGUEDOC-ROUSSILLON;FRDR380b;Le Gardon d'Alès à l'aval des barrages de Ste Cécile d'Andorge et des Cambous
2008;060911366001;STATION D'EPURATION DE SAINTE VALIERE;600;Biologique avec nitrification;686954;6241178;686932;6241156;2;Précision +- 500 mètres;11366;STE VALIERE;11;LANGUEDOC-ROUSSILLON;FRDR11985;ruisseau du répudre
2008;060983092002;STATION D'EPURATION DE PIGNANS;4500;Biologique avec nitrification;962477;6249124;962509;6249106;1;Précision +- 50 mètres;83092;PIGNANS;83;PROVENCE-ALPES-COTE D'AZUR;FRDR10982;réal rimauresq
2008;060971419002;STATION D'EPURATION DE ST GERMAIN DU BOIS;1840;Lagunage;870140;6630906;869994;6630949;1;Précision +- 50 mètres;71419;ST GERMAIN DU BOIS;71;BOURGOGNE;FRDR613;La Guyotte
2008;060930305001;STATION D'EPURATION DE SALINDRES;5000;Biologique avec nitrification et dénitrification;792484;6341171;792598;6341162;1;Précision +- 50 mètres;30305;SALINDRES;30;LANGUEDOC-ROUSSILLON;FRDR11390;rivière l'avène
2008;060907084004;STATION D'EPURATION DE ECLASSAN - BOURG;400;Lagunage;838946;6452475;839040;6452455;1;Précision +- 50 mètres;07084;ECLASSAN;07;RHONE-ALPES;FRDR1348;Rau d'Ozon
2008;060907250001;STATION D'EPURATION DE ST JEURE D'AY;300;Lagunage;833845;6451698;833892;6451755;1;Précision +- 50 mètres;07250;ST JEURE D AY;07;RHONE-ALPES;FRDR459;L'Ay
2008;060905035001;STATION D'EPURATION DE  CHATEAUNEUF D'OZE-VILLAGE;50;Biologique avec nitrification;927914;6383186;927920;6383169;1;Précision +- 50 mètres;05035;CHATEAUNEUF D OZE;05;PROVENCE-ALPES-COTE D'AZUR;FRDR288;Le Buëch de sa source à la confluence avec le Petit Buech inclus, le Beoux,et le torrent de Maraise
2008;060984112003;STATION D'EPURATION DE ST MARTIN DE CASTILLON;650;Biologique Simple;901851;6309664;901855;6309650;1;Précision +- 50 mètres;84112;ST MARTIN DE CASTILLON;84;PROVENCE-ALPES-COTE D'AZUR;FRDR245a;Le Coulon de sa source à  Apt et la Doa
2008;060983002001;STATION D'EPURATION DE AIGUINES;600;Biologique Simple;960735;6302643;960660;6302670;1;Précision +- 50 mètres;83002;AIGUINES;83;PROVENCE-ALPES-COTE D'AZUR;FRDL106;lac de Sainte-Croix
2008;060930217001;STATION D'EPURATION DE ROCHEFORT-DU-GARD;7000;Biologique avec nitrification et dénitrification;837998;6321346;838102;6321266;1;Précision +- 50 mètres;30217;ROCHEFORT DU GARD;30;LANGUEDOC-ROUSSILLON;FRDR2008a;Bras d'Avignon et ses annexes
2008;060925187001;STATION D'EPURATION DE DAMBELIN;1200;Biologique avec nitrification;977813;6703814;977814;6703826;1;Précision +- 50 mètres;25187;DAMBELIN;25;FRANCHE-COMTE;FRDR10858;ruisseau la ranceuse
2008;060934071001;STATION D'EPURATION DE CEILHES ET ROCOZELS;1500;Biologique avec nitrification;707832;6300628;707857;6300610;2;Précision +- 500 mètres;34071;CEILHES ET ROCOZELS;34;LANGUEDOC-ROUSSILLON;FRDR157;L'Orb de sa source à la retenue d'Avène
2008;060934137002;STATION D'EPURATION DE LIAUSSON - GRANGE MONTAGNE;50;Biologique Simple;728769;6282515;728777;6282515;1;Précision +- 50 mètres;34137;LIAUSSON;34;LANGUEDOC-ROUSSILLON;FRDL119;lac du Salagou
2008;060970121001;STATION D'EPURATION DE CHAMPEY;1200;Biologique avec nitrification;977167;6727505;977181;6727480;1;Précision +- 50 mètres;70121;CHAMPEY;70;FRANCHE-COMTE;FRDR10366;ruisseau de l'étang rechalle
2008;060907286001;STATION D'EPURATION DE SAINT PIERREVILLE;600;Biologique avec nitrification;817813;6414196;817849;6414179;1;Précision +- 50 mètres;07286;ST PIERREVILLE;07;RHONE-ALPES;FRDR10733;rivière la glueyre
2008;060969163002;STATION D'EPURATION DE QUINCIEUX - LE BOURG;2700;Biologique avec nitrification et dénitrification;837479;6536850;837493;6536833;1;Précision +- 50 mètres;69163;QUINCIEUX;69;RHONE-ALPES;FRDR12036;ruisseau les chanaux
2008;060973070002;STATION D'EPURATION DE CHAMPAGNEUX - LESCHAUX;150;Biologique Simple;908446;6507627;908450;6507662;1;Précision +- 50 mètres;73070;CHAMPAGNEUX;73;RHONE-ALPES;FRDR2001;Le Rhône du barrage de Seyssel au pont d'Evieu
2008;060901280002;STATION D'EPURATION DE ORDONNAZ - VILLE VIEILLE;100;Décantation primaire ou fosse toutes eaux;897197;6529562;897197;6529550;1;Précision +- 50 mètres;01280;ORDONNAZ;01;RHONE-ALPES;FRDR520;Le Furans de sa source à la confluence avec l'Arène
2008;060939405001;STATION D'EPURATION DE PARCEY;1350;Biologique Simple;888367;6660506;888432;6660612;2;Précision +- 500 mètres;39405;PARCEY;39;FRANCHE-COMTE;FRDR621;La Clauge
2008;060905031001;STATION D'EPURATION DE CHAMPCELLA;250;Filtres plantés;982632;6409938;982632;6409938;1;Précision +- 50 mètres;05031;CHAMPCELLA;05;PROVENCE-ALPES-COTE D'AZUR;FRDR309;La Biaysse
2008;060905045001;STATION D'EPURATION DE CROTS - BOSCODON;100;Filtres plantés;974508;6384273;974508;6384273;1;Précision +- 50 mètres;05045;CROTS;05;PROVENCE-ALPES-COTE D'AZUR;FRDR11827;torrent de boscodon
2008;060906020002;STATION D'EPURATION DE LA BOLLENE VESUBIE - TURINI;500;Biologique Simple;1046897;6330476;1052133;6329457;1;Précision +- 50 mètres;06020;LA BOLLENE VESUBIE;06;PROVENCE-ALPES-COTE D'AZUR;FRDR10869;ruisseau de la planchette
2008;060939009001;STATION D EPURATION DE ANDELOT EN MONTAGNE;750;Décantation primaire ou fosse toutes eaux;923138;6642688;923178;6642677;1;Précision +- 50 mètres;39009;ANDELOT EN MONTAGNE;39;FRANCHE-COMTE;FRDR10972;bief d'andelot
2008;060934320002;STATION D'EPURATION DE VAILHAUQUES;4000;Biologique avec nitrification;758582;6285630;758596;6285613;1;Précision +- 50 mètres;34320;VAILHAUQUES;34;LANGUEDOC-ROUSSILLON;FRDR147;La Mosson de sa source au ruisseau de Miege Sole
2008;060925145001;STATION D'EPURATION DE CHAZOT;100;Biologique Simple;967215;6697979;967215;6697979;3;Localisation imprécise;25145;CHAZOT;25;FRANCHE-COMTE;;
2008;060934167001;STATION D'EPURATION DE MONTELS;220;Lagunage;702537;6243526;702566;6243509;1;Précision +- 50 mètres;34167;MONTELS;34;LANGUEDOC-ROUSSILLON;FRDR10375;canal du passot
2008;060907265001;STATION D'EPURATION DE ST MARCEL LES ANNONAY - TERNAY;50;Filtration-infiltration;828847;6467808;828815;6467825;1;Précision +- 50 mètres;07265;ST MARCEL LES ANNONAY;07;RHONE-ALPES;FRDR11560;rivière le ternay
2008;060974191002;STATION D'EPURATION DE ESSERT ROMAND - MORZINE;56300;Biologique avec nitrification et déphosphatation;983588;6573542;983589;6573586;1;Précision +- 50 mètres;74114;ESSERT ROMAND;74;RHONE-ALPES;FRDR552d;La Dranse de la Morzine de sa source à l'amont du lac du barrage du Jotty
2008;060920014001;STATION D'EPURATION DE AMBIEGNA;100;Biologique avec nitrification;1179706;6126761;1179686;6126728;1;Précision +- 50 mètres;20014;AMBIEGNA;2A;CORSE;FRER42;Liamone du Cruzini à la mer Méditerranée
2008;060920143001;STATION D'EPURATION DE LINGUIZZETTA;250;Biologique avec nitrification;1234267;6151107;1234275;6151109;1;Précision +- 50 mètres;20143;LINGUIZZETTA;2B;CORSE;FRER10679;rivière d'alistro
2008;060920253001;STATION D'EPURATION DE QUASQUARA;200;Biologique avec nitrification;1199449;6107720;1199463;6107710;1;Précision +- 50 mètres;20253;QUASQUARA;2A;CORSE;FRER11587;ruisseau de chiova
2008;060938026001;STATION D'EPURATION DE LA BALME LES GROTTES - TRAVERS;233;Lagunage;879109;6529914;879114;6529937;1;Précision +- 50 mètres;38026;LA BALME LES GROTTES;38;RHONE-ALPES;FRDR2004;Le Rhône de Sault-Brenaz au pont de Jons
2008;060971065002;STATION D EPURATION DE BUFFIERES - LES SAIGNES;50;Lagunage;818070;6593278;818070;6593278;3;Localisation imprécise;71065;BUFFIERES;71;BOURGOGNE;FRDR10358;ruisseau la gande
2008;060966076001;STATION D EPURATION DE FEILLUNS;200;Décantation primaire ou fosse toutes eaux;658065;6184737;658065;6184737;3;Localisation imprécise;66076;FELLUNS;66;LANGUEDOC-ROUSSILLON;FRDR11986;rivière la matassa
2008;060911158001;STATION D'EPURATION DE GAJA ET VILLEDIEU;345;Biologique avec nitrification;633665;6221069;633659;6221068;1;Précision +- 50 mètres;11158;GAJA ET VILLEDIEU;11;LANGUEDOC-ROUSSILLON;FRDR10816;ruisseau le blau
2008;060901437001;STATION D'EPURATION DE VESCOURS;150;Lagunage;855776;6598861;855757;6598830;1;Précision +- 50 mètres;01437;VESCOURS;01;RHONE-ALPES;FRDR12012;ruisseau la voye
2008;060905093002;STATION D'EPURATION DE NEVACHE PLAMPINET;150;Biologique Simple;988459;6440258;988457;6440258;1;Précision +- 50 mètres;05093;NEVACHE;05;PROVENCE-ALPES-COTE D'AZUR;FRDR311;La Durance de sa source jusqu'à la Gyronde incluse et la Clarée, la Guisane, et la Cerveyrette
2008;060925529001;STATION D'EPURATION DE SANCEY LE GRAND;3000;Biologique avec nitrification;970533;6695104;970535;6695069;1;Précision +- 50 mètres;25529;SANCEY LE GRAND;25;FRANCHE-COMTE;FRDR11925;ruisseau de baume
2008;060921087001;STATION D'EPURATION DE BLIGNY SUR OUCHE;1000;Biologique avec nitrification;826265;6669173;826247;6669174;1;Précision +- 50 mètres;21087;BLIGNY SUR OUCHE;21;BOURGOGNE;FRDR648;L'Ouche jusqu'au ruisseau du Prâlon
2008;060930107001;STATION D'EPURATION DE ESTEZARGUES;500;Biologique Simple;830956;6317011;830959;6317003;2;Précision +- 500 mètres;30107;ESTEZARGUES;30;LANGUEDOC-ROUSSILLON;FRDR10301;ruisseau le briançon
2008;060934021002;STATION D'EPURATION DE BABEAU BOULDOUX - CAUDURO;50;Biologique Simple;689868;6260974;689971;6260826;1;Précision +- 50 mètres;34021;BABEAU BOULDOUX;34;LANGUEDOC-ROUSSILLON;FRDR153;Le Vernazobre
2008;060934069001;STATION D'EPURATION DE CAZOULS LES BEZIERS;5000;Biologique avec nitrification;709091;6255009;709081;6255019;1;Précision +- 50 mètres;34069;CAZOULS LES BEZIERS;34;LANGUEDOC-ROUSSILLON;FRDR11926;ruisseau rhonel
2008;060934079001;STATION D'EPURATION DE CLERMONT L'HERAULT;22000;Biologique avec nitrification et dénitrification;736016;6281468;735987;6281443;2;Précision +- 500 mètres;34079;CLERMONT L HERAULT;34;LANGUEDOC-ROUSSILLON;FRDR166;La Lergue du Roubieu à la confluence avec l'Hérault et l'aval du Salagou
2008;060969208001;STATION D'EPURATION DE ST GERMAIN SUR L'ARBRESLE;250;Biologique Simple;824060;6531762;823967;6531774;1;Précision +- 50 mètres;69208;ST GERMAIN NUELLES;69;RHONE-ALPES;FRDR568a;L'Azergues de la Grande Combe à la Brévenne
2008;060911262003;STATION D'EPURATION DE NARBONNE - PLAGE;28000;Biologique Simple;711447;6227145;711863;6225978;1;Précision +- 50 mètres;11262;NARBONNE;11;LANGUEDOC-ROUSSILLON;FRDC02a;Racou Plage - Embouchure de l'Aude
2008;060934317001;STATION D'EPURATION DE LA VACQUERIE ET ST MARTIN;500;Lagunage;736636;6299825;736668;6299907;1;Précision +- 50 mètres;34317;LA VACQUERIE ET ST MARTIN DE C;34;LANGUEDOC-ROUSSILLON;;
2008;060938104001;STATION D'EPURATION DE CHIMILIN - VILLAGE;200;Biologique avec nitrification;902161;6500932;902178;6500943;1;Précision +- 50 mètres;38104;CHIMILIN;38;RHONE-ALPES;FRDR12020;ruisseau la bièvre
2008;060971187001;STATION D'EPURATION DE ECUISSES;1500;Lagunage;816397;6630598;816441;6630549;2;Précision +- 500 mètres;71187;ECUISSES;71;BOURGOGNE;FRDR11490;ruisseau de la moucherie
2008;060971293001;STATION D'EPURATION DE MENETREUIL LES DEVUS;100;Lagunage;863488;6610883;863498;6610878;1;Précision +- 50 mètres;71293;MENETREUIL;71;BOURGOGNE;FRDR11768;ruisseau de corgeat
2008;060920265002;STATION D'EPURATION DE RUTALI STADE;250;Biologique avec nitrification;1222316;6185950;1222609;6185822;1;Précision +- 50 mètres;20265;RUTALI;2B;CORSE;FRER65;Bevinco
2008;060971558004;STATION D'EPURATION DE VARENNES ST SAUVEUR - MAUCHAMP;200;Lagunage;872860;6601262;872896;6601315;1;Précision +- 50 mètres;71558;VARENNES ST SAUVEUR;71;BOURGOGNE;FRDR598;Le Sevron et le Solnan
2008;060939331001;STATION D EPURATION DE MIGNOVILLARD PETIT VILLARD;800;Décantation primaire ou fosse toutes eaux;936857;6637449;935965;6637623;3;Localisation imprécise;39331;MIGNOVILLARD;39;FRANCHE-COMTE;FRDR11978;ruisseau la serpentine
2008;060970249001;STATION D'EPURATION DE FRANCALMONT;150;Lagunage;944193;6753246;944153;6753232;1;Précision +- 50 mètres;70249;FRANCALMONT;70;FRANCHE-COMTE;FRDR11637;ruisseau la rôge
2008;060907166001;STATION D'EPURATION DE NOZIERES;75;Biologique Simple;821369;6437699;821360;6437708;1;Précision +- 50 mètres;07166;NOZIERES;07;RHONE-ALPES;FRDR454;Le Doux de la carrière de Désaignes à la Daronne
2008;060983150001;STATION D'EPURATION DE VINON SUR VERDON (ANCIENNE);3800;Biologique avec nitrification;925530;6295928;925494;6295851;1;Précision +- 50 mètres;83150;VINON SUR VERDON;83;PROVENCE-ALPES-COTE D'AZUR;FRDR250a;Le Verdon du retour du tronçon court-circuité à la confluence avec la Durance ?
2008;060934146003;STATION D'EPURATION DE LUNEL-VIEL;6000;Biol. avec nitrif., dénitrif. et déphosphatation;787860;6285844;788011;6285902;1;Précision +- 50 mètres;34146;LUNEL VIEL;34;LANGUEDOC-ROUSSILLON;FRDR10219;ruisseau le dardaillon-ouest
2008;060905062006;STATION D'EPURATION DE GLAIZIL LES AMARS;150;Décantation primaire ou fosse toutes eaux;935849;6411495;935847;6411675;1;Précision +- 50 mètres;05062;LE GLAIZIL;05;PROVENCE-ALPES-COTE D'AZUR;FRDR2027;Le Drac de l'aval de St Bonnet à la retenue du Sautet + Rageoux/Chétive
2008;060921351001;STATION D'EPURATION DE LONGCHAMP;1500;Biologique avec nitrification;872924;6686462;872948;6686491;1;Précision +- 50 mètres;21351;LONGCHAMP;21;BOURGOGNE;FRDR11305;ruisseau l'arnison
2008;060934314001;STATION D'EPURATION DE  LE TRIADOU;300;Lagunage;769334;6293813;769566;6293669;1;Précision +- 50 mètres;34314;LE TRIADOU;34;LANGUEDOC-ROUSSILLON;FRDR10109;ruisseau le lirou
2008;060938004001;STATION D'EPURATION DE L'ALBENC;683;Lagunage;893549;6461404;893644;6461424;1;Précision +- 50 mètres;38004;L ALBENC;38;RHONE-ALPES;FRDR11295;ruisseau la lèze
2008;060970514002;STATION D'EPURATION DE VALAY - VILLAGE;500;Filtres plantés;898316;6696764;898312;6696794;2;Précision +- 500 mètres;70514;VALAY;70;FRANCHE-COMTE;FRDR10143;ruisseau la rèsie
2008;060925159002;STATION D'EPURATION DE COLOMBIER FONTAINE;4000;Biologique avec nitrification et dénitrification;976519;6711817;976505;6712121;1;Précision +- 50 mètres;25159;COLOMBIER FONTAINE;25;FRANCHE-COMTE;FRDR625;Le Doubs de la confluence avec l'Allan jusqu'en amont du barrage de Crissey
2008;060971546002;STATION D'EPURATION DE TRAMBLY;300;Lagunage;818260;6581889;818296;6581831;1;Précision +- 50 mètres;71546;TRAMBLY;71;BOURGOGNE;FRDR11858;ruisseau de la baize
2008;060971546002;STATION D'EPURATION DE TRAMBLY;300;Lagunage;818260;6581889;818296;6581831;1;Précision +- 50 mètres;71546;TRAMBLY;71;BOURGOGNE;FRDR11858;ruisseau de la baize*
2008;060966211001;STATION D'EPURATION DE TORDERES;100;Biologique Simple;680756;6163344;680767;6163323;2;Précision +- 500 mètres;66211;TORDERES;66;LANGUEDOC-ROUSSILLON;FRDR11808;rivière l'ille
2008;060911368002;STATION D'EPURATION DE SALLELES CABARDES;200;Filtres plantés;652890;6246781;652690;6246718;2;Précision +- 500 mètres;11368;SALLELES CABARDES;11;LANGUEDOC-ROUSSILLON;FRDR10994;ruisseau de la ceize
2008;060901186001;STATION D'EPURATION DE HOSTIAS - CHEF LIEU;120;Décantation primaire ou fosse toutes eaux;896097;6536370;896100;6536370;1;Précision +- 50 mètres;01186;HOSTIAZ;01;RHONE-ALPES;FRDR486;L'Albarine du bief des Vuires à Torcieu
2008;060901186002;STATION D'EPURATION DE HOSTIAS - ST SULPICE;50;Décantation primaire ou fosse toutes eaux;897144;6538064;897093;6538175;1;Précision +- 50 mètres;01186;HOSTIAZ;01;RHONE-ALPES;FRDR486;L'Albarine du bief des Vuires à Torcieu
2008;060904209001;STATION D'EPURATION DE SISTERON;8000;Biologique avec nitrification;935814;6346175;935928;6346056;2;Précision +- 500 mètres;04209;SISTERON;04;PROVENCE-ALPES-COTE D'AZUR;FRDR278;La Durance du Buëch au canal EDF
2008;060971556001;STATION D'EPURATION DE VARENNES LES MACON;3000;Biologique avec nitrification et dénitrification;839528;6576095;840027;6575885;1;Précision +- 50 mètres;71556;VARENNES LES MACON;71;BOURGOGNE;FRDR1807a;La Saône de la confluence avec le Doubs à Villefranche sur Saône
2008;060930103002;STATION D'EPURATION DE DOMAZAN;1000;Biologique avec nitrification et dénitrification;832549;6315459;832497;6315522;2;Précision +- 500 mètres;30103;DOMAZAN;30;LANGUEDOC-ROUSSILLON;FRDR10301;ruisseau le briançon
2008;060906136001;STATION D'EPURATION DE SOSPEL;5200;Biologique Simple;1060066;6319705;1057461;6318707;2;Précision +- 500 mètres;06136;SOSPEL;06;PROVENCE-ALPES-COTE D'AZUR;FRDR11281;ruisseau le merlansson
2008;060938404001;STATION D'EPURATION DE ST JEAN LE VIEUX;360;Biologique Simple;925711;6460693;925694;6460703;1;Précision +- 50 mètres;38404;ST JEAN LE VIEUX;38;RHONE-ALPES;FRDR354c;Isère du Bréda au Drac
2008;060920023001;STATION D'EPURATION DE ASCO VILLAGE;600;Biologique avec nitrification;1196597;6169281;1196754;6169189;1;Précision +- 50 mètres;20023;ASCO;2B;CORSE;FRER69c;L'Asco
2008;060969008001;STATION D'EPURATION DE ANCY;240;Biologique Simple;817375;6527394;817407;6527364;1;Précision +- 50 mètres;69008;ANCY;69;RHONE-ALPES;FRDR10407;ruisseau le trésoncle
2008;060969119003;STATION D'EPURATION DE  LONGES - DIZIMIEUX;150;Filtres plantés;830125;6492900;832147;6491421;2;Précision +- 500 mètres;69119;LONGES;69;RHONE-ALPES;FRDR10244;ruisseau du grand malval
2008;060973263001;STATION D'EPURATION DE ST OFFENGE DESSOUS;1500;Biologique avec nitrification et déphosphatation;931709;6520428;931636;6520441;1;Précision +- 50 mètres;73263;ST OFFENGE DESSOUS;73;RHONE-ALPES;FRDR11646;ruisseau la monderesse
2008;060970001001;STATION D'EPURATION DE ABELCOURT;350;Lagunage;946733;6748059;946659;6748022;1;Précision +- 50 mètres;70001;ABELCOURT;70;FRANCHE-COMTE;FRDR690;La Lanterne de sa source au Breuchin
2008;060971289001;STATION D'EPURATION DE MATOUR - BOURG;1600;Biologique avec nitrification;814844;6579718;814916;6579660;2;Précision +- 500 mètres;71289;MATOUR;71;BOURGOGNE;FRDR11858;ruisseau de la baize
2008;060970291001;STATION D'EPURATION DE JONVELLE;100;Décantation primaire ou fosse toutes eaux;918010;6763842;918246;6763589;1;Précision +- 50 mètres;70291;JONVELLE;70;FRANCHE-COMTE;FRDR695;La Saône du ruisseau de la Sâle à la confluence avec le Coney
2008;060973260002;STATION D'EPURATION DE ST MAURICE DE ROTHERENS-BORNET;100;Biologique avec nitrification;909755;6506356;909596;6506361;1;Précision +- 50 mètres;73260;ST MAURICE DE ROTHERENS;73;RHONE-ALPES;FRDR10147;truison
2008;060901009001;STATION D'EPURATION DE ANDERT ET CONDON - CONDON;270;Lagunage;905812;6524918;905803;6524815;1;Précision +- 50 mètres;01009;ANDERT ET CONDON;01;RHONE-ALPES;FRDR519;Le Furans de l'Arène au Rhône
2008;060901184003;STATION D'EPURATION DE HAUTECOURT ROMANECHE ROMANECHE;100;Décantation primaire ou fosse toutes eaux;888124;6568054;888140;6568045;1;Précision +- 50 mètres;01184;HAUTECOURT ROMANECHE;01;RHONE-ALPES;;
2008;060904208001;STATION D EPURATION DE SIMIANE LA ROTONDE;300;Biologique Simple;906757;6323146;906756;6323127;1;Précision +- 50 mètres;04208;SIMIANE LA ROTONDE;04;PROVENCE-ALPES-COTE D'AZUR;;
2008;060905173001;STATION D' EPURATION DE UPAIX;600;Biologique avec nitrification;930493;6362404;930493;6362404;1;Précision +- 50 mètres;05173;UPAIX;05;PROVENCE-ALPES-COTE D'AZUR;FRDR289;La Durance du torrent de St Pierre au Buëch
2008;060911394001;STATION D'EPURATION DE TOURREILLES;100;Décantation primaire ou fosse toutes eaux;632209;6213767;632209;6213767;3;Localisation imprécise;11394;TOURREILLES;11;LANGUEDOC-ROUSSILLON;FRDR10833;ruisseau des langagnous
2008;060911421001;STATION D'EPURATION DE VILLEDAIGNE;700;Biologique avec nitrification;689309;6235254;689275;6235176;1;Précision +- 50 mètres;11421;VILLEDAIGNE;11;LANGUEDOC-ROUSSILLON;FRDR176;L'Orbieu de la Nielle jusqu'à la confluence avec l'Aude
2008;060966060001;STATION D EPURATION DE CORSAVY;400;Biologique Simple;665348;6151757;665452;6151736;2;Précision +- 500 mètres;66060;CORSAVY;66;LANGUEDOC-ROUSSILLON;FRDR235;Le Tech de la rivière de Lamanère au Correc del Maillol
2008;060973058002;STATION D'EPURATION DE LA BRIDOIRE - CHEF LIEU;1000;Lagunage;913429;6495810;913480;6495844;1;Précision +- 50 mètres;73058;LA BRIDOIRE;73;RHONE-ALPES;FRDR516;Le Tier
2008;060901147001;STATION D'EPURATION DE DOMSURE - LE VILLARD;50;Décantation primaire ou fosse toutes eaux;875990;6591359;876000;6591208;1;Précision +- 50 mètres;01147;DOMSURE;01;RHONE-ALPES;FRDR598;Le Sevron et le Solnan
2008;060906120001;STATION D'EPURATION DE ST ETIENNE DE TINEE - AURON;12000;Biologique Simple;1014435;6354902;1014397;6354899;1;Précision +- 50 mètres;06120;ST ETIENNE DE TINEE;06;PROVENCE-ALPES-COTE D'AZUR;FRDR11078;riou d'auron
2008;060934208001;STATION D'EPURATION DE POPIAN;1500;Lagunage;742433;6280613;742399;6280773;1;Précision +- 50 mètres;34208;POPIAN;34;LANGUEDOC-ROUSSILLON;FRDR161a;L'Hérault du ruisseau de Gassac à la confluence avec la Boyne
2008;060971092001;STATION D'EPURATION DE LA CHAPELLE NAUDE-GRANGE ROUGE;150;Lagunage;867756;6613361;867685;6613368;1;Précision +- 50 mètres;71092;LA CHAPELLE NAUDE;71;BOURGOGNE;FRDR597;Les Sanes
2008;060925251001;STATION D'EPURATION DE FOURBANNE;100;Biologique Simple;949542;6698008;949542;6698008;3;Localisation imprécise;25251;FOURBANNE;25;FRANCHE-COMTE;FRDR625;Le Doubs de la confluence avec l'Allan jusqu'en amont du barrage de Crissey
2008;060969279001;STATION D'EPURATION DE JONAGE;42000;Biologique Simple;858115;6523800;858078;6523855;1;Précision +- 50 mètres;69279;JONAGE;69;RHONE-ALPES;FRDR2005;Le Rhône du pont de Jons à la confluence Saône
2008;060970282001;STATION D'EPURATION DE GY;1500;Biologique avec nitrification;911761;6704923;911732;6704889;1;Précision +- 50 mètres;70282;GY;70;FRANCHE-COMTE;FRDR11980;ruisseau arfond
2008;060926364001;STATION D'EPURATION DE VASSIEUX EN VERCORS - CHEFLIEU;830;Filtration-infiltration;887233;6425001;887266;6425000;1;Précision +- 50 mètres;26364;VASSIEUX EN VERCORS;26;RHONE-ALPES;;
2008;060934038002;STATION D'EPURATION DE LE BOUSQUET D'ORB - LUNAS;3100;Biologique avec nitrification;714446;6287717;714101;6287667;1;Précision +- 50 mètres;34038;LE BOUSQUET D ORB;34;LANGUEDOC-ROUSSILLON;FRDR156a;L'Orb de l'aval du barrage à la conluence avec la Mare
2008;060904132001;STATION D' EPURATION DE MONTSALIER;250;Biologique avec nitrification;910279;6326635;910287;6326639;1;Précision +- 50 mètres;04132;MONTSALIER;04;PROVENCE-ALPES-COTE D'AZUR;FRDR11438;rivière la riaille
2008;060911434001;STATION D'EPURATION DE VILLEPINTE;1400;Biologique avec nitrification;625372;6242500;625304;6242482;1;Précision +- 50 mètres;11434;VILLEPINTE;11;LANGUEDOC-ROUSSILLON;FRDR196;Le Fresquel de sa source au Tréboul inclus
2008;060901429002;STATION D'EPURATION DE VANDEINS - LES GEOFFRAYS;80;Lagunage;860795;6571489;860783;6571532;1;Précision +- 50 mètres;01429;VANDEINS;01;RHONE-ALPES;FRDR584d;L'Irance à l'aval de la confluence avec le Vieux Jonc
2008;060984081001;STATION D'EPURATION DE MORIERES-LES-AVIGNON;26000;Biologique avec nitrification;851369;6318818;851428;6318790;1;Précision +- 50 mètres;84081;MORIERES LES AVIGNON;84;PROVENCE-ALPES-COTE D'AZUR;FRDR10610;ruisseau roubine*
2008;060920285001;STATION D EPURATION DE SORBOLLANO;200;Biologique Simple;1209569;6092378;1209569;6092378;3;Localisation imprécise;20285;SORBOLLANO;2A;CORSE;FRER31c;Rizzanese aval futur barrage jusqu'à la mer
2008;060934266001;STATION D EPURATION DE ST JEAN DE CUCULLES;150;Lagunage;767120;6294758;767120;6294758;1;Précision +- 50 mètres;34266;ST JEAN DE CUCULLES;34;LANGUEDOC-ROUSSILLON;FRDR10109;ruisseau le lirou
2008;060905144002;STATION D'EPURATION DE ST JACQUES  - HAMEAU DE LALLEE;250;Filtration-infiltration;939831;6413164;939831;6413181;1;Précision +- 50 mètres;05144;ST JACQUES EN VALGODEMARD;05;PROVENCE-ALPES-COTE D'AZUR;FRDR350;La Séveraisse
2008;060906032001;STATION D'EPURATION DE CAP-D'AIL - MONACO;8000;Biologique avec nitrification;1055497;6302151;1056050;6301642;1;Précision +- 50 mètres;06032;CAP D AIL;06;PROVENCE-ALPES-COTE D'AZUR;FRDC10a;Cap Ferrat - Cap d'Ail
2008;060911151001;STATION D'EPURATION DE FONTIES D'AUDE;550;Biologique avec nitrification;656089;6232769;656107;6232778;1;Précision +- 50 mètres;11151;FONTIES D AUDE;11;LANGUEDOC-ROUSSILLON;FRDR182;L'Aude du Fresquel à la Cesse
