identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0007101355;EDF-PEI SAS;2018;;;9380;57800
0006700640;TREFIMETAUX SAS;2018;;95200;454;
0005803187;TEREOS STARCH & SWEETENERS LBN;2018;;24200000;1440000;
0005200841;Les Grands Chais de France;2018;97300;;65100;
0006102074;CIAT;2018;2350000;;4480;
0006102813;TRIVIUM ALUMINIUM PACKAGING France;2018;122000;;3610;
0005401274;CHEMETALL SA;2018;66100;;20900;
0005209347;SOBEGI SAS;2018;;8670000;82100;
0005100918;SPONTEX;2018;3600000;1390000;9160;
0006104534;GRAPHOCOLOR;2018;;;169000;
0006000283;DELVERT;2018;;;102000;
0007006492;ALIPHOS ROTTERDAM BV;2018;;208000;19000;
0006300980;SNV Laval;2018;;;271000;
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2018;;3270000;37200;
0007000853;C&D FOODS France;2018;;;430000;
0006700674;STAL;2018;;79300;16200;
0006104460;ANETT NBD;2018;61900;;;
0010300115;ANDROS;2018;778000;;56900;
0007005525;EDF Bouchain_CCG;2018;;2590000;1570;
0005801362;TARANIS DU ROUVRAY;2018;;;402000;
0007204242;ANETT UN;2018;73300;;3750;
0006700583;RICOH INDUSTRIE FRANCE;2018;86900;;;
0006400998;SOLAMAT MEREX;2018;;;77200;
0006301730;YOPLAIT PRODUCTION FRANCE;2018;716000;;;
0005800413;REVIMA;2018;;33500;19000;
0010001118;ORANGINA SUNTORY FRANCE PROD;2018;682000;;2400;
0006400445;SMURFIT KAPPA PAPETERIE ALFA D'AVIGNON;2018;;625000;;
0006900568;EDF PEI Bf2;2018;;;5120;92100
0052900419;MOULIN DE LA MARCHE;2018;;;69400;
0052904384;CONSERVERIE CHANCERELLE (usine Sardine);2018;;;82800;
0007000683;ALVANCE ALUMINIUM DUNKERQUE SAS;2018;;183000;80700;
0005501327;GLATFELTER SCAER SAS;2018;;823000;20700;
0005601340;EUROSERUM;2018;;24100;208000;
0005601473;COVIAL SA;2018;;;69900;
0005108060;ARCHROMA FRANCE SAS ex-CLARIANT;2018;;;109000;
0006301411;CARGILL France;2018;;;236000;
0005209637;BIOLACQ ENERGIES;2018;;;553000;
0007002306;ROXANE NORD;2018;810000;;;
0006400904;CHAUX DE PROVENCE SACAM;2018;74900;17400;284;
0005901400;VON ROLL ISOLA FRANCE;2018;61800;;4570;
0006200938;VALTRIS ENTERPRISES FRANCE SAS;2018;292000;117000;;
0005701604;DELPHARM REIMS;2018;;;58700;
0010400164;KERRY RAVIFRUIT;2018;139000;;4960;
0056100402;S N V;2018;28900;;246000;
0006107177;COMPAGNIE d'ABATTAGE de BOURG;2018;7470;;108000;
0058700585;REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES;2018;;;68200;
0007000789;POLYNT COMPOSITES FRANCE;2018;;;222000;
0005800496;EXXONMOBIL CHEMICAL FRANCE;2018;876000;;46300;
0006700176;HELMBACHER SABLIERES Valff;2018;1040000;;;
0007000100;BRIQUETERIES DU NORD SA.;2018;219000;;1000;
0005101363;ARCELORMITTAL FRANCE;2018;;287000;16000;
0006103078;ALR - ACIERIES ET LAMINOIRS DE RIVES;2018;78800;;6960;
0005302849;LACTALIS NESTLE ULTRA FRAIS MARQUES;2018;596000;;;
0006200139;CROWN BEVCAN;2018;;;166000;
0005300573;MAISON JOHANES BOUBEE BAYEUX;2018;;;75900;
0006701060;BIO SPRINGER;2018;5070000;;39200;
0005801222;LES ATELIERS DU GOUT;2018;;105000;;
0005701552;ADM Bazancourt SASU;2018;1330000;;;
0069905008;SOCATRI;2018;1470000;;;
0006103973;TOTAL RAFFINAGE France;2018;1290000;5150000;109000;
0006301614;ARRIVE;2018;;;123000;
0005601360;Société Laitière des Volcans d'Auvergne;2018;;243000;20600;
0010004108;EBLY;2018;;;90600;
0006700494;STOEFFLER;2018;;;74400;
0005800489;METROPOLE ROUEN NORMANDIE;2018;113000;;;
0005401220;VERALLIA FRANCE;2018;153000;155000;9910;
0005500405;GELAGRI BRETAGNE;2018;;;133000;
0005701143;ARCELORMITTAL FRANCE;2018;;236000;;
0006508918;Centre CEA Paris-Saclay - Site de Saclay;2018;;272000;450000;
0006506379;ORANGINA SUNTORY FRANCE;2018;;;178000;
0005101176;SAVERGLASS (SAV ...);2018;;50300;;
0005508870;CELVIA;2018;28200;;302000;
0006000314;SMURFIT KAPPA Papier Recyclé France;2018;;1900000;;
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2018;;2930000;;
0006104159;LAFAYETTE - ELM Opérations;2018;178000;;286;
0005800378;SEDIBEX;2018;;;623000;
0006400499;SEPR;2018;1050000;;;
0007001050;CENTRE HOSPITALIER DE VALENCIENNES;2018;;;223000;
0006506277;SAFRAN AIRCRAFT ENGINES;2018;87100;;33900;
0005900499;ITW Rivex;2018;;98600;;
0007000658;TEREOS France;2018;699000;;5750;
0005501443;SALAISONS CLERMONT;2018;;;64700;
0005701723;OMYA Usine;2018;237000;;12900;
0006301415;MONDELEZ International;2018;;;78900;
0005600333;MANUF FRANC PNEUMATIQ MICHELIN;2018;8220;;163000;
0006202578;AMTPL;2018;143000;;;
0010000902;BTG BOUTHEGOURD;2018;89500;;377;
0006200921;RHOVYL;2018;91100;3930;;
0006700171;GRAVIERE DE STATTMATTEN;2018;251000;;;
0007402276;ORGANOTECHNIE;2018;;;78800;
0006700094;SABLIERES OESCH;2018;162000;;;
0005503774;KNAUF INDUSTRIES OUEST;2018;;193000;;
0005900821;FROMAGERIES BEL PRODUCTION FRANCE (FBPF);2018;;;79200;
0010800259;GROUPE BIGARD Site de Bonneville;2018;;;80300;
0057201666;SASU MARIE;2018;;;110000;
0051401146;SAS FRIAL;2018;;;142000;
0010400032;SUEZ RR IWS CHEMICALS FRANCE;2018;502000;;228000;
0005900536;ARMSTRONG BUILDING PRODUCTS S.A.;2018;171000;;7700;
0005800559;E & S CHIMIE;2018;70500;3700;;
0005101170;PHARMATIS;2018;;;73500;
0007300023;Carrière SAULI et Cie et concassage;2018;;95400;;
0006702583;ELECTRICTE de STRASBOURG;2018;1000000;;9300;
0005500170;ENTREMONT ALLIANCE;2018;115000;;246000;
0054201036;NESTLE PURINA PETCARE FRANCE;2018;46500;;319000;
0006103731;RHODIA OPERATIONS;2018;9150000;7610000;52500;
0056100545;TRAITEUR DE LA TOUQUES;2018;;;67600;
0006503289;CALCIA gargenville (cimenterie);2018;;1280000;;
0006201051;MANOIR BOUZONVILLE;2018;;305000;38100;
0056100667;CHARAL;2018;;;128000;
0006303238;CULTURES FRANCE CHAMPIGNON;2018;178000;;37400;
0005202274;RAYNAL ET ROQUELAURE;2018;;85500;221;
0005200257;NOURYON PULP & PERFORMANCE CHEMICALS;2018;34900;13300000;41700;
0006401854;EXTRUFLEX SAS;2018;245000;;;
0006400503;ROUSSELOT Isle sur Sorgue SAS;2018;21600;6750000;50900;
0006103676;Métropole de Lyon;2018;140000;;;
0010400075;AIR LIQUIDE HYDROGENE;2018;;;65700;
0077649801;STEP - LE PETIT-QUEVILLY;2018;113000;;;
0006104505;UGITECH;2018;;3520000;3950;
0005800607;BOREALIS CHIMIE;2018;460;5050000;61100;
0006700817;LES JUS DE FRUITS D'ALSACE;2018;611000;;1080;
0005102169;DAILYCER FRANCE SAS;2018;;;71000;
0007000962;IMERYS ALUMINATES - Usine de Dunkerque;2018;;;113000;
0005800155;CEMEX Berville s/Seine;2018;;866000;;
0005800545;MANOIR INDUSTRIES;2018;434000;;2510;
0005209791;LAFARGE GRANULATS FRANCE;2018;234000;;;
0052700280;SOCOPA VIANDES;2018;;;91800;
0006803945;MAJ ELIS;2018;;;143000;
0006103685;ARKEMA FRANCE;2018;10100000;18700000;265000;
0005202659;CANDIA;2018;766000;;631;
0007001087;Le Petit Cuisinier;2018;;;50100;
0056800039;SARVAL EST;2018;44500;;8380;
0005503371;Sté Beurrière de Retiers;2018;;;154000;
0005301810;ELVIA PRINTED CIRCUIT BOARDS;2018;;;59300;
0006104504;Framatome;2018;;112000;7800;
0009000300;13 RG;2018;31100;;45700;
0069905002;EDF - CNPE de Cruas;2018;13700;428000000;;
0005102490;SITPA  Rosieres;2018;;;709000;
0005206758;LDC AQUITAINE (SA);2018;;;135000;
0006700048;GRAVIERE HUBELE;2018;2030000;;;
0005800384;SYNGENTA PRODUCTION FRANCE SAS;2018;142000;;3170;
0005600245;FAREVA LA VALLEE;2018;;;73200;
0007201655;VERALLIA - COGNAC;2018;225000;;10200;
0010001145;ESSITY OPERATIONS FRANCE;2018;929000;1290000;20900;
0057201665;CHARAL;2018;;274000;;
0005400431;CARRIERES ET MATERIAUX;2018;350000;6410;547;
0005301918;FLORETTE FRANCE GMS;2018;;;382000;
0005303086;BEUCHER Mickael;2018;;;65000;
0006400879;Rizerie SOUFFLET ALIMENTAIRE CAMARGUE;2018;62900;;300;
0005200074;BERKEM SAS;2018;64700;;2580;
0057200348;LUISSIER BORDEAU CHESNEL;2018;;;90700;
0007000830;Peugeot Citroën Mécanique du Nord Ouest SNC;2018;;;97100;
0007000516;DOUAISIENNE D'ABATTAGE;2018;;;64500;
0006401061;EDF CCG de Martigues;2018;;239000;6290;338000000
0006300970;VIOL S.A.;2018;105000;;10400;
0006104050;NEOVALY;2018;;;158000;
0006200339;GLANZSTOFF LONGLAVILLE;2018;;;110000;
0006105232;MAJ ELIS RHONE-ALPES;2018;85000;;2000;
0005515356;KERMENE;2018;;;116000;
0006103589;MAT;2018;195000;;2010;
0006400336;LYONNAISE DES EAUX  - Usine de l'Apié;2018;;652000;;
0006300907;LAITERIE SAINT PERE;2018;124000;;252000;
0006104682;CEREAL PARTNERS FRANCE;2018;128000;;6250;
0005300050;SACAB_SABLIERES ET CARRIERES DU BESSIN;2018;71500;;;
