identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite;unite
00       87187001;ABATTOIR MUNICIPAL DE SAINT-YRIEIX;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;6120;t/an
00       87187001;ABATTOIR MUNICIPAL DE SAINT-YRIEIX;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;6104;t/an
00       76278001;ALLIANCE ELABORES;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;12;Boues ordinaires (sauf boues de dragage);9360;t/an
00       49003604;CHARAL;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;3;Déchets soins médicaux ou vétérinaires et déchets biologiques;2.60;t/an
00       49003604;CHARAL;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);64000;t/an
00       49003604;CHARAL;Production de déchets non dangereux;2009;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;9;Déchets banals des entreprises;2296;t/an
00       49003604;CHARAL;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;12;Boues ordinaires (sauf boues de dragage);39800;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2009;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;800;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2009;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);9960;t/an
00       75624001;CONSERVERIE DE BERGERAC;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;4;Déchets de bois;48;t/an
00       25041001;Coopérative des MONTS DE JOUX;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;15320;t/an
00       59178001;DOUAISIENNE D'ABATTAGE;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;12;Boues ordinaires (sauf boues de dragage);122.8;t/an
00       59178001;DOUAISIENNE D'ABATTAGE;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;1.04;t/an
00       59178001;DOUAISIENNE D'ABATTAGE;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;11.84;t/an
00       59178001;DOUAISIENNE D'ABATTAGE;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);5920;t/an
00       59178001;DOUAISIENNE D'ABATTAGE;Production de déchets non dangereux;2009;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;12;Boues ordinaires (sauf boues de dragage);339.2;t/an
00       59178001;DOUAISIENNE D'ABATTAGE;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);1248;t/an
00       59178001;DOUAISIENNE D'ABATTAGE;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);3848;t/an
00       40282001;FERMIERS LANDAIS SAS;Production de déchets non dangereux;2009;D2 ;D2 Traitement en milieu terrestre (par exemple, biodégradation de déchets liquides ou de boues dans les sols, etc.);;;2;Boues d'effluents industriels;166.0;t/an
00       40282001;FERMIERS LANDAIS SAS;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);40000;t/an
00       40282001;FERMIERS LANDAIS SAS;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;4;Déchets de bois;49.2;t/an
00       40282001;FERMIERS LANDAIS SAS;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;576;t/an
00       75664052;FIPSO Aquitaine;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;10800;t/an
00       25531010;FROMAGERIE DE CLERVAL;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;13880;t/an
00       08158001;GAEC DU CHATEAU D'ETREPIGNY;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;12;Boues ordinaires (sauf boues de dragage);10200;t/an
00       08488003;GAEC FORGET;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;12;Boues ordinaires (sauf boues de dragage);14800;t/an
00       75664050;LABEYRIE;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;2;Boues d'effluents industriels;940;t/an
00       75664050;LABEYRIE;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;28760;t/an
00       75664050;LABEYRIE;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;9;Déchets banals des entreprises;916;t/an
00       51101001;Les ELEVEURS de la CHAMPAGNE;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);253.2;t/an
00       51101001;Les ELEVEURS de la CHAMPAGNE;Production de déchets non dangereux;2009;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;344.4;t/an
00       51101001;Les ELEVEURS de la CHAMPAGNE;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;428;t/an
00       51101001;Les ELEVEURS de la CHAMPAGNE;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;25740;t/an
00       51101001;Les ELEVEURS de la CHAMPAGNE;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;242.4;t/an
00       25578200;Les éleveurs de la Chevillotte;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;15.2;t/an
00       25578200;Les éleveurs de la Chevillotte;Production de déchets non dangereux;2009;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;8;Ordures ménagères;640;t/an
00       25578200;Les éleveurs de la Chevillotte;Production de déchets non dangereux;2009;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;;;12;Boues ordinaires (sauf boues de dragage);1376;t/an
00       25578200;Les éleveurs de la Chevillotte;Production de déchets non dangereux;2009;R12;R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;11320;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;10;Matériaux mélangés et matériaux indifférenciés;3232;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;12;Boues ordinaires (sauf boues de dragage);984;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;4;Déchets de bois;1168;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);5840;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;1952;t/an
00       75664053;LINDT ET SPRUNGLI;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;2963.2;t/an
00       59578001;LIONOR SA;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;10;Matériaux mélangés et matériaux indifférenciés;448;t/an
00       59578001;LIONOR SA;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);25720;t/an
00       59578001;LIONOR SA;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;824;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;D2 ;D2 Traitement en milieu terrestre (par exemple, biodégradation de déchets liquides ou de boues dans les sols, etc.);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);1652;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);3624;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;4;Déchets de bois;1040;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;12;Boues ordinaires (sauf boues de dragage);1424;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;1;Déchets de préparations chimiques;0.220;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;8;Ordures ménagères;2.16;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;15;Résidus d'opérations thermiques;14.8;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;9;Déchets banals des entreprises;1084;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;8;Ordures ménagères;556;t/an
00       24129001;Mademoiselle Desserts Valade;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;416;t/an
00       87085001;REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);20240;t/an
00       02307501;SARVAL SUD EST;Production de déchets non dangereux;2009;R11;R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;111200;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;2;Boues d'effluents industriels;2308;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;12720;t/an
00       87014001;SAS ABATTOIRS DE BESSINES;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;7;Fèces, urines et fumier animaux;2176;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;388;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;12;Boues ordinaires (sauf boues de dragage);508;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;4680;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2009;D15;D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;1400;t/an
00       25056200;SBA Société Bisontine d'Abattage;Production de déchets non dangereux;2009;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;7;Fèces, urines et fumier animaux;3720;t/an
00       61001001;SELVI;Production de déchets non dangereux;2009;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);10400;t/an
00       61001001;SELVI;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;8868;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2009;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;45600;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2009;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;9;Déchets banals des entreprises;156;t/an
00       29293010;S.F.V.;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;720;t/an
00       61096020;SNV;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;114400;t/an
00       61096020;SNV;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;290.4;t/an
00       40230001;SOVOL LANDES VOLAILLES;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;12;Boues ordinaires (sauf boues de dragage);1128;t/an
00       40230001;SOVOL LANDES VOLAILLES;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);584;t/an
00       40230001;SOVOL LANDES VOLAILLES;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;9000;t/an
0005100096;MATERNE;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;2;Boues d'effluents industriels;724;t/an
0005100096;MATERNE;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;4040;t/an
0005100096;MATERNE;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Boues ordinaires (sauf boues de dragage);4800;t/an
0005100096;MATERNE;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);18240;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2009;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;10;Matériaux mélangés et matériaux indifférenciés;122.8;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);10360;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;10;Matériaux mélangés et matériaux indifférenciés;801.44;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;12;Boues ordinaires (sauf boues de dragage);98.0;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);338.0;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);5.52;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;8;Ordures ménagères;806.8;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;9;Déchets banals des entreprises;401.36;t/an
0005100097;NESTLE France SAS;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;4920;t/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11;Résidus de tri;36680;t/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;2;Boues d'effluents industriels;358000;t/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;410.96;t/an
0005100143;WEPA GREENFIELD SAS;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;1581.2;t/an
0005100203;EUROKERA (SNC);Production de déchets non dangereux;2009;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;1044;t/an
0005100203;EUROKERA (SNC);Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;9;Déchets banals des entreprises;641.92;t/an
0005100203;EUROKERA (SNC);Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;8;Ordures ménagères;45.2;t/an
0005100203;EUROKERA (SNC);Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;15;Résidus d'opérations thermiques;18080;t/an
0005100293;EVERBAL PAPETERIE;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11;Résidus de tri;219.2;t/an
0005100293;EVERBAL PAPETERIE;Production de déchets non dangereux;2009;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;2596;t/an
0005100293;EVERBAL PAPETERIE;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;6520;t/an
0005100293;EVERBAL PAPETERIE;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;11;Résidus de tri;3636;t/an
0005100293;EVERBAL PAPETERIE;Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;11;Résidus de tri;452;t/an
0005100333;LE CREUSET SAS;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11;Résidus de tri;424;t/an
0005100333;LE CREUSET SAS;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;3;Déchets soins médicaux ou vétérinaires et déchets biologiques;0.0624;t/an
0005100333;LE CREUSET SAS;Production de déchets non dangereux;2009;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);3020;t/an
0005100333;LE CREUSET SAS;Production de déchets non dangereux;2009;R13;R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production);;;10;Matériaux mélangés et matériaux indifférenciés;8.68;t/an
0005100333;LE CREUSET SAS;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;14;Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées);12080;t/an
0005100333;LE CREUSET SAS;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;15;Résidus d'opérations thermiques;1988;t/an
0005100333;LE CREUSET SAS;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;348;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;D9 ;D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.);;;9;Déchets banals des entreprises;0.512;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;10;Matériaux mélangés et matériaux indifférenciés;1428;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);4.56;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;8;Ordures ménagères;528;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;9;Déchets banals des entreprises;256.4;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;1504;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;10;Matériaux mélangés et matériaux indifférenciés;988;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;9;Déchets banals des entreprises;2400;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;8;Ordures ménagères;287.6;t/an
0005100349;SOPROCOS;Production de déchets non dangereux;2009;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;996.8;t/an
0005100422;AROMONT;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;1780;t/an
0005100422;AROMONT;Production de déchets non dangereux;2009;D10;D10 Incinération à terre;;;6;Déchets animaux de la préparation des aliments et produits alimentaires;11160;t/an
0005100466;INTERSNACK FRANCE ex-VICO SA;Production de déchets non dangereux;2009;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;1392;t/an
0005100466;INTERSNACK FRANCE ex-VICO SA;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;11240;t/an
0005100497;LES FROMAGERS DE THIERACHE;Production de déchets non dangereux;2009;R10;R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie;;;2;Boues d'effluents industriels;36480;t/an
