code_WWTP,name_WWTP,capacity,cumulative_capacity,rank_STEU,percent_cumulative_capacity,percent_rank,basin
025727301950,GUERSTLING,3200,6.3134679999999985,235,93,28.3,Rhin-Meuse
026726500802,LICHTENBERG,3168.0000000000005,6.316635999999998,236,93.1,28.4,Rhin-Meuse
026752201269,WEISLINGEN,3114,6.319749999999998,237,93.1,28.6,Rhin-Meuse
025776001823,ZETTING,3100,6.322849999999998,238,93.2,28.7,Rhin-Meuse
026703402541,BERSTETT,3100,6.325949999999998,239,93.2,28.8,Rhin-Meuse
028821801632,GRANGES-SUR-VOLOGNE,3006.0000000000005,6.328955999999998,240,93.3,28.9,Rhin-Meuse
025406102099,BENAMENIL,3000,6.331955999999998,241,93.3,29,Rhin-Meuse
025754000235,PHALSBOURG NORD,3000,6.334955999999998,242,93.3,29.2,Rhin-Meuse
026726300342,LEMBACH,3000,6.337955999999998,243,93.4,29.3,Rhin-Meuse
028810102445,CHENIMENIL,3000,6.3409559999999985,244,93.4,29.4,Rhin-Meuse
025746402055,METZERESCHE,2916.666666666667,6.343872666666665,245,93.5,29.5,Rhin-Meuse
026822501945,MUNCHHOUSE,2916.666666666667,6.346789333333332,246,93.5,29.6,Rhin-Meuse
028851302487,VINCEY,2916.666666666667,6.349705999999999,247,93.6,29.8,Rhin-Meuse
026809001873,FERRETTE,2871,6.352576999999999,248,93.6,29.9,Rhin-Meuse
028801102476,ARCHES,2833,6.355409999999999,249,93.6,30,Rhin-Meuse
020836700026,ROCROI,2800,6.358209999999999,250,93.7,30.1,Rhin-Meuse
025725000170,GOETZENBRUCK,2800,6.361009999999999,251,93.7,30.2,Rhin-Meuse
025418101399,CRUSNES ERROUVILLE,2745,6.363754999999999,252,93.8,30.4,Rhin-Meuse
025733000188,HOLVING,2700,6.366454999999999,253,93.8,30.5,Rhin-Meuse
025404002444,BADONVILLER,2683.3333333333335,6.369138333333332,254,93.8,30.6,Rhin-Meuse
025759800251,ROUHLING,2600,6.371738333333332,255,93.9,30.7,Rhin-Meuse
025760001819,ROUSSY-LE-VILLAGE,2600,6.374338333333332,256,93.9,30.8,Rhin-Meuse
026748701699,SURBOURG,2596,6.376934333333332,257,94,31,Rhin-Meuse
025715600145,COURCELLES-SUR-NIED,2550,6.379484333333332,258,94,31.1,Rhin-Meuse
028844700507,SAULXURES-SUR-MOSELOTTE,2533,6.382017333333332,259,94,31.2,Rhin-Meuse
025741901321,LOUPERSHOUSE,2500,6.384517333333332,260,94.1,31.3,Rhin-Meuse
028807903364,BULGNEVILLE,2500,6.387017333333332,261,94.1,31.4,Rhin-Meuse
026731000367,OBERBRONN,2450,6.389467333333332,262,94.1,31.6,Rhin-Meuse
026734000368,ZINSWILLER,2450,6.391917333333332,263,94.2,31.7,Rhin-Meuse
026813400435,HERRLISHEIM-PRES-COLMAR,2450,6.394367333333332,264,94.2,31.8,Rhin-Meuse
026830502498,SEPPOIS-LE-BAS,2433.3333333333335,6.396800666666665,265,94.3,31.9,Rhin-Meuse
025405402475,BAYON,2416.666666666667,6.399217333333332,266,94.3,32,Rhin-Meuse
028815102419,DOMPAIRE,2416.666666666667,6.401633999999999,267,94.3,32.2,Rhin-Meuse
025402900039,AUDUN-LE-ROMAN,2416,6.404049999999999,268,94.4,32.3,Rhin-Meuse
026815702471,JEBSHEIM,2383.3333333333335,6.406433333333332,269,94.4,32.4,Rhin-Meuse
025734601737,INSMING,2366.666666666667,6.408799999999999,270,94.4,32.5,Rhin-Meuse
