identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0007000701;SEITA Groupe ALTADIS Usine de Lille;33135526301150;;59033;LILLE;NORD;HAUTS-DE-FRANCE;649879;2626887;27572;160Z ;Industrie du tabac;;
0007000939;SUBLISTATIC INTERNATIONAL;88708074500029;;62110;HENIN-BEAUMONT;PAS-DE-CALAIS;HAUTS-DE-FRANCE;643400;2602900;27572;     ;non renseigné;;
0007000840;Grandes Malteries Modernes;57204971600028;;59520;MARQUETTE-LEZ-LILLE;NORD;HAUTS-DE-FRANCE;651627.957384;2630755.51901;27572;159Q ;Malterie;;
0007000860;SONOCO PAPER FRANCE;32270750600059;;59520;MARQUETTE-LEZ-LILLE;NORD;HAUTS-DE-FRANCE;652552;2631246;27572;211C ;Fabrication de papier et de carton;;
0007201366;PAPETERIE D'ITEUIL;61182056400031;;86140;ITEUIL;VIENNE;NOUVELLE-AQUITAINE;444600;2167100;27572;211C ;Fabrication de papier et de carton;;
0010001568;S. D. H. FERROVIAIRE;40093211700015;;45550;SAINT-DENIS-DE-L'HOTEL;LOIRET;CENTRE;584548.840553;2318979.2877;27572;352Z ;Construction de matériel ferroviaire roulant;;
0010200028;BSA produits Céramiques;33849333100015;;07700;BOURG-SAINT-ANDEOL;ARDECHE;AUVERGNE-RHONE-ALPES;783880.763729;1933476.06839;27572;263Z ;Fabrication de carreaux en céramique;;
0010400074;GIE SPIRAL;43209596600011;;38800;LE PONT-DE-CLAIX;ISERE;AUVERGNE-RHONE-ALPES;865220.388;2019258.365;27572;748K ;Services annexes à la production;;
0010700152;Saint-Gobain Vetrotex France Etablissement Textile;30988081300097;;73000;CHAMBERY;SAVOIE;AUVERGNE-RHONE-ALPES;879400;2069600;27572;261G ;Fabrication de fibres de verre;;
0010800082;Site de Metz-Tessy unité 6;32552089800017;;74370;METZ-TESSY;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;892385;2110834;27572;361E ;Fabrication de meubles de cuisine;;
0006802444;Société Laitière de Montauban;39942219500012;;82000;MONTAUBAN;TARN-ET-GARONNE;OCCITANIE;521760;1891693;27572;155A ;Fabrication de lait liquide et de produits frais;;
0005401303;NOVASERRE Foissy;31544480200021;;89190;FOISSY-SUR-VANNE;YONNE;BOURGOGNE-FRANCHE-COMTE;686491;2358814;27572;011C ;Culture de légumes  -  maraîchage;;
00       12142051;GAEC DE CASSAN;34494527400019;;12390;MAYRAN;AVEYRON;OCCITANIE;602112;1931956;27572;     ;non renseigné;;
0006900053;Monsieur Jonchier Bernard;40838284400012;;69860;MONSOLS;RHONE;AUVERGNE-RHONE-ALPES;768522;2137700;27572;     ;non renseigné;;
0007000542;Auchelaine SARL;36720007800015;;62260;AUCHEL;PAS-DE-CALAIS;HAUTS-DE-FRANCE;609822;2612500;27572;171E ;Préparation de la laine;;
0005401857;NOVASERRE Rousson;31544480200021;;89500;ROUSSON;YONNE;BOURGOGNE-FRANCHE-COMTE;669000;2344300;27572;     ;non renseigné;;
0010001296;LEXMARK International SAS;38082720400013;;45760;BOIGNY-SUR-BIONNE;LOIRET;CENTRE;576633;2324796;27572;518H ;Commerce de gros d'autres machines et équipements de bureau;;
0005101076;ABATTOIRS DU VALOIS;41795300700016;;60200;COMPIEGNE;OISE;HAUTS-DE-FRANCE;635563;2491148;27572;151A ;Production de viandes de boucherie;;
0005101276;ATELIERS SICCARDI;95820235000038;;60140;LIANCOURT;OISE;HAUTS-DE-FRANCE;609226;2481356;27572;285D ;Mécanique générale;;
0005101428;KOHLER FRANCE;33033914400041;;60403;NOYON;OISE;HAUTS-DE-FRANCE;647620;2509204;27572;287L ;Fabrication d'articles métalliques ménagers;;
0005101500;CANDIA;35201495500178;;60490;RESSONS-SUR-MATZ;OISE;HAUTS-DE-FRANCE;629600.0;2504800.0;27572;155A ;Fabrication de lait liquide et de produits frais;;
0005101505;HEXION Specialty chemicals - RIBECOURT;44418777700057;;60170;RIBECOURT-DRESLINCOURT;OISE;HAUTS-DE-FRANCE;642500;2501600;27572;246L ;Fabrication de produits chimiques à usage industriel;;
0005101670;FRANCOLOR PIGMENTS;38931619100029;;60870;VILLERS-SAINT-PAUL;OISE;HAUTS-DE-FRANCE;611399;2476459;27572;241C ;Fabrication de colorants et de pigments;;
0005501522;Speichim Processing;38921885000045;;35136;SAINT-JACQUES-DE-LA-LANDE;ILLE-ET-VILAINE;BRETAGNE;298161;2348756;27572;241G ;Fabrication d'autres produits chimiques organiques de base;;
0005501546;TEN CATE ENBI;33749754900028;;35133;LA SELLE-EN-LUITRE;ILLE-ET-VILAINE;BRETAGNE;340030.0;2376010.0;27572;300A ;Fabrication de machines de bureau;;
0007002483;NEXANS France Atelier LSA;42859323000231;;62300;LENS;PAS-DE-CALAIS;HAUTS-DE-FRANCE;636812.0;2604388.0;27572;313Z ;Fabrication de fils et câbles isolés;;
0007002547;Nitrochimie - USINE DE BILLY BERCLAU;72204912900041;;62091;HAISNES;PAS-DE-CALAIS;HAUTS-DE-FRANCE;633000;2612700;27572;246A ;Fabrication de produits explosifs;;
0005800325;SMURFIT KPRF papeterie de Vernon;47970117900042;;27207;VERNON;EURE;NORMANDIE;537205;2455825;27572;211C ;Fabrication de papier et de carton;;
0005800510;ORGACHIM;39886784600022;;76350;OISSEL;SEINE-MARITIME;NORMANDIE;509856;2484144;27572;     ;non renseigné;;
0006102339;STEP;33937998404135;;07160;LE CHEYLARD;ARDECHE;AUVERGNE-RHONE-ALPES;765173.0;1992173.0;27572;     ;non renseigné;;
0010000294;BIGUET distribution;48060629200013;;28480;THIRON_GARDAIS;EURE-ET-LOIR;CENTRE;500088;2368894;27572;361J ;Fabrication de meubles n.c.a.;;
0005100462;FRAÎCHEUR D'EUROPE;31245022400042;;02290;VIC-SUR-AISNE;AISNE;HAUTS-DE-FRANCE;656611;2490026;27572;153A ;Transformation et conservation de pommes de terre;;
0010000894;B.R.E.E.;32981662300014;;45300;PITHIVIERS;LOIRET;CENTRE;593852;2352478;27572;321A ;Fabrication de composants passifs et de condensateurs;;
0010001586;PROMA;32923445400018;;45500;GIEN;LOIRET;CENTRE;622185;2298359;27572;361A ;Fabrication de sièges;;
0010003807;LABORATOIRES FUJIFILM;30820891700143;;18230;SAINT-DOULCHARD;CHER;CENTRE;603156;2234061;27572;748B ;Laboratoires techniques de développement et de tirage;;
0005102150;MEWA;30194072200111;;80400;HAM;SOMME;HAUTS-DE-FRANCE;652785;2527494;27572;714A ;Location de linge;;
0005103645;ISSI France;41896594300016;;60160;MONTATAIRE;OISE;HAUTS-DE-FRANCE;607300;2473000;27572;515L ;Commerce de gros de produits chimiques;;
0005500977;Rolland SA;63672054200019;;29411;LANDERNEAU;FINISTERE;BRETAGNE;113198;2403912;27572;293D ;Fabrication de matériel agricole;;
0005501127;STOROpack Molding;40324316500053;;29129;PONT-L'ABBE;FINISTERE;BRETAGNE;109937;2338906;27572;252C ;Fabrication d'emballages en matières plastiques;;
0007001158;Papeterie de Maresquel;44454881200023;;62990;MARESQUEL-ECQUEMICOURT;PAS-DE-CALAIS;HAUTS-DE-FRANCE;570700;2601900;27572;211C ;Fabrication de papier et de carton;;
0007201374;MFP MICHELIN - Site de POITIERS;85520050700132;;86034;POITIERS;VIENNE;NOUVELLE-AQUITAINE;446497.217;2177876.59;27572;251A ;Fabrication de pneumatiques;;
0005503884;PPG Sipsy;41358103400035;;35380;PLELAN-LE-GRAND;ILLE-ET-VILAINE;BRETAGNE;268914;2342926;27572;241G ;Fabrication d'autres produits chimiques organiques de base;;
0005512251;Centre de Stockage de Déchets (CSD);25350099500019;;35160;LE VERGER;ILLE-ET-VILAINE;BRETAGNE;282005;2349875;27572;900B ;Enlèvement et traitement des ordures ménagères;;
0005600006;AUTOBAR FLEXIBLE PACKAGING - Campine;70203737500095;;43620;SAINT-PAL-DE-MONS;HAUTE-LOIRE;AUVERGNE-RHONE-ALPES;752100;2029181;27572;252C ;Fabrication d'emballages en matières plastiques;;
0005600263;RIBEYRON;47943739400014;;43600;SAINTE-SIGOLENE;HAUTE-LOIRE;AUVERGNE-RHONE-ALPES;749187;2028893;27572;252C ;Fabrication d'emballages en matières plastiques;;
0005701215;MARTIN GUILLEMIN;47901115300153;;08300;RETHEL;ARDENNES;GRAND-EST;746800.0;2502125.0;27572;212A ;Industrie du carton ondulé;;
0005701218;AGC Automotive Europe Donchery Plant;72204385800215;;08350;DONCHERY;ARDENNES;GRAND-EST;782926;2525506;27572;261A ;Fabrication de verre plat;;
0005802101;BRENNTAG NORMANDIE;70980178100184;;76304;SOTTEVILLE-LES-ROUEN;SEINE-MARITIME;NORMANDIE;508174;2491226;27572;515L ;Commerce de gros de produits chimiques;;
0005802195;Centrale thermique de Smurfit Socar;41796885600050;;27200;VERNON;EURE;NORMANDIE;537205;2455825;27572;403Z ;Production et distribution de chaleur;;
0010000042;Smurfit Kappa Papeterie de Bigny;47970117900091;;18190;VALLENAY;CHER;CENTRE;602630.0;2200158.0;27572;212L ;Fabrication d'autres articles en papier ou en carton;;
0010000108;BEMIS Epernon;39916697400010;;28232;EPERNON;EURE-ET-LOIR;CENTRE;551400;2401600;27572;252C ;Fabrication d'emballages en matières plastiques;;
0006200519;FAURECIA Sièges d'Automobile;39316243300147;1 Place de la Victoire;54620;PIERREPONT;MEURTHE-ET-MOSELLE;GRAND-EST;844288.78385259;2494397.9171686;27572;2932Z;Fabrication d'autres équipements automobiles;;
00       75200372;SCEA DE BEL AIR;38753184100014;;22980;LA LANDEC;COTES-D'ARMOR;BRETAGNE;266000;2390780;27572;012E ;Elevage de porcins;;
0005500733;Conserverie Chancerelle SAS;44314687300015;usine du Port;29177;DOUARNENEZ;FINISTERE;BRETAGNE;104098;2364650;27572;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;;
0005500894;NARVIK;34404275900029;Lestrevignon ZI du Vern;29403;LANDIVISIAU;FINISTERE;BRETAGNE;127036;2409492;27572;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;;
0005501464;SEDAM ABATTOIR de MONTAUBAN;45051312200017;Route de St Méen le Grand;35360;MONTAUBAN;ILLE-ET-VILAINE;BRETAGNE;274249;2364756;27572;1011Z;Transformation et conservation de la viande de boucherie;;
0005501468;ETS BRIENT;31162398700022;Z.A. Les Fontenelles;35310;MORDELLES;ILLE-ET-VILAINE;BRETAGNE;288399;2349924;27572;1013B;Charcuterie;;
0005501535;LES MOBILIERS MMO;34373733400015;route de Beauvais;35500;VITRE;ILLE-ET-VILAINE;BRETAGNE;335950;2353158;27572;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;;
0007201641;GASTRONOME NUEIL;33431548800059;Zone Industrielle Le Proulin;79250;NUEIL-SUR-ARGENT;DEUX-SEVRES;NOUVELLE-AQUITAINE;378050.0;2218250.0;27572;1012Z;Transformation et conservation de la viande de volaille;;
0005501605;SPI;34356261700021;Le Flachec;56230;BERRIC;MORBIHAN;BRETAGNE;234900;2303900;27572;1013A;Préparation industrielle de produits à base de viande;;
0005701726;IMERYS TC site du bois du roi;44935422400163;ZI route de MAURUPT;51340;PARGNY-SUR-SAULX;MARNE;GRAND-EST;783806;2421831;27572;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;3.(g);Installations destinées à la fabrication de produits céramiques par cuisson, notamment de tuiles, de briques (simples ou réfractaires), de carrelages, de grès ou de porcelaines d'une capacité de production de 75 tonnes par jour, ou d'une capacité de four de 4 m3 et d'une densité d'enfournement de 300 kg/m3 par four
0007000527;TERIS Loon Plage;44454844000023;ZI du pont à roseaux - BP 80;59279;LOON-PLAGE;NORD;HAUTS-DE-FRANCE;591663;2667539;27572;3822Z;Traitement et élimination des déchets dangereux;;
0007000752;SRTN - Chaufferie de Beaulieu;47658087300034;7, rue Racine;59150;WATTRELOS;NORD;HAUTS-DE-FRANCE;662300;2634500;27572;3530Z;Production et distribution de vapeur et d'air conditionné;;
0005800393;DANONE;67203997100243;40 Rue de Flandre;76270;NEUFCHATEL-EN-BRAY;SEINE-MARITIME;NORMANDIE;535300;2526800;27572;1051A;Fabrication de lait liquide et de produits frais;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0006102316;Papeteries Canson SAS;50162682400038;FAYA;07104;ANNONAY;ARDECHE;AUVERGNE-RHONE-ALPES;783063;2029545;27572;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0006103038;Isobox - Etablissement de Pontcharra;34891430000135;ZI du pré Brun - 1088 av. Champollion;38530;PONTCHARRA;ISERE;AUVERGNE-RHONE-ALPES;888111;2054659;27572;2222Z;Fabrication d'emballages en matières plastiques;;
0006103726;Huntsman Saint Mihiel SAS Division Huntsman Textile Effects France;48682025100065;Rue Laurent Moiroud BP30031;69191;SAINT-FONS;RHONE;AUVERGNE-RHONE-ALPES;796067;2081885;27572;2012Z;Fabrication de colorants et de pigments;4.(a).(x);colorants et pigments
0006501928;GENERIS;41030348100098;22, rue de la Grande Haie;77130;MONTEREAU-FAULT-YONNE;SEINE-ET-MARNE;ILE-DE-FRANCE;646207;2376997;27572;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0006302834;Etablissement BENETEAU;49137270200051;Chemin de la Chèvre;85230;BEAUVOIR-SUR-MER;VENDEE;PAYS-DE-LA-LOIRE;266263;2222173;27572;3012Z;Construction de bateaux de plaisance;;
0005800382;SCHNEIDER ELECTRIC  FRANCE;42110670900361;6, rue du Pont aux Chèvres;27170;BEAUMONT-LE-ROGER;EURE;NORMANDIE;537689.000000;6888514.000000;2154;2712Z;Fabrication de matériel de distribution et de commande électrique;;
0005501654;SBG (Société Bretonne de Galvanisation);31848875600020;La Gare, LA CHAPELLE CARO;56460;LA CHAPELLE-CARO;MORBIHAN;BRETAGNE;293761.000000;6765368.000000;2154;2561Z;Traitement et revêtement des métaux;2.(c).(iii);par application de couches protectrices de métal en fusion avec une capacité de traitement de 2 tonnes d'acier brut par heure
0005501313;BOSCH TT SAS - ELM LEBLANC;54209794400822;16 rue des Ecoles, CS 80001;29410;SAINT-THEGONNEC;FINISTERE;BRETAGNE;188129.000000;6846661.000000;2154;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central;;
0005501318;CGPA PENY;37578164800015;Pont Hellec;29380;SAINT-THURIEN;FINISTERE;BRETAGNE;204098.000000;6782510.000000;2154;1039A;Autre transformation et conservation de légumes;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0005505063;OGER NUANCIERS;34790069800015;ZI La Fresnais, BP 47041;35470;BAIN-DE-BRETAGNE;ILLE-ET-VILAINE;BRETAGNE;350398.000000;6760136.000000;2154;5819Z;Autres activités d'édition;;
0005600040;SAGEM DEFENSE SECURITE SA;48010791100194;Route de Châteauroux, BP 3247;03410;DOMERAT;ALLIER;AUVERGNE-RHONE-ALPES;667571.000000;6585013.000000;2154;2651A;Fabrication d'équipements d'aide à la navigation;9.(c);Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an
0005901933;ALSTOM TRANSPORT;38919198200021;3 avenue des Trois Chênes;90000;BELFORT;TERRITOIRE-DE-BELFORT;BOURGOGNE-FRANCHE-COMTE;988328.000000;6734542.000000;2154;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;;
0005700795;EDILIANS;44935422400163;ZONE INDUSTRIELLE Le Cul de Fer &, L'Entrée du Cul de Fer;51340;PARGNY-SUR-SAULX;MARNE;GRAND-EST;834736.000000;6852909.000000;2154;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;3.(g);Installations destinées à la fabrication de produits céramiques par cuisson, notamment de tuiles, de briques (simples ou réfractaires), de carrelages, de grès ou de porcelaines d'une capacité de production de 75 tonnes par jour, ou d'une capacité de four de 4 m3 et d'une densité d'enfournement de 300 kg/m3 par four
0005800388;DRESSER RAND SAS;56206026900023;31 Boulevard Winston CHURCHILL;76600;LE HAVRE;SEINE-MARITIME;NORMANDIE;0.139706;49.494646;4326;2813Z;Fabrication d'autres pompes et compresseurs;;
0006104000;BASF AGRI-PRODUCTION;34397909200024;Rue Jacquard, ZI Lyon Nord;69726;GENAY;RHONE;AUVERGNE-RHONE-ALPES;840557.000000;6534173.000000;2154;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;;
0006002119;SOCIETE NOUVELLE MEGISSERIE COLOMBIER;76050043900012;13 avenue Gay Lussac;87200;SAINT-JUNIEN;HAUTE-VIENNE;NOUVELLE-AQUITAINE;536145.000000;6534253.000000;2154;1511Z;Apprêt et tannage des cuirs , préparation et teinture des fourrures;;
0006601577;AXENS;59981507300086;Usine de SALINDRES - Avenue Jean Moulin - CS 30319;30340;SALINDRES;GARD;OCCITANIE;6342278.660000;1909632.000000;;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(b).(v);non-métaux, oxydes métalliques ou autres composés inorganiques, tels que carbure de calcium, silicium, carbure de silicium
0006104534;GRAPHOCOLOR;77814794200016;19 AVENUE DES VIEUX MOULINS;74000;ANNECY;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;941812.000000;6536390.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006301007;HERBIGNAC CHEESE INGREDIENTS;49305618800011;La Gassun;44410;HERBIGNAC;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;298306.000000;6716962.000000;2154;1051C;Fabrication de fromage;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0006301109;SOTREMO;33212653100018;ZI Sud, 2 rue Louis Bréguet;72000;LE MANS;SARTHE;PAYS-DE-LA-LOIRE;488561.000000;6768015.000000;2154;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0007000761;AGC FRANCE SAS;72204385800074;100, rue Léon Gambetta, BP 1;59168;BOUSSOIS;NORD;HAUTS-DE-FRANCE;773293.000000;7021006.000000;2154;2311Z;Fabrication de verre plat;3.(e);Installations destinées à la fabrication du verre, y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour
0006104705;SKIS DYNASTAR;60632017400018;1412 Avenue de Genève;74700;SALLANCHES;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;6.629960;45.949107;4326;3230Z;Fabrication d'articles de sport;;
0010000663;PAPETERIES PALM;69480058200017;Avenue Monseigneur Roméro;37160;DESCARTES;INDRE-ET-LOIRE;CENTRE;0.689108;46.977140;4326;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0006201561;UEM;77998748600015;Avenue de Blida;57000;METZ;MOSELLE;GRAND-EST;932336.000000;6896768.000000;2154;3514Z;Commerce d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0006201757;SNF SA;43000664300042;Route de Haslach;57500;SAINT-AVOLD;MOSELLE;GRAND-EST;969737.000000;6900463.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;;
0006201969;SCHOTT VTF;32930343200010;43 rue de la libération;57870;TROISFONTAINES;MOSELLE;GRAND-EST;1003355.000000;6849591.000000;2154;2312Z;Façonnage et transformation du verre plat;;
0006802353;AIRBUS OPERATIONS SAS  St Martin du TOUCH;42091691800048;316 Route de Bayonne, BP M1111;31060;TOULOUSE;HAUTE-GARONNE;OCCITANIE;568603.000000;6280473.000000;2154;3030Z;Construction aéronautique et spatiale;;
0006301239;KNAUF ILE DE FRANCE / OUEST - St Philbert du Peuple;31474685000044;Rue des Terres Noires;49160;SAINT-PHILBERT-DU-PEUPLE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;469737.000000;6703742.000000;2154;2223Z;Fabrication d'éléments en matières plastiques pour la construction;;
0006400499;SEPR;30575641300236;2539, route de Sorgues;84131;VEDENE;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;849219.000000;6322528.000000;2154;2320Z;Fabrication de produits réfractaires;3.(f);Installations destinées à la fusion de matières minérales, y compris celles destinées à la production de fibres minérales d'une capacité de fusion de 20 tonnes par jour
0006802640;Sage Automotive Interiors France;93608034000016;48 rue Denis Papin;09600;LAROQUE-D'OLMES;ARIEGE;OCCITANIE;607417.000000;6207559.000000;2154;1320Z;Tissage;9.(a);Usines destinées au prétraitement (opérations de lavage, de blanchiment, de mercerisation) ou à la teinture de fibres ou de textiles d'une capacité de traitement de 10 tonnes par jour
0006802932;THALES ALENIA SPACE FRANCE;41472510100011;26 Avenue JF Champollion, BP 33787;31000;TOULOUSE;HAUTE-GARONNE;OCCITANIE;570183.000000;6273392.000000;2154;3030Z;Construction aéronautique et spatiale;;
0006401567;LAFARGEHOLCIM CIMENTS;30213556100181;BP 6 - Usine de La Malle, 795 ave des Frères Lumière;13320;BOUC-BEL-AIR;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;893217.000000;6260958.000000;2154;2351Z;Fabrication de ciment;3.(c).(i);de clinker (ciment) dans des fours rotatifs d'une capacité de production de 500 tonnes par jour
0006600301;FORMICA (Plaine);57212828800139;Z.I. de la Plaine;11500;QUILLAN;AUDE;OCCITANIE;633974.000000;6201003.000000;2154;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;;
0010000509;ARKEMA (ex : CECA);31963279000923;3 allée de Chandaire, ZI du Buxerioux;36000;CHATEAUROUX;INDRE;CENTRE;602943.600000;6634885.290000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;4.(a).(xi);tensioactifs et agents de surface
0010700258;CLERC ET CARDONE;74652050100014;650, avenue René Cassin, BP 46;73290;LA MOTTE-SERVOLEX;SAVOIE;AUVERGNE-RHONE-ALPES;924997.000000;6503800.000000;2154;2562B;Mécanique industrielle;;
0006000275;CENTRALE ENERGIE DECHETS LIMOGES (CEDLM);24871931200055;Avenue de Faugeras, Beaubreuil;87000;LIMOGES;HAUTE-VIENNE;NOUVELLE-AQUITAINE;567915.000000;6531328.000000;2154;3811Z;Collecte des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0006401321;CONSERVES FRANCE;70622054800061;DOMAINE DU GRAND FRIGOLET;13150;TARASCON;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;839853.000000;6306184.000000;2154;1039A;Autre transformation et conservation de légumes;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0010001645;STCM B2;64080189000024;Route de Pithiviers;45480;BAZOCHES-LES-GALLERANDES;LOIRET;CENTRE;629484.000000;6784971.000000;2154;2443Z;Métallurgie du plomb, du zinc ou de l'étain;2.(e).(ii);destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux
0005100993;Si GROUP;79019750300028;CHEMIN DU TROU BLEUET;60840;CATENOY;OISE;HAUTS-DE-FRANCE;664542.000000;6919693.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(iii);hydrocarbures sulfurés
0005101087;DUO METAL (ex GOUX);51215566400018;795 rue de Saint Hilaire;60150;COUDUN;OISE;HAUTS-DE-FRANCE;686740.000000;6928541.000000;2154;3832Z;Récupération de déchets triés;;
0006301146;HOWMET FIXATIONS SIMMONDS SAS(exARCONIC);32044339300055;9 rue des Cressonières, BP 4;72110;SAINT-COSME-EN-VAIRAIS;SARTHE;PAYS-DE-LA-LOIRE;511272.000000;6799860.000000;2154;2594Z;Fabrication de vis et de boulons;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006000359;SAICA EL ex EMIN LEYDIER;41346459500045;Le Moulin Neuf;87130;CHATEAUNEUF-LA-FORET;HAUTE-VIENNE;NOUVELLE-AQUITAINE;591545.000000;6514070.000000;2154;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0006303376;REINAL SARL;44857126500025;Parc d'activités Vendée Atlantique II, avenue des Chênes;85210;SAINT-AUBIN-LA-PLAINE;VENDEE;PAYS-DE-LA-LOIRE;388732.710000;6610744.440000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0005202084;EUTICALS  SAS;49075603800017;Zone Industrielle de Laville;47240;BON-ENCONTRE;LOT-ET-GARONNE;NOUVELLE-AQUITAINE;512285.000000;6346855.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
0005301505;ACOME;56212351300037;1 Route des Closeaux;50140;ROMAGNY;MANCHE;NORMANDIE;408596.000000;6844566.000000;2154;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;;
0005401157;SETFORGE LA CLAYETTE SOCIETE NOUVELLE;51135347600027;LE VIEUX BOURG - Route des Forges - BP 2, #115;71800;BAUDEMONT;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;800084.000000;6577850.000000;2154;2550A;Forge, estampage, matriçage ,  métallurgie des poudres;;
0005401211;SAFRAN (ex SNECMA);41481521700040;581 avenue de l'Europe, BP 97;71203;LE CREUSOT;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;808510.000000;6635290.000000;2154;3030Z;Construction aéronautique et spatiale;;
0005401335;SUMIRIKO Rubber Compounding France;32280493100044;Usine des Caillots, BP 101;58300;DECIZE;NIEVRE;BOURGOGNE-FRANCHE-COMTE;736475.000000;6637737.000000;2154;2219Z;Fabrication d'autres articles en caoutchouc;;
0005501569;COOPER STANDARD FRANCE;48933290800065;48 route des Eaux - BP 90344;35503;VITRE;ILLE-ET-VILAINE;BRETAGNE;388236.000000;6787297.000000;2154;2219Z;Fabrication d'autres articles en caoutchouc;;
0005503518;OUEST FRANCE;37771465400011;ZI Rennes Sud-Est, 10 rue du Breil;35000;RENNES;ILLE-ET-VILAINE;BRETAGNE;355567.000000;6787294.000000;2154;5813Z;Édition de journaux;;
0005901265;PARISOT INDUSTRIE SAS;53766520000011;15 avenue Jacques Parisot, BP 7;70807;SAINT-LOUP-SUR-SEMOUSE;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;944933.000000;6759184.000000;2154;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;;
