identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0006301207;TOTAL Raffinage France;2004;0;0;3660000;0
0005302209;Société Fromagère de DOMFRONT;2004;269000;0;189000;0
0006503572;PEUGEOT CITROEN AUTOMOBILE SA;2004;0;0;174000;0
0010400074;GIE SPIRAL;2004;21800000;38100000;0;0
0010700150;OCV CHAMBERY(Usine B);2004;134000;0;5830;0
00       19073001;CHARAL;2004;0;0;86300;0
0006501928;GENERIS;2004;52300;0;2170;0
0025100044;AUBERT et DUVAL;2004;0;854000;34800;0
0006300909;LNUF Lactalis Nestlé Ultra-Frais Laval;2004;0;0;197000;0
0005401295;SICAREV;2004;0;0;174000;0
0011000005;TEINTURES ET APPRETS DANJOUX;2004;0;0;194000;0
0006301125;SOFIVO SAS;2004;0;194000;1310;0
0006102818;PATHEON FRANCE;2004;42000;0;11000;0
0006301117;ArcelorMittal Atlantique et Lorraine;2004;0;1180000;74300;0
0007000979;INTEROR;2004;0;0;115000;0
0007000955;ARCELORMITTAL  ATLANTIQUE et LORRAINE;2004;0;1620000;101000;0
0006700688;HEINEKEN ENTREPRISE SAS;2004;698000;0;0;0
0006600421;TAMARIS INDUSTRIES;2004;0;80000;6500;0
0005501438;SOLEVAL Javené;2004;0;0;52200;0
0005401075;KRONOSPAN SAS;2004;0;0;109000;0
0005601317;SOCIETE FROMAGERE DE RIOM;2004;109000;0;19400;0
0006802445;LECHE PASCUAL FRANCE;2004;273000;0;30200;0
0007000655;Ets BELLIER et Cie;2004;0;0;305000;0
0006802169;ANDROS Snc - Usine BOIN;2004;205000;0;2970;0
0005100964;INITIAL;2004;58700;0;0;0
0006201364;ARCELORMITTAL ATLANTIQUE ET LORRAINE;2004;660000;61000;278000;0
0005503331;FARMOR;2004;0;0;66900;0
0005501172;MERALLIANCE ARMORIC;2004;0;0;61100;0
0005101041;CONTINENTAL France SNC;2004;833000;0;0;0
0006700663;CRISTAL UNION;2004;1590000;0;0;0
0005702203;BIGARD Vitry abattoir;2004;14000;0;57300;0
0022200014;Distillerie Dillon SA;2004;0;128000;8710;0
0006200902;SOCIETE FROMAGERE DE SORCY;2004;371000;0;0;0
0006200938;VALTRIS ENTERPRISES FRANCE SAS;2004;0;0;180000;0
0005100467;GAVEL;2004;113000;1100000;7160;0
0006103523;OI FRANCE SAS;2004;0;87600;4000;0
0005801230;BOBET;2004;49700;0;7360;0
0006506347;SOPROREAL;2004;0;0;128000;0
0006104374;MITHIEUX ET FILS;2004;0;0;51000;0
0007000482;CANDIA;2004;349000;0;155000;0
0006303152;ARRIVE;2004;0;0;91300;0
0006700691;HAGER ELECTRO;2004;0;0;64400;0
0010001733;MARS PF FRANCE;2004;666000;0;890;0
0006102805;FONDERIE GIROUD INDUSTRIE;2004;905000;0;5220;0
0005702196;AT FRANCE;2004;0;0;90600;0
00       40230001;SOVOL LANDES VOLAILLES;2004;75000;0;0;0
