Année;code_STEP;Nom_STEP;Capacité_traitement;Dispositif_traitement;Quantité_pollution_entrante;Quantité_MES_entrante;Quantité_MO_entrante;Quantité_P_entrante;Quantité_NR_entrante;Quantité_MI_entrante;Quantité_AOX_entrante;Quantité_METOX_entrante;Quantité_pollution_sortante;Quantité_MES_sortante;Quantité_MO_sortante;Quantité_P_sortante;Quantité_NR_sortante;Quantité_MI_sortante;Quantité_AOX_sortante;Quantité_METOX_sortante;Code_Commune;Nom_commune;Code_département;Nom_région;Code_zone_hydrographique
2001;060901005001;AMBERIEUX EN DOMBES;1900;Lagune;731,783;65,881;41,724;2,928;10,98;,146;,037;,168;265,637229;19,7643;12,5172;2,3424;8,784;,1022;,0259;,084;01005;AMBERIEUX EN DOMBES;01;RHONE-ALPES;U470
2001;060901006001;AMBLEON;120;Biol. / Nitrif.;23,68;2,132;1,35;,095;,355;,005;,001;,005;7,88544;,6396;,405;,076;,142;,0035;,0007;,0025;01006;AMBLEON;01;RHONE-ALPES;V161
2001;060901007001;AMBRONAY - CHEF LIEU;1700;Biol. / Nitrif.;391,428;30,61;22,839;1,34;8,48;0;0;0;43,05708;1,5305;2,2839;,804;,848;0;0;0;01007;AMBRONAY;01;RHONE-ALPES;V290
2001;060901009001;ANDERT ET CONDON - CONDON;270;Lagune;55,329;4,982;3,155;,221;,83;,011;,003;,013;20,084427;1,4946;,9465;,1768;,664;,0077;,0021;,0065;01009;ANDERT ET CONDON;01;RHONE-ALPES;V146
2001;060901010002;ANGLEFORT - CHEF LIEU;1080;Biol. / Nitrif.;447,618;40,298;25,522;1,791;6,716;,09;,022;,103;87,28551;4,0298;5,1044;1,2537;1,3432;,045;,011;,0412;01010;ANGLEFORT;01;RHONE-ALPES;V126
2001;060901011001;APREMONT;400;Biol. / Nitrif.;123,829;11,148;7,061;,495;1,858;,025;,006;,028;13,62119;,5574;,7061;,297;,1858;,01;,0024;,0084;01011;APREMONT;01;RHONE-ALPES;V251
2001;060901021002;ARS SUR FORMANS;2250;Biologique Simple;975,604;104,32;51,684;1,9;16,55;0;0;0;144,389392;5,216;5,1684;1,14;9,93;0;0;0;01021;ARS SUR FORMANS;01;RHONE-ALPES;U470
2001;060901022002;ARTEMARE;1500;Biol. / Nitrif.;835,416;75,209;47,633;3,343;12,535;,167;,042;,192;91,89576;3,76045;4,7633;2,0058;1,2535;,0668;,0168;,0576;01022;ARTEMARE;01;RHONE-ALPES;V143
2001;060901024002;ATTIGNAT - VACAGNOLE;900;Biol. / Nitrif.;237,387;21,371;13,535;,95;3,562;,047;,012;,055;26,11257;1,06855;1,3535;,57;,3562;,0188;,0048;,0165;01024;ATTIGNAT;01;RHONE-ALPES;U401
2001;060901024003;ATTIGNAT - CHEF LIEU;1200;Biologique Simple;604,834;54,452;34,486;2,42;9,075;,121;,03;,139;117,94263;5,4452;6,8972;1,694;1,815;,0605;,015;,0556;01024;ATTIGNAT;01;RHONE-ALPES;U403
