Année;code_STEP;Nom_STEP;Capacité_traitement;Dispositif_traitement;Quantité_pollution_entrante;Quantité_MES_entrante;Quantité_MO_entrante;Quantité_P_entrante;Quantité_NR_entrante;Quantité_MI_entrante;Quantité_AOX_entrante;Quantité_METOX_entrante;Quantité_pollution_sortante;Quantité_MES_sortante;Quantité_MO_sortante;Quantité_P_sortante;Quantité_NR_sortante;Quantité_MI_sortante;Quantité_AOX_sortante;Quantité_METOX_sortante;Code_Commune;Nom_commune;Code_département;Nom_région;Code_zone_hydrographique
2004;060901034001;BELLEY - CHEF LIEU;18333;Biol. / Nitrif.;11671,98;664;856;17;126;0;0;0;747,00672;33,2;42,8;5,95;12,6;0;0;0;01034;BELLEY;01;RHONE-ALPES;V146
2004;060901035001;BELLEYDOUX;300;Biol. / Nitrif.;129,026;11,616;7,357;,516;1,936;,026;,006;,03;87,73768;6,9696;5,1499;,4644;1,3552;,026;,006;,03;01035;BELLEYDOUX;01;RHONE-ALPES;V101
2004;060901036001;BELMONT LUTHEZIEU - MASSIGNIEU;566;Biol. / Nitrif.;84,382;7,596;4,811;,338;1,266;,017;,004;,019;9,28202;,3798;,4811;,2028;,1266;,0068;,0016;,0057;01036;BELMONT LUTHEZIEU;01;RHONE-ALPES;V143
2004;060901036002;BELMONT LUTHEZIEU - GLARGIN;100;Filtres plantés;21,094;1,899;1,203;,084;,317;,004;,001;,005;4,071142;,1899;,2406;,05544;,0634;,004;,001;,005;01036;BELMONT LUTHEZIEU;01;RHONE-ALPES;V141
2004;060901038001;BENY;300;Lagune;45,367;4,084;2,586;,182;,681;,009;,002;,01;16,468221;1,2252;,7758;,1456;,5448;,0063;,0014;,005;01038;BENY;01;RHONE-ALPES;U344
2004;060901039001;BEON - EST;100;Biol. / Nitrif.;146,206;13,163;8,336;,585;2,194;,029;,007;,034;99,42008;7,8978;5,8352;,5265;1,5358;,029;,007;,034;01039;BEON;01;RHONE-ALPES;V143
2004;060901039002;BEON - OUEST;100;Biol. / Nitrif.;155,953;14,04;8,892;,624;2,34;,031;,008;,036;106,04804;8,424;6,2244;,5616;1,638;,031;,008;,036;01039;BEON;01;RHONE-ALPES;V143
2004;060901041001;BETTANT;900;Biol. / Nitrif.;502,161;45,208;28,632;2,009;7,535;,1;,025;,116;341,46948;27,1248;20,0424;1,8081;5,2745;,1;,025;,116;01041;BETTANT;01;RHONE-ALPES;V293
2004;060901043001;BEYNOST -ST MAURICE DE BEYNOST;10600;Biol. / Nitrif.;5900,742;457,6;368,593;18;87,3;0;0;0;359,945262;22,88;18,42965;5,4;4,365;0;0;0;01043;BEYNOST;01;RHONE-ALPES;V300
2004;060901044001;BILLIAT;720;Biologique Simple;178,501;16,07;10,178;,714;2,678;,036;,009;,041;64,795863;4,821;3,0534;,5712;2,1424;,0252;,0063;,0205;01044;BILLIAT;01;RHONE-ALPES;V102
2004;060901045001;BIRIEUX;200;Lagune;24,5;2,205;1,397;,098;,368;,005;,001;,006;8,869;,6615;,4191;,0784;,2944;,0035;,0007;,003;01045;BIRIEUX;01;RHONE-ALPES;U440
2004;060901046001;BIZIAT - CHEF LIEU;315;Lagune;92,058;8,289;5,249;,368;1,381;,018;,005;,021;33,417054;2,4867;1,5747;,2944;1,1048;,0126;,0035;,0105;01046;BIZIAT;01;RHONE-ALPES;U424
2004;060901046002;BIZIAT - RETISSINGE;400;Lagune;82,975;7,47;4,731;,332;1,245;,017;,004;,019;30,119925;2,241;1,4193;,2656;,996;,0119;,0028;,0095;01046;BIZIAT;01;RHONE-ALPES;U424
2004;060901047002;BLYES;855;Biol. / Nitrif.;600,118;54,027;34,217;2,401;9,005;,12;,03;,138;199,839294;16,2081;10,2651;1,9208;3,602;,084;,021;,069;01047;BLYES;01;RHONE-ALPES;V294
2004;060901054001;BOURG SAINT CHRISTOPHE;1990;Biol. / Nitrif.;610,105;59,8;34,017;1,7;9,3;0;0;0;67,11155;2,99;3,4017;1,02;,93;0;0;0;01054;BOURG ST CHRISTOPHE;01;RHONE-ALPES;V300
2004;060901057001;BOZ;500;Lagune;131,683;11,855;7,508;,527;1,976;,026;,007;,03;47,800929;3,5565;2,2524;,4216;1,5808;,0182;,0049;,015;01057;BOZ;01;RHONE-ALPES;U411
2004;060901058002;BREGNIER CORDON-PETIT GLANDIEU;630;Lagune;285,425;25,696;16,274;1,142;4,283;,057;,014;,066;103,609275;7,7088;4,8822;,9136;3,4264;,0399;,0098;,033;01058;BREGNIER CORDON;01;RHONE-ALPES;V161
2004;060901059001;BRENAZ - CHEF LIEU;100;Bassin de décantation;13,503;1,215;,77;,054;,203;,003;,001;,003;11,410035;,6075;,77;,0486;,203;,003;,001;,003;01059;BRENAZ;01;RHONE-ALPES;V142
2004;060901059002;BRENAZ - LARNIN;50;Bassin de décantation;4,314;,389;,246;,017;,065;,001;0;,001;3,636702;,1945;,246;,0153;,065;,001;0;,001;01059;BRENAZ;01;RHONE-ALPES;V142
2004;060901061001;BRENS - GOTRAS PETIT BRENS;450;Lagune;175,146;15,768;9,986;,701;2,628;,035;,009;,04;63,577998;4,7304;2,9958;,5608;2,1024;,0245;,0063;,02;01061;BRENS;01;RHONE-ALPES;V146
2004;060901061002;BRENS - CHAMPTEL;500;Lagune;262,722;23,652;14,98;1,051;3,942;,053;,013;,06;38,882856;1,1826;1,498;,6306;2,3652;,0212;,0052;,018;01061;BRENS;01;RHONE-ALPES;V146
2004;060901062001;BRESSOLLES - CHEF LIEU;733;Biol. / Nitrif.;363,483;32,724;20,725;1,454;5,454;,073;,018;,084;247,16844;19,6344;14,5075;1,3086;3,8178;,073;,018;,084;01062;BRESSOLLES;01;RHONE-ALPES;V300
2004;060901062002;BRESSOLLES - LE BONNET;100;Biol. / Nitrif.;71,783;6,463;4,093;,287;1,077;,014;,004;,017;48,81244;3,8778;2,8651;,2583;,7539;,014;,004;,017;01062;BRESSOLLES;01;RHONE-ALPES;V300
2004;060901063001;BRION;500;Biol. / Nitrif.;411,629;37,058;23,47;1,647;6,176;,082;,021;,095;279,90772;22,2348;16,429;1,4823;4,3232;,082;,021;,095;01063;BRION;01;RHONE-ALPES;V251
2004;060901065002;BUELLAS - CORGENON;600;Lagune;365,938;32,944;20,865;1,464;5,491;,073;,018;,084;85,263554;3,2944;4,173;1,0248;3,8437;,0365;,009;,0336;01065;BUELLAS;01;RHONE-ALPES;U421
2004;060901065003;BUELLAS - MONTCET;1800;Biol. / Nitrif.;565,7;50,929;32,255;2,263;8,488;,113;,028;,13;62,227;2,54645;3,2255;1,3578;,8488;,0452;,0112;,039;01065;BUELLAS;01;RHONE-ALPES;U421
2004;060901067001;CEIGNES;730;Lagune;64,508;5,808;3,678;,258;,968;,013;,003;,015;23,416404;1,7424;1,1034;,2064;,7744;,0091;,0021;,0075;01067;CEIGNES;01;RHONE-ALPES;V252
2004;060901069002;CERTINES;4500;Biol. / Nitrif.;5167,889;534;288,383;12;66;0;0;0;459,942121;16,02;31,72213;,72;12,54;0;0;0;01069;CERTINES;01;RHONE-ALPES;U400
2004;060901073001;CEYZERIEU -AVRISSIEU SAMISSIEU;300;Biol. / Nitrif.;68,435;6,16;3,902;,274;1,027;,014;,003;,016;13,344825;,616;,7804;,1918;,2054;,007;,0015;,0064;01073;CEYZERIEU;01;RHONE-ALPES;V143
2004;060901073002;CEYZERIEU - CHEF LIEU;600;Lagune;229,524;20,664;13,087;,918;3,444;,046;,011;,053;83,317212;6,1992;3,9261;,7344;2,7552;,0322;,0077;,0265;01073;CEYZERIEU;01;RHONE-ALPES;V143
2004;060901073003;CEYZERIEU - CATTON;100;Bassin de décantation;14,892;1,34;,849;,06;,223;,003;,001;,003;12,568848;,67;,849;,054;,223;,003;,001;,003;01073;CEYZERIEU;01;RHONE-ALPES;V146
2004;060901073004;CEYZERIEU - CHAVOLEY;50;Bassin de décantation;16,916;1,523;,964;,068;,254;,003;,001;,004;14,277104;,7615;,964;,0612;,254;,003;,001;,004;01073;CEYZERIEU;01;RHONE-ALPES;V146
2004;060901075001;CHALEINS;1400;Biol. / Nitrif.;442,062;39,797;25,205;1,769;6,633;,088;,022;,102;147,206646;11,9391;7,5615;1,4152;2,6532;,0616;,0154;,051;01075;CHALEINS;01;RHONE-ALPES;U451
2004;060901078001;CHALLEX (ANCIENNE);1500;Biologique Simple;697,297;62,775;39,758;2,79;10,463;,14;,035;,16;484,621415;37,665;27,8306;2,511;9,4167;,14;,035;,16;01078;CHALLEX;01;RHONE-ALPES;V042
2004;060901079001;CHAMPAGNE EN VALROMEY - C LIEU;700;Biol. / Nitrif.;370,087;33,318;21,101;1,481;5,553;,074;,019;,085;72,166965;3,3318;4,2202;1,0367;1,1106;,037;,0095;,034;01079;CHAMPAGNE EN VALROMEY;01;RHONE-ALPES;V142
2004;060901080001;CHAMPDOR;700;Biol. / Nitrif.;238,469;21,469;13,597;,954;3,578;,048;,012;,055;238,469;21,469;13,597;,954;3,578;,048;,012;,055;01080;CHAMPDOR;01;RHONE-ALPES;V291
2004;060901081001;CHAMPFROMIER;400;Biol. / Nitrif.;187,402;16,871;10,685;,75;2,812;,037;,009;,043;127,43336;10,1226;7,4795;,675;1,9684;,037;,009;,043;01081;CHAMPFROMIER;01;RHONE-ALPES;V101
2004;060901082001;CHANAY - CHEF LIEU;1800;Biol. / Nitrif.;304,47;26,148;18,131;1,138;4,068;,041;,034;,077;33,18723;1,3074;1,8131;,6828;,4068;,0164;,0136;,0231;01082;CHANAY;01;RHONE-ALPES;V102
2004;060901082002;CHANAY - DORCHES;100;Filtres plantés;33,778;3,041;1,926;,135;,507;,007;,002;,008;3,71558;,15205;,1926;,081;,0507;,007;,002;,008;01082;CHANAY;01;RHONE-ALPES;V102
2004;060901083001;CHANEINS (ANCIENNE);317;Lagune;109,166;9,828;6,224;,437;1,638;,022;,005;,025;39,627258;2,9484;1,8672;,3496;1,3104;,0154;,0035;,0125;01083;CHANEINS;01;RHONE-ALPES;U440
2004;060901084001;CHANOZ CHATENAY;250;Lagune;72,821;6,557;4,152;,291;1,093;,015;,004;,017;26,434023;1,9671;1,2456;,2328;,8744;,0105;,0028;,0085;01084;CHANOZ CHATENAY;01;RHONE-ALPES;U421
2004;060901085001;LA CHAPELLE DU CHATELARD;250;Lagune;59,49;5,355;3,392;,238;,893;,012;,003;,014;21,59487;1,6065;1,0176;,1904;,7144;,0084;,0021;,007;01085;LA CHAPELLE DU CHATELARD;01;RHONE-ALPES;U440
2004;060901087001;CHARIX;380;Biologique Simple;30,873;2,779;1,76;,124;,463;,006;,002;,007;4,569204;,13895;,176;,0744;,2778;,0024;,0008;,0021;01087;CHARIX;01;RHONE-ALPES;V101
2004;060901088001;CHARNOZ SUR AIN;1200;Biol. / Nitrif.;216,983;19,534;12,372;,868;3,256;,043;,011;,05;147,54844;11,7204;8,6604;,7812;2,2792;,043;,011;,05;01088;CHARNOZ SUR AIN;01;RHONE-ALPES;V294
2004;060901089002;AMBERIEU - CHATEAU GAILLARD;33300;Biol. / Nitrif. / Dénitrif.;15465,246;1673;855,183;26;188;0;0;0;989,775744;83,65;42,75915;9,1;9,4;0;0;0;01089;CHATEAU GAILLARD;01;RHONE-ALPES;V293
2004;060901090001;CHATENAY;225;Lagune;20,994;1,89;1,197;,084;,315;,004;,001;,005;7,620822;,567;,3591;,0672;,252;,0028;,0007;,0025;01090;CHATENAY;01;RHONE-ALPES;U421
2004;060901091002;CHATILLON EN MICHAILLE;2250;Biol. / Nitrif. / Dénitrif.;592,069;53,302;33,758;2,369;8,884;,118;,03;,136;115,453455;5,3302;6,7516;1,6583;1,7768;,059;,015;,0544;01091;CHATILLON EN MICHAILLE;01;RHONE-ALPES;V101
2004;060901092001;CHATILLON LA PALUD (ANCIENNE);1200;Biol. / Nitrif.;475,86;42,841;27,132;1,904;7,14;,095;,024;,109;52,3446;2,14205;2,7132;1,1424;,714;,038;,0096;,0327;01092;CHATILLON LA PALUD;01;RHONE-ALPES;V290
2004;060901093001;CHATILLON SUR CHALARONNE;5400;Biol. / Nitrif.;5714,593;645;353,817;0;0;0;0;0;800,04302;32,25;53,07255;0;0;0;0;0;01093;CHATILLON SUR CHALARONNE;01;RHONE-ALPES;U440
2004;060901094001;CHAVANNES/REYSSOUZE -CHEF LIEU;450;Lagune;20,876;1,879;1,19;,084;,313;,004;,001;,005;7,577988;,5637;,357;,0672;,2504;,0028;,0007;,0025;01094;CHAVANNES SUR REYSSOUZE;01;RHONE-ALPES;U405
2004;060901095002;CHAVANNES SUR SURAN;500;Biologique Simple;77,202;6,95;4,402;,309;1,158;,015;,004;,018;77,202;6,95;4,402;,309;1,158;,015;,004;,018;01095;CHAVANNES SUR SURAN;01;RHONE-ALPES;V281
2004;060901096002;CHAVEYRIAT -BOULETS LES GASSES;190;Lagune;71,451;6,432;4,074;,286;1,072;,014;,004;,016;25,936713;1,9296;1,2222;,2288;,8576;,0098;,0028;,008;01096;CHAVEYRIAT;01;RHONE-ALPES;U422
2004;060901096003;CHAVEYRIAT - BOULETS TOURNON;150;Filtres plantés;47,822;4,305;2,727;,191;,718;,01;,002;,011;9,229646;,4305;,5454;,12606;,1436;,01;,002;,011;01096;CHAVEYRIAT;01;RHONE-ALPES;U422
2004;060901098003;CHAZEY BONS - CRESSIEU (ANC.);100;Bassin de décantation;20,994;1,89;1,197;,084;,315;,004;,001;,005;19,10454;1,323;1,197;,084;,315;,004;,001;,005;01098;CHAZEY BONS;01;RHONE-ALPES;V146
2004;060901098005;CHAZEY BONS - CHEF LIEU;1200;Biol. / Nitrif.;167,949;15,12;9,576;,672;2,52;,034;,008;,039;55,927017;4,536;2,8728;,5376;1,008;,0238;,0056;,0195;01098;CHAZEY BONS;01;RHONE-ALPES;V146
2004;060901099001;CHAZEY SUR AIN - CHEF LIEU;945;Biol. / Nitrif.;480,885;43,293;27,419;1,924;7,215;,096;,024;,111;160,134705;12,9879;8,2257;1,5392;2,886;,0672;,0168;,0555;01099;CHAZEY SUR AIN;01;RHONE-ALPES;V294
2004;060901100001;CHEIGNIEU LA BALME;125;Biologique Simple;35,09;3,159;2,001;,14;,527;,007;,002;,008;8,17597;,3159;,4002;,098;,3689;,0035;,001;,0032;01100;CHEIGNIEU LA BALME;01;RHONE-ALPES;V145
2004;060901101001;CHEVILLARD;150;Bassin de décantation;48,263;4,345;2,752;,193;,724;,01;,002;,011;37,596877;1,3035;2,752;,1544;,724;,01;,002;,011;01101;CHEVILLARD;01;RHONE-ALPES;V250
2004;060901104001;CHEZERY FORENS;1350;Biol. / Nitrif.;594,404;29,885;46,284;,828;3,745;0;0;0;65,978844;1,49425;4,6284;,4968;,3745;0;0;0;01104;CHEZERY FORENS;01;RHONE-ALPES;V101
2004;060901105001;CIVRIEUX;1500;Biol. / Nitrif.;1210,894;98;76,05;2,8;16,6;0;0;0;72,65364;4,9;3,8025;,7;,83;0;0;0;01105;CIVRIEUX;01;RHONE-ALPES;U471
2004;060901106001;CIZE;183;Biologique Simple;35,872;3,229;2,045;,144;,538;,007;,002;,008;24,93104;1,9374;1,4315;,1296;,4842;,007;,002;,008;01106;CIZE;01;RHONE-ALPES;V270
2004;060901107001;CLEYZIEU - CHEF LIEU;150;Filtres plantés;48,471;4,363;2,764;,194;,727;,01;,002;,011;5,33181;,21815;,2764;,1164;,0727;,01;,002;,011;01107;CLEYZIEU;01;RHONE-ALPES;V293
2004;060901107002;CLEYZIEU - VILLENEUVE;30;Biologique Simple;4,324;,389;,247;,017;,065;,001;0;,001;,998844;,0389;,0494;,0119;,0455;,0005;0;,0004;01107;CLEYZIEU;01;RHONE-ALPES;V293
2004;060901108001;COLIGNY - PRE DU MAI;1500;Biol. / Nitrif.;414,975;37,359;23,661;1,66;6,227;,083;,021;,095;282,183;22,4154;16,5627;1,494;4,3589;,083;,021;,095;01108;COLIGNY;01;RHONE-ALPES;U343
2004;060901109001;COLLONGES;2000;Lagune;528,33;47,564;30,124;2,114;7,927;,106;,026;,122;191,78379;14,2692;9,0372;1,6912;6,3416;,0742;,0182;,061;01109;COLLONGES;01;RHONE-ALPES;V100
2004;060901110001;COLOMIEU;200;Filtres plantés;55,101;4,961;3,142;,22;,827;,011;,003;,013;6,06111;,24805;,3142;,132;,0827;,011;,003;,013;01110;COLOMIEU;01;RHONE-ALPES;V161
2004;060901112001;CONDAMINE;450;Biol. / Nitrif.;99,723;8,978;5,686;,399;1,496;,02;,005;,023;10,96953;,4489;,5686;,2394;,1496;,008;,002;,0069;01112;CONDAMINE;01;RHONE-ALPES;V250
2004;060901113001;CONDEISSIAT;400;Lagune;175,208;15,773;9,99;,701;2,629;,035;,009;,04;63,600504;4,7319;2,997;,5608;2,1032;,0245;,0063;,02;01113;CONDEISSIAT;01;RHONE-ALPES;U421
2004;060901114001;CONFORT - CHEF LIEU;700;Bassin de décantation;80,65;7,261;4,598;,323;1,21;,016;,004;,019;80,65;7,261;4,598;,323;1,21;,016;,004;,019;01114;CONFORT;01;RHONE-ALPES;V101
2004;060901114002;CONFORT - MENTHIERES;1167;Biol. / Nitrif.;57,64;5,189;3,286;,231;,865;,012;,003;,013;57,64;5,189;3,286;,231;,865;,012;,003;,013;01114;CONFORT;01;RHONE-ALPES;V101
2004;060901115001;CONFRANCON - LE LOGIS NEUF;550;Biologique Simple;90,315;8,131;5,15;,361;1,355;,018;,005;,021;21,043395;,8131;1,03;,2527;,9485;,009;,0025;,0084;01115;CONFRANCON;01;RHONE-ALPES;U424
2004;060901115002;CONFRANCON;300;Lagune;68,139;6,134;3,885;,273;1,022;,014;,003;,016;24,734457;1,8402;1,1655;,2184;,8176;,0098;,0021;,008;01115;CONFRANCON;01;RHONE-ALPES;U424
2004;060901116001;CONTREVOZ - CHEF LIEU;330;Biol. / Nitrif.;141,256;12,717;8,054;,565;2,12;,028;,007;,032;96,05408;7,6302;5,6378;,5085;1,484;,028;,007;,032;01116;CONTREVOZ;01;RHONE-ALPES;V145
2004;060901116002;CONTREVOZ - BOISSIEU ANCIENNE;100;Bassin de décantation;15,701;1,413;,895;,063;,236;,003;,001;,004;14,28791;,9891;,895;,063;,236;,003;,001;,004;01116;CONTREVOZ;01;RHONE-ALPES;V146
2004;060901118001;CORBONOD;542;Lagune;170,753;15,373;9,736;,683;2,562;,034;,009;,039;61,983339;4,6119;2,9208;,5464;2,0496;,0238;,0063;,0195;01118;CORBONOD;01;RHONE-ALPES;V113
2004;060901119001;CORCELLES;450;Biol. / Nitrif.;124,47;11,205;7,097;,498;1,868;,025;,006;,029;13,6917;,56025;,7097;,2988;,1868;,01;,0024;,0087;01119;CORCELLES;01;RHONE-ALPES;V291
2004;060901122001;CORMARANCHE EN BUGEY - VAUX;100;Lagune;47,021;4,233;2,681;,188;,706;,009;,002;,011;6,959108;,21165;,2681;,1128;,4236;,0036;,0008;,0033;01122;CORMARANCHE EN BUGEY;01;RHONE-ALPES;V291
2004;060901123001;CORMORANCHE SUR SAONE;1800;Biol. / Nitrif.;581,414;52,343;33,151;2,326;8,724;,116;,029;,134;113,37573;5,2343;6,6302;1,6282;1,7448;,058;,0145;,0536;01123;CORMORANCHE SUR SAONE;01;RHONE-ALPES;U430
2004;060901124001;CORMOZ;225;Lagune;17,385;1,564;,991;,07;,261;,003;,001;,004;6,310755;,4692;,2973;,056;,2088;,0021;,0007;,002;01124;CORMOZ;01;RHONE-ALPES;U344
2004;060901125001;CORVEISSIAT - ARNANS;130;Biologique Simple;20,127;1,812;1,147;,081;,302;,004;,001;,005;13,988265;1,0872;,8029;,0729;,2718;,004;,001;,005;01125;CORVEISSIAT;01;RHONE-ALPES;V281
2004;060901125002;CORVEISSIAT-ST MAURICE ECHAZEA;90;Biol. / Nitrif.;16,926;1,523;,965;,068;,254;,003;,001;,004;11,50968;,9138;,6755;,0612;,1778;,003;,001;,004;01125;CORVEISSIAT;01;RHONE-ALPES;V270
2004;060901125003;CORVEISSIAT - CUVERGNAT;100;Lagune;15,246;1,373;,869;,061;,229;,003;,001;,004;5,534298;,4119;,2607;,0488;,1832;,0021;,0007;,002;01125;CORVEISSIAT;01;RHONE-ALPES;V281
2004;060901127001;COURMANGOUX - CHEF LIEU;243;Lagune;63,981;5,76;3,648;,256;,96;,013;,003;,015;23,225103;1,728;1,0944;,2048;,768;,0091;,0021;,0075;01127;COURMANGOUX;01;RHONE-ALPES;U343
2004;060901127002;COURMANGOUX - CHEVIGNAT;135;Lagune;15,995;1,44;,912;,064;,24;,003;,001;,004;5,806185;,432;,2736;,0512;,192;,0021;,0007;,002;01127;COURMANGOUX;01;RHONE-ALPES;U343
2004;060901128001;COURTES;250;Lagune;20,501;1,845;1,169;,082;,308;,004;,001;,005;7,441863;,5535;,3507;,0656;,2464;,0028;,0007;,0025;01128;COURTES;01;RHONE-ALPES;U347
2004;060901129001;CRANS;270;Lagune;48,54;4,37;2,768;,194;,728;,01;,002;,011;17,62002;1,311;,8304;,1552;,5824;,007;,0014;,0055;01129;CRANS;01;RHONE-ALPES;V300
2004;060901130001;CRAS SUR REYSSOUZE - CHEF LIEU;550;Biol. / Nitrif.;373,988;33,669;21,324;1,496;5,612;,075;,019;,086;72,92766;3,3669;4,2648;1,0472;1,1224;,0375;,0095;,0344;01130;CRAS SUR REYSSOUZE;01;RHONE-ALPES;U403
2004;060901130002;CRAS SUR REYSSOUZE - ZA;250;Lagune;6,699;,603;,382;,027;,1;,001;0;,002;1,554168;,0603;,0764;,0189;,07;,0005;0;,0008;01130;CRAS SUR REYSSOUZE;01;RHONE-ALPES;U403
2004;060901133001;CRESSIN ROCHEFORT;367;Lagune;119,488;10,757;6,813;,478;1,793;,024;,006;,027;43,374144;3,2271;2,0439;,3824;1,4344;,0168;,0042;,0135;01133;CRESSIN ROCHEFORT;01;RHONE-ALPES;V143
2004;060901134001;CROTTET - CHAVANNES;450;Biologique Simple;824,772;63,528;55,935;1,592;5,97;,08;,02;,092;565,793592;38,1168;39,1545;1,4328;5,373;,08;,02;,092;01134;CROTTET;01;RHONE-ALPES;U424
2004;060901134002;CROTTET - ORMETS;2700;Biol. / Nitrif.;319,744;28,786;18,231;1,279;4,798;,064;,016;,074;35,17184;1,4393;1,8231;,7674;,4798;,0256;,0064;,0222;01134;CROTTET;01;RHONE-ALPES;U424
2004;060901134003;CROTTET - ZA FONTAINE;250;Lagune;148,89;13,404;8,489;,596;2,234;,03;,007;,034;54,04707;4,0212;2,5467;,4768;1,7872;,021;,0049;,017;01134;CROTTET;01;RHONE-ALPES;U424
2004;060901136001;CRUZILLES LES MEPILLAT-CH LIEU;200;Lagune;45,622;4,107;2,601;,183;,684;,009;,002;,01;16,560786;1,2321;,7803;,1464;,5472;,0063;,0014;,005;01136;CRUZILLES LES MEPILLAT;01;RHONE-ALPES;U424
2004;060901136002;CRUZILLES MEPILLAT;600;Lagune;45,622;4,107;2,601;,183;,684;,009;,002;,01;16,560786;1,2321;,7803;,1464;,5472;,0063;,0014;,005;01136;CRUZILLES LES MEPILLAT;01;RHONE-ALPES;U424
2004;060901138001;CULOZ - CHEF LIEU;4666;Biologique Simple;1852,146;172,033;111,282;5,076;18,749;,195;,201;7,291;1852,146;172,033;111,282;5,076;18,749;,195;,201;7,291;01138;CULOZ;01;RHONE-ALPES;V133
2004;060901138002;CULOZ - CHATEL;50;Biologique Simple;46,087;4,149;2,628;,184;,692;,009;,002;,011;16,729581;1,2447;,7884;,1472;,5536;,0063;,0014;,0055;01138;CULOZ;01;RHONE-ALPES;V126
