Année;code_STEP;Nom_STEP;Capacité_traitement;Dispositif_traitement;Quantité_pollution_entrante;Quantité_MES_entrante;Quantité_MO_entrante;Quantité_P_entrante;Quantité_NR_entrante;Quantité_MI_entrante;Quantité_AOX_entrante;Quantité_METOX_entrante;Quantité_pollution_sortante;Quantité_MES_sortante;Quantité_MO_sortante;Quantité_P_sortante;Quantité_NR_sortante;Quantité_MI_sortante;Quantité_AOX_sortante;Quantité_METOX_sortante;Code_Commune;Nom_commune;Code_département;Nom_région;Code_zone_hydrographique
2006;060901005001;AMBERIEUX EN DOMBES;1900;Lagune;2116,508;171,5;141,483;9,6;0;0;0;0;1470,97306;102,9;99,0381;8,64;0;0;0;0;01005;AMBERIEUX EN DOMBES;01;RHONE-ALPES;U470
2006;060901006001;AMBLEON;120;Biol. / Nitrif.;23,68;2,132;1,35;,095;,355;,005;,001;,005;7,88544;,6396;,405;,076;,142;,0035;,0007;,0025;01006;AMBLEON;01;RHONE-ALPES;V161
2006;060901007001;AMBRONAY - CHEF LIEU;1700;Biol. / Nitrif.;990,783;89,198;56,492;3,964;14,866;,198;,05;,228;329,930739;26,7594;16,9476;3,1712;5,9464;,1386;,035;,114;01007;AMBRONAY;01;RHONE-ALPES;V290
2006;060901007002;AMBRONAY - GV2C;600;Filtres plantés;141,117;12,704;8,046;,565;2,117;,028;,007;,032;27,235581;1,2704;1,6092;,3729;,4234;,028;,007;,032;01007;AMBRONAY;01;RHONE-ALPES;V290
2006;060901009001;ANDERT ET CONDON - CONDON;270;Lagune;51,492;4,635;2,936;,206;,773;,01;,003;,012;18,691596;1,3905;,8808;,1648;,6184;,007;,0021;,006;01009;ANDERT ET CONDON;01;RHONE-ALPES;V146
2006;060901010002;ANGLEFORT - CHEF LIEU;1080;Biol. / Nitrif.;419,873;37,8;23,94;1,68;6,3;,084;,021;,097;46,18603;1,89;2,394;1,008;,63;,0336;,0084;,0291;01010;ANGLEFORT;01;RHONE-ALPES;V126
2006;060901011001;APREMONT;400;Biol. / Nitrif.;123,829;11,148;7,061;,495;1,858;,025;,006;,028;24,146655;1,1148;1,4122;,3465;,3716;,0125;,003;,0112;01011;APREMONT;01;RHONE-ALPES;V251
2006;060901021002;ARS SUR FORMANS;2250;Biologique Simple;758,777;53,588;48,541;2,2;12,725;0;0;0;51,596836;2,6794;2,42705;,88;,63625;0;0;0;01021;ARS SUR FORMANS;01;RHONE-ALPES;U470
2006;060901022002;ARTEMARE;1500;Biol. / Nitrif.;824,409;74,219;47,005;3,299;12,37;,165;,041;,19;90,68499;3,71095;4,7005;1,9794;1,237;,066;,0164;,057;01022;ARTEMARE;01;RHONE-ALPES;V143
2006;060901024002;ATTIGNAT - VACAGNOLE;900;Biol. / Nitrif.;408,284;36,756;23,279;1,634;6,126;,082;,02;,094;79,61538;3,6756;4,6558;1,1438;1,2252;,041;,01;,0376;01024;ATTIGNAT;01;RHONE-ALPES;U401
2006;060901024003;ATTIGNAT - CHEF LIEU;1200;Biologique Simple;1635,281;155;105,408;4,55;0;0;0;0;593,607003;46,5;31,6224;3,64;0;0;0;0;01024;ATTIGNAT;01;RHONE-ALPES;U403
2006;060901025001;BAGE LA VILLE - CHEF LIEU;550;Lagune;559,489;50,369;31,9;2,239;8,395;,112;,028;,129;82,804372;2,51845;3,19;1,3434;5,037;,0448;,0112;,0387;01025;BAGE LA VILLE;01;RHONE-ALPES;U411
2006;060901025002;BAGE LA VILLE - LES SPATTIERES;1100;Filtres plantés;602,637;54,254;34,361;2,411;9,042;,121;,03;,139;182,599011;10,8508;10,3083;1,9288;3,6168;,121;,03;,139;01025;BAGE LA VILLE;01;RHONE-ALPES;U411
2006;060901026001;BAGE LE CHATEL;1100;Filtres plantés;723,323;65,119;41,242;2,894;10,853;,145;,036;,166;219,166869;13,0238;12,3726;2,3152;4,3412;,145;,036;,166;01026;BAGE LE CHATEL;01;RHONE-ALPES;U411
2006;060901028001;BANEINS - CHEF LIEU;225;Lagune;160,03;14,407;9,125;,64;2,401;,032;,008;,037;37,28699;1,4407;1,825;,448;1,6807;,016;,004;,0148;01028;BANEINS;01;RHONE-ALPES;U440
2006;060901029001;BEAUPONT;285;Biologique Simple;110,72;9,968;6,313;,443;1,661;,022;,006;,025;25,79776;,9968;1,2626;,3101;1,1627;,011;,003;,01;01029;BEAUPONT;01;RHONE-ALPES;U344
2006;060901033001;BELLEGARDE SUR VALSERINE;18000;Biologique Simple;16756,362;1476;1082;21;135;0;0;0;1776,174372;73,8;108,2;3,15;47,25;0;0;0;01033;BELLEGARDE SUR VALSERINE;01;RHONE-ALPES;V102
2006;060901034001;BELLEY - CHEF LIEU;18333;Biol. / Nitrif.;11285,588;752;739;34;182;0;0;0;902,84704;37,6;36,95;17;54,6;0;0;0;01034;BELLEY;01;RHONE-ALPES;V146
2006;060901035001;BELLEYDOUX;300;Biol. / Nitrif.;129,026;11,616;7,357;,516;1,936;,026;,006;,03;42,965658;3,4848;2,2071;,4128;,7744;,0182;,0042;,015;01035;BELLEYDOUX;01;RHONE-ALPES;V101
2006;060901036001;BELMONT LUTHEZIEU - MASSIGNIEU;566;Biol. / Nitrif.;89,566;8,064;5,107;,358;1,344;,018;,004;,021;9,85226;,4032;,5107;,2148;,1344;,0072;,0016;,0063;01036;BELMONT LUTHEZIEU;01;RHONE-ALPES;V143
2006;060901036002;BELMONT LUTHEZIEU - GLARGIN;100;Biol. / Nitrif.;25,585;2,304;1,459;,102;,384;,005;,001;,006;4,989075;,2304;,2918;,0714;,0768;,0025;,0005;,0024;01036;BELMONT LUTHEZIEU;01;RHONE-ALPES;V141
2006;060901036003;BELMONT LUTHEZIEU - BIOLEAZ;50;Bassin de décantation;8,063;,726;,46;,032;,121;,002;0;,002;6,813235;,363;,46;,0288;,121;,002;0;,002;01036;BELMONT LUTHEZIEU;01;RHONE-ALPES;V141
2006;060901038001;BENY;300;Lagune;45,367;4,084;2,586;,182;,681;,009;,002;,01;10,570511;,4084;,5172;,1274;,4767;,0045;,001;,004;01038;BENY;01;RHONE-ALPES;U344
2006;060901041001;BETTANT;900;Biol. / Nitrif.;502,161;45,208;28,632;2,009;7,535;,1;,025;,116;167,219613;13,5624;8,5896;1,6072;3,014;,07;,0175;,058;01041;BETTANT;01;RHONE-ALPES;V293
2006;060901043001;BEYNOST -ST MAURICE DE BEYNOST;10600;Biol. / Nitrif.;10438,513;854;679;19;103;0;0;0;762,011449;42,7;33,95;6,65;20,6;0;0;0;01043;BEYNOST;01;RHONE-ALPES;V300
2006;060901044001;BILLIAT;720;Biologique Simple;172,749;15,552;9,85;,691;2,592;,035;,009;,04;40,250517;1,5552;1,97;,4837;1,8144;,0175;,0045;,016;01044;BILLIAT;01;RHONE-ALPES;V102
2006;060901045001;BIRIEUX;200;Lagune;24,5;2,205;1,397;,098;,368;,005;,001;,006;5,7085;,2205;,2794;,0686;,2576;,0025;,0005;,0024;01045;BIRIEUX;01;RHONE-ALPES;U440
2006;060901046001;BIZIAT - CHEF LIEU;315;Lagune;92,058;8,289;5,249;,368;1,381;,018;,005;,021;33,417054;2,4867;1,5747;,2944;1,1048;,0126;,0035;,0105;01046;BIZIAT;01;RHONE-ALPES;U424
2006;060901046002;BIZIAT - RETISSINGE;400;Lagune;82,975;7,47;4,731;,332;1,245;,017;,004;,019;19,333175;,747;,9462;,2324;,8715;,0085;,002;,0076;01046;BIZIAT;01;RHONE-ALPES;U424
2006;060901047002;BLYES;855;Biol. / Nitrif.;638,451;57,478;36,402;2,555;9,58;,128;,032;,147;212,604183;17,2434;10,9206;2,044;3,832;,0896;,0224;,0735;01047;BLYES;01;RHONE-ALPES;V294
2006;060901054001;BOURG SAINT CHRISTOPHE;1990;Biol. / Nitrif.;616,013;55,458;35,123;2,465;9,243;,123;,031;,142;67,76143;2,7729;3,5123;1,479;,9243;,0492;,0124;,0426;01054;BOURG ST CHRISTOPHE;01;RHONE-ALPES;V300
2006;060901057001;BOZ;500;Lagune;131,683;11,855;7,508;,527;1,976;,026;,007;,03;30,682139;1,1855;1,5016;,3689;1,3832;,013;,0035;,012;01057;BOZ;01;RHONE-ALPES;U411
2006;060901058002;BREGNIER CORDON-PETIT GLANDIEU;630;Lagune;216,528;19,494;12,346;,866;3,249;,043;,011;,05;78,599664;5,8482;3,7038;,6928;2,5992;,0301;,0077;,025;01058;BREGNIER CORDON;01;RHONE-ALPES;V161
2006;060901058003;BREGNIER CORDON - CORDON;130;Filtres plantés;10,296;,927;,587;,041;,155;,002;,001;,002;1,987128;,0927;,1174;,02706;,031;,002;,001;,002;01058;BREGNIER CORDON;01;RHONE-ALPES;V147
2006;060901059001;BRENAZ - CHEF LIEU;100;Bassin de décantation;13,503;1,215;,77;,054;,203;,003;,001;,003;11,410035;,6075;,77;,0486;,203;,003;,001;,003;01059;BRENAZ;01;RHONE-ALPES;V142
2006;060901059002;BRENAZ - LARNIN;50;Bassin de décantation;4,314;,389;,246;,017;,065;,001;0;,001;3,636702;,1945;,246;,0153;,065;,001;0;,001;01059;BRENAZ;01;RHONE-ALPES;V142
2006;060901061001;BRENS - GOTRAS PETIT BRENS;450;Lagune;175,146;15,768;9,986;,701;2,628;,035;,009;,04;40,809018;1,5768;1,9972;,4907;1,8396;,0175;,0045;,016;01061;BRENS;01;RHONE-ALPES;V146
