ANNEE;CODE NATIONAL STATION;NOM STATION;CAPACITE STATION EN EH;FLUX EN ENTREE DE STATION - DBO5;FLUX EN ENTREE DE STATION - DCO;FLUX EN ENTREE DE STATION - MES;FLUX EN ENTREE DE STATION - NGL;FLUX EN ENTREE DE STATION - PT;FLUX EN ENTREE DE STATION - METOX;FLUX EN ENTREE DE STATION - AOX;FLUX EN SORTIE DE STATION - DBO5;FLUX EN SORTIE DE STATION - DCO;FLUX EN SORTIE DE STATION - MES;FLUX EN SORTIE DE STATION - NGL;FLUX EN SORTIE DE STATION - PT;FLUX EN SORTIE DE STATION - METOX;FLUX EN SORTIE DE STATION - AOX;NOM COMMUNE IMPLANTATION STATION;NOM DEPARTEMENT IMPLANTATION STATION;NOM REGION IMPLANTATION STATION
2012;060911304001;STATION D'EPURATION DE QUILLAN - CHEF LIEU;6000;164,499;558,313;339,47;53,638;9,363;,684;,087;3,285;26,901;5,306;7,53;1,061;,162;,042;QUILLAN;AUDE;OCCITANIE;
2012;060911307001;STATION D'EPURATION DE RAISSAC D'AUDE (ANCIENNE);500;16;47,525;10,3;;;;;,35;2,7;,395;;;;;RAISSAC D AUDE;AUDE;OCCITANIE;
2012;060911308002;STATION D'EPURATION DE RAISSAC SUR LAMPY;400;20,13;58,133;26,413;;;;;,128;1,83;,305;;;;;RAISSAC SUR LAMPY;AUDE;OCCITANIE;
2012;060911310002;STATION D'EPURATION DE RENNES LES BAINS;1300;12,02;34,447;18,278;;;;;,171;1,71;,885;;;;;RENNES LES BAINS;AUDE;OCCITANIE;
2012;060911313001;STATION D'EPURATION DE RICAUD (ANCIEN);200;4,5;14,58;7,11;;;;;,135;1,02;,15;;;;;RICAUD;AUDE;OCCITANIE;
2012;060911315002;STATION D'EPURATION DE RIEUX MINERVOIS;3200;69,108;166,995;61,177;16,617;1,324;,121;,061;,838;6,826;1,444;,899;,623;,055;,012;RIEUX MINERVOIS;AUDE;OCCITANIE;
2012;060911317002;STATION D'EPURATION DE RODOME;200;1,295;4,778;1,068;;,077;;;,088;,7;,109;;,096;;;RODOME;AUDE;OCCITANIE;
2012;060911320001;STATION D'EPURATION DE ROQUEFEUIL (ANCIEN);400;4,774;18,788;2,849;;,216;;;,308;2,31;,154;;,17;;;ROQUEFEUIL;AUDE;OCCITANIE;
2012;060911321002;STATION D'EPURATION DE ROQUEFORT DE SAULT;500;16,08;33,902;12,06;;,275;;;,134;3,082;,134;;,177;;;ROQUEFORT DE SAULT;AUDE;OCCITANIE;
2012;060911322002;STATION D'EPURATION DE ROQUEFORT DES CORBIERES;2050;90,736;176,204;47,828;;2,134;;;,718;5,514;1,6;;,498;;;ROQUEFORT DES CORBIERES;AUDE;OCCITANIE;
2012;060911324001;STATION D'EPURATION DE ROUBIA (ANCIENNE);1000;13,3;29,672;7,7;;,372;;;,215;1,47;,531;;,211;;;ROUBIA;AUDE;OCCITANIE;
2012;060911325001;STATION D'EPURATION DE ROUFFIAC D'AUDE;500;10,575;22,8625;8,72;;,215;;;,445;1,8275;,655;;,126;;;ROUFFIAC D AUDE;AUDE;OCCITANIE;
2012;060911326001;STATION D'EPURATION DE ROUFFIAC DES CORBIERES;250;5,88;18,648;6,24;;,178;;;,084;,768;,108;;,054;;;ROUFFIAC DES CORBIERES;AUDE;OCCITANIE;
2012;060911327001;STATION D'EPURATION DE ROULLENS;400;13,2;44,22;6,6;;,684;;;1,32;7,32;1,56;;,418;;;ROULLENS;AUDE;OCCITANIE;
2012;060911330001;STATION D'EPURATION DE RUSTIQUES;400;18,2;55,545;31,85;;,553;;;,07;1,925;,315;;,158;;;RUSTIQUES;AUDE;OCCITANIE;
2012;060911332001;STATION D'EPURATION DE ST ANDRE ROQUELONGUE (ANCIEN);1000;58,35;119,635;58,05;;;;;1,725;11,69;2,395;;;;;ST ANDRE DE ROQUELONGUE;AUDE;OCCITANIE;
2012;060911337001;STATION D'EPURATION DE SAINT COUAT D'AUDE (ANCIENNE);500;19,2;66,12;12,6;;,642;;;10,8;29,28;9;;,594;;;ST COUAT D AUDE;AUDE;OCCITANIE;
2012;060911339001;STATION D'EPURATION DE ST DENIS;300;12,46;44,678;14,24;;,374;;;,801;14,596;4,272;;,085;;;ST DENIS;AUDE;OCCITANIE;
2012;060911340001;STATION D'EPURATION DE SAINTE EULALIE;500;16,175;59,818;19,195;;;;;,91;7,037;,593;;;;;STE EULALIE;AUDE;OCCITANIE;
2012;060911342001;STATION D'EPURATION DE SAINT FRICHOUX;300;4,09;14,927;2,726;;,152;;;,75;1,482;,716;;,146;;;ST FRICHOUX;AUDE;OCCITANIE;
2012;060911344001;STATION D'EPURATION DE ST HILAIRE;1800;59,803;138,924;33,966;16,952;1,268;,079;,018;,371;4,867;1,098;,536;,402;0;,006;ST HILAIRE;AUDE;OCCITANIE;
2012;060911345001;STATION D'EPURATION DE SAINT JEAN DE BARROU;450;4,16;9,88;,624;;;;;,104;1,56;,676;;;;;ST JEAN DE BARROU;AUDE;OCCITANIE;
2012;060911351001;STATION D'EPURATION DE ST LAURENT CABRERISSE - RIVE D;1000;44,78;93,17;40,25;;1,128;;;4,269;34,731;7,679;;,525;;;ST LAURENT DE LA CABRERISSE;AUDE;OCCITANIE;
2012;060911353002;STATION D'EPURATION DE VAL DE CESSE;12500;338,624;881,822;415,41;;9,344;,22;,459;6,183;28,346;8,252;;3,588;0;,055;ST MARCEL SUR AUDE;AUDE;OCCITANIE;
2012;060911355001;STATION D'EPURATION DE SAINT MARTIN DE VILLEREGLAN;350;5,6;13,93;5,46;;,138;;;1,54;7,952;3,5;;,143;;;ST MARTIN DE VILLEREGLAN;AUDE;OCCITANIE;
2012;060911356002;STATION D'EPURATION DE ST MARTIN LALANDE;1200;9,5725;37,769;7,952;;,436;;;,2215;3,0225;,2615;;,291;;;ST MARTIN LALANDE;AUDE;OCCITANIE;
2012;060911361001;STATION D'EPURATION DE SAINT PAPOUL;500;41;70,85;31,5;;;;;,65;9,25;1,85;;;;;ST PAPOUL;AUDE;OCCITANIE;
2012;060911364001;STATION D'EPURATION DE SAINT POLYCARPE;300;7,82;16,031;7,36;;;;;,064;,69;,253;;;;;ST POLYCARPE;AUDE;OCCITANIE;
2012;060911367002;STATION D'EPURATION DE SAISSAC;1800;40,14;107,124;47,97;;,746;;;,363;4,398;,368;;,392;;;SAISSAC;AUDE;OCCITANIE;
2012;060911368002;STATION D'EPURATION DE SALLELES CABARDES;200;3,68;5,808;2,08;;,078;;;,048;1,008;,048;;,046;;;SALLELES CABARDES;AUDE;OCCITANIE;
2012;060911370002;STATION D'EPURATION DE FLEURY - SALLES D'AUDE;9900;258,013;1198,11;913,309;65,021;6,841;;;9,435;52,473;9,313;49,752;4,371;;;SALLES D AUDE;AUDE;OCCITANIE;
2012;060911372001;STATION D'EPURATION DE SALSIGNE;600;10,45;26,98;10,45;;,284;;;,19;2,85;,38;;,243;;;SALSIGNE;AUDE;OCCITANIE;
2012;060911379002;STATION D'EPURATION DE SIGEAN;10000;160,681;568,842;273,4;70,715;8,437;;;2,374;28,597;3,547;14,517;1,213;;;SIGEAN;AUDE;OCCITANIE;
2012;060911382001;STATION D'EPURATION DE SOUILHANELS;400;4,25;10,778;3,74;;,117;;;,323;2,839;,459;;,03;;;SOUILHANELS;AUDE;OCCITANIE;
2012;060911385001;STATION D'EPURATION DE SOUPEX;300;,218;1,108;2,496;;,187;;;,062;,468;,234;;,102;;;SOUPEX;AUDE;OCCITANIE;
2012;060911390001;STATION D'EPURATION DE THEZAN DES CORBIERES;1000;29,413;86,582;41,359;;1,435;;;2,377;42,137;37,098;;,64;;;THEZAN DES CORBIERES;AUDE;OCCITANIE;
2012;060911392001;STATION D'EPURATION DE TOURNISSAN (ANCIENNE);800;36,3;101,2;66;;;;;;1,76;,336;;;;;TOURNISSAN;AUDE;OCCITANIE;
2012;060911396002;STATION D'EPURATION DE TRAUSSE - MINERVOIS;800;21,15;41,445;18,45;;,323;;;,84;4,536;1,176;;,213;;;TRAUSSE;AUDE;OCCITANIE;
2012;060911397002;STATION D'EPURATION DE TREBES;8000;444,637;903,632;209,158;49,447;9,323;,294;,072;4,013;37,548;5,265;7,054;1,012;,048;,065;TREBES;AUDE;OCCITANIE;
2012;060911398002;STATION D'EPURATION DE TREILLES;600;11,46;35,526;22,156;;;;;,344;3,323;,84;;;;;TREILLES;AUDE;OCCITANIE;
2012;060911401001;STATION D'EPURATION DE TUCHAN;1200;41,572;110,361;36,802;;,917;;;3,246;29,587;16,25;;,496;;;TUCHAN;AUDE;OCCITANIE;
2012;060911404001;STATION D'EPURATION DE VENTENAC CABARDES;600;22,94;68,82;34,782;;;;;,434;4,402;,93;;;;;VENTENAC CABARDES;AUDE;OCCITANIE;
2012;060911407002;STATION D'EPURATION DE VERDUN  EN  LAURAGAIS;400;36,89;100,75;90,148;;;;;,124;2,108;,155;;;;;VERDUN EN LAURAGAIS;AUDE;OCCITANIE;
2012;060911408001;STATION D'EPURATION DE VERZEILLE;700;40,205;133,9555;63,28;;,627;;;,867;2,96;,552;;,187;;;VERZEILLE;AUDE;OCCITANIE;
2012;060911410001;STATION D'EPURATION DE CONQUES SUR ORBIEL & VILLALIER;3000;177,933;438,327;186,758;55,625;5,446;,245;,126;2,055;22,147;3,846;11,339;1,558;,006;,025;VILLALIER;AUDE;OCCITANIE;
2012;060911411001;STATION D'EPURATION DE VILLANIERE;200;3,12;6,108;1,44;;,094;;;,036;,612;,144;;,159;;;VILLANIERE;AUDE;OCCITANIE;
2012;060911413001;STATION D'EPURATION DE VILLARDONNEL;600;6,3;14,625;6,3;;,222;;;,225;1,755;,27;;,23;;;VILLARDONNEL;AUDE;OCCITANIE;
2012;060911416001;STATION D'EPURATION DE VILLARZEL CABARDES;250;12,16;23,36;7,04;;,262;;;,288;1,024;,288;;,202;;;VILLARZEL CABARDES;AUDE;OCCITANIE;
2012;060911418002;STATION D'EPURATION DE VILLASAVARY;1200;22,17;50,01;21,13;;1,08;;;,475;7,643;,444;;,65;;;VILLASAVARY;AUDE;OCCITANIE;
2012;060911421001;STATION D'EPURATION DE VILLEDAIGNE (ANCIENNE);700;77,25;234,675;72;;;;;3,9;13,125;7,5;;;;;VILLEDAIGNE;AUDE;OCCITANIE;
2012;060911422001;STATION D'EPURATION DE  VILLEDUBERT;400;17,708;29,917;17,242;;,453;;;,699;1,398;1,025;;,508;;;VILLEDUBERT;AUDE;OCCITANIE;
2012;060911425002;STATION D'EPURATION DE VILLEGAILHENC;1800;45,275;138,0385;30,6325;;1,159;;;1,091;6,652;1,1095;;,363;;;VILLEGAILHENC;AUDE;OCCITANIE;
2012;060911426002;STATION D'EPURATION DE VILLEGLY;1200;29,265;97,3415;43,11;16,12;1,0985;;;,4865;4,2525;,7975;,714;,486;;;VILLEGLY;AUDE;OCCITANIE;
2012;060911429001;STATION D'EPURATION DE VILLEMOUSTAUSSOU;3000;138,962;388,353;169,688;45,353;5,159;;;2,596;28,432;4,444;9,507;1,51;;;VILLEMOUSTAUSSOU;AUDE;OCCITANIE;
2012;060911430001;STATION D'EPURATION DE VILLENEUVE LA COMPTAL;1200;25,385;79,88;32,561;;;;;,512;5,939;,314;;;;;VILLENEUVE LA COMPTAL;AUDE;OCCITANIE;
2012;060911431001;STATION D'EPURATION DE VILLENEUVE LES CORBIERES;1300;25,316;51,78;15,507;;,583;;;,376;3,387;2,658;;,052;;;VILLENEUVE LES CORBIERES;AUDE;OCCITANIE;
2012;060911432001;STATION D'EPURATION DE VILLENEUVE LES MONTREAL (ANC.);150;1,164;3,18;,828;;;;;,348;1,5;,768;;;;;VILLENEUVE LES MONTREAL;AUDE;OCCITANIE;
2012;060911433001;STATION D EPURATION DE VILLENEUVE MINERVOIS ANCIENNE;1300;43,249;91,456;10,529;;,916;;;,51;8,278;1,451;;,545;;;VILLENEUVE MINERVOIS;AUDE;OCCITANIE;
2012;060911433002;STATION D'EPURATION DE VILLENEUVE MINERVOIS;1400;45,15;101,95;25,478;10,477;1,231;;;,241;6,208;,235;,587;,348;;;VILLENEUVE MINERVOIS;AUDE;OCCITANIE;
2012;060911434001;STATION D'EPURATION DE VILLEPINTE;1400;30,168;67,681;17,34;;,765;;;,385;5,058;,619;;,425;;;VILLEPINTE;AUDE;OCCITANIE;
2012;060911437001;STATION D'EPURATION DE VILLESEQUELANDE;1000;46,082;92,995;29,838;;1,09;;;1,008;7,506;1,119;;1,074;;;VILLESEQUELANDE;AUDE;OCCITANIE;
2012;060911439001;STATION D'EPURATION DE VILLESPY;400;21,58;32,453;17,43;;;;;,664;2,49;2,324;;;;;VILLESPY;AUDE;OCCITANIE;
2012;060913001001;STATION D'EPURATION DE AIX EN PROVENCE - LA PIOLINE;164167;7109,08;15034,254;6918,992;1456,433;162,569;;;44,702;833,99;180,079;76,144;17,357;;,997;AIX EN PROVENCE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913001002;STATION D'EPURATION DE AIX EN PROVENCE - LES MILLES;5000;177,895;403,473;160,602;40,02;3,805;;;4,957;27,842;10,809;3,517;1,434;;;AIX EN PROVENCE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913001006;STATION D'EPURATION DE AIX EN PROVENCE - OUEST;30000;599,048;1533,218;664,089;131,267;14,066;;;7,716;79,147;5,196;10,035;,844;;;AIX EN PROVENCE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913003002;STATION D'EPURATION DE ALLEINS;2500;77,258;190,452;87,448;23,791;2,503;;;2,59;16,981;5,586;9,964;,984;;;ALLEINS;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913004002;STATION D'EPURATION DE ARLES - RAPHELE-MOULES;4667;94,989;314,085;151,674;;3,66;;;2,282;17,705;2,554;4,19;1,875;;;ARLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913004003;STATION D'EPURATION DE ARLES - PRINCIPALE;77000;1633,262;4558,635;1960,445;473,453;52,843;;;38,992;311,665;45,588;30,721;6,302;;;ARLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913004004;STATION D'EPURATION DE ARLES - SALIERS;250;8,267;20,91;9,87;;,306;;;,282;1,943;,289;;,128;;;ARLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913004007;STATION D'EPURATION DE ARLES - MAS THIBERT;1700;29,711;90,015;34,781;;,992;;;,867;10,503;1,44;;,267;;;ARLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913004008;STATION D'EPURATION DE ARLES - HAMEAU DU SAMBUC;450;4,524;19,72;22,04;;;;;;;;;;;;ARLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913004009;STATION D'EPURATION DE ARLES - LES SALINS DE GIRAUD;2200;98,963;298,228;124,349;21,693;2,498;;;1,636;18,956;1,822;13,491;,942;;;ARLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913006002;STATION D'EPURATION DE AUREILLE;1400;43,645;89,749;44,255;;1,287;;;7,546;26,889;8,288;;,959;;;AUREILLE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913007002;STATION D'EPURATION DE AURIOL - VALLEE DE L'HUVEAUNE;20150;527,604;1392,816;628,496;137,893;16,882;;;8,355;71,277;12,954;13,546;,403;;;AURIOL;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913010002;STATION D'EPURATION DE BARBENTANE - CHEF LIEU;5000;148,483;360,466;162,483;34,608;4,264;;;2,394;12,162;1,891;3,618;2,16;;;BARBENTANE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913012001;STATION D'EPURATION DE BEAURECUEIL;500;8,888;26,664;13,736;;;;;,121;2,424;,364;;;;;BEAURECUEIL;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913014001;STATION D'EPURATION DE BERRE L'ETANG - CHEF LIEU;21000;608,78;1632,808;454,082;142,107;14,824;;;15,355;103,286;9,673;16,253;,349;;;BERRE L ETANG;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913015002;STATION D'EPURATION DE BOUC BEL AIR;20000;699,489;1824,648;939,478;209,789;24,319;;;14,274;123,059;12,473;15,725;,709;;;BOUC BEL AIR;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913017001;STATION D'EPURATION DE BOULBON;1500;67,116;171,956;71,579;17,928;2,623;;;,996;8,964;,506;1,909;,896;;;BOULBON;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913018002;STATION D'EPURATION DE CABANNES;4000;158,328;498,238;140,668;;4,548;;;3,357;18,845;5,552;;1,641;;;CABANNES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913019001;STATION D'EPURATION DE CABRIES;8000;270,678;727,789;344,279;81,106;8,588;;;6,157;48,973;10,185;7,414;1,706;;;CABRIES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913022001;STATION D'EPURATION DE CASSIS;25000;530,983;1359,068;500,298;127,079;13,938;;;14,285;112,657;32,34;59,487;3,194;;;CASSIS;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913024002;STATION D'EPURATION DE CHARLEVAL;3000;56,52;191,54;94,2;;;;;13,502;84,78;30,458;;;;;CHARLEVAL;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913025001;STATION D'EPURATION DE CHATEAUNEUF LE ROUGE;2600;36,783;89,34;33,05;10,402;1,197;;;2,557;12,765;3,3;6,723;1,062;;;CHATEAUNEUF LE ROUGE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913026003;STATION D'EPURATION DE CHATEAUNEUF-LES-MARTIGUES;16000;554,992;1452,368;635,662;141,229;15,269;;;9,372;67,569;6,091;11,513;,287;;;CHATEAUNEUF LES MARTIGUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913027001;STATION D'EPURATION DE CHATEAURENARD - VILLE;17800;684,499;1519,694;711,598;;17,062;,001;,492;6,096;69,492;12,023;;1,198;0;,222;CHATEAURENARD;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913028001;STATION D'EPURATION DE LA CIOTAT;94833;1999,157;5227,16;2090,364;588,597;63,391;;;71,998;359,868;75,83;343,539;1,728;;;LA CIOTAT;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913029001;STATION D'EPURATION DE CORNILLON CONFOUX;1200;14,88;34,47;15,695;;;;;,909;5,598;1,216;;;;;CORNILLON CONFOUX;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913030002;STATION D'EPURATION DE CUGES-LES-PINS;3000;103,874;276,854;104,518;26,241;3,252;;;1,202;14,739;1,525;1,951;,787;;;CUGES LES PINS;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913032002;STATION D'EPURATION DE EGUILLES;9000;369,98;879,198;443,464;69,956;8,416;;;5,184;40,951;13,072;8,023;,452;;;EGUILLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913033002;STATION D'EPURATION DE ENSUES-LA-REDONNE;4500;152,212;403,401;168,469;40,93;4,625;;;;13,921;;3,037;,96;;;ENSUES LA REDONNE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913034002;STATION D'EPURATION DE EYGALIERES;3300;86,302;212,365;106,059;;3,069;;;,949;4,949;,806;;1,512;;;MOLLEGES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913035002;STATION D'EPURATION DE EYGUIERES;10000;277,466;738,891;363,665;73,784;8,12;;;18,792;103,267;27,469;20,143;1,984;;;EYGUIERES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913036002;STATION D'EPURATION DE EYRAGUES;5000;175,993;466,148;240,724;;5,39;;;3,454;30,128;4,822;;1,286;;;EYRAGUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913037001;STATION D'EPURATION DE LA FARE LES OLIVIERS;5833;215,205;522,944;220,293;63,297;7,097;;;5,217;36,004;4,994;14,329;2,656;;;LA FARE LES OLIVIERS;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913038002;STATION D'EPURATION DE FONTVIEILLE;5000;133,195;407,044;215,325;44,208;4,924;;;2,861;20,829;4,315;4,016;1,009;;;FONTVIEILLE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913039003;STATION D'EPURATION DE FOS SUR MER;22000;859,56;1970,015;856,705;187,131;25,122;1,88;,449;25,604;204,158;33,962;52,565;7,834;,057;,579;FOS SUR MER;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913040001;STATION D'EPURATION DE FUVEAU - GREASQUE;12000;307,793;869,869;448,744;97,271;11,131;;;13,412;63,021;5,187;4,703;,311;;;FUVEAU;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913040002;STATION D'EPURATION DE FUVEAU - HAMEAU DE LA BARQUE;1000;22,895;56,615;24,885;;;;;1,373;6,6;2,439;;;;;FUVEAU;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913041001;STATION D'EPURATION DE GARDANNE;50000;1109,229;2729,393;1134,138;265,625;26,963;;;11,757;114,061;17,424;12,262;2,308;;;GARDANNE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913044002;STATION D'EPURATION DE GRANS;7066;218,128;566,08;172,098;46,352;5,762;;;29,802;113,094;27,421;15,975;3,563;;;GRANS;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913045002;STATION D'EPURATION DE GRAVESON;3300;139,257;326,502;137,289;32,144;4,671;;;2,078;17,661;3,425;2,756;1,235;;;GRAVESON;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913047002;STATION D'EPURATION DE ISTRES - ENTRESSEN -GROS CHENE;5000;164,157;411,558;180,076;42,586;4,665;;;4,265;36,058;6,778;6,564;1,882;;;ISTRES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913047005;STATION D'EPURATION DE ISTRES - RASSUEN;50000;1781,541;4166,373;1682,515;410,15;45,574;3,344;1,607;21,342;219,84;22,646;37,11;9,454;,332;,797;ISTRES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913048002;STATION D'EPURATION DE JOUQUES;4000;110,044;234,859;95,332;23,933;2,238;;;1,582;13,156;2,645;1,112;,902;;;JOUQUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913049001;STATION D'EPURATION DE LAMANON;3000;96,265;233,574;89,387;30,052;2,749;;;,971;9,842;1,437;9,145;1,496;;;LAMANON;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913050003;STATION D'EPURATION DE LAMBESC - TGV;13500;285,455;752,154;333,052;76,608;8,913;;;3,415;33,38;4,66;6,974;,484;;;LAMBESC;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913051001;STATION D'EPURATION DE LANCON PROVENCE - CHEF LIEU;9000;240,019;624,208;252,37;74,565;8,444;;;3,626;26,09;2,386;7,64;2,825;;;LANCON PROVENCE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913051002;STATION D'EPURATION DE LANCON PROVENCE - LES BAISSES;250;11,4;20,85;8,1;;;;;4,2;10,05;2,49;;;;;LANCON PROVENCE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913051003;STATION D'EPURATION DE LANCON - Z.A.C. DE SIBOURG;1800;22,2;69,12;28,2;;;;;;2,76;,42;;;;;LANCON PROVENCE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913052002;STATION D'EPURATION DE MAILLANE;2700;99,001;226,314;95,739;23,021;3,038;;;1,509;13,939;4,361;1,965;,423;;;MAILLANE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913054002;STATION D'EPURATION DE MARIGNANE - LA-PALUN;70000;2066,864;6132,668;2785,578;591,008;73,497;;;39,287;322,625;35,651;43,476;3,123;;;MARIGNANE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913055001;STATION D'EPURATION DE MARSEILLE - AGGLOMERATION;1860000;67702,818;145434,666;57273,246;11566,011;1358,149;;,048;4013,849;17154,356;3254,403;8266,452;639,625;;15,117;MARSEILLE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913055002;STATION D'EPURATION DE MARSEILLE - ILE DU FRIOUL;2000;39,958;68,408;24,161;2,985;,768;;;10,805;19,006;,894;2,376;,069;;;MARSEILLE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913056003;STATION D'EPURATION DE MARTIGUES - PORT DE BOUC;96000;2488,023;7073,155;3325,08;;89,416;;;49,834;681,154;1026,136;;39,287;;;MARTIGUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913057001;STATION D'EPURATION DE MAS BLANC DES ALPILLES (ANC.);300;17,098;55,61;19,92;;,639;;;,747;4,233;,664;;,573;;;MAS BLANC DES ALPILLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913058002;STATION D'EPURATION DE MAUSSANE LES ALPILLES;4000;143,042;339,447;152,693;26,008;3,407;;;3,049;29,84;5,665;4,511;1,485;;;MAUSSANE LES ALPILLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913058003;STATION D'EPURATION DE LES BAUX - PARADOU;4000;110,47;276,738;114,536;35,252;4,69;;;2,587;25,751;3,922;5,695;1,326;;;MAUSSANE LES ALPILLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913059001;STATION D'EPURATION DE MEYRARGUES;3000;105,979;349,447;119,117;35,132;4,457;;;7,837;51,831;10,542;21,517;2,791;;;MEYRARGUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913060003;STATION D'EPURATION DE MEYREUIL - LE CANET;1000;117,4;292,26;95,732;;;;;,719;7,638;1,393;;;;;MEYREUIL;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913060004;STATION D'EPURATION DE MEYREUIL - PONTET - CHEF LIEU;9700;190,826;453,275;199,716;39,479;4,609;;;2,875;23,901;5,865;11,422;,93;;;MEYREUIL;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913064001;STATION D'EPURATION DE MOLLEGES;2500;128,93;360,223;164,348;;3,41;;;1,706;8,973;1,708;;,929;;;MOLLEGES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
2012;060913065002;STATION D'EPURATION DE MOURIES;5000;209,144;492,516;222,272;48,374;6,08;;;2,838;26,109;2,458;4,264;1,609;;;MOURIES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;
