type_rj;code_rj;libelle;insee_commune;nom_commune;x_rj;y_rj;milieu_recepteur;derniere_annee;code_step;nom_step;nature_reseau;capacite;traitement_principal;debit_nominal_tps_sec;debit_nominal_tps_pluie;charge_nominale_dbo5;charge_nominale_dco;charge_nominale_mes;insee_commune_step;nom_commune_step;code_mo;siret_mo;nom_mo;x_step;y_step
RJ;0579061V0021;CELLES SUR BELLE (Base de loisirs );79061;Celles-sur-Belle;452096.0;6576224.0;F;;0479061S0002;CELLES SUR BELLE ( Base de loisirs );;450.0;Primaire bio simple (Décanteur Digesteur;68.0;;;;;79061;Celles-sur-Belle;79061000A;21790061200011;COMMUNE DE CELLES SUR BELLE ;452096.66;6576227.5
RJ;0511236V0021;MOLANDIER 2;11236;Molandier;595505.0;6239070.0;R;;0511236V002;MOLANDIER 2;Unitaire;190.0;Secondaire bio (Ntk);28.0;;;;;11236;Molandier;11049000A;20003570700013;COMMUNAUTE DE COMMUNES PIEGE-LAURAGAIS MALEPERE;595545.0;6239080.0
RJ;0512159V0031;MORLHON LE HAUT (Marmont);12159;Morlhon-le-Haut;625886.0;6358957.0;F;;0512159V003;MORLHON LE HAUT (Dauquies);;140.0;Secondaire bio (Ntk);4.5;;;;;12159;Morlhon-le-Haut;12159000A;21120159500017;COMMUNE DE MORLHON LE HAUT ;625613.0;6359000.0
RJ;0515011V0011;ARNAC (CAMPING MUNICIPAL);15011;Arnac;637773.0;6442931.0;R;;0515011V001;ARNAC (CAMPING MUNICIPAL);Séparatif;400.0;Secondaire bio (Ntk);60.0;;;;;15011;Arnac;15011000A;21150011100011;COMMUNE D'ARNAC ;638024.0;6443027.0
RJ;0581043V0021;BUSQUE CENTRE DE LOISIRS LA COURBE;81043;Busque;614465.2;6299869.0;R;;0581043V002;BUSQUE CENTRE DE LOISIRS LA COURBE;;230.0;Primaire bio simple (Décanteur Digesteur;50.0;;;;;81043;Busque;81105000A;21810105300013;COMMUNE DE GRAULHET ;614232.6;6299817.5
RJ;0512003V0021;Les Albres (bourg);12003;Les Albres;634697.0;6382360.0;F;;0512003V002;Les Albres (bourg);Séparatif;225.0;Secondaire bio (Ntk et Pt bio);33.8;;;;;12003;Les Albres;12003000A;21120003500015;COMMUNE DES ALBRES ;634605.0;6382290.0
RJ;0509214V0011;MOULIS - BOURG;09214;Moulis;544431.0;6208720.0;R;;0509214V001;MOULIS - BOURG;Séparatif;430.0;Secondaire bio (Ntk);64.5;;;;;09214;Moulis;09268009A;20006794000185;COMMUNAUTE DE COMMUNES COUSERANS PYRENEES;544435.0;6208680.0
RJ;0531037V0021;AVIGNONET LAURAGAIS (PORT LAURAGAIS);31037;Avignonet-Lauragais;603069.0;6251400.0;R;;0531037V002;AVIGNONET LAURAGAIS (PORT LAURAGAIS);Séparatif;500.0;Secondaire bio (Ntk);82.0;;;;;31037;Avignonet-Lauragais;31000000B;22310001700423;DEPARTEMENT DE LA HAUTE-GARONNE ;603024.0;6251390.0
RJ;0524416V0011;SAINT GERMAIN DE BELVES;24416;Saint-Germain-de-Belvès;544712.94;6413897.0;R;;0524416V001;SAINT GERMAIN DE BELVES;;130.0;Primaire bio simple (Décanteur Digesteur;19.0;;;;;24416;Saint-Germain-de-Belvès;24396011A;20004105100018;COMMUNAUTE DE COMMUNES VALLEE DORDOGNE ET FORET BESSEDE;544712.94;6413897.0
RJ;0516267V0011;POULLIGNAC (DECHARGE);16267;Poullignac;466282.7;6482193.5;R;;0516267V001;POULLIGNAC (DECHARGE);;150.0;Lagunes;30.0;;;;;16267;Poullignac;16267000A;21160267700018;COMMUNE DE POULLIGNAC ;466250.34;6482238.5
RJ;0531278V0011;LATOUE;31278;Latoue;519528.06;6232882.5;R;;0531278V001;LATOUE;Séparatif;200.0;Secondaire bio (Ntk);30.0;;;;;31278;Latoue;31278000A;21310278300015;COMMUNE DE LATOUE ;519528.06;6232882.5
RJ;0516290V0011;ROUZEDE (DECHARGE);16290;Rouzède;511796.25;6516305.5;R;;0516290V001;ROUZEDE (DECHARGE);;400.0;Lagunes;80.0;;;;;16290;Rouzède;16290000A;21160290900015;COMMUNE DE ROUZEDE ;511789.78;6516341.0
RJ;0611263V0021;NEBIAS( LAFAGE);11263;Nébias;626871.44;6199410.5;R;;0511263V002;NEBIAS( LAFAGE);;50.0;Secondaire bio (Ntk);8.0;;;;;11263;Nébias;11263000A;21110263700017;COMMUNE DE NEBIAS ;628899.0;6198349.0
RJ;0531548V0011;SIGNAC;31548;Signac;505388.7;6204102.5;R;;0531548V001;SIGNAC;Séparatif;300.0;Primaire bio simple (Décanteur Digesteur;15.0;;;;;31548;Signac;31548000A;21310548900016;COMMUNE DE SIGNAC ;505388.7;6204102.5
RJ;0524108V0011;LA CHAPELLE GONAGUET;24108;La Chapelle-Gonaguet;512790.03;6461570.0;F;;0524108V001;LA CHAPELLE GONAGUET;Séparatif;150.0;Secondaire bio (Ntk);22.0;;;;;24108;La Chapelle-Gonaguet;24322003C;24240062000025;COMMUNAUTE D'AGGLOMERATION PERIGOURDINE;512790.03;6461570.0
RJ;0512119V0021;LAGUIOLE (LE BOUYSSOU);12119;Laguiole;693072.0;6397140.0;R;;0512119V002;LAGUIOLE (LE BOUYSSOU);Séparatif;330.0;Secondaire bio (Ntk);54.0;;;;;12119;Laguiole;12119000A;21120119900018;COMMUNE DE LAGUIOLE ;693072.0;6397140.0
RJ;0531050V0011;BEAUCHALOT;31050;Beauchalot;526505.0;6226138.0;R;;0531050V001;BEAUCHALOT;;60.0;Secondaire bio (Ntk);60.0;;;;;31050;Beauchalot;31050000A;21310050600012;COMMUNE DE BEAUCHALOT ;526514.9;6226225.5
RJ;0515148V0011;PAULHAC (COMMUNALE N°1);15148;Paulhac;693201.0;6433450.0;R;;0515148V001;PAULHAC (COMMUNALE N°1);Séparatif;195.0;Secondaire bio (Ntk);29.0;;;;;15148;Paulhac;15148000A;21150148100017;COMMUNE DE PAULHAC ;693170.0;6433730.0
RJ;0515261V0021;LE VIGEAN (VILLAGE CHAMBRES);15261;Le Vigean;648948.0;6453780.0;R;;0515261V002;LE VIGEAN (VILLAGE CHAMBRES);Séparatif;30.0;Secondaire bio (Ntk);4.5;;;;;15261;Le Vigean;15120002B;25150322300017;S.I. D'ASSAINISSEMENT DE L'AGGLOMERATION DE MAURIAC - LE VIGEAN;649225.0;6454440.0
RJ;0512047V0021;CAMPAGNAC (Aire Autoroute);12047;Campagnac;709294.0;6365240.0;F;;0512047V002;CAMPAGNAC (Aire Autoroute);;150.0;Secondaire bio (Ntk);24.0;;;;;12047;Campagnac;12047000A;21120047200010;COMMUNE DE CAMPAGNAC ;709307.0;6365260.0
RJ;0512036V0021;BROMMAT (CUSSAGOLS);12036;Brommat;676749.0;6417310.0;F;;0512036V002;BROMMAT (CUSSAGOLS);;45.0;Secondaire bio (Ntk);6.8;;;;;12036;Brommat;12036000A;21120036500016;COMMUNE DE BROMMAT ;676805.0;6417290.0
RJ;0516085V0021;CHASSENEUIL SUR BONNIEURE 2;16085;Chasseneuil-sur-Bonnieure;501280.0;6527160.0;R;;0516085V002;CHASSENEUIL SUR BONNIEURE 2;Séparatif;3000.0;Secondaire bio (Ntk et Pt phy-chi);427.0;550.0;;;;16085;Chasseneuil-sur-Bonnieure;16085000A;21160085300017;COMMUNE DE CHASSENEUIL SUR BONNIEURE ;501710.0;6526620.0
RJ;0516212V0031;MASSIGNAC (LE CLUZEAU);16212;Massignac;518602.0;6521300.0;F;;0516212V003;MASSIGNAC (LE CLUZEAU);;30.0;Secondaire bio (Ntk);4.5;;;;;16212;Massignac;16212000A;21160212300013;COMMUNE DE MASSIGNAC ;518602.0;6521300.0
RJ;0547246V0021;SAINT HILAIRE DE LUSIGNAN (CAMPING MOULIN DE MELLET);47246;Saint-Hilaire-de-Lusignan;502991.6;6352935.0;R;;0547246V002;SAINT HILAIRE DE LUSIGNAN (CAMPING MOULIN DE MELLET);;305.0;Secondaire bio (Ntk);46.0;;;;;47246;Saint-Hilaire-de-Lusignan;47246006A;38126131200015;S.A.R.L. EMERAUDE VACANCES ;502991.6;6352935.0
RJ;0519258V0091;SERVIERES LE CHATEAU (Rieux);19258;Servières-le-Château;623167.0;6452090.0;R;;0519258V009;SERVIERES LE CHATEAU (Rieux);Séparatif;75.0;Secondaire bio (Ntk);11.2;;;;;19258;Servières-le-Château;19258000A;21192580500015;COMMUNE DE SERVIERES LE CHATEAU ;623350.0;6452220.0
RJ;0524362V0021;VAL DE LOUYRE ET CAUDEAU (LES PAUVRETTES LE DIAMANT NOIR);24362;Val de Louyre et Caudeau;530178.0;6429590.0;F;;0524362V002;VAL DE LOUYRE ET CAUDEAU (LES PAUVRETTES LE DIAMANT NOIR);;140.0;Secondaire bio (Ntk);24.0;;;;;24362;Val de Louyre et Caudeau;24362008A;49317084900019;LES PAUVRETTES LE DIAMANT NOIR;530186.0;6429560.0
RJ;0533004V0021;AMBES 2;33339;Prignac-et-Marcamps;422464.0;6441510.0;R;;0533004V002;AMBES 2;Séparatif;5500.0;Secondaire bio (Ntk);1550.0;;;;;33004;Ambès;33063001A;24330031600011;BORDEAUX METROPOLE ;422889.0;6440270.0
RJ;0540185V0011;MIRAMONT SENSACQ;40185;Miramont-Sensacq;432097.0;6282840.0;F;;0540185V001;MIRAMONT SENSACQ;Séparatif;300.0;Secondaire bio (Ntk);45.0;0.0;;;;40185;Miramont-Sensacq;40110010A;20007810300013;SYNDICAT DES EAUX DU MARSEILLON ET DU TURSAN;432109.0;6282770.0
RJ;0546064V0031;CATUS (Bourg n°2);46064;Catus;566895.0;6384020.0;R;;0546064V003;CATUS (Bourg n°2);Séparatif;550.0;Secondaire bio (Ntk);90.0;;;;;46064;Catus;46042070A;20002373700014;COMMUNAUTE D'AGGLOMERATION GRAND CAHORS ;567012.0;6383990.0
RJ;0547312V0021;TOURNON 2;47312;Tournon-d'Agenais;540060.0;6368420.0;R;;0547312V002;TOURNON d'AGENAIS 2;Mixte;1900.0;Secondaire bio (Ntk et Pt bio);293.0;487.0;;;;47312;Tournon-d'Agenais;47001006A;25470249100013;SYNDICAT EAU47 ;540092.0;6368680.0
RJ;0548029V0021;ST MARTIN (LE BORN);48029;Le Born;743716.0;6385080.0;F;;0548029V002;LE BORN (ST MARTIN);Séparatif;145.0;Secondaire bio (Ntk);21.8;;;;;48029;Le Born;48029000A;21480029400016;COMMUNE DU BORN ;743739.0;6385090.0
RJ;0582151V0021;ROQUECOR 2;82151;Roquecor;536228.0;6359660.0;R;;0582151V002;ROQUECOR 2;Séparatif;210.0;Secondaire bio (Ntk);31.5;;;;;82151;Roquecor;47001006A;25470249100013;SYNDICAT EAU47 ;536185.0;6359700.0
RJ;0547223V0011;RIVES (CAMPING de BERGOUGNE);47223;Rives;520696.97;6397790.5;R;;0547223V001;RIVES (CAMPING de BERGOUGNE);;200.0;Primaire bio simple (Décanteur Digesteur;30.0;;;;;47223;Rives;47223001A;48307403500013;BRU ALEXIS ;520696.97;6397790.5
RJ;0509002V0021;AIGUES VIVES;09002;Aigues-Vives;608830.0;6211920.0;R;;0509002V002;AIGUES VIVES;Séparatif;750.0;Secondaire bio (Ntk);112.0;;;;;09002;Aigues-Vives;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;608850.0;6211910.0
RJ;0509006V0011;ALLIAT;09006;Alliat;584394.0;6191960.0;R;;0509006V001;ALLIAT;Mixte;100.0;Secondaire bio (Ntk);15.0;;;;;09006;Alliat;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;584395.0;6191950.0
RJ;0547209V0041;PONT DU CASSE (HOPITAL DE LA CANDELIE);47209;Pont-du-Casse;513545.94;6351813.0;R;;0547209V004;PONT DU CASSE (HOPITAL DE LA CANDELIE);;2000.0;Primaire bio simple (Décanteur Digesteur;400.0;;;;;47209;Pont-du-Casse;47209000A;21470209400019;COMMUNE DE PONT DU CASSE ;513507.56;6351795.0
RJ;0487054V0011;CUSSAC ( Le Bourg- La Fontanelle );87054;Cussac;532635.4;6512420.5;R;;0487054S0001;CUSSAC (Le Bourg- La Fontanelle );;900.0;Secondaire bio (Ntk);150.0;;;;;87054;Cussac;87054000A;21870540800019;COMMUNE DE CUSSAC ;533162.0;6514620.0
RJ;0509009V0011;ALZEN (COMMUNALE);09009;Alzen;575220.0;6211200.0;F;;0509009V001;ALZEN (COMMUNALE);Séparatif;100.0;Secondaire bio (Ntk);15.0;;;;;09009;Alzen;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;575220.0;6211140.0
RJ;0509011V0011;ANTRAS;09011;Antras;531948.0;6200170.0;R;;0509011V001;ANTRAS;;100.0;Secondaire bio (Ntk);15.0;;;;;09011;Antras;09011000A;21090011400013;COMMUNE D'ANTRAS ;528340.0;6199350.0
RJ;0509015V0011;TARASCON SUR ARIEGE 2;09015;Arignac;585710.0;6196730.0;R;;0509015V001;TARASCON SUR ARIEGE 2;Séparatif;12200.0;Secondaire bio (Ntk et Pt bio);2320.0;2820.0;;;;09015;Arignac;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;585507.0;6196730.0
RJ;0509019V0011;ARTIGAT;09019;Artigat;573256.0;6227830.0;R;;0509019V001;ARTIGAT;Mixte;300.0;Secondaire bio (Ntk);45.0;;;;;09019;Artigat;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;573171.0;6227840.0
RJ;0533498V0021;SALLES (ZI DE PECHERBES);33498;Salles;395549.0;6388840.0;F;;0533498V002;SALLES (ZI DE PECHERBES/SYLVA21);;250.0;Secondaire bio (Ntk);37.0;;;;;33498;Salles;33042005A;24330140500011;COMMUNAUTE DE COMMUNES DU VAL DE L'EYRE ;395549.0;6388840.0
RJ;0524077V0011;CAMPSEGRET (LE RELAIS DES TAMARIS);24077;Campsegret;507775.0;6429270.0;F;;0524077V001;CAMPSEGRET (LE RELAIS DES TAMARIS);;50.0;Secondaire bio (Ntk);8.0;;;;;24077;Campsegret;24077002A;33915660600040;LE RELAIS DES TAMARIS ;507775.0;6429270.0
RJ;0516210V0011;MARSAC;16210;Marsac;473625.0;6520700.0;R;;0516210V001;MARSAC;Séparatif;700.0;Secondaire bio (Ntk);105.0;;;;;16210;Marsac;16015067A;20007182700014;GRAND ANGOULEME ;473338.0;6520900.0
RJ;0524174V0011;FANLAC (BOURG);24174;Fanlac;549570.0;6442730.0;F;;0524174V001;FANLAC (BOURG);Séparatif;75.0;Secondaire bio (Ntk);11.2;11.2;;;;24174;Fanlac;24174000A;21240174900016;COMMUNE DE FANLAC ;549714.0;6442750.0
RJ;0509026V0011;CASTILLON EN COUSERANS (INTERCOMMUNALE);09026;Audressein;538661.0;6205800.0;R;;0509026V001;CASTILLON EN COUSERANS (INTERCOMMUNALE);Unitaire;1600.0;Secondaire bio (Ntk);240.0;;;;;09026;Audressein;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;538733.0;6205770.0
RJ;0509029V0021;AULUS LES BAINS (COMMUNALE);09029;Aulus-les-Bains;563231.0;6189980.0;R;;0509029V002;AULUS LES BAINS (COMMUNALE);Mixte;1000.0;Primaire décantation (Décanteur Primaire;120.0;;;;;09029;Aulus-les-Bains;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;563216.0;6189980.0
RJ;0509030V0011;AUZAT (Olbier);09030;Auzat;576626.0;6185950.0;R;;0509030V001;AUZAT (Olbier);;120.0;Secondaire bio (Ntk);18.0;;;;;09030;Auzat;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;576521.0;6185900.0
RJ;0509030V0021;AUZAT (HAMEAU DE MARC );09030;Auzat;572865.0;6180960.0;R;;0509030V002;AUZAT (HAMEAU DE MARC );Séparatif;210.0;Secondaire bio (Ntk);32.0;;;;;09030;Auzat;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;572830.0;6180970.0
RJ;0524330V0021;PLAZAC (DHAGPO DEDROL LING);24330;Plazac;544801.0;6438110.0;F;;0524330V002;PLAZAC (DHAGPO DEDROL LING);Séparatif;75.0;Secondaire bio (Ntk);11.0;11.0;;;;24330;Plazac;24330001A;40428971200014;DHAGPO DEDROL LING ;544799.0;6438090.0
RJ;0524330V0011;PLAZAC;24330;Plazac;545858.0;6438570.0;R;;0524330V001;PLAZAC;Séparatif;300.0;Secondaire bio (Ntk);45.0;;;;;24330;Plazac;24330000A;21240330700011;COMMUNE DE PLAZAC ;545929.0;6438620.0
RJ;0509032V0021;AX LES THERMES (COMMUNALE);09283;Savignac-les-Ormeaux;602210.0;6181910.0;R;;0509032V002;AX LES THERMES (COMMUNALE);Mixte;7000.0;Secondaire bio (Ntk);1400.0;;;;;09283;Savignac-les-Ormeaux;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;602252.0;6181900.0
RJ;0509039V0011;LA BASTIDE DE BOUSIGNAC;09039;La Bastide-de-Bousignac;609049.0;6218440.0;R;;0509039V001;LA BASTIDE DE BOUSIGNAC;Mixte;600.0;Secondaire bio (Ntk);90.0;;;;;09039;La Bastide-de-Bousignac;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;609017.0;6218460.0
RJ;0524559V0021;TURSAC (CAMPING BOUYSSOU);24559;Tursac;545882.0;6433230.0;F;;0524559V002;TURSAC (CAMPING BOUYSSOU);;70.0;Secondaire bio (Ntk);10.0;;;;;24559;Tursac;24559002A;44911654000013;LISIAK JACQUELINE ;545879.0;6433230.0
RJ;0524577V0011;VEZAC (RELAIS 5 CHÂTEAUX);24577;Vézac;554667.0;6416620.0;F;;0524577V001;VEZAC (RELAIS 5 CHÂTEAUX);;80.0;Secondaire bio (Ntk);12.0;;;;;24577;Vézac;24577001A;39239588500016;LE RELAIS DES CINQ CHATEAUX ;554664.0;6416620.0
RJ;0509040V0011;LABASTIDE DE LORDAT (BOURG );09040;La Bastide-de-Lordat;594422.0;6228180.0;R;;0509040V001;LABASTIDE DE LORDAT (BOURG );Séparatif;180.0;Secondaire bio (Ntk);27.0;;;;;09040;La Bastide-de-Lordat;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;594512.0;6228160.0
RJ;0509042V0021;LA BASTIDE DE SEROU - N°2;09042;La Bastide-de-Sérou;571292.0;6214390.0;R;;0509042V002;LA BASTIDE DE SEROU - N°2;Séparatif;1200.0;Secondaire bio (Ntk);162.0;;;;;09042;La Bastide-de-Sérou;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;571267.0;6214410.0
RJ;0531234V0011;LE GRES;31234;Le Grès;547165.0;6292840.0;R;;0531234V001;LE GRES;;250.0;Secondaire bio (Ntk);37.0;;;;;31234;Le Grès;31555272H;20002359600014;SYNDICAT MIXTE DE L'EAU ET DE L'ASSAINISSEMENT DE LA HAUTE-GARONNE;547176.0;6292860.0
RJ;0509043V0011;LA BASTIDE SUR L HERS (PEYRAT);09229;Le Peyrat;612486.0;6206820.0;R;;0509043V001;LA BASTIDE SUR L HERS (PEYRAT);Mixte;1200.0;Secondaire bio (Ntk);180.0;;;;;09229;Le Peyrat;09043001A;25090054500014;SYNDICAT DES EAUX ET ASSAINISSEMENT DE LA BASTIDE SUR L'HERS ET LE PEYRAT;612429.0;6206870.0
RJ;0509047V0011;BELESTA (HAMEAU DES BAILLARDS);09003;L'Aiguillon;610164.0;6201810.0;R;;0509047V001;BELESTA (HAMEAU DES BAILLARDS);Séparatif;60.0;Secondaire bio (Ntk);9.0;;;;;09047;Bélesta;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;611333.0;6202060.0
RJ;0509047V0021;BELESTA (HAMEAU COL DEL TEIL);09047;Bélesta;615213.0;6201690.0;R;;0509047V002;BELESTA (HAMEAU COL DEL TEIL);Séparatif;60.0;Secondaire bio (Ntk);9.0;;;;;09047;Bélesta;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;615214.0;6201710.0
RJ;0509047V0031;BELESTA (HAMEAU DE LESPINAS);09047;Bélesta;614779.0;6201190.0;R;;0509047V003;BELESTA (HAMEAU DE LESPINAS);Séparatif;60.0;Secondaire bio (Ntk);9.0;;;;;09047;Bélesta;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;614777.0;6201190.0
RJ;0509047V0041;BELESTA (COMMUNALE);09047;Bélesta;611873.0;6202020.0;R;;0509047V004;BELESTA (COMMUNALE);Mixte;1300.0;Secondaire bio (Ntk);260.0;;;;;09047;Bélesta;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;611865.0;6201980.0
RJ;0509055V0011;BETHMALE (COMMUNALE);09055;Bethmale;540934.0;6200470.0;R;;0509055V001;BETHMALE (COMMUNALE);Unitaire;1000.0;Secondaire bio (Ntk);96.0;;;;;09055;Bethmale;09268009A;20006794000185;COMMUNAUTE DE COMMUNES COUSERANS PYRENEES;540946.0;6200520.0
RJ;0509060V0011;BONNAC (COMMUNALE);09060;Bonnac;585778.0;6230660.0;R;;0509060V001;BONNAC (COMMUNALE);Séparatif;700.0;Secondaire bio (Ntk);115.0;;;;;09060;Bonnac;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;585713.0;6230620.0
RJ;0509061V0011;LES BORDES-SUR-ARIZE;09061;Les Bordes-sur-Arize;566052.0;6225120.0;R;;0509061V001;LES BORDES-SUR-ARIZE;Séparatif;1000.0;Secondaire bio (Ntk);150.0;;;;;09061;Les Bordes-sur-Arize;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;565970.0;6225050.0
RJ;0509066V0011;BRASSAC (LOTISSEMENT LOS PRADOS);09273;Saint-Pierre-de-Rivière;582259.0;6207900.0;R;;0509066V001;BRASSAC (LOTISSEMENT LOS PRADOS);Séparatif;200.0;Secondaire bio (Ntk);30.0;;;;;09273;Saint-Pierre-de-Rivière;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;582208.0;6207910.0
RJ;0509067V0011;BRIE;09067;Brie;579766.0;6235190.0;R;;0509067V001;BRIE;;80.0;Secondaire bio (Ntk);16.0;;;;;09067;Brie;09067000A;21090067600011;COMMUNE DE BRIE ;579720.0;6235170.0
RJ;0509070V0011;LES CABANNES;09070;Les Cabannes;592438.0;6188700.0;R;;0509070V001;LES CABANNES;Mixte;1500.0;Secondaire bio (Ntk);225.0;;;;;09070;Les Cabannes;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;592494.0;6188760.0
RJ;0509074V0011;CAMON (COMMUNALE);09074;Camon;615907.0;6214430.0;R;;0509074V001;CAMON (COMMUNALE);Mixte;200.0;Secondaire bio (Ntk);30.0;;;;;09074;Camon;09074000A;21090074200011;COMMUNE DE CAMON ;615876.0;6214400.0
RJ;0509075V0011;CAMPAGNE SUR ARIZE;09075;Campagne-sur-Arize;564100.0;6226870.0;R;;0509075V001;CAMPAGNE SUR ARIZE;Séparatif;350.0;Secondaire bio (Ntk);50.0;;;;;09075;Campagne-sur-Arize;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;564282.0;6226550.0
RJ;0509079V0011;CARLA BAYLE;09079;Carla-Bayle;569256.0;6228590.0;R;;0509079V001;CARLA BAYLE;Séparatif;300.0;Secondaire bio (Ntk);45.0;;;;;09079;Carla-Bayle;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;569311.0;6228630.0
RJ;0509079V0021;CARLA BAYLE (ZA );09079;Carla-Bayle;567438.0;6229310.0;R;;0509079V002;CARLA BAYLE (ZA );Séparatif;400.0;Secondaire bio (Ntk);60.0;;;;;09079;Carla-Bayle;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;567488.0;6229350.0
RJ;0509081V0011;LE CARLARET (BOURG );09081;Le Carlaret;594043.0;6227620.0;R;;0509081V001;LE CARLARET (BOURG );;90.0;Secondaire bio (Ntk);13.0;;;;;09081;Le Carlaret;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;594015.0;6227640.0
RJ;0509082V0011;CASTELNAU DURBAN;09082;Castelnau-Durban;565188.0;6212720.0;R;;0509082V001;CASTELNAU DURBAN;Séparatif;500.0;Secondaire bio (Ntk);75.0;;;;;09082;Castelnau-Durban;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;565150.0;6212760.0
RJ;0509083V0011;CASTERAS;09083;Castéras;569628.0;6226560.0;R;;0509083V001;CASTERAS;Mixte;60.0;Secondaire bio (Ntk);9.0;;;;;09083;Castéras;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;569782.0;6226740.0
RJ;0509083V0021;CASTERAS (LAGUNE N°2);09083;Castéras;569465.0;6227070.0;R;;0509083V002;CASTERAS (LAGUNE N°2);Mixte;60.0;Secondaire bio (Ntk);9.0;;;;;09083;Castéras;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;569487.0;6227060.0
RJ;0509086V0011;CAUMONT;09086;Caumont;544642.0;6217240.0;R;;0509086V001;CAUMONT;Séparatif;4000.0;Secondaire bio (Ntk);280.0;;;;;09086;Caumont;09268009A;20006794000185;COMMUNAUTE DE COMMUNES COUSERANS PYRENEES;544658.0;6217180.0
RJ;0509092V0011;CAZENAVE (VILLAGE);09092;Cazenave-Serres-et-Allens;591135.0;6194320.0;R;;0509092V001;CAZENAVE (VILLAGE);Mixte;120.0;Secondaire bio (Ntk);18.0;;;;;09092;Cazenave-Serres-et-Allens;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;591239.0;6194290.0
RJ;0509092V0021;CAZENAVE-SERRES-ET-ALLENS (SERRES);09092;Cazenave-Serres-et-Allens;592888.0;6194510.0;F;;0509092V002;CAZENAVE-SERRES-ET-ALLENS (SERRES);Séparatif;30.0;Secondaire bio (Ntk);4.0;;;;;09092;Cazenave-Serres-et-Allens;09272001A;25090187300019;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;592888.0;6194510.0
